TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Denver Nuggets,5,5,9.9,19,41,46.3,46.3,9.9,19,41,46.3,0.0,0,0,-,very_tight,1,2022
Utah Jazz,6,6,7.8,19,37,51.4,52.7,7.0,18,33,54.5,0.8,1,4,25.0,very_tight,1,2022
Memphis Grizzlies,6,6,6.8,13,36,36.1,37.5,6.3,12,33,36.4,0.6,1,3,33.3,very_tight,1,2022
Golden State Warriors,5,5,8.6,18,35,51.4,54.3,6.9,16,28,57.1,1.7,2,7,28.6,very_tight,1,2022
Milwaukee Bucks,5,5,7.9,16,34,47.1,47.1,7.9,16,34,47.1,0.0,0,0,-,very_tight,1,2022
Philadelphia 76ers,6,6,7.0,16,33,48.5,48.5,6.8,16,32,50.0,0.2,0,1,0.0,very_tight,1,2022
New Orleans Pelicans,6,6,6.3,17,32,53.1,53.1,6.1,17,31,54.8,0.2,0,1,0.0,very_tight,1,2022
Phoenix Suns,6,6,6.4,15,32,46.9,46.9,6.4,15,32,46.9,0.0,0,0,-,very_tight,1,2022
Toronto Raptors,6,6,6.2,14,32,43.8,43.8,6.2,14,32,43.8,0.0,0,0,-,very_tight,1,2022
Boston Celtics,4,4,8.9,11,30,36.7,36.7,8.6,11,29,37.9,0.3,0,1,0.0,very_tight,1,2022
Minnesota Timberwolves,6,6,6.1,9,30,30.0,30.0,6.1,9,30,30.0,0.0,0,0,-,very_tight,1,2022
Dallas Mavericks,6,6,5.2,12,25,48.0,48.0,5.0,12,24,50.0,0.2,0,1,0.0,very_tight,1,2022
Miami Heat,5,5,5.8,10,25,40.0,40.0,5.1,10,22,45.5,0.7,0,3,0.0,very_tight,1,2022
Brooklyn Nets,4,4,7.7,12,24,50.0,50.0,7.1,12,22,54.5,0.6,0,2,0.0,very_tight,1,2022
Chicago Bulls,5,5,4.9,10,22,45.5,45.5,4.4,10,20,50.0,0.4,0,2,0.0,very_tight,1,2022
Atlanta Hawks,5,5,5.6,10,22,45.5,45.5,5.6,10,22,45.5,0.0,0,0,-,very_tight,1,2022
New Orleans Pelicans,6,6,52.2,129,264,48.9,50.9,45.8,118,232,50.9,6.3,11,32,34.4,tight,1,2022
Memphis Grizzlies,6,6,45.1,121,238,50.8,52.3,42.0,114,222,51.4,3.0,7,16,43.8,tight,1,2022
Minnesota Timberwolves,6,6,44.5,103,219,47.0,51.6,33.5,83,165,50.3,11.0,20,54,37.0,tight,1,2022
Toronto Raptors,6,6,41.7,110,215,51.2,52.1,38.0,106,196,54.1,3.7,4,19,21.1,tight,1,2022
Utah Jazz,6,6,42.4,97,201,48.3,49.3,37.3,93,177,52.5,5.1,4,24,16.7,tight,1,2022
Phoenix Suns,6,6,37.8,109,188,58.0,58.8,34.4,106,171,62.0,3.4,3,17,17.6,tight,1,2022
Philadelphia 76ers,6,6,39.2,98,184,53.3,55.7,34.1,89,160,55.6,5.1,9,24,37.5,tight,1,2022
Miami Heat,5,5,41.6,93,178,52.2,56.7,31.3,77,134,57.5,10.3,16,44,36.4,tight,1,2022
Denver Nuggets,5,5,42.8,95,177,53.7,55.1,38.6,90,160,56.3,4.1,5,17,29.4,tight,1,2022
Milwaukee Bucks,5,5,38.7,93,167,55.7,56.9,35.3,89,152,58.6,3.5,4,15,26.7,tight,1,2022
Dallas Mavericks,6,6,33.7,77,163,47.2,48.8,28.5,72,138,52.2,5.2,5,25,20.0,tight,1,2022
Golden State Warriors,5,5,39.1,91,159,57.2,60.4,32.2,81,131,61.8,6.9,10,28,35.7,tight,1,2022
Chicago Bulls,5,5,33.7,65,152,42.8,43.1,31.5,64,142,45.1,2.2,1,10,10.0,tight,1,2022
Brooklyn Nets,4,4,47.4,71,148,48.0,50.0,39.4,65,123,52.8,8.0,6,25,24.0,tight,1,2022
Atlanta Hawks,5,5,35.8,74,140,52.9,54.6,31.2,69,122,56.6,4.6,5,18,27.8,tight,1,2022
Boston Celtics,4,4,40.9,73,138,52.9,54.7,34.4,68,116,58.6,6.5,5,22,22.7,tight,1,2022
Phoenix Suns,6,6,35.4,90,176,51.1,56.8,21.3,70,106,66.0,14.1,20,70,28.6,open,1,2022
Toronto Raptors,6,6,31.8,67,164,40.9,48.5,14.7,42,76,55.3,17.1,25,88,28.4,open,1,2022
Minnesota Timberwolves,6,6,33.3,64,164,39.0,47.9,15.2,35,75,46.7,18.1,29,89,32.6,open,1,2022
Dallas Mavericks,6,6,31.8,64,154,41.6,53.2,11.8,28,57,49.1,20.0,36,97,37.1,open,1,2022
Utah Jazz,6,6,32.1,71,152,46.7,54.6,16.2,47,77,61.0,15.8,24,75,32.0,open,1,2022
Atlanta Hawks,5,5,38.6,56,151,37.1,45.0,16.4,32,64,50.0,22.3,24,87,27.6,open,1,2022
Miami Heat,5,5,33.4,66,143,46.2,55.9,16.1,38,69,55.1,17.3,28,74,37.8,open,1,2022
Memphis Grizzlies,6,6,25.2,63,133,47.4,59.0,11.7,32,62,51.6,13.4,31,71,43.7,open,1,2022
Chicago Bulls,5,5,28.6,53,129,41.1,46.1,18.2,40,82,48.8,10.4,13,47,27.7,open,1,2022
New Orleans Pelicans,6,6,25.1,59,127,46.5,55.5,13.6,36,69,52.2,11.5,23,58,39.7,open,1,2022
Philadelphia 76ers,6,6,26.9,64,126,50.8,61.5,12.6,37,59,62.7,14.3,27,67,40.3,open,1,2022
Golden State Warriors,5,5,30.7,58,125,46.4,60.0,11.8,24,48,50.0,18.9,34,77,44.2,open,1,2022
Milwaukee Bucks,5,5,28.3,42,122,34.4,41.8,12.1,24,52,46.2,16.2,18,70,25.7,open,1,2022
Denver Nuggets,5,5,27.1,52,112,46.4,57.6,10.6,27,44,61.4,16.4,25,68,36.8,open,1,2022
Boston Celtics,4,4,27.0,44,91,48.4,57.7,12.5,27,42,64.3,14.5,17,49,34.7,open,1,2022
Brooklyn Nets,4,4,27.9,44,87,50.6,60.9,14.7,26,46,56.5,13.1,18,41,43.9,open,1,2022
Chicago Bulls,5,5,32.8,54,148,36.5,49.3,5.1,16,23,69.6,27.7,38,125,30.4,wide_open,1,2022
Dallas Mavericks,6,6,29.3,62,142,43.7,62.0,2.9,10,14,71.4,26.4,52,128,40.6,wide_open,1,2022
Philadelphia 76ers,6,6,26.9,51,126,40.5,58.7,3.6,5,17,29.4,23.2,46,109,42.2,wide_open,1,2022
Memphis Grizzlies,6,6,22.9,42,121,34.7,47.1,3.8,12,20,60.0,19.1,30,101,29.7,wide_open,1,2022
Milwaukee Bucks,5,5,25.1,52,108,48.1,70.4,2.1,4,9,44.4,23.0,48,99,48.5,wide_open,1,2022
Toronto Raptors,6,6,20.3,39,105,37.1,51.4,2.9,9,15,60.0,17.4,30,90,33.3,wide_open,1,2022
Phoenix Suns,6,6,20.3,46,101,45.5,59.9,5.0,17,25,68.0,15.3,29,76,38.2,wide_open,1,2022
Golden State Warriors,5,5,21.6,42,88,47.7,64.8,4.9,12,20,60.0,16.7,30,68,44.1,wide_open,1,2022
Denver Nuggets,5,5,20.3,31,84,36.9,52.4,2.9,5,12,41.7,17.4,26,72,36.1,wide_open,1,2022
Utah Jazz,6,6,17.7,23,84,27.4,39.3,1.7,3,8,37.5,16.0,20,76,26.3,wide_open,1,2022
New Orleans Pelicans,6,6,16.4,29,83,34.9,48.2,3.2,7,16,43.8,13.2,22,67,32.8,wide_open,1,2022
Miami Heat,5,5,19.2,30,82,36.6,50.0,2.6,8,11,72.7,16.6,22,71,31.0,wide_open,1,2022
Minnesota Timberwolves,6,6,16.1,42,79,53.2,74.7,1.6,8,8,100.0,14.4,34,71,47.9,wide_open,1,2022
Boston Celtics,4,4,23.1,37,78,47.4,64.7,3.6,10,12,83.3,19.6,27,66,40.9,wide_open,1,2022
Atlanta Hawks,5,5,19.9,32,78,41.0,59.0,2.0,4,8,50.0,17.9,28,70,40.0,wide_open,1,2022
Brooklyn Nets,4,4,17.0,30,53,56.6,77.4,3.8,8,12,66.7,13.1,22,41,53.7,wide_open,1,2022
