TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Los Angeles Lakers,15,82,5.0,1.24,102,42,67,62.7,64.2,14.6,4.9,13.4,1.2,64.6,85.7
Denver Nuggets,14,98,6.4,0.88,86,39,85,45.9,45.9,7.1,7.1,6.1,1.0,44.9,7.1
Boston Celtics,15,57,3.6,1.26,72,31,47,66.0,66.0,12.3,10.5,10.5,5.3,61.4,92.9
New York Knicks,11,68,5.8,1.01,69,28,50,56.0,56.0,19.1,7.4,17.6,0.0,54.4,42.9
Miami Heat,13,59,4.2,1.1,65,25,49,51.0,51.0,16.9,1.7,13.6,1.7,55.9,64.3
Golden State Warriors,13,66,4.4,0.97,64,28,58,48.3,48.3,9.1,4.5,7.6,1.5,48.5,35.7
Philadelphia 76ers,11,52,4.6,1.17,61,25,45,55.6,56.7,13.5,3.8,13.5,3.8,57.7,78.6
Atlanta Hawks,6,42,6.1,1.17,49,19,32,59.4,59.4,21.4,7.1,21.4,7.1,59.5,71.4
Sacramento Kings,7,54,6.3,0.87,47,17,39,43.6,43.6,18.5,11.1,18.5,3.7,44.4,0.0
Memphis Grizzlies,6,47,6.7,0.96,45,18,38,47.4,47.4,12.8,6.4,14.9,2.1,48.9,15.4
Phoenix Suns,11,47,3.9,0.96,45,20,39,51.3,51.3,6.4,10.6,4.3,0.0,48.9,15.4
Milwaukee Bucks,5,29,5.0,1.34,39,17,24,70.8,70.8,13.8,10.3,13.8,6.9,65.5,100.0
Minnesota Timberwolves,5,29,5.5,1.07,31,12,23,52.2,52.2,17.2,3.4,17.2,0.0,58.6,50.0
LA Clippers,5,27,4.7,0.96,26,11,23,47.8,47.8,14.8,11.1,14.8,11.1,44.4,28.6
Cleveland Cavaliers,5,20,3.9,1.1,22,8,14,57.1,57.1,20.0,15.0,20.0,5.0,55.0,57.1
Brooklyn Nets,4,9,2.3,0.78,7,3,6,50.0,50.0,11.1,22.2,11.1,0.0,44.4,0.0
