TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Sacramento Kings,3,26,7.2,1.58,41,13,19,68.4,81.6,26.9,7.7,23.1,7.7,69.2,100.0
LA Clippers,3,32,9.6,1.13,36,11,23,47.8,54.3,18.8,12.5,15.6,3.1,50.0,82.1
Dallas Mavericks,2,22,9.5,1.5,33,11,18,61.1,72.2,18.2,0.0,13.6,0.0,68.2,96.4
Portland Trail Blazers,3,27,7.8,1.11,30,12,21,57.1,57.1,14.8,11.1,7.4,3.7,55.6,78.6
Los Angeles Lakers,3,24,6.9,1.17,28,11,21,52.4,59.5,8.3,4.2,8.3,0.0,54.2,85.7
Denver Nuggets,3,24,7.4,1.0,24,10,20,50.0,52.5,8.3,8.3,8.3,0.0,50.0,59.3
Detroit Pistons,3,25,7.3,0.96,24,7,16,43.8,50.0,24.0,16.0,24.0,4.0,48.0,53.6
Brooklyn Nets,2,29,13.0,0.83,24,9,25,36.0,38.0,10.3,3.4,10.3,0.0,41.4,42.9
Boston Celtics,2,20,9.1,1.1,22,9,19,47.4,52.6,10.0,0.0,10.0,5.0,50.0,75.0
Chicago Bulls,3,25,7.2,0.88,22,7,17,41.2,47.1,12.0,20.0,12.0,0.0,40.0,46.4
Miami Heat,3,22,6.7,0.95,21,8,18,44.4,47.2,13.6,4.5,13.6,0.0,50.0,50.0
New Orleans Pelicans,2,17,7.7,1.18,20,8,12,66.7,66.7,17.6,23.5,17.6,11.8,52.9,89.3
Utah Jazz,3,25,7.1,0.8,20,5,17,29.4,35.3,24.0,8.0,20.0,0.0,44.0,35.7
Milwaukee Bucks,2,16,7.0,1.19,19,6,11,54.5,63.6,18.8,12.5,12.5,0.0,56.3,92.9
Philadelphia 76ers,3,26,8.0,0.73,19,8,18,44.4,50.0,7.7,23.1,7.7,0.0,34.6,32.1
Cleveland Cavaliers,3,22,6.4,0.82,18,7,17,41.2,41.2,18.2,4.5,18.2,0.0,50.0,39.3
Houston Rockets,3,14,4.2,1.07,15,6,12,50.0,58.3,7.1,7.1,7.1,0.0,50.0,64.3
Memphis Grizzlies,3,13,3.8,1.08,14,6,9,66.7,66.7,7.7,23.1,7.7,0.0,53.8,67.9
Toronto Raptors,3,25,7.5,0.56,14,6,16,37.5,37.5,4.0,32.0,4.0,0.0,28.0,17.9
New York Knicks,3,32,9.0,0.44,14,5,23,21.7,23.9,6.3,21.9,6.3,0.0,21.9,7.1
Atlanta Hawks,3,19,5.4,0.68,13,4,13,30.8,34.6,15.8,15.8,10.5,0.0,36.8,28.6
San Antonio Spurs,3,11,3.1,1.09,12,4,8,50.0,50.0,18.2,9.1,18.2,0.0,54.5,71.4
Phoenix Suns,3,20,5.9,0.6,12,5,16,31.3,31.3,5.0,15.0,5.0,0.0,30.0,21.4
Oklahoma City Thunder,3,22,6.8,0.55,12,3,17,17.6,20.6,13.6,9.1,9.1,0.0,27.3,14.3
Indiana Pacers,2,11,4.7,1.0,11,5,11,45.5,50.0,0.0,0.0,0.0,0.0,45.5,59.3
Minnesota Timberwolves,2,14,6.2,0.64,9,4,13,30.8,34.6,0.0,7.1,0.0,0.0,28.6,25.0
Golden State Warriors,3,17,5.0,0.47,8,4,17,23.5,23.5,0.0,0.0,0.0,0.0,23.5,10.7
Washington Wizards,2,24,10.2,0.33,8,3,17,17.6,17.6,8.3,20.8,8.3,0.0,20.8,0.0
Charlotte Hornets,2,5,2.1,1.2,6,2,4,50.0,50.0,20.0,0.0,20.0,0.0,60.0,0.0
Orlando Magic,2,12,5.5,0.42,5,2,8,25.0,25.0,16.7,16.7,16.7,0.0,25.0,3.6
