Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
A.J. Lawson,DAL,22,15,108,1,2,5,0,1,1,0.0,100.0,0,7,7,14
AJ Green,MIL,23,35,345,5,13,8,1,4,5,20.0,80.0,1,20,25,45
AJ Griffin,ATL,19,72,1401,12,28,64,15,16,31,48.4,51.6,0,102,105,207
Aaron Gordon,DEN,27,68,2055,59,144,79,28,23,51,54.9,45.1,1,267,107,374
Aaron Holiday,ATL,26,63,845,2,4,70,8,10,18,44.4,55.6,0,59,57,116
Aaron Nesmith,IND,23,73,1816,29,71,109,11,23,34,32.4,67.6,12,246,150,396
Aaron Wiggins,OKC,24,70,1297,40,92,85,20,13,33,60.6,39.4,1,201,130,331
Admiral Schofield,ORL,26,37,451,37,79,19,3,3,6,50.0,50.0,6,38,53,91
Al Horford,BOS,37,63,1921,117,280,75,19,10,29,65.5,34.5,0,407,229,636
Alec Burks,DET,31,51,1122,9,20,60,13,15,28,46.4,53.6,3,70,83,153
Aleksej Pokusevski,OKC,21,34,701,45,98,40,9,5,14,64.3,35.7,0,189,49,238
Alex Caruso,CHI,29,67,1575,56,127,227,14,25,39,35.9,64.1,14,163,191,354
Alex Len,SAC,30,26,161,37,85,15,2,2,4,50.0,50.0,0,60,12,72
Alize Johnson,SAS,27,4,30,2,5,2,0,1,1,0.0,100.0,0,3,1,4
Alondes Williams,BKN,24,1,5,0,0,1,0,0,0,0.0,0.0,0,0,0,0
Alperen Sengun,HOU,20,75,2171,253,580,133,25,17,42,59.5,40.5,9,499,129,628
Amir Coffey,LAC,26,50,625,2,4,25,4,2,6,66.7,33.3,3,43,33,76
Andre Drummond,CHI,29,67,849,107,226,81,11,11,22,50.0,50.0,2,184,68,252
Andre Iguodala,GSW,39,8,113,8,21,10,1,0,1,100.0,0.0,0,11,11,22
Andrew Nembhard,IND,23,75,2074,16,40,138,18,24,42,42.9,57.1,15,156,113,269
Andrew Wiggins,GSW,28,37,1190,30,80,82,12,13,25,48.0,52.0,1,167,128,295
Anfernee Simons,POR,24,62,2171,15,34,101,11,16,27,40.7,59.3,2,146,137,283
Anthony Davis,LAL,30,56,1905,178,397,116,26,31,57,45.6,54.4,2,453,139,592
Anthony Edwards,MIN,21,79,2841,2,5,204,25,24,49,51.0,49.0,0,176,182,358
Anthony Gill,WAS,30,59,625,31,76,21,7,4,11,63.6,36.4,4,72,61,133
