TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
POR,18,18,8.4,66,141,46.800000000000004,46.800000000000004,8.4,66,140,47.099999999999994,0.1,0,1,0.0
DET,17,17,8.5,61,129,47.3,47.3,8.200000000000001,61,124,49.2,0.3,0,5,0.0
NOP,18,18,7.9,50,128,39.1,39.5,7.8,49,125,39.2,0.2,1,3,33.300000000000004
HOU,15,15,9.2,59,126,46.800000000000004,47.199999999999996,9.1,58,124,46.800000000000004,0.1,1,2,50.0
CHI,17,17,8.1,63,125,50.4,50.4,8.1,63,125,50.4,0.0,0,0,
MIA,18,18,7.3999999999999995,61,125,48.8,49.2,7.3,60,123,48.8,0.1,1,2,50.0
ORL,18,18,8.0,52,124,41.9,41.9,8.0,52,124,41.9,0.0,0,0,
SAC,18,18,7.5,53,120,44.2,44.2,7.3999999999999995,53,119,44.5,0.1,0,1,0.0
WAS,16,16,8.1,50,118,42.4,42.8,7.9,49,115,42.6,0.2,1,3,33.300000000000004
DEN,17,17,7.7,52,115,45.2,45.7,7.5,51,113,45.1,0.1,1,2,50.0
MEM,18,18,6.800000000000001,45,111,40.5,40.5,6.7,45,109,41.3,0.1,0,2,0.0
MIL,18,18,6.9,57,109,52.300000000000004,52.300000000000004,6.800000000000001,57,107,53.300000000000004,0.1,0,2,0.0
GSW,19,19,6.6000000000000005,49,109,45.0,45.4,6.3,48,104,46.2,0.3,1,5,20.0
ATL,18,18,6.800000000000001,50,108,46.300000000000004,46.300000000000004,6.7,50,106,47.199999999999996,0.1,0,2,0.0
IND,17,17,6.800000000000001,38,106,35.8,35.8,6.7,38,105,36.199999999999996,0.1,0,1,0.0
TOR,18,18,6.6000000000000005,55,105,52.400000000000006,52.400000000000006,6.6000000000000005,55,105,52.400000000000006,0.0,0,0,
UTA,17,17,6.7,50,104,48.1,48.1,6.4,50,100,50.0,0.3,0,4,0.0
LAC,17,17,7.1,48,102,47.099999999999994,47.5,6.800000000000001,47,97,48.5,0.4,1,5,20.0
PHI,16,16,6.9,54,100,54.0,54.0,6.9,54,100,54.0,0.0,0,0,
CLE,19,19,5.7,44,99,44.4,44.9,5.6000000000000005,43,97,44.3,0.1,1,2,50.0
CHA,17,17,6.5,49,98,50.0,51.0,6.2,47,94,50.0,0.3,2,4,50.0
DAL,19,19,5.800000000000001,43,97,44.3,44.3,5.6000000000000005,43,94,45.7,0.2,0,3,0.0
MIN,17,17,6.4,53,96,55.2,55.7,6.4,52,95,54.7,0.1,1,1,100.0
BOS,17,17,6.0,37,94,39.4,40.400000000000006,5.7,35,90,38.9,0.3,2,4,50.0
BKN,17,17,6.1,37,88,42.0,42.0,5.8999999999999995,37,85,43.5,0.2,0,3,0.0
PHX,18,18,5.3,33,86,38.4,39.0,5.1,32,83,38.6,0.2,1,3,33.300000000000004
OKC,18,18,5.2,52,84,61.9,61.9,5.1,52,83,62.7,0.1,0,1,0.0
SAS,16,16,6.1,46,84,54.800000000000004,55.400000000000006,6.0,45,82,54.900000000000006,0.1,1,2,50.0
LAL,16,15,6.3,45,82,54.900000000000006,54.900000000000006,6.0,45,78,57.699999999999996,0.3,0,4,0.0
NYK,16,16,4.9,40,72,55.60000000000001,55.60000000000001,4.7,40,69,57.99999999999999,0.2,0,3,0.0
