Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
AJ Hammons,DAL,24,22,163,22,51,5,0,0,2,0.0,0.0,0,44,8,52
Aaron Brooks,IND,32,65,894,14,36,50,0,0,20,0.0,0.0,8,101,101,202
Aaron Gordon,ORL,21,80,2298,39,89,113,0,0,60,0.0,0.0,5,317,177,494
Aaron Harrison,CHA,22,5,17,0,0,0,0,0,0,0.0,0.0,0,2,0,2
Adreian Payne,MIN,26,18,135,6,12,11,0,0,2,0.0,0.0,0,24,20,44
Al Horford,BOS,31,68,2193,227,526,98,0,0,72,0.0,0.0,0,637,247,884
Al Jefferson,IND,32,66,931,112,242,41,0,0,21,0.0,0.0,9,245,35,280
Al-Farouq Aminu,POR,26,61,1773,107,248,106,0,0,49,0.0,0.0,1,419,176,595
Alan Anderson,LAC,34,30,308,1,2,9,0,0,10,0.0,0.0,0,16,35,51
Alan Williams,PHX,24,47,708,98,205,45,0,0,26,0.0,0.0,0,267,43,310
Alec Burks,UTA,25,42,653,3,7,32,0,0,18,0.0,0.0,0,66,59,125
Alex Abrines,OKC,23,68,1055,13,28,60,0,0,19,0.0,0.0,1,151,93,244
Alex Len,PHX,24,77,1560,254,542,66,0,0,38,0.0,0.0,0,706,103,809
Alex Poythress,PHI,23,6,157,6,16,10,0,0,3,0.0,0.0,0,19,16,35
Alexis Ajinca,NOP,29,39,584,66,140,46,0,0,19,0.0,0.0,1,193,39,232
Allen Crabbe,POR,25,79,2254,23,56,112,0,0,55,0.0,0.0,0,214,160,374
Alonzo Gee,DEN,30,13,89,0,0,8,0,0,3,0.0,0.0,0,11,9,20
Amir Johnson,BOS,30,80,1608,190,454,105,0,0,49,0.0,0.0,5,526,76,602
Anderson Varejao,GSW,34,14,92,15,37,6,0,0,2,0.0,0.0,0,29,10,39
Andre Drummond,DET,23,81,2409,352,762,231,0,0,70,0.0,0.0,2,623,121,744
Andre Iguodala,GSW,33,76,1998,59,150,164,0,0,62,0.0,0.0,2,226,160,386
Andre Roberson,OKC,25,79,2376,24,61,196,0,0,61,0.0,0.0,0,550,235,785
Andrew Bogut,CLE,32,27,583,78,178,30,0,0,7,0.0,0.0,13,152,12,164
Andrew Harrison,MEM,22,72,1474,8,18,109,0,0,49,0.0,0.0,7,181,173,354
Andrew Nicholson,BKN,27,38,342,34,69,21,0,0,6,0.0,0.0,0,90,30,120
