PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
A.J. Lawson,TOR,26,14,12,486.0,805,43,11,25,44.0,5,8,62.5,28,65.10000000000001,12,27.900000000000002,0,0.0,1,2.3,4,9.3,1630639,1610612761
AJ Green,MIL,73,44,29,1659.0,2142,33,5,11,45.5,0,0,0.0,10,30.3,20,60.6,4,12.1,1,3.0,0,0.0,1631260,1610612749
AJ Johnson,WAS,29,8,21,638.0,1168,27,10,17,58.8,2,2,100.0,23,85.2,7,25.900000000000002,2,7.3999999999999995,1,3.6999999999999997,1,3.6999999999999997,1642358,1610612764
Aaron Gordon,DEN,51,33,18,1447.0,2135,263,107,154,69.5,44,56,78.60000000000001,263,100.0,61,23.200000000000003,12,4.6,10,3.8,27,10.299999999999999,203932,1610612743
Aaron Holiday,HOU,62,39,23,792.0,1258,10,3,3,100.0,0,0,0.0,6,60.0,6,60.0,1,10.0,1,10.0,0,0.0,1628988,1610612745
Aaron Nesmith,IND,45,29,16,1122.0,1718,50,23,31,74.2,3,4,75.0,50,100.0,15,30.0,2,4.0,1,2.0,2,4.0,1630174,1610612754
Aaron Wiggins,OKC,76,62,14,1744.0,2502,135,65,85,76.5,11,14,78.60000000000001,144,106.69999999999999,32,23.7,9,6.7,10,7.3999999999999995,6,4.3999999999999995,1630598,1610612760
Adam Flagler,OKC,37,34,3,203.0,315,5,3,4,75.0,0,0,0.0,7,140.0,1,20.0,0,0.0,0,0.0,0,0.0,1641745,1610612760
Adama Sanogo,CHI,4,2,2,22.0,21,12,3,6,50.0,0,0,0.0,6,50.0,3,25.0,0,0.0,2,16.7,0,0.0,1641766,1610612741
Adem Bona,PHI,58,12,46,905.0,1054,226,94,136,69.1,30,46,65.2,224,99.1,38,16.8,4,1.7999999999999998,18,8.0,22,9.700000000000001,1641737,1610612755
Ajay Mitchell,OKC,36,31,5,597.0,966,32,12,19,63.2,2,2,100.0,27,84.39999999999999,10,31.3,0,0.0,1,3.1,1,3.1,1642349,1610612760
Al Horford,BOS,60,44,16,1659.0,2183,153,52,80,65.0,19,20,95.0,124,81.0,49,32.0,16,10.5,5,3.3000000000000003,9,5.8999999999999995,201143,1610612738
Alec Burks,MIA,49,26,23,864.0,1364,9,1,2,50.0,1,2,50.0,3,33.300000000000004,4,44.4,0,0.0,2,22.2,1,11.1,202692,1610612748
Alex Caruso,OKC,54,44,10,1041.0,1817,81,26,43,60.5,3,4,75.0,55,67.9,29,35.8,6,7.3999999999999995,4,4.9,2,2.5,1627936,1610612760
Alex Ducas,OKC,21,20,1,125.0,109,7,0,2,0.0,2,2,100.0,2,28.599999999999998,4,57.099999999999994,1,14.299999999999999,0,0.0,1,14.299999999999999,1642505,1610612760
Alex Len,LAL,46,21,25,380.0,574,108,26,40,65.0,5,12,41.699999999999996,57,52.800000000000004,52,48.1,12,11.1,4,3.6999999999999997,5,4.6,203458,1610612747
Alex Reese,PHI,15,4,11,216.0,319,11,5,5,100.0,2,2,100.0,12,109.1,4,36.4,0,0.0,1,9.1,1,9.1,1642024,1610612755
Alex Sarr,WAS,67,13,54,1814.0,3441,308,91,181,50.3,36,44,81.8,223,72.39999999999999,75,24.4,11,3.5999999999999996,26,8.4,20,6.5,1642259,1610612764
Alondes Williams,DET,1,0,1,4.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1631214,1610612765
Alperen Sengun,HOU,76,52,24,2395.0,4710,528,171,308,55.50000000000001,50,74,67.60000000000001,398,75.4,135,25.6,38,7.199999999999999,22,4.2,34,6.4,1630578,1610612745
Amen Thompson,HOU,69,43,26,2225.0,3713,394,148,211,70.1,31,44,70.5,333,84.5,134,34.0,31,7.9,14,3.5999999999999996,22,5.6000000000000005,1641708,1610612745
Amir Coffey,LAC,72,41,31,1748.0,1826,39,13,23,56.49999999999999,8,8,100.0,35,89.7,9,23.1,0,0.0,0,0.0,4,10.299999999999999,1629599,1610612746
Andre Drummond,PHI,40,12,28,751.0,1047,212,74,134,55.2,30,46,65.2,180,84.89999999999999,40,18.9,5,2.4,13,6.1,21,9.9,203083,1610612755
Andre Jackson Jr.,MIL,67,39,28,980.0,1295,150,25,43,58.099999999999994,4,8,50.0,54,36.0,87,57.99999999999999,19,12.7,12,8.0,4,2.7,1641748,1610612749
Andrew Nembhard,IND,65,44,21,1881.0,3778,45,13,20,65.0,0,0,0.0,26,57.8,24,53.300000000000004,5,11.1,1,2.1999999999999997,0,0.0,1629614,1610612754
Andrew Wiggins,MIA,60,27,33,1842.0,2851,152,51,90,56.699999999999996,27,32,84.39999999999999,132,86.8,38,25.0,7,4.6,5,3.3000000000000003,16,10.5,203952,1610612748
Anfernee Simons,POR,70,28,42,2292.0,4560,18,5,10,50.0,2,2,100.0,12,66.7,5,27.800000000000004,0,0.0,1,5.6000000000000005,1,5.6000000000000005,1629014,1610612757
Anthony Black,ORL,78,39,39,1887.0,3851,77,24,45,53.300000000000004,3,4,75.0,54,70.1,25,32.5,6,7.8,4,5.2,2,2.6,1641710,1610612753
Anthony Davis,DAL,51,30,21,1705.0,3757,363,172,252,68.30000000000001,54,74,73.0,410,112.9,31,8.5,10,2.8000000000000003,24,6.6000000000000005,30,8.3,203076,1610612742
Anthony Edwards,MIN,79,48,31,2871.0,5836,75,26,45,57.8,15,16,93.8,71,94.69999999999999,16,21.3,4,5.3,2,2.7,7,9.3,1630162,1610612750
Anthony Gill,WAS,51,7,44,398.0,424,38,15,21,71.39999999999999,4,8,50.0,34,89.5,12,31.6,4,10.5,0,0.0,4,10.5,1630264,1610612764
Anton Watson,NYK,9,5,4,22.0,39,6,3,6,50.0,0,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1641817,1610612752
Antonio Reeves,NOP,44,6,38,660.0,781,23,10,15,66.7,7,8,87.5,27,117.39999999999999,4,17.4,1,4.3,0,0.0,3,13.0,1641810,1610612740
Ariel Hukporti,NYK,25,17,8,217.0,283,41,15,20,75.0,4,8,50.0,34,82.89999999999999,12,29.299999999999997,1,2.4,4,9.8,3,7.3,1630574,1610612752
Armel Traoré,LAL,9,5,4,67.0,105,9,3,6,50.0,0,0,0.0,6,66.7,2,22.2,0,0.0,1,11.1,0,0.0,1642422,1610612747
Ausar Thompson,DET,59,34,25,1328.0,1928,259,113,167,67.7,14,24,58.3,242,93.4,58,22.400000000000002,16,6.2,7,2.7,10,3.9,1641709,1610612765
