TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Los Angeles Lakers,6,43,6.3,1.49,64,28,38,73.7,76.3,11.6,2.3,11.6,2.3,74.4,100.0
Atlanta Hawks,6,42,6.1,1.17,49,19,32,59.4,59.4,21.4,7.1,21.4,7.1,59.5,78.6
New York Knicks,6,42,6.5,1.12,47,20,32,62.5,62.5,19.0,4.8,19.0,0.0,59.5,64.3
Sacramento Kings,7,53,6.2,0.89,47,17,38,44.7,44.7,18.9,11.3,18.9,3.8,45.3,14.3
Memphis Grizzlies,6,47,6.7,0.96,45,18,38,47.4,47.4,12.8,6.4,14.9,2.1,48.9,21.4
Milwaukee Bucks,5,29,5.0,1.34,39,17,24,70.8,70.8,13.8,10.3,13.8,6.9,65.5,85.7
Phoenix Suns,6,31,4.7,1.13,35,15,26,57.7,57.7,9.7,6.5,6.5,0.0,58.1,71.4
Golden State Warriors,7,33,4.0,1.03,34,14,27,51.9,51.9,12.1,9.1,12.1,3.0,51.5,42.9
Denver Nuggets,6,40,6.0,0.82,33,14,35,40.0,40.0,7.5,7.5,7.5,2.5,40.0,0.0
Boston Celtics,6,23,3.5,1.35,31,13,19,68.4,68.4,17.4,8.7,17.4,8.7,65.2,92.9
Minnesota Timberwolves,5,29,5.5,1.07,31,12,23,52.2,52.2,17.2,3.4,17.2,0.0,58.6,50.0
LA Clippers,5,27,4.7,0.96,26,11,23,47.8,47.8,14.8,11.1,14.8,11.1,44.4,28.6
Philadelphia 76ers,4,25,6.0,1.0,25,12,25,48.0,50.0,0.0,0.0,0.0,0.0,48.0,35.7
Cleveland Cavaliers,5,20,3.9,1.1,22,8,14,57.1,57.1,20.0,15.0,20.0,5.0,55.0,57.1
Miami Heat,6,25,3.8,0.88,22,9,22,40.9,40.9,12.0,0.0,8.0,0.0,48.0,7.1
Brooklyn Nets,4,9,2.3,0.78,7,3,6,50.0,50.0,11.1,22.2,11.1,0.0,44.4,0.0
