TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,7,78,9.5,0.99,77,27,62,43.5,55.6,9.0,12.8,6.4,1.3,39.7,66.7
Sacramento Kings,7,67,7.9,0.87,58,21,60,35.0,45.0,6.0,4.5,4.5,0.0,37.3,20.0
Denver Nuggets,6,45,6.8,1.0,45,17,37,45.9,54.1,6.7,11.1,6.7,0.0,44.4,73.3
New York Knicks,6,41,6.3,1.07,44,18,34,52.9,58.8,7.3,12.2,7.3,2.4,48.8,80.0
Miami Heat,6,38,5.7,0.97,37,12,30,40.0,58.3,2.6,18.4,2.6,0.0,34.2,60.0
Memphis Grizzlies,6,38,5.4,0.82,31,11,28,39.3,46.4,7.9,18.4,7.9,0.0,36.8,0.0
LA Clippers,5,20,3.5,1.45,29,9,13,69.2,84.6,25.0,10.0,20.0,0.0,65.0,93.3
Boston Celtics,6,16,2.4,1.75,28,11,15,73.3,90.0,6.3,0.0,0.0,0.0,75.0,100.0
Milwaukee Bucks,5,24,4.2,1.17,28,8,18,44.4,58.3,20.8,12.5,20.8,8.3,45.8,86.7
Brooklyn Nets,4,27,7.0,0.96,26,9,21,42.9,52.4,14.8,11.1,14.8,3.7,40.7,53.3
Atlanta Hawks,6,30,4.3,0.83,25,8,22,36.4,40.9,10.0,16.7,10.0,0.0,36.7,13.3
Minnesota Timberwolves,5,21,4.0,0.95,20,8,17,47.1,55.9,4.8,19.0,4.8,4.8,38.1,46.7
Cleveland Cavaliers,5,19,3.7,0.9,17,6,13,46.2,57.7,5.3,26.3,5.3,0.0,36.8,40.0
Philadelphia 76ers,4,15,3.6,0.87,13,4,11,36.4,40.9,13.3,13.3,6.7,0.0,40.0,28.6
Los Angeles Lakers,6,15,2.2,0.87,13,5,14,35.7,39.3,6.7,0.0,0.0,0.0,40.0,28.6
Phoenix Suns,6,11,1.7,0.82,9,3,7,42.9,50.0,9.1,27.3,9.1,0.0,36.4,6.7
