PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,76,38,38,2567.0,4142,198,36,71,50.7,11,15,73.3,84,42.4,106,53.5,30,28.299999999999997,10,5.1,7,3.5000000000000004,203932,1610612753
Aaron Holiday,IND,50,31,19,646.0,1149,9,4,4,100.0,0,0,0.0,8,88.9,4,44.4,0,0.0,1,11.1,0,0.0,1628988,1610612754
Abdel Nader,OKC,60,37,23,686.0,615,8,3,7,42.9,2,3,66.7,9,112.5,0,0.0,0,0.0,0,0.0,1,12.5,1627846,1610612760
Al Horford,BOS,68,41,27,1973.0,3878,279,47,78,60.3,7,10,70.0,102,36.6,167,59.9,38,22.8,14,5.0,3,1.0999999999999999,201143,1610612738
Al-Farouq Aminu,POR,81,52,29,2292.0,2914,88,9,20,45.0,17,19,89.5,35,39.800000000000004,51,57.99999999999999,13,25.5,5,5.7,8,9.1,202329,1610612757
Alan Williams,BKN,5,1,4,26.0,63,8,2,5,40.0,0,0,0.0,4,50.0,3,37.5,0,0.0,0,0.0,0,0.0,1626210,1610612751
Alec Burks,SAC,64,19,45,1375.0,2285,21,2,9,22.2,2,2,100.0,7,33.300000000000004,10,47.599999999999994,1,10.0,0,0.0,1,4.8,202692,1610612758
Alex Abrines,OKC,31,21,10,588.0,514,8,2,4,50.0,0,0,0.0,4,50.0,3,37.5,1,33.300000000000004,0,0.0,0,0.0,203518,1610612760
Alex Caruso,LAL,25,8,17,531.0,1017,18,4,6,66.7,1,4,25.0,9,50.0,8,44.4,0,0.0,2,11.1,1,5.6000000000000005,1627936,1610612747
Alex Len,ATL,77,28,49,1544.0,2841,183,25,46,54.300000000000004,27,38,71.1,79,43.2,101,55.2,11,10.9,9,4.9,17,9.3,203458,1610612737
Alex Poythress,ATL,21,7,14,305.0,569,28,4,10,40.0,0,0,0.0,9,32.1,17,60.699999999999996,3,17.599999999999998,1,3.5999999999999996,0,0.0,1627816,1610612737
Alfonzo McKinnie,GSW,72,53,19,1003.0,1291,22,9,12,75.0,3,4,75.0,21,95.5,7,31.8,0,0.0,0,0.0,2,9.1,1628035,1610612744
Alize Johnson,IND,14,9,5,64.0,85,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628993,1610612754
Allen Crabbe,BKN,43,19,24,1133.0,1369,17,5,7,71.39999999999999,0,0,0.0,10,58.8,10,58.8,2,20.0,0,0.0,0,0.0,203459,1610612751
Allonzo Trier,NYK,63,13,50,1435.0,2173,21,2,8,25.0,3,4,75.0,7,33.300000000000004,7,33.300000000000004,1,14.299999999999999,1,4.8,2,9.5,1629019,1610612752
Amile Jefferson,ORL,12,9,3,68.0,88,8,1,2,50.0,2,2,100.0,4,50.0,5,62.5,0,0.0,0,0.0,1,12.5,1628518,1610612753
Amir Johnson,PHI,51,32,19,529.0,1057,102,11,21,52.400000000000006,1,2,50.0,25,24.5,72,70.6,9,12.5,7,6.9,1,1.0,101161,1610612755
