Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,76,38,38,2567.0,1230,4142,2485,180.8,2.62,1.76,0.297,198,219,328,0.424,0.511,0.905,203932,1610612753
Aaron Holiday,IND,50,31,19,646.0,294,1149,523,78.4,4.09,3.82,0.256,9,0,6,0.889,0.0,0.333,1628988,1610612754
Abdel Nader,OKC,60,37,23,686.0,238,615,391,22.4,2.18,1.53,0.387,8,0,15,1.125,0.0,1.2,1627846,1610612760
Al Horford,BOS,68,41,27,1973.0,925,3878,2542,115.3,1.78,0.76,0.239,279,254,351,0.366,0.528,0.803,201143,1610612738
Al-Farouq Aminu,POR,81,52,29,2292.0,760,2914,1365,92.6,1.91,0.92,0.261,88,21,197,0.398,0.286,0.822,202329,1610612757
Alan Williams,BKN,5,1,4,26.0,18,63,33,1.4,1.3,0.28,0.286,8,3,11,0.5,0.667,1.273,1626210,1610612751
Alec Burks,SAC,64,19,45,1375.0,561,2285,1369,122.4,3.21,2.56,0.246,21,18,52,0.333,0.667,1.135,202692,1610612758
Alex Abrines,OKC,31,21,10,588.0,165,514,384,16.2,1.9,1.11,0.321,8,0,4,0.5,0.0,0.0,203518,1610612760
Alex Caruso,LAL,25,8,17,531.0,229,1017,403,65.3,3.85,3.23,0.225,18,1,33,0.5,0.0,0.576,1627936,1610612747
Alex Len,ATL,77,28,49,1544.0,854,2841,1851,64.6,1.37,0.37,0.301,183,96,502,0.432,0.833,0.95,203458,1610612737
Alex Poythress,ATL,21,7,14,305.0,107,569,330,12.5,1.32,0.4,0.188,28,2,56,0.321,0.0,0.786,1627816,1610612737
Alfonzo McKinnie,GSW,72,53,19,1003.0,337,1291,746,34.8,1.62,0.64,0.261,22,4,127,0.955,0.5,0.921,1628035,1610612744
Alize Johnson,IND,14,9,5,64.0,13,85,34,3.2,2.29,1.07,0.153,0,1,8,0.0,0.0,0.75,1628993,1610612754
Allen Crabbe,BKN,43,19,24,1133.0,413,1369,1100,32.1,1.41,0.55,0.302,17,0,26,0.588,0.0,0.385,203459,1610612751
Allonzo Trier,NYK,63,13,50,1435.0,682,2173,1420,150.7,4.16,3.48,0.314,21,6,27,0.333,0.0,0.815,1629019,1610612752
Amile Jefferson,ORL,12,9,3,68.0,27,88,48,2.4,1.66,0.62,0.307,8,4,20,0.5,0.0,0.75,1628518,1610612753
Amir Johnson,PHI,51,32,19,529.0,201,1057,633,23.6,1.34,0.42,0.19,102,13,121,0.245,0.538,0.901,101161,1610612755
Andre Drummond,DET,79,40,39,2647.0,1370,4246,2337,132.4,1.87,0.9,0.323,261,308,1013,0.529,0.61,0.945,203083,1610612765
Andre Iguodala,GSW,68,47,21,1578.0,389,2607,1389,108.8,2.5,1.5,0.149,61,20,116,0.295,0.1,0.828,2738,1610612744
Andre Ingram,LAL,4,1,3,15.0,0,22,17,0.6,1.53,1.05,0.0,1,0,3,0.0,0.0,0.0,201281,1610612747
Andrew Bogut,GSW,11,8,3,134.0,39,240,129,6.5,1.62,0.59,0.163,14,8,31,0.286,0.25,0.935,101106,1610612744
Andrew Harrison,NOP,17,6,11,186.0,54,399,141,37.0,5.56,5.37,0.135,2,2,5,0.0,0.0,0.4,1626150,1610612740
Andrew Wiggins,MIN,73,31,42,2543.0,1321,3501,2542,188.3,3.23,2.24,0.377,55,169,157,0.909,0.527,0.828,203952,1610612750
Anfernee Simons,POR,20,17,3,140.0,75,248,100,21.0,5.08,4.66,0.302,1,0,3,0.0,0.0,1.333,1629014,1610612757
Angel Delgado,LAC,2,0,2,15.0,3,21,12,0.5,1.46,0.33,0.143,2,0,5,0.0,0.0,0.4,1629116,1610612746
Ante Zizic,CLE,59,13,46,1082.0,459,1343,881,40.2,1.79,0.59,0.342,242,149,359,0.405,0.43,0.922,1627790,1610612739
Anthony Davis,NOP,56,25,31,1850.0,1452,4125,2558,145.1,2.11,1.04,0.352,214,394,496,0.617,0.543,1.117,203076,1610612740
Anthony Tolliver,MIN,65,27,38,1079.0,326,1439,793,32.8,1.37,0.32,0.227,25,16,43,0.32,0.125,0.512,201229,1610612750
Antonio Blakeney,CHI,57,14,43,829.0,418,917,688,56.0,3.67,3.24,0.456,9,1,16,0.889,0.0,0.625,1628469,1610612741
Aron Baynes,BOS,51,32,19,821.0,284,1211,780,26.7,1.32,0.28,0.235,69,29,195,0.594,0.483,0.795,203382,1610612738
Austin Rivers,HOU,76,45,31,2028.0,618,2600,1424,161.6,3.73,3.12,0.238,12,4,37,0.167,0.0,0.243,203085,1610612745
Avery Bradley,MEM,63,31,32,1905.0,625,2210,1641,86.4,2.35,1.96,0.283,66,1,90,0.212,0.0,0.778,202340,1610612763
BJ Johnson,SAC,7,2,5,49.0,23,43,28,1.4,1.93,1.19,0.535,2,0,2,1.0,0.0,0.0,1629168,1610612758
Bam Adebayo,MIA,82,39,43,1913.0,729,2830,1823,98.2,2.08,0.92,0.258,350,158,480,0.263,0.222,0.913,1628389,1610612748
Ben McLemore,SAC,19,7,12,158.0,75,229,133,6.2,1.62,0.7,0.328,3,0,10,0.667,0.0,0.4,203463,1610612758
