PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,76,38,38,2567.0,4142,328,129,200,64.5,30,43,69.8,297,90.5,80,24.4,12,3.6999999999999997,14,4.3,18,5.5,203932,1610612753
Aaron Holiday,IND,50,31,19,646.0,1149,6,1,1,100.0,0,0,0.0,2,33.300000000000004,4,66.7,0,0.0,1,16.7,0,0.0,1628988,1610612754
Abdel Nader,OKC,60,37,23,686.0,615,15,8,14,57.099999999999994,0,0,0.0,18,120.0,1,6.7,0,0.0,0,0.0,0,0.0,1627846,1610612760
Al Horford,BOS,68,41,27,1973.0,3878,351,127,180,70.6,24,32,75.0,282,80.30000000000001,131,37.3,37,10.5,10,2.8000000000000003,12,3.4000000000000004,201143,1610612738
Al-Farouq Aminu,POR,81,52,29,2292.0,2914,197,60,97,61.9,41,43,95.3,162,82.19999999999999,59,29.9,15,7.6,11,5.6000000000000005,19,9.6,202329,1610612757
Alan Williams,BKN,5,1,4,26.0,63,11,7,9,77.8,0,0,0.0,14,127.3,2,18.2,0,0.0,0,0.0,0,0.0,1626210,1610612751
Alec Burks,SAC,64,19,45,1375.0,2285,52,22,36,61.1,10,13,76.9,59,113.5,7,13.5,1,1.9,1,1.9,6,11.5,202692,1610612758
Alex Abrines,OKC,31,21,10,588.0,514,4,0,0,0.0,0,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,203518,1610612760
Alex Caruso,LAL,25,8,17,531.0,1017,33,8,13,61.5,3,6,50.0,19,57.599999999999994,14,42.4,0,0.0,2,6.1,2,6.1,1627936,1610612747
Alex Len,ATL,77,28,49,1544.0,2841,502,197,338,58.3,74,121,61.199999999999996,477,95.0,68,13.5,7,1.4000000000000001,22,4.3999999999999995,57,11.4,203458,1610612737
Alex Poythress,ATL,21,7,14,305.0,569,56,19,32,59.4,6,8,75.0,44,78.60000000000001,16,28.599999999999998,1,1.7999999999999998,2,3.5999999999999996,4,7.1,1627816,1610612737
Alfonzo McKinnie,GSW,72,53,19,1003.0,1291,127,53,78,67.9,10,16,62.5,117,92.10000000000001,30,23.599999999999998,1,0.8,7,5.5,8,6.3,1628035,1610612744
Alize Johnson,IND,14,9,5,64.0,85,8,2,3,66.7,4,6,66.7,6,75.0,1,12.5,0,0.0,1,12.5,3,37.5,1628993,1610612754
Allen Crabbe,BKN,43,19,24,1133.0,1369,26,4,10,40.0,2,2,100.0,10,38.5,11,42.3,0,0.0,3,11.5,1,3.8,203459,1610612751
Allonzo Trier,NYK,63,13,50,1435.0,2173,27,8,16,50.0,4,4,100.0,22,81.5,6,22.2,1,3.6999999999999997,0,0.0,2,7.3999999999999995,1629019,1610612752
Amile Jefferson,ORL,12,9,3,68.0,88,20,6,9,66.7,3,4,75.0,15,75.0,7,35.0,1,5.0,1,5.0,2,10.0,1628518,1610612753
Amir Johnson,PHI,51,32,19,529.0,1057,121,45,75,60.0,17,25,68.0,109,90.10000000000001,22,18.2,4,3.3000000000000003,8,6.6000000000000005,12,9.9,101161,1610612755
Andre Drummond,DET,79,40,39,2647.0,4246,1013,405,703,57.599999999999994,138,224,61.6,957,94.5,110,10.9,15,1.5,61,6.0,104,10.299999999999999,203083,1610612765
Andre Iguodala,GSW,68,47,21,1578.0,2607,116,47,53,88.7,2,6,33.300000000000004,96,82.8,53,45.7,12,10.299999999999999,3,2.6,2,1.7000000000000002,2738,1610612744
Andre Ingram,LAL,4,1,3,15.0,22,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0,201281,1610612747
Andrew Bogut,GSW,11,8,3,134.0,240,31,14,28,50.0,1,1,100.0,29,93.5,3,9.700000000000001,2,6.5,0,0.0,0,0.0,101106,1610612744
Andrew Harrison,NOP,17,6,11,186.0,399,5,0,0,0.0,2,4,50.0,2,40.0,3,60.0,0,0.0,0,0.0,0,0.0,1626150,1610612740
Andrew Wiggins,MIN,73,31,42,2543.0,3501,157,55,100,55.00000000000001,19,28,67.9,130,82.8,29,18.5,6,3.8,10,6.4,11,7.000000000000001,203952,1610612750
Anfernee Simons,POR,20,17,3,141.0,248,3,2,2,100.0,0,0,0.0,4,133.29999999999998,1,33.300000000000004,0,0.0,0,0.0,0,0.0,1629014,1610612757
Angel Delgado,LAC,2,0,2,15.0,21,5,0,2,0.0,2,4,50.0,2,40.0,1,20.0,0,0.0,0,0.0,2,40.0,1629116,1610612746
Ante Zizic,CLE,59,13,46,1082.0,1343,359,133,226,58.8,65,87,74.7,331,92.2,66,18.4,10,2.8000000000000003,18,5.0,38,10.6,1627790,1610612739
Anthony Davis,NOP,56,25,31,1850.0,4125,496,230,327,70.3,85,104,81.69999999999999,554,111.7,71,14.299999999999999,17,3.4000000000000004,26,5.2,46,9.3,203076,1610612740
Anthony Tolliver,MIN,65,27,38,1079.0,1439,43,7,16,43.8,8,10,80.0,22,51.2,15,34.9,3,7.000000000000001,0,0.0,5,11.600000000000001,201229,1610612750
Antonio Blakeney,CHI,57,14,43,829.0,917,16,4,8,50.0,2,2,100.0,10,62.5,6,37.5,2,12.5,1,6.3,0,0.0,1628469,1610612741
Aron Baynes,BOS,51,32,19,821.0,1211,195,63,116,54.300000000000004,30,33,90.9,155,79.5,42,21.5,7,3.5999999999999996,11,5.6000000000000005,16,8.200000000000001,203382,1610612738
Austin Rivers,HOU,76,45,31,2028.0,2600,37,4,8,50.0,0,0,0.0,9,24.3,23,62.2,8,21.6,3,8.1,0,0.0,203085,1610612745
Avery Bradley,MEM,63,31,32,1905.0,2210,90,32,60,53.300000000000004,5,6,83.3,70,77.8,14,15.6,2,2.1999999999999997,10,11.1,3,3.3000000000000003,202340,1610612763
BJ Johnson,SAC,7,2,5,49.0,43,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1629168,1610612758
Bam Adebayo,MIA,82,39,43,1913.0,2830,480,186,273,68.10000000000001,64,89,71.89999999999999,438,91.3,123,25.6,18,3.8,25,5.2,37,7.7,1628389,1610612748
Ben McLemore,SAC,19,7,12,158.0,229,10,2,6,33.300000000000004,0,0,0.0,4,40.0,2,20.0,1,10.0,2,20.0,0,0.0,203463,1610612758
Ben Simmons,PHI,78,50,28,2664.0,6785,467,165,264,62.5,49,75,65.3,383,82.0,118,25.3,22,4.7,23,4.9,34,7.3,1627732,1610612755
Billy Garrett,NYK,4,1,3,63.0,105,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628656,1610612752
Bismack Biyombo,CHA,54,24,30,782.0,1344,216,74,121,61.199999999999996,35,49,71.39999999999999,187,86.6,58,26.900000000000002,5,2.3,8,3.6999999999999997,23,10.6,202687,1610612766
Blake Griffin,DET,75,39,36,2622.0,6638,212,73,127,57.49999999999999,29,34,85.3,177,83.5,42,19.8,8,3.8,8,3.8,15,7.1,201933,1610612765
Boban Marjanović,PHI,58,31,27,681.0,1264,299,133,195,68.2,61,83,73.5,335,112.00000000000001,41,13.700000000000001,4,1.3,15,5.0,35,11.700000000000001,1626246,1610612755
Bobby Portis,WAS,49,14,35,1276.0,2475,211,71,137,51.800000000000004,26,30,86.7,169,80.10000000000001,32,15.2,7,3.3000000000000003,16,7.6,14,6.6000000000000005,1626171,1610612764
Bogdan Bogdanović,SAC,70,32,38,1947.0,3815,91,27,50,54.0,6,6,100.0,61,67.0,29,31.900000000000002,6,6.6000000000000005,5,5.5,3,3.3000000000000003,203992,1610612758
Bojan Bogdanović,IND,81,47,34,2573.0,3473,140,69,105,65.7,14,16,87.5,153,109.3,17,12.1,4,2.9000000000000004,5,3.5999999999999996,7,5.0,202711,1610612754
Bonzie Colson,MIL,8,6,2,98.0,137,13,3,9,33.300000000000004,2,2,100.0,8,61.5,2,15.4,1,7.7,0,0.0,1,7.7,1629045,1610612749
Brad Wanamaker,BOS,36,27,9,343.0,716,4,1,1,100.0,0,0,0.0,2,50.0,3,75.0,1,25.0,0,0.0,0,0.0,202954,1610612738
Bradley Beal,WAS,81,31,50,2988.0,6024,156,62,89,69.69999999999999,24,29,82.8,150,96.2,44,28.199999999999996,6,3.8,5,3.2,13,8.3,203078,1610612764
Brandon Goodwin,DEN,16,10,6,57.0,118,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629164,1610612743
Brandon Ingram,LAL,52,25,27,1761.0,3127,129,48,66,72.7,16,23,69.6,110,85.3,42,32.6,6,4.7,5,3.9,10,7.8,1627742,1610612747
Brandon Knight,CLE,39,17,22,737.0,1251,12,4,5,80.0,0,0,0.0,9,75.0,7,58.3,0,0.0,0,0.0,0,0.0,202688,1610612739
Brandon Sampson,CHI,14,3,11,214.0,183,6,2,5,40.0,0,0,0.0,4,66.7,0,0.0,0,0.0,1,16.7,0,0.0,1629102,1610612741
Brook Lopez,MIL,81,60,21,2322.0,2961,137,62,95,65.3,20,22,90.9,151,110.2,20,14.6,2,1.5,7,5.1,11,8.0,201572,1610612749
Bruce Brown,DET,74,35,39,1449.0,1734,108,30,53,56.599999999999994,5,8,62.5,65,60.199999999999996,40,37.0,3,2.8000000000000003,5,4.6,4,3.6999999999999997,1628971,1610612765
Bruno Caboclo,MEM,34,14,20,800.0,1109,73,22,43,51.2,8,9,88.9,53,72.6,22,30.099999999999998,5,6.800000000000001,4,5.5,3,4.1000000000000005,203998,1610612763
Bryn Forbes,SAS,82,48,34,2293.0,3083,10,4,7,57.099999999999994,0,0,0.0,8,80.0,1,10.0,0,0.0,2,20.0,0,0.0,1627854,1610612759
Buddy Hield,SAC,82,39,43,2615.0,4584,146,57,91,62.6,10,11,90.9,129,88.4,38,26.0,5,3.4000000000000004,10,6.800000000000001,4,2.7,1627741,1610612758
C.J. Williams,MIN,15,4,11,128.0,154,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,203710,1610612750
CJ McCollum,POR,70,43,27,2375.0,3736,62,20,34,58.8,6,6,100.0,47,75.8,19,30.599999999999998,5,8.1,2,3.2,2,3.2,203468,1610612757
CJ Miles,MEM,53,33,20,857.0,1026,15,3,8,37.5,1,2,50.0,7,46.7,5,33.300000000000004,0,0.0,1,6.7,1,6.7,101139,1610612763
Caleb Swanigan,SAC,21,10,11,178.0,305,40,10,23,43.5,2,3,66.7,22,55.00000000000001,10,25.0,4,10.0,5,12.5,2,5.0,1628403,1610612758
Cam Reynolds,MIN,19,6,13,259.0,296,5,1,4,25.0,0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,1629244,1610612750
Cameron Payne,CLE,40,7,33,712.0,1451,15,4,7,57.099999999999994,2,2,100.0,11,73.3,6,40.0,0,0.0,0,0.0,1,6.7,1626166,1610612739
Caris LeVert,BKN,40,19,21,1063.0,1900,54,15,26,57.699999999999996,1,2,50.0,31,57.4,22,40.699999999999996,5,9.3,3,5.6000000000000005,1,1.9,1627747,1610612751
Carmelo Anthony,HOU,10,4,6,294.0,327,11,3,8,37.5,0,0,0.0,6,54.50000000000001,2,18.2,0,0.0,1,9.1,0,0.0,2546,1610612745
Cedi Osman,CLE,76,17,59,2444.0,3916,67,27,43,62.8,5,9,55.60000000000001,59,88.1,17,25.4,3,4.5,1,1.5,3,4.5,1626224,1610612739
Chandler Hutchison,CHI,44,10,34,895.0,1156,53,20,30,66.7,10,12,83.3,50,94.3,11,20.8,1,1.9,3,5.7,6,11.3,1628990,1610612741
Chandler Parsons,MEM,25,11,14,496.0,829,14,5,7,71.39999999999999,2,2,100.0,12,85.7,4,28.599999999999998,0,0.0,1,7.1,1,7.1,202718,1610612763
Channing Frye,CLE,36,7,29,341.0,595,8,4,5,80.0,0,0,0.0,8,100.0,2,25.0,1,12.5,1,12.5,0,0.0,101112,1610612739
Chasson Randle,WAS,48,18,30,720.0,1387,22,7,13,53.800000000000004,4,6,66.7,18,81.8,4,18.2,1,4.5,1,4.5,3,13.600000000000001,1626184,1610612764
Cheick Diallo,NOP,64,27,37,896.0,1547,240,109,150,72.7,25,34,73.5,243,101.29999999999998,41,17.1,5,2.1,27,11.3,13,5.4,1627767,1610612740
