PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Marvin Williams,CHA,75,2133,434,148,387,38.2,138,369,37.4,56.1
Mason Plumlee,DEN,82,1731,12,5,14,35.7,2,6,33.3,42.9
Matthew Dellavedova,CLE,48,812,102,35,88,39.8,32,84,38.1,58.0
Maurice Harkless,POR,60,1415,93,31,111,27.9,31,111,27.9,41.9
Maxi Kleber,DAL,71,1502,236,81,223,36.3,74,210,35.2,52.9
Melvin Frazier Jr.,ORL,10,44,0,0,5,0.0,0,5,0.0,0.0
Meyers Leonard,POR,61,878,143,49,116,42.2,45,101,44.6,61.6
Michael Beasley,LAL,26,277,8,3,17,17.6,2,13,15.4,23.5
Michael Carter-Williams,ORL,28,372,21,7,25,28.0,7,25,28.0,42.0
Michael Kidd-Gilchrist,CHA,64,1179,74,29,77,37.7,16,43,37.2,48.1
Mikal Bridges,PHX,82,2417,280,94,278,33.8,92,275,33.5,50.4
Mike Conley,MEM,70,2342,250,88,210,41.9,74,186,39.8,59.5
Mike Muscala,LAL,64,1306,289,100,276,36.2,89,250,35.6,52.4
Mike Scott,PHI,79,1396,298,101,247,40.9,96,229,41.9,60.3
Miles Bridges,CHA,80,1696,175,60,170,35.3,55,162,34.0,51.5
Miles Plumlee,ATL,18,173,0,0,1,0.0,-,-,-,0.0
Milos Teodosic,LAC,15,150,21,7,19,36.8,7,19,36.8,55.3
Mitchell Creek,MIN,5,47,0,0,2,0.0,0,2,0.0,0.0
Mitchell Robinson,NYK,66,1360,2,1,3,33.3,-,-,-,33.3
Mo Bamba,ORL,47,766,82,32,89,36.0,18,63,28.6,46.1
Monte Morris,DEN,82,1970,244,83,188,44.1,78,176,44.3,64.9
Montrezl Harrell,LAC,82,2158,18,8,21,38.1,2,6,33.3,42.9
Moritz Wagner,LAL,43,446,63,21,74,28.4,21,73,28.8,42.6
Myles Turner,IND,74,2119,395,163,399,40.9,69,185,37.3,49.5
Naz Mitrou-Long,UTA,14,84,0,0,4,0.0,0,4,0.0,0.0
Nemanja Bjelica,SAC,77,1788,283,96,231,41.6,91,223,40.8,61.3
Nene,HOU,42,546,24,12,30,40.0,0,1,0.0,40.0
Nerlens Noel,OKC,77,1056,34,17,46,37.0,-,-,-,37.0
Nick Young,DEN,4,37,6,2,6,33.3,2,6,33.3,50.0
Nicolas Batum,CHA,75,2354,277,96,235,40.9,85,216,39.4,58.9
Nik Stauskas,CLE,68,1015,139,47,116,40.5,45,110,40.9,59.9
Nikola Jokic,DEN,80,2504,300,114,313,36.4,72,228,31.6,47.9
Nikola Mirotic,MIL,46,1245,318,108,281,38.4,102,267,38.2,56.6
Nikola Vucevic,ORL,80,2510,443,182,449,40.5,79,218,36.2,49.3
Noah Vonleh,NYK,68,1722,134,45,129,34.9,44,123,35.8,51.9
Norman Powell,TOR,60,1126,176,60,138,43.5,56,130,43.1,63.8
O.G. Anunoby,TOR,67,1352,190,64,185,34.6,62,180,34.4,51.4
Okaro White,WAS,3,6,0,0,2,0.0,0,2,0.0,0.0
Omari Spellman,ATL,46,805,142,49,137,35.8,44,128,34.4,51.8
Omri Casspi,MEM,36,520,42,14,34,41.2,14,34,41.2,61.8
Otto Porter Jr.,CHI,56,1684,290,102,235,43.4,86,199,43.2,61.7
P.J. Tucker,HOU,82,2802,431,144,380,37.9,143,376,38.0,56.7
PJ Dozier,BOS,6,51,6,2,9,22.2,2,8,25.0,33.3
Pascal Siakam,TOR,80,2548,241,82,218,37.6,77,202,38.1,55.3
Pat Connaughton,MIL,61,1261,177,59,182,32.4,59,180,32.8,48.6
Patrick Beverley,LAC,78,2137,258,86,211,40.8,86,210,41.0,61.1
Patrick McCaw,TOR,29,397,27,9,25,36.0,9,25,36.0,54.0
Patrick Patterson,OKC,63,861,148,51,151,33.8,46,134,34.3,49.0
Patty Mills,SAS,82,1908,328,111,268,41.4,106,250,42.4,61.2
Pau Gasol,MIL,30,361,36,15,34,44.1,6,13,46.2,52.9
Paul George,OKC,77,2841,522,178,454,39.2,166,415,40.0,57.5
Paul Millsap,DEN,70,1895,181,64,158,40.5,53,137,38.7,57.3
Quincy Acy,PHX,10,123,6,2,16,12.5,2,15,13.3,18.8
Quincy Pondexter,SAS,53,292,15,5,14,35.7,5,14,35.7,53.6
Quinn Cook,GSW,74,1059,179,62,129,48.1,55,118,46.6,69.4
RJ Hunter,BOS,1,26,9,3,7,42.9,3,7,42.9,64.3
Rajon Rondo,LAL,46,1369,70,24,71,33.8,22,67,32.8,49.3
Raul Neto,UTA,37,474,45,15,43,34.9,15,42,35.7,52.3
Rawle Alkins,CHI,10,120,9,3,8,37.5,3,8,37.5,56.3
Ray Spalding,PHX,14,148,2,1,4,25.0,0,3,0.0,25.0
Raymond Felton,OKC,33,379,51,17,45,37.8,17,44,38.6,56.7
Reggie Bullock,LAL,63,1879,425,146,367,39.8,133,344,38.7,57.9
Reggie Jackson,DET,82,2289,388,130,327,39.8,128,323,39.6,59.3
Richaun Holmes,PHX,70,1184,16,8,29,27.6,-,-,-,27.6
Ricky Rubio,UTA,68,1899,189,64,192,33.3,61,181,33.7,49.2
Robert Covington,MIN,35,1203,238,81,205,39.5,76,193,39.4,58.0
Robert Williams III,BOS,32,283,0,0,1,0.0,-,-,-,0.0
Robin Lopez,CHI,74,1606,43,18,62,29.0,7,31,22.6,34.7
Rodions Kurucs,BKN,63,1294,163,55,177,31.1,53,169,31.4,46.0
Rodney Hood,POR,72,1893,167,59,163,36.2,49,142,34.5,51.2
Rodney McGruder,LAC,66,1550,207,69,196,35.2,69,191,36.1,52.8
Ron Baker,WAS,15,152,3,1,10,10.0,1,10,10.0,15.0
Rondae Hollis-Jefferson,BKN,59,1234,31,11,58,19.0,9,44,20.5,26.7
Royce O'Neale,UTA,82,1671,191,64,159,40.3,63,156,40.4,60.1
Rudy Gay,SAS,69,1842,196,68,169,40.2,60,153,39.2,58.0
Rudy Gobert,UTA,81,2577,2,1,5,20.0,-,-,-,20.0
Russell Westbrook,OKC,73,2629,167,57,176,32.4,53,165,32.1,47.4
Ryan Anderson,MIA,25,321,27,9,38,23.7,9,38,23.7,35.5
Ryan Arcidiacono,CHI,81,1961,206,69,164,42.1,68,162,42.0,62.8
Ryan Broekhoff,DAL,42,454,104,35,86,40.7,34,85,40.0,60.5
Salah Mejri,DAL,36,399,24,8,33,24.2,8,26,30.8,36.4
Sam Dekker,WAS,47,789,50,17,57,29.8,16,49,32.7,43.9
Scott Machado,LAL,4,19,0,0,0,-,0,0,-,-
Semi Ojeleye,BOS,56,594,82,28,84,33.3,26,79,32.9,48.8
Serge Ibaka,TOR,74,2010,394,173,390,44.4,48,164,29.3,50.5
Seth Curry,POR,74,1399,236,79,167,47.3,78,157,49.7,70.7
Shabazz Napier,BKN,56,983,92,31,94,33.0,30,92,32.6,48.9
Shai Gilgeous-Alexander,LAC,82,2174,137,47,123,38.2,43,116,37.1,55.7
Shake Milton,PHI,20,268,41,14,42,33.3,13,40,32.5,48.8
Shaquille Harrison,CHI,73,1430,63,21,73,28.8,21,71,29.6,43.2
Shaun Livingston,GSW,64,967,22,11,18,61.1,0,2,0.0,61.1
Shelvin Mack,CHA,57,1247,59,20,62,32.3,19,59,32.2,47.6
Sindarius Thornwell,LAC,64,313,9,3,15,20.0,3,15,20.0,30.0
Skal Labissiere,POR,22,176,12,4,9,44.4,4,9,44.4,66.7
Solomon Hill,NOP,44,879,97,33,100,33.0,31,96,32.3,48.5
Spencer Dinwiddie,BKN,68,1914,170,57,153,37.3,56,152,36.8,55.6
Stanley Johnson,NOP,66,1207,161,54,177,30.5,53,174,30.5,45.5
Stephen Curry,GSW,69,2331,655,225,503,44.7,205,460,44.6,65.1
Sterling Brown,MIL,58,1034,139,47,121,38.8,45,118,38.1,57.4
Steven Adams,OKC,80,2669,38,19,45,42.2,0,2,0.0,42.2
Svi Mykhailiuk,DET,42,440,80,27,83,32.5,26,79,32.9,48.2
T.J. Leaf,IND,58,522,26,9,36,25.0,8,31,25.8,36.1
T.J. McConnell,PHI,76,1470,60,23,52,44.2,14,35,40.0,57.7
T.J. Warren,PHX,43,1360,215,74,168,44.0,67,154,43.5,64.0
Tahjere McCall,BKN,1,8,0,0,1,0.0,0,1,0.0,0.0
Taj Gibson,MIN,70,1686,77,33,85,38.8,11,32,34.4,45.3
Taurean Prince,ATL,55,1552,258,86,204,42.2,86,201,42.8,63.2
Terrance Ferguson,OKC,74,1931,310,105,281,37.4,100,270,37.0,55.2
Terrence Jones,HOU,2,5,0,0,2,0.0,0,2,0.0,0.0
Terrence Ross,ORL,81,2150,561,207,493,42.0,147,381,38.6,56.9
Terry Rozier,BOS,79,1791,238,80,213,37.6,78,210,37.1,55.9
Thabo Sefolosha,UTA,50,609,94,32,75,42.7,30,70,42.9,62.7
Thaddeus Young,IND,81,2489,153,53,157,33.8,47,137,34.3,48.7
Theo Pinson,BKN,18,211,24,8,29,27.6,8,28,28.6,41.4
Thomas Bryant,WAS,72,1496,142,55,137,40.1,32,88,36.4,51.8
Thomas Welsh,DEN,11,36,15,6,11,54.5,3,7,42.9,68.2
Thon Maker,DET,64,972,152,52,156,33.3,48,145,33.1,48.7
Tim Frazier,MIL,59,1120,90,31,67,46.3,28,63,44.4,67.2
Tim Hardaway Jr.,DAL,65,2057,302,105,320,32.8,92,285,32.3,47.2
Timothe Luwawu-Cabarrot,CHI,50,669,110,37,112,33.0,36,110,32.7,49.1
Tobias Harris,PHI,82,2848,336,114,299,38.1,108,283,38.2,56.2
Tomas Satoransky,WAS,80,2164,182,62,154,40.3,58,146,39.7,59.1
Tony Bradley,UTA,3,36,0,0,0,-,-,-,-,-
Tony Parker,CHA,56,1003,47,17,55,30.9,13,44,29.5,42.7
Tony Snell,MIL,74,1304,232,78,196,39.8,76,190,40.0,59.2
Torrey Craig,DEN,75,1503,171,57,181,31.5,57,180,31.7,47.2
Trae Young,ATL,81,2503,153,52,139,37.4,49,133,36.8,55.0
Treveon Graham,BKN,35,715,114,38,124,30.6,38,123,30.9,46.0
Trevon Duval,HOU,3,6,3,1,1,100,1,1,100,150.0
Trevor Ariza,WAS,69,2349,328,110,321,34.3,108,317,34.1,51.1
Trey Burke,DAL,58,1125,91,31,93,33.3,29,86,33.7,48.9
Trey Lyles,DEN,64,1120,153,54,191,28.3,45,176,25.6,40.1
Tristan Thompson,CLE,43,1198,2,1,4,25.0,-,-,-,25.0
Troy Brown Jr.,WAS,52,730,51,17,57,29.8,17,53,32.1,44.7
Troy Caupain,ORL,4,16,3,1,2,50.0,1,2,50.0,75.0
Troy Daniels,PHX,51,760,151,51,137,37.2,49,134,36.6,55.1
Troy Williams,SAC,21,312,42,14,43,32.6,14,41,34.1,48.8
Tyler Cavanaugh,UTA,11,39,3,1,5,20.0,1,5,20.0,30.0
Tyler Davis,OKC,1,1,0,0,0,-,-,-,-,-
Tyler Dorsey,MEM,48,698,104,35,98,35.7,34,96,35.4,53.1
Tyler Johnson,PHX,57,1529,258,87,256,34.0,84,242,34.7,50.4
Tyler Lydon,DEN,25,94,12,4,9,44.4,4,9,44.4,66.7
Tyler Ulis,CHI,1,1,0,0,0,-,-,-,-,-
Tyler Zeller,MEM,6,93,0,0,1,0.0,0,1,0.0,0.0
Tyreke Evans,IND,69,1402,133,45,114,39.5,43,111,38.7,58.3
Tyrone Wallace,LAC,62,628,16,6,19,31.6,4,17,23.5,42.1
Tyson Chandler,LAL,55,875,0,0,2,0.0,0,1,0.0,0.0
Tyus Jones,MIN,68,1560,79,27,74,36.5,25,68,36.8,53.4
Udonis Haslem,MIA,10,75,8,4,17,23.5,0,10,0.0,23.5
Victor Oladipo,IND,36,1147,129,45,110,40.9,39,96,40.6,58.6
Vince Carter,ATL,76,1330,314,106,269,39.4,102,258,39.5,58.4
Vincent Edwards,HOU,2,16,3,1,4,25.0,1,4,25.0,37.5
Wade Baldwin IV,POR,16,94,0,0,3,0.0,0,3,0.0,0.0
Walt Lemon Jr.,CHI,6,167,6,2,5,40.0,2,5,40.0,60.0
Wayne Ellington,DET,53,1297,283,95,260,36.5,93,254,36.6,54.4
Wayne Selden,CHI,75,1439,141,48,150,32.0,45,141,31.9,47.0
Wendell Carter Jr.,CHI,44,1110,86,40,97,41.2,6,26,23.1,44.3
Wes Iwundu,ORL,68,1233,91,32,83,38.6,27,73,37.0,54.8
Wesley Johnson,WAS,38,534,53,18,68,26.5,17,60,28.3,39.0
Wesley Matthews,IND,69,2091,366,124,307,40.4,118,294,40.1,59.6
Will Barton,DEN,43,1189,145,49,128,38.3,47,121,38.8,56.6
Willie Cauley-Stein,SAC,81,2213,37,18,49,36.7,1,1,100,37.8
Willy Hernangomez,CHA,58,812,50,18,50,36.0,14,37,37.8,50.0
Wilson Chandler,LAC,51,1176,168,56,144,38.9,56,140,40.0,58.3
Yante Maten,MIA,2,13,0,0,0,-,0,0,-,-
Yogi Ferrell,SAC,71,1067,98,33,88,37.5,32,86,37.2,55.7
Yuta Watanabe,MEM,15,174,10,4,17,23.5,2,14,14.3,29.4
Zach Collins,POR,77,1356,116,41,134,30.6,34,114,29.8,43.3
Zach LaVine,CHI,63,2171,137,48,125,38.4,41,110,37.3,54.8
Zach Lofton,DET,1,4,0,0,1,0.0,0,1,0.0,0.0
Zaza Pachulia,DET,68,878,24,12,37,32.4,0,1,0.0,32.4
Zhaire Smith,PHI,6,111,12,4,13,30.8,4,12,33.3,46.2
Zhou Qi,HOU,1,1,0,0,0,-,-,-,-,-
