PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,50,29,21,1384.0,2415,113,16,42,38.1,18,24,75.0,51,45.1,39,34.5,9,8.0,8,7.1,12,10.6,203932,1610612743
Aaron Holiday,IND,66,30,36,1176.0,1620,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628988,1610612754
Aaron Nesmith,BOS,46,22,24,669.0,767,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1630174,1610612738
Abdel Nader,PHX,24,16,8,355.0,389,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612756
Adam Mokoka,CHI,14,3,11,56.0,58,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629690,1610612741
Al Horford,BOS,28,11,17,782.0,1500,109,29,64,45.300000000000004,0,0,0.0,60,55.00000000000001,32,29.4,8,7.3,6,5.5,0,0.0,201143,1610612738
Al-Farouq Aminu,CHI,23,5,18,434.0,693,24,2,7,28.599999999999998,0,0,0.0,5,20.8,12,50.0,5,20.8,4,16.7,0,0.0,202329,1610612741
Alec Burks,NYK,49,27,22,1255.0,1904,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,202692,1610612752
Aleksej Pokusevski,OKC,45,13,32,1090.0,1861,5,0,1,0.0,2,2,100.0,2,40.0,2,40.0,0,0.0,0,0.0,1,20.0,1630197,1610612760
Alen Smailagic,GSW,15,10,5,84.0,139,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,1,33.300000000000004,0,0.0,1629346,1610612744
Alex Caruso,LAL,58,32,26,1216.0,2553,3,0,0,0.0,0,0,0.0,0,0.0,3,100.0,1,33.300000000000004,0,0.0,0,0.0,1627936,1610612747
Alex Len,WAS,64,30,34,979.0,1403,35,7,12,58.3,6,8,75.0,20,57.099999999999994,13,37.1,1,2.9000000000000004,5,14.299999999999999,4,11.4,203458,1610612764
Alfonzo McKinnie,LAL,39,22,17,258.0,314,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628035,1610612747
