PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,50,29,21,1384.0,2415,63,16,23,69.6,4,4,100.0,39,61.9,34,54.0,8,23.5,3,4.8,2,3.2,203932,1610612743
Aaron Holiday,IND,66,30,36,1176.0,1620,11,3,5,60.0,2,2,100.0,8,72.7,4,36.4,2,50.0,1,9.1,1,9.1,1628988,1610612754
Aaron Nesmith,BOS,46,22,24,669.0,767,8,2,4,50.0,0,0,0.0,4,50.0,4,50.0,0,0.0,0,0.0,0,0.0,1630174,1610612738
Abdel Nader,PHX,24,16,8,355.0,389,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612756
Adam Mokoka,CHI,14,3,11,56.0,58,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629690,1610612741
Al Horford,BOS,28,11,17,782.0,1500,75,13,25,52.0,3,4,75.0,30,40.0,46,61.3,11,23.9,2,2.7,2,2.7,201143,1610612738
Al-Farouq Aminu,CHI,23,5,18,434.0,693,23,2,6,33.300000000000004,0,2,0.0,5,21.7,15,65.2,4,26.700000000000003,0,0.0,1,4.3,202329,1610612741
Alec Burks,NYK,49,27,22,1255.0,1904,18,2,8,25.0,3,4,75.0,8,44.4,6,33.300000000000004,1,16.7,0,0.0,2,11.1,202692,1610612752
Aleksej Pokusevski,OKC,45,13,32,1090.0,1861,12,3,9,33.300000000000004,0,0,0.0,6,50.0,3,25.0,0,0.0,0,0.0,0,0.0,1630197,1610612760
Alen Smailagic,GSW,15,10,5,84.0,139,5,1,2,50.0,0,0,0.0,2,40.0,2,40.0,0,0.0,1,20.0,0,0.0,1629346,1610612744
Alex Caruso,LAL,58,32,26,1216.0,2553,32,7,10,70.0,3,4,75.0,17,53.1,17,53.1,4,23.5,2,6.3,2,6.3,1627936,1610612747
Alex Len,WAS,64,30,34,979.0,1403,98,21,33,63.6,20,31,64.5,62,63.3,42,42.9,8,19.0,7,7.1,15,15.299999999999999,203458,1610612764
Alfonzo McKinnie,LAL,39,22,17,258.0,314,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1628035,1610612747
Alize Johnson,BKN,18,10,8,189.0,288,6,2,4,50.0,0,0,0.0,4,66.7,2,33.300000000000004,1,50.0,0,0.0,0,0.0,1628993,1610612751
Amida Brimah,IND,5,2,3,29.0,46,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,1628578,1610612754
Amir Coffey,LAC,44,32,12,395.0,473,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0,1629599,1610612746
Anderson Varejao,CLE,5,1,4,36.0,79,8,2,5,40.0,0,0,0.0,5,62.5,2,25.0,1,50.0,1,12.5,0,0.0,2760,1610612739
Andre Drummond,LAL,46,19,27,1242.0,2439,189,38,81,46.9,8,20,40.0,88,46.6,72,38.1,13,18.099999999999998,18,9.5,10,5.3,203083,1610612747
Andre Iguodala,MIA,63,37,26,1339.0,2246,51,4,10,40.0,4,4,100.0,12,23.5,35,68.60000000000001,7,20.0,2,3.9,2,3.9,2738,1610612748
Andre Roberson,BKN,5,4,1,63.0,83,6,0,1,0.0,1,2,50.0,1,16.7,4,66.7,1,25.0,0,0.0,1,16.7,203460,1610612751
Andrew Wiggins,GSW,71,38,33,2364.0,3405,33,8,16,50.0,1,2,50.0,17,51.5,14,42.4,3,21.4,1,3.0,1,3.0,203952,1610612744
Anfernee Simons,POR,64,37,27,1104.0,1807,6,0,1,0.0,0,0,0.0,0,0.0,5,83.3,2,40.0,0,0.0,0,0.0,1629014,1610612757
