Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Aaron Brooks,MIN,32,19,13,189.0,75,404,130,35.4,5.25,5.14,0.186,0,0,3,0.0,0.0,0.0,201166,1610612750
Aaron Gordon,ORL,58,19,39,1909.0,1022,3476,1843,141.2,2.44,1.65,0.294,104,131,229,0.673,0.458,0.974,203932,1610612753
Aaron Harrison,DAL,9,2,7,233.0,60,263,159,10.3,2.35,1.63,0.228,9,0,3,0.0,0.0,1.333,1626151,1610612742
Aaron Jackson,HOU,1,0,1,35.0,8,62,24,4.8,4.65,4.06,0.129,1,0,4,0.0,0.0,0.5,1628935,1610612745
Abdel Nader,BOS,47,32,15,520.0,146,626,467,24.1,2.31,1.46,0.233,4,3,22,0.0,1.0,0.455,1627846,1610612738
Adreian Payne,ORL,5,0,5,43.0,21,62,34,1.8,1.77,0.68,0.339,5,3,5,0.2,0.667,1.0,203940,1610612753
Al Horford,BOS,69,44,25,2175.0,880,4381,2761,160.7,2.2,1.06,0.201,215,358,261,0.409,0.478,0.693,201143,1610612738
Al Jefferson,IND,36,17,19,484.0,252,961,571,28.2,1.76,0.42,0.262,85,136,73,0.424,0.765,0.877,2744,1610612754
Al-Farouq Aminu,POR,69,40,29,2072.0,644,2486,1327,81.6,1.97,1.0,0.259,64,13,148,0.234,0.154,0.635,202329,1610612757
Alan Williams,PHX,5,1,4,70.0,20,117,78,3.2,1.66,0.54,0.171,25,11,14,0.16,0.0,0.643,1626210,1610612756
Alec Burks,UTA,64,37,27,1059.0,494,1660,1096,83.0,3.0,2.5,0.298,23,0,33,0.87,0.0,1.182,202692,1610612762
Alec Peters,PHX,20,2,18,225.0,82,329,205,7.5,1.38,0.34,0.249,12,3,21,0.333,0.667,0.81,1628409,1610612756
Alex Abrines,OKC,73,42,31,1100.0,348,1093,694,35.0,1.92,1.14,0.318,12,0,27,0.667,0.0,0.667,203518,1610612760
Alex Caruso,LAL,37,16,21,562.0,134,1093,389,77.7,4.26,3.7,0.123,12,1,24,0.333,0.0,0.917,1627936,1610612747
Alex Len,PHX,69,20,49,1395.0,587,2218,1309,54.4,1.47,0.35,0.265,276,127,433,0.373,0.402,0.873,203458,1610612756
Alex Poythress,IND,25,10,15,104.0,26,128,72,3.3,1.56,0.63,0.203,3,1,17,0.667,0.0,0.588,1627816,1610612754
Alfonzo McKinnie,TOR,14,13,1,53.0,21,64,41,2.0,1.84,0.95,0.328,0,0,1,0.0,0.0,2.0,1628035,1610612761
Allen Crabbe,BKN,73,24,49,2133.0,963,3155,2355,88.1,1.67,0.79,0.305,34,0,51,0.794,0.0,0.588,203459,1610612751
Amir Johnson,PHI,74,47,27,1170.0,342,1993,1389,45.9,1.38,0.46,0.172,297,39,326,0.158,0.231,0.666,101161,1610612755
Andre Drummond,DET,78,37,41,2625.0,1171,4079,3048,140.5,2.07,0.82,0.287,421,267,915,0.278,0.479,0.942,203083,1610612765
Andre Iguodala,GSW,64,46,18,1622.0,384,2837,1496,144.3,3.05,2.01,0.135,74,64,116,0.284,0.266,0.707,2738,1610612744
Andre Ingram,LAL,2,1,1,64.0,24,68,50,1.8,1.57,1.13,0.353,0,1,1,0.0,0.0,0.0,201281,1610612747
Andre Roberson,OKC,37,24,13,983.0,181,905,529,19.3,1.28,0.41,0.2,33,1,144,0.515,0.0,0.66,203460,1610612760
Andrew Bogut,LAL,24,7,17,216.0,36,362,197,10.2,1.69,0.53,0.099,32,7,48,0.188,0.0,0.75,101106,1610612747
Andrew Harrison,MEM,56,17,39,1326.0,533,3048,1404,242.1,4.77,4.36,0.175,27,1,21,0.556,1.0,0.143,1626150,1610612763
Andrew White III,ATL,15,1,14,209.0,69,230,169,6.9,1.81,1.02,0.3,5,0,6,0.4,0.0,0.667,1628510,1610612737
Andrew Wiggins,MIN,82,47,35,2979.0,1452,3489,2597,168.8,2.9,1.95,0.416,44,206,188,0.636,0.665,1.122,203952,1610612750
Ante Zizic,CLE,32,21,11,214.0,119,279,153,7.9,1.7,0.48,0.427,31,28,73,0.419,0.571,1.123,1627790,1610612739
