PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Brooks,MIN,13,6,7,136,7,1,14.3,16,43.8,0,43.8,18.7
Aaron Gordon,ORL,58,19,39,1909,87,54,62.1,260,33.5,5,34.1,7.9
Aaron Harrison,DAL,7,2,5,190,4,1,25.0,6,66.7,0,66.7,13.3
Aaron Jackson,HOU,1,0,1,35,2,1,50.0,5,40.0,0,40.0,4.8
Abdel Nader,BOS,26,18,8,347,13,7,53.8,42,31.0,1,31.7,6.4
Adreian Payne,ORL,3,0,3,40,2,1,50.0,5,40.0,0,40.0,6.0
Al Horford,BOS,69,44,25,2175,100,58,58.0,258,38.8,2,39.1,8.3
Al Jefferson,IND,33,15,18,469,30,23,76.7,96,31.3,0,31.3,4.9
Al-Farouq Aminu,POR,69,40,29,2072,97,38,39.2,261,37.2,4,37.7,8.9
Alan Williams,PHX,5,1,4,70,3,1,33.3,20,15.0,0,15.0,9.8
Alec Burks,UTA,58,32,26,1011,19,13,68.4,94,20.2,5,21.3,11.1
Alec Peters,PHX,15,1,14,179,8,7,87.5,21,38.1,2,42.1,5.0
Alex Abrines,OKC,53,32,21,938,25,11,44.0,66,37.9,2,39.1,12.3
Alex Caruso,LAL,27,13,14,461,15,8,53.3,41,36.6,4,40.5,11.2
Alex Len,PHX,68,20,48,1393,175,111,63.4,420,41.7,7,42.4,5.0
Alex Poythress,IND,12,4,8,70,7,6,85.7,22,31.8,1,33.3,5.0
Alfonzo McKinnie,TOR,5,4,1,29,1,1,100.0,2,50.0,0,50.0,1.2
Allen Crabbe,BKN,72,24,48,2104,27,10,37.0,139,19.4,6,20.3,13.4
Amir Johnson,PHI,71,44,27,1133,123,89,72.4,290,42.4,7,43.5,5.7
Andre Drummond,DET,78,37,41,2625,399,268,67.2,831,48.0,18,49.1,5.1
Andre Iguodala,GSW,61,44,17,1556,50,16,32.0,134,37.3,6,39.1,10.6
Andre Ingram,LAL,2,1,1,64,1,0,0.0,1,100.0,0,100.0,8.2
Andre Roberson,OKC,37,24,13,983,68,43,63.2,167,40.7,5,42.0,7.1
Andrew Bogut,LAL,21,6,15,207,26,19,73.1,52,50.0,2,52.0,6.2
Andrew Harrison,MEM,50,14,36,1231,23,3,13.0,121,19.0,4,19.7,11.7
Andrew White III,ATL,10,1,9,162,4,2,50.0,18,22.2,0,22.2,4.9
Andrew Wiggins,MIN,82,47,35,2979,82,45,54.9,300,27.3,7,28.0,8.8
Ante Zizic,CLE,19,11,8,181,24,19,79.2,56,42.9,1,43.6,4.2
Anthony Davis,NOP,75,45,30,2727,187,122,65.2,432,43.3,9,44.2,6.5
Anthony Tolliver,DET,75,36,39,1688,50,16,32.0,131,38.2,2,38.8,9.8
Antonio Blakeney,CHI,14,3,11,278,4,2,50.0,13,30.8,0,30.8,12.9
Antonius Cleveland,ATL,7,2,5,80,3,2,66.7,12,25.0,1,27.3,6.3
Aron Baynes,BOS,77,50,27,1431,128,87,68.0,330,38.8,6,39.5,5.0
Arron Afflalo,ORL,28,8,20,429,4,0,0.0,34,11.8,0,11.8,17.9
Austin Rivers,LAC,53,24,29,1787,26,8,30.8,122,21.3,7,22.6,13.4
Avery Bradley,LAC,41,19,22,1284,22,10,45.5,107,20.6,7,22.0,8.1
Bam Adebayo,MIA,64,31,33,1322,116,75,64.7,282,41.1,5,41.9,6.4
Ben McLemore,MEM,46,5,41,988,34,14,41.2,108,31.5,0,31.5,9.4
Ben Moore,IND,1,0,1,6,0,0,0.0,0,0.0,0,0.0,0.0
Ben Simmons,PHI,80,51,29,2703,145,64,44.1,413,35.1,9,35.9,10.1
Bismack Biyombo,ORL,79,24,55,1448,144,96,66.7,381,37.8,8,38.6,5.2
Blake Griffin,DET,58,28,30,1970,73,44,60.3,269,27.1,12,28.4,8.5
Boban Marjanovic,LAC,30,11,19,306,48,38,79.2,109,44.0,4,45.7,3.2
Bobby Brown,HOU,3,3,0,36,0,0,0.0,1,0.0,0,0.0,0.0
Bobby Portis,CHI,72,25,47,1615,158,100,63.3,365,43.3,4,43.8,5.7
Bogdan Bogdanovic,SAC,76,26,50,2137,31,18,58.1,138,22.5,5,23.3,8.1
Bojan Bogdanovic,IND,75,44,31,2326,30,6,20.0,155,19.4,5,20.0,15.3
Bradley Beal,WAS,81,42,39,2940,61,27,44.3,254,24.0,10,25.0,12.3
Brandan Wright,HOU,27,11,16,373,33,21,63.6,65,50.8,2,52.4,5.5
Brandon Ingram,LAL,59,27,32,1975,57,33,57.9,209,27.3,7,28.2,8.4
Brandon Jennings,MIL,10,8,2,170,5,2,40.0,15,33.3,0,33.3,12.6
Brandon Paul,SAS,36,18,18,481,6,2,33.3,33,18.2,1,18.8,8.6
Briante Weber,MEM,14,5,9,218,8,0,0.0,22,36.4,1,38.1,18.3
Brice Johnson,MEM,12,1,11,85,8,5,62.5,22,36.4,0,36.4,7.3
Brook Lopez,LAL,71,33,38,1660,73,45,61.6,158,46.2,1,46.5,7.3
Bruno Caboclo,SAC,10,3,7,105,7,6,85.7,20,35.0,0,35.0,6.2
Bryn Forbes,SAS,59,34,25,1270,12,1,8.3,49,24.5,1,25.0,16.4
Buddy Hield,SAC,77,26,51,1979,55,18,32.7,177,31.1,5,32.0,11.2
C.J. Williams,LAC,28,16,12,629,12,4,33.3,39,30.8,2,32.4,9.5
CJ McCollum,POR,80,48,32,2898,53,22,41.5,236,22.5,11,23.6,11.5
CJ Miles,TOR,61,44,17,1195,18,7,38.9,71,25.4,6,27.7,16.0
Caleb Swanigan,POR,17,9,8,158,15,12,80.0,55,27.3,0,27.3,3.4
Cameron Payne,CHI,22,7,15,511,18,8,44.4,67,26.9,2,27.7,13.6
Caris LeVert,BKN,67,24,43,1751,53,28,52.8,219,24.2,16,26.1,8.1
Carmelo Anthony,OKC,75,45,30,2426,64,31,48.4,212,30.2,9,31.5,10.2
Cedi Osman,CLE,43,25,18,604,19,7,36.8,84,22.6,3,23.5,10.1
Chandler Parsons,MEM,35,12,23,676,14,5,35.7,57,24.6,2,25.5,9.0
Channing Frye,LAL,43,27,16,634,12,8,66.7,33,36.4,2,38.7,9.9
Charles Cooke,NOP,2,0,2,8,0,0,0.0,0,0.0,0,0.0,0.0
Cheick Diallo,NOP,46,27,19,571,47,30,63.8,147,32.0,2,32.4,6.5
Chinanu Onuaku,HOU,1,0,1,22,1,1,100.0,6,16.7,0,16.7,12.7
Chris Boucher,GSW,1,1,0,1,0,0,0.0,1,0.0,0,0.0,0.0
Chris McCullough,WAS,13,7,6,69,7,4,57.1,20,35.0,1,36.8,9.4
Chris Paul,HOU,57,49,8,1825,37,8,21.6,121,30.6,3,31.4,13.4
Clint Capela,HOU,74,62,12,2034,241,154,63.9,509,47.3,8,48.1,6.4
Cody Zeller,CHA,33,14,19,627,67,48,71.6,186,36.0,2,36.4,4.6
Cole Aldrich,MIN,9,7,2,29,3,2,66.7,14,21.4,0,21.4,3.0
Corey Brewer,OKC,56,26,30,1041,43,14,32.6,139,30.9,2,31.4,10.7
Cory Joseph,IND,79,48,31,2141,39,7,17.9,124,31.5,4,32.5,14.0
