TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,21,21,41.4,359,716,50.1,53.3,32.9,314,569,55.2,8.5,45,147,30.6
Cleveland Cavaliers,22,22,36.5,325,622,52.3,54.2,30.5,301,520,57.9,6.0,24,102,23.5
Houston Rockets,17,17,39.3,278,540,51.5,55.1,29.6,239,407,58.7,9.7,39,133,29.3
Boston Celtics,19,19,36.4,268,536,50.0,52.3,30.4,243,448,54.2,6.0,25,88,28.4
Toronto Raptors,10,10,40.1,175,311,56.3,58.8,34.2,159,265,60.0,5.9,16,46,34.8
Utah Jazz,11,11,33.8,160,287,55.7,56.6,31.2,155,265,58.5,2.6,5,22,22.7
Philadelphia 76ers,10,10,34.8,145,287,50.5,51.9,29.9,137,247,55.5,4.8,8,40,20.0
New Orleans Pelicans,9,9,32.7,139,250,55.6,57.4,30.2,130,231,56.3,2.5,9,19,47.4
Indiana Pacers,7,7,37.9,128,203,63.1,65.0,33.2,120,178,67.4,4.7,8,25,32.0
Oklahoma City Thunder,6,6,37.0,89,180,49.4,51.9,30.2,80,147,54.4,6.8,9,33,27.3
Milwaukee Bucks,7,7,33.2,108,172,62.8,63.7,31.3,105,162,64.8,1.9,3,10,30.0
Washington Wizards,6,6,34.6,92,164,56.1,58.2,30.8,85,146,58.2,3.8,7,18,38.9
San Antonio Spurs,5,5,38.1,79,150,52.7,54.0,33.5,75,132,56.8,4.6,4,18,22.2
Minnesota Timberwolves,5,5,38.3,76,146,52.1,53.1,33.9,73,129,56.6,4.5,3,17,17.6
Miami Heat,5,5,34.9,63,137,46.0,47.4,31.4,59,123,48.0,3.6,4,14,28.6
Portland Trail Blazers,4,4,37.4,75,126,59.5,60.3,34.7,73,117,62.4,2.7,2,9,22.2
