TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
ORL,7,7,8.6,16,50,32.0,32.0,8.4,16,49,32.7,0.2,0,1,0.0
DET,7,7,7.7,19,44,43.2,44.3,7.6,18,43,41.9,0.2,1,1,100.0
TOR,6,6,7.7,18,40,45.0,45.0,7.7,18,40,45.0,0.0,0,0,
PHI,7,7,6.7,17,40,42.5,42.5,6.4,17,38,44.7,0.3,0,2,0.0
MIN,6,6,7.3,25,39,64.1,65.4,7.1,24,38,63.2,0.2,1,1,100.0
LAL,6,6,7.199999999999999,14,33,42.4,42.4,7.199999999999999,14,33,42.4,0.0,0,0,
DEN,6,6,6.6000000000000005,14,33,42.4,45.5,5.4,12,27,44.4,1.2,2,6,33.300000000000004
HOU,6,6,6.2,13,32,40.6,42.199999999999996,6.0,12,31,38.7,0.2,1,1,100.0
CLE,6,6,6.1,16,31,51.6,51.6,5.8999999999999995,16,30,53.300000000000004,0.2,0,1,0.0
BOS,7,7,5.0,11,31,35.5,37.1,4.6,10,28,35.699999999999996,0.5,1,3,33.300000000000004
NYK,6,6,5.3,9,27,33.300000000000004,33.300000000000004,5.3,9,27,33.300000000000004,0.0,0,0,
SAS,5,5,6.2,11,26,42.3,42.3,6.2,11,26,42.3,0.0,0,0,
POR,5,5,5.8999999999999995,10,26,38.5,40.400000000000006,5.6000000000000005,9,25,36.0,0.2,1,1,100.0
ATL,6,6,4.3999999999999995,12,22,54.50000000000001,54.50000000000001,4.3999999999999995,12,22,54.50000000000001,0.0,0,0,
PHX,4,4,5.2,5,18,27.800000000000004,27.800000000000004,5.2,5,18,27.800000000000004,0.0,0,0,
OKC,4,4,4.5,10,16,62.5,62.5,4.5,10,16,62.5,0.0,0,0,
MIN,6,6,43.6,110,233,47.199999999999996,47.9,39.7,107,212,50.5,3.9,3,21,14.299999999999999
PHI,7,7,38.800000000000004,112,231,48.5,51.5,32.7,98,195,50.3,6.0,14,36,38.9
NYK,6,6,45.2,131,229,57.199999999999996,59.8,39.4,119,200,59.5,5.7,12,29,41.4
CLE,6,6,44.7,128,226,56.599999999999994,59.699999999999996,38.1,114,193,59.099999999999994,6.5,14,33,42.4
BOS,7,7,36.4,113,224,50.4,54.7,28.000000000000004,94,172,54.7,8.5,19,52,36.5
DET,7,7,39.4,103,224,46.0,47.5,35.3,96,201,47.8,4.0,7,23,30.4
TOR,6,6,42.9,118,223,52.900000000000006,53.400000000000006,41.199999999999996,116,214,54.2,1.7000000000000002,2,9,22.2
HOU,6,6,43.2,93,223,41.699999999999996,42.8,38.6,88,199,44.2,4.7,5,24,20.8
ORL,7,7,37.2,93,217,42.9,45.2,33.7,83,197,42.1,3.4000000000000004,10,20,50.0
DEN,6,6,40.0,98,200,49.0,50.3,36.0,93,180,51.7,4.0,5,20,25.0
ATL,6,6,39.800000000000004,93,200,46.5,48.3,34.5,86,173,49.7,5.4,7,27,25.900000000000002
LAL,6,6,40.8,93,186,50.0,51.300000000000004,37.9,88,173,50.9,2.9000000000000004,5,13,38.5
POR,5,5,39.0,82,173,47.4,49.4,34.9,75,155,48.4,4.1000000000000005,7,18,38.9
SAS,5,5,38.9,78,163,47.9,49.4,35.3,73,148,49.3,3.5999999999999996,5,15,33.300000000000004
PHX,4,4,36.199999999999996,61,125,48.8,52.400000000000006,28.7,52,99,52.5,7.5,9,26,34.599999999999994
OKC,4,4,32.800000000000004,59,117,50.4,51.7,30.3,56,108,51.9,2.5,3,9,33.300000000000004
PHI,7,7,33.6,93,200,46.5,55.50000000000001,17.1,57,102,55.900000000000006,16.400000000000002,36,98,36.7
BOS,7,7,31.1,79,191,41.4,49.5,13.0,48,80,60.0,18.0,31,111,27.900000000000002
ORL,7,7,32.2,70,188,37.2,44.9,14.000000000000002,41,82,50.0,18.2,29,106,27.400000000000002
NYK,6,6,35.3,81,179,45.300000000000004,55.60000000000001,15.2,44,77,57.099999999999994,20.1,37,102,36.3
DET,7,7,30.099999999999998,82,171,48.0,55.800000000000004,16.3,55,93,59.099999999999994,13.700000000000001,27,78,34.599999999999994
ATL,6,6,31.3,65,157,41.4,48.699999999999996,14.899999999999999,42,75,56.00000000000001,16.3,23,82,28.000000000000004
MIN,6,6,27.3,61,146,41.8,49.0,13.900000000000002,40,74,54.1,13.5,21,72,29.2
CLE,6,6,28.9,56,146,38.4,50.7,7.5,20,38,52.6,21.3,36,108,33.300000000000004
DEN,6,6,28.799999999999997,63,144,43.8,51.4,15.0,41,75,54.7,13.8,22,69,31.900000000000002
LAL,6,6,31.4,61,143,42.699999999999996,49.0,18.2,43,83,51.800000000000004,13.200000000000001,18,60,30.0
TOR,6,6,27.1,61,141,43.3,52.5,13.700000000000001,35,71,49.3,13.5,26,70,37.1
POR,5,5,31.1,51,138,37.0,44.9,12.8,29,57,50.9,18.2,22,81,27.200000000000003
SAS,5,5,31.5,67,132,50.8,59.5,18.099999999999998,44,76,57.9,13.4,23,56,41.099999999999994
OKC,4,4,36.4,63,130,48.5,57.699999999999996,17.1,39,61,63.9,19.3,24,69,34.8
HOU,6,6,24.8,52,128,40.6,47.699999999999996,12.2,34,63,54.0,12.6,18,65,27.700000000000003
PHX,4,4,33.6,48,116,41.4,48.3,16.8,32,58,55.2,16.8,16,58,27.6
BOS,7,7,27.500000000000004,64,169,37.9,55.00000000000001,2.0,6,12,50.0,25.5,58,157,36.9
HOU,6,6,25.8,53,133,39.800000000000004,53.400000000000006,4.7,17,24,70.8,21.099999999999998,36,109,33.0
DET,7,7,22.8,46,130,35.4,48.1,4.2,13,24,54.2,18.6,33,106,31.1
ORL,7,7,22.1,53,129,41.099999999999994,56.2,3.1,14,18,77.8,19.0,39,111,35.099999999999994
PHI,7,7,21.0,44,125,35.199999999999996,47.599999999999994,5.2,13,31,41.9,15.8,31,94,33.0
ATL,6,6,24.5,49,123,39.800000000000004,55.300000000000004,2.8000000000000003,11,14,78.60000000000001,21.7,38,109,34.9
DEN,6,6,24.6,43,123,35.0,47.599999999999994,5.0,12,25,48.0,19.6,31,98,31.6
MIN,6,6,21.7,54,116,46.6,62.5,4.9,17,26,65.4,16.900000000000002,37,90,41.099999999999994
TOR,6,6,22.3,47,116,40.5,56.89999999999999,2.9000000000000004,9,15,60.0,19.400000000000002,38,101,37.6
POR,5,5,24.099999999999998,36,107,33.6,46.7,3.4000000000000004,8,15,53.300000000000004,20.7,28,92,30.4
CLE,6,6,20.4,39,103,37.9,53.400000000000006,2.1999999999999997,7,11,63.6,18.2,32,92,34.8
SAS,5,5,23.400000000000002,47,98,48.0,66.3,3.8,11,16,68.8,19.6,36,82,43.9
LAL,6,6,20.599999999999998,48,94,51.1,70.19999999999999,3.1,12,14,85.7,17.5,36,80,45.0
OKC,4,4,26.3,42,94,44.7,60.6,4.2,12,15,80.0,22.1,30,79,38.0
PHX,4,4,24.9,40,86,46.5,61.6,5.800000000000001,14,20,70.0,19.1,26,66,39.4
NYK,6,6,14.2,32,72,44.4,59.699999999999996,3.2,10,16,62.5,11.0,22,56,39.300000000000004
