TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Houston Rockets,7,7,12.8,32,69,46.4,46.4,12.1,32,65,49.2,0.7,0,4,0.0,very_tight,3,2018
Golden State Warriors,7,7,11.1,31,62,50.0,50.0,10.9,31,61,50.8,0.2,0,1,0.0,very_tight,3,2018
Boston Celtics,7,7,10.9,31,59,52.5,52.5,10.8,31,58,53.4,0.2,0,1,0.0,very_tight,3,2018
Cleveland Cavaliers,7,7,11.0,39,58,67.2,67.2,10.8,39,57,68.4,0.2,0,1,0.0,very_tight,3,2018
Golden State Warriors,7,7,43.5,121,243,49.8,54.1,32.7,100,183,54.6,10.7,21,60,35.0,tight,3,2018
Houston Rockets,7,7,39.1,99,211,46.9,50.5,28.0,84,151,55.6,11.1,15,60,25.0,tight,3,2018
Boston Celtics,7,7,34.5,94,186,50.5,53.2,29.1,84,157,53.5,5.4,10,29,34.5,tight,3,2018
Cleveland Cavaliers,7,7,35.0,89,185,48.1,50.5,28.8,80,152,52.6,6.3,9,33,27.3,tight,3,2018
Cleveland Cavaliers,7,7,31.4,76,166,45.8,53.3,17.2,51,91,56.0,14.2,25,75,33.3,open,3,2018
Boston Celtics,7,7,30.1,66,162,40.7,46.9,15.0,46,81,56.8,15.0,20,81,24.7,open,3,2018
Golden State Warriors,7,7,27.4,79,153,51.6,62.7,11.8,45,66,68.2,15.6,34,87,39.1,open,3,2018
Houston Rockets,7,7,28.4,63,153,41.2,52.9,7.6,27,41,65.9,20.8,36,112,32.1,open,3,2018
Boston Celtics,7,7,24.5,54,132,40.9,55.3,5.0,16,27,59.3,19.5,38,105,36.2,wide_open,3,2018
Cleveland Cavaliers,7,7,22.5,44,119,37.0,50.4,4.7,12,25,48.0,17.8,32,94,34.0,wide_open,3,2018
Houston Rockets,7,7,19.7,48,106,45.3,62.3,2.8,12,15,80.0,16.9,36,91,39.6,wide_open,3,2018
Golden State Warriors,7,7,18.1,47,101,46.5,61.9,4.5,16,25,64.0,13.6,31,76,40.8,wide_open,3,2018
