TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,24,24,35.8,331,692,47.8,50.4,30.5,296,588,50.3,5.4,35,104,33.7
Toronto Raptors,20,20,39.4,287,603,47.6,48.8,35.1,273,537,50.8,4.3,14,66,21.2
Oklahoma City Thunder,18,18,39.5,269,572,47.0,49.0,32.9,247,476,51.9,6.6,22,96,22.9
Cleveland Cavaliers,21,21,34.4,292,559,52.2,55.3,28.0,258,454,56.8,6.5,34,105,32.4
Miami Heat,14,14,46.0,240,496,48.4,49.4,41.1,230,444,51.8,4.8,10,52,19.2
Portland Trail Blazers,11,11,35.4,140,324,43.2,46.3,28.5,120,261,46.0,6.9,20,63,31.7
San Antonio Spurs,10,10,32.3,140,251,55.8,57.0,29.9,134,233,57.5,2.3,6,18,33.3
Atlanta Hawks,10,10,29.1,120,231,51.9,53.2,26.2,114,208,54.8,2.9,6,23,26.1
LA Clippers,6,6,42.3,100,207,48.3,49.5,35.4,95,173,54.9,7.0,5,34,14.7
Charlotte Hornets,7,7,39.6,90,203,44.3,46.3,33.5,82,172,47.7,6.0,8,31,25.8
Indiana Pacers,7,7,36.6,83,180,46.1,49.2,30.5,72,150,48.0,6.1,11,30,36.7
Houston Rockets,5,5,42.5,75,171,43.9,45.6,36.8,69,148,46.6,5.7,6,23,26.1
Boston Celtics,6,6,33.8,77,164,47.0,49.1,27.8,70,135,51.9,6.0,7,29,24.1
Dallas Mavericks,5,5,34.2,65,131,49.6,50.4,31.3,63,120,52.5,2.9,2,11,18.2
Detroit Pistons,4,4,41.6,67,121,55.4,56.6,38.1,64,111,57.7,3.4,3,10,30.0
Memphis Grizzlies,4,4,33.3,45,96,46.9,47.9,30.2,43,87,49.4,3.1,2,9,22.2
