TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
San Antonio Spurs,6,6,21.7,65,113,57.5,58.0,21.3,64,111,57.7,0.4,1,2,50.0,very_tight,2,2017
Washington Wizards,7,7,17.2,44,100,44.0,44.0,16.5,44,96,45.8,0.7,0,4,0.0,very_tight,2,2017
Houston Rockets,6,6,19.0,52,91,57.1,57.7,16.5,51,79,64.6,2.5,1,12,8.3,very_tight,2,2017
Boston Celtics,7,7,11.9,42,64,65.6,66.4,11.3,41,61,67.2,0.6,1,3,33.3,very_tight,2,2017
Utah Jazz,4,4,16.0,19,50,38.0,38.0,16.0,19,50,38.0,0.0,0,0,-,very_tight,2,2017
Toronto Raptors,4,4,13.9,21,46,45.7,45.7,13.0,21,43,48.8,0.9,0,3,0.0,very_tight,2,2017
Golden State Warriors,4,4,12.4,19,40,47.5,47.5,11.5,19,37,51.4,0.9,0,3,0.0,very_tight,2,2017
Cleveland Cavaliers,4,4,12.9,20,39,51.3,52.6,11.6,19,35,54.3,1.3,1,4,25.0,very_tight,2,2017
Washington Wizards,7,7,33.5,111,195,56.9,58.7,30.2,104,176,59.1,3.3,7,19,36.8,tight,2,2017
San Antonio Spurs,6,6,31.9,86,166,51.8,53.9,27.8,79,145,54.5,4.0,7,21,33.3,tight,2,2017
Boston Celtics,7,7,28.4,85,153,55.6,57.5,24.9,79,134,59.0,3.5,6,19,31.6,tight,2,2017
Houston Rockets,6,6,28.4,69,136,50.7,57.0,19.6,52,94,55.3,8.8,17,42,40.5,tight,2,2017
Golden State Warriors,4,4,39.1,77,126,61.1,63.9,32.9,70,106,66.0,6.2,7,20,35.0,tight,2,2017
Toronto Raptors,4,4,36.6,63,121,52.1,52.1,34.7,63,115,54.8,1.8,0,6,0.0,tight,2,2017
Cleveland Cavaliers,4,4,36.1,62,109,56.9,63.3,26.2,48,79,60.8,9.9,14,30,46.7,tight,2,2017
Utah Jazz,4,4,33.2,49,104,47.1,47.6,30.4,48,95,50.5,2.9,1,9,11.1,tight,2,2017
Washington Wizards,7,7,31.4,84,183,45.9,50.8,17.4,66,101,65.3,14.1,18,82,22.0,open,2,2017
Boston Celtics,7,7,29.7,71,160,44.4,54.1,16.0,40,86,46.5,13.8,31,74,41.9,open,2,2017
Houston Rockets,6,6,26.9,43,129,33.3,43.8,8.8,16,42,38.1,18.2,27,87,31.0,open,2,2017
San Antonio Spurs,6,6,24.6,57,128,44.5,51.6,14.0,39,73,53.4,10.6,18,55,32.7,open,2,2017
Cleveland Cavaliers,4,4,28.8,39,87,44.8,55.2,13.6,21,41,51.2,15.2,18,46,39.1,open,2,2017
Toronto Raptors,4,4,25.1,37,83,44.6,48.8,18.1,30,60,50.0,6.9,7,23,30.4,open,2,2017
Golden State Warriors,4,4,24.2,27,78,34.6,41.7,11.5,16,37,43.2,12.7,11,41,26.8,open,2,2017
Utah Jazz,4,4,22.0,33,69,47.8,55.1,11.2,23,35,65.7,10.9,10,34,29.4,open,2,2017
Boston Celtics,7,7,29.9,75,161,46.6,64.0,6.1,19,33,57.6,23.8,56,128,43.8,wide_open,2,2017
Houston Rockets,6,6,25.7,55,123,44.7,64.2,2.3,7,11,63.6,23.4,48,112,42.9,wide_open,2,2017
San Antonio Spurs,6,6,21.9,47,114,41.2,51.8,7.1,23,37,62.2,14.8,24,77,31.2,wide_open,2,2017
Washington Wizards,7,7,17.9,46,104,44.2,60.6,4.1,12,24,50.0,13.7,34,80,42.5,wide_open,2,2017
Utah Jazz,4,4,28.8,38,90,42.2,56.1,7.7,13,24,54.2,21.1,25,66,37.9,wide_open,2,2017
Toronto Raptors,4,4,24.5,38,81,46.9,59.3,7.6,18,25,72.0,16.9,20,56,35.7,wide_open,2,2017
Golden State Warriors,4,4,24.2,39,78,50.0,64.7,8.7,16,28,57.1,15.5,23,50,46.0,wide_open,2,2017
Cleveland Cavaliers,4,4,22.2,37,67,55.2,76.1,5.3,9,16,56.3,16.9,28,51,54.9,wide_open,2,2017
