TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Denver Nuggets,47,423,8.2,1.1,466,177,304,58.2,58.2,20.8,13.5,18.9,6.6,55.1,96.6
Milwaukee Bucks,46,389,7.4,0.94,365,151,299,50.5,50.5,13.1,13.4,10.8,3.3,47.8,48.3
New Orleans Pelicans,47,359,6.7,0.93,335,124,247,50.2,50.2,19.5,16.7,17.3,5.0,48.2,44.8
Dallas Mavericks,48,303,6.0,1.05,318,120,217,55.3,55.3,20.1,10.6,18.5,3.0,55.8,75.9
Philadelphia 76ers,46,288,5.8,1.09,314,113,215,52.6,52.6,20.8,9.4,17.7,4.9,54.5,93.1
Phoenix Suns,48,316,5.9,0.97,307,133,254,52.4,52.4,9.5,12.3,7.3,2.2,48.7,55.2
Chicago Bulls,45,257,5.2,1.09,279,115,211,54.5,54.5,14.4,7.8,11.7,4.3,54.5,89.7
Los Angeles Lakers,47,273,5.1,1.01,277,105,212,49.5,49.5,18.3,9.5,16.8,5.5,50.5,69.0
Washington Wizards,46,279,5.5,0.98,274,106,208,51.0,51.0,16.8,13.6,15.1,5.4,49.1,62.1
LA Clippers,49,250,4.7,1.06,264,105,190,55.3,55.3,14.4,12.0,12.4,2.4,53.2,79.3
Portland Trail Blazers,46,282,5.6,0.92,260,101,201,50.2,50.2,16.7,15.6,16.0,4.3,47.5,37.9
Toronto Raptors,48,272,5.0,0.88,239,92,203,45.3,45.3,14.7,12.1,13.2,1.5,45.6,20.7
San Antonio Spurs,46,212,4.0,0.95,201,79,157,50.3,50.3,16.0,13.7,14.6,3.8,47.2,51.7
Houston Rockets,46,194,3.7,0.92,178,69,133,51.9,51.9,16.0,18.6,10.8,3.1,46.9,34.5
Boston Celtics,47,165,3.2,1.07,177,66,122,54.1,54.1,17.0,11.5,15.2,3.0,53.9,86.2
Sacramento Kings,45,166,3.3,1.07,177,71,123,57.7,57.7,18.1,11.4,13.9,4.2,56.0,82.8
Miami Heat,48,198,3.8,0.87,172,71,152,46.7,46.7,11.1,14.6,11.1,2.5,44.4,17.2
Minnesota Timberwolves,48,164,3.1,1.01,166,53,97,54.6,54.6,28.0,15.2,23.2,3.0,53.7,65.5
Atlanta Hawks,47,155,2.9,1.04,162,63,123,51.2,51.2,16.1,7.1,14.2,2.6,53.5,72.4
New York Knicks,48,199,3.7,0.8,160,59,140,42.1,42.1,16.1,15.1,14.6,1.5,42.7,0.0
Detroit Pistons,48,188,3.5,0.83,157,61,147,41.5,41.5,13.3,11.2,10.1,2.7,42.0,10.3
Cleveland Cavaliers,48,190,3.7,0.82,156,59,140,42.1,42.1,14.2,12.6,10.0,0.5,43.2,3.4
Orlando Magic,46,170,3.3,0.9,153,55,119,46.2,46.2,17.6,14.1,14.7,1.8,47.1,27.6
Brooklyn Nets,46,152,3.1,0.97,148,58,113,51.3,51.3,13.8,14.5,12.5,2.6,48.7,58.6
Memphis Grizzlies,46,154,2.9,0.86,133,50,105,47.6,47.6,18.2,16.2,16.2,3.2,45.5,13.8
Charlotte Hornets,47,133,2.4,0.91,121,47,101,46.5,46.5,19.5,8.3,14.3,3.8,48.9,31.0
Indiana Pacers,48,128,2.3,0.93,119,42,88,47.7,47.7,18.8,15.6,16.4,3.1,48.4,41.4
Utah Jazz,49,111,2.0,0.88,98,36,77,46.8,46.8,18.0,14.4,16.2,2.7,45.9,24.1
Oklahoma City Thunder,47,83,1.5,1.12,93,34,59,57.6,57.6,20.5,10.8,19.3,2.4,57.8,100.0
Golden State Warriors,47,108,2.0,0.82,89,33,77,42.9,42.9,15.7,15.7,12.0,2.8,41.7,6.9
