PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
A.J. Lawson,DAL,15,5,10,108.0,147,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,1630639,1610612742
AJ Green,MIL,35,27,8,345.0,423,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,1,50.0,0,0.0,0,0.0,1631260,1610612749
AJ Griffin,ATL,72,34,38,1401.0,1518,31,12,16,75.0,0,0,0.0,25,80.60000000000001,11,35.5,3,27.3,2,6.5,0,0.0,1631100,1610612737
Aaron Gordon,DEN,68,45,23,2055.0,2890,121,21,39,53.800000000000004,13,20,65.0,58,47.9,68,56.2,13,19.1,3,2.5,9,7.3999999999999995,203932,1610612743
Aaron Holiday,ATL,63,32,31,845.0,1292,8,1,4,25.0,0,0,0.0,2,25.0,4,50.0,1,25.0,0,0.0,0,0.0,1628988,1610612737
Aaron Nesmith,IND,73,30,43,1816.0,2635,29,11,14,78.60000000000001,0,0,0.0,22,75.9,12,41.4,1,8.3,3,10.299999999999999,0,0.0,1630174,1610612754
Aaron Wiggins,OKC,70,37,33,1297.0,1465,38,6,16,37.5,5,5,100.0,16,42.1,16,42.1,1,6.3,4,10.5,2,5.3,1630598,1610612760
Admiral Schofield,ORL,37,14,23,451.0,714,21,6,8,75.0,0,0,0.0,12,57.099999999999994,13,61.9,5,38.5,0,0.0,0,0.0,1629678,1610612753
Al Horford,BOS,63,44,19,1921.0,2880,71,9,20,45.0,0,0,0.0,19,26.8,48,67.60000000000001,15,31.3,2,2.8000000000000003,0,0.0,201143,1610612738
Alec Burks,DET,50,12,38,1102.0,1729,16,4,9,44.4,0,0,0.0,10,62.5,7,43.8,2,28.599999999999998,0,0.0,0,0.0,202692,1610612765
Aleksej Pokusevski,OKC,34,16,18,701.0,1418,54,16,24,66.7,2,4,50.0,34,63.0,22,40.699999999999996,0,0.0,6,11.1,2,3.6999999999999997,1630197,1610612760
Alex Caruso,CHI,66,32,34,1553.0,2780,49,6,13,46.2,2,2,100.0,14,28.599999999999998,31,63.3,7,22.6,2,4.1000000000000005,1,2.0,1627936,1610612741
Alex Len,SAC,26,15,11,161.0,254,31,4,9,44.4,2,2,100.0,10,32.300000000000004,19,61.3,3,15.8,2,6.5,1,3.2,203458,1610612758
Alize Johnson,SAS,4,1,3,30.0,46,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628993,1610612759
Alondes Williams,BKN,1,1,0,5.0,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1631214,1610612751
Alperen Sengun,HOU,75,18,57,2171.0,4203,381,80,157,51.0,34,50,68.0,197,51.7,162,42.5,35,21.6,27,7.1,23,6.0,1630578,1610612745
Amir Coffey,LAC,50,26,24,625.0,681,7,0,1,0.0,3,4,75.0,3,42.9,4,57.099999999999994,0,0.0,0,0.0,2,28.599999999999998,1629599,1610612746
Andre Drummond,CHI,67,32,35,849.0,1152,110,27,48,56.3,15,28,53.6,70,63.6,38,34.5,6,15.8,8,7.3,14,12.7,203083,1610612741
Andre Iguodala,GSW,7,2,5,95.0,171,5,1,1,100.0,0,0,0.0,2,40.0,4,80.0,0,0.0,0,0.0,0,0.0,2738,1610612744
Andrew Nembhard,IND,75,32,43,2074.0,3700,31,7,11,63.6,0,0,0.0,14,45.2,17,54.800000000000004,3,17.599999999999998,3,9.700000000000001,0,0.0,1629614,1610612754
Andrew Wiggins,GSW,36,18,18,1163.0,1663,26,9,16,56.3,3,4,75.0,21,80.80000000000001,7,26.900000000000002,1,14.299999999999999,0,0.0,2,7.7,203952,1610612744
Anfernee Simons,POR,62,27,35,2171.0,4181,20,9,14,64.3,0,0,0.0,19,95.0,4,20.0,1,25.0,2,10.0,0,0.0,1629014,1610612757
Anthony Davis,LAL,56,31,25,1905.0,3837,295,91,161,56.49999999999999,33,40,82.5,220,74.6,95,32.2,19,20.0,12,4.1000000000000005,18,6.1,203076,1610612747
Anthony Edwards,MIN,78,39,39,2817.0,5568,43,18,23,78.3,3,4,75.0,41,95.3,12,27.900000000000002,3,25.0,5,11.600000000000001,2,4.7,1630162,1610612750
Anthony Gill,WAS,59,21,38,625.0,656,26,7,10,70.0,0,0,0.0,14,53.800000000000004,13,50.0,2,15.4,0,0.0,0,0.0,1630264,1610612764
Anthony Lamb,GSW,61,35,26,1171.0,1989,38,7,10,70.0,1,2,50.0,15,39.5,23,60.5,5,21.7,3,7.9,1,2.6,1630237,1610612744
Austin Reaves,LAL,64,35,29,1843.0,2682,30,5,10,50.0,4,5,80.0,12,40.0,16,53.300000000000004,4,25.0,1,3.3000000000000003,3,10.0,1630559,1610612747
Austin Rivers,MIN,52,25,27,1016.0,1184,4,2,2,100.0,0,0,0.0,4,100.0,1,25.0,0,0.0,0,0.0,0,0.0,203085,1610612750
Ayo Dosunmu,CHI,79,39,40,2072.0,3375,16,6,7,85.7,2,2,100.0,14,87.5,6,37.5,0,0.0,2,12.5,1,6.3,1630245,1610612741
Bam Adebayo,MIA,75,40,35,2598.0,4639,509,149,254,58.699999999999996,46,62,74.2,348,68.4,187,36.7,28,15.0,28,5.5,31,6.1,1628389,1610612748
Ben Simmons,BKN,42,24,18,1105.0,2577,96,16,31,51.6,1,4,25.0,33,34.4,57,59.4,12,21.099999999999998,2,2.1,2,2.1,1627732,1610612751
Bennedict Mathurin,IND,78,33,45,2222.0,3273,84,23,37,62.2,21,26,80.80000000000001,73,86.9,28,33.300000000000004,3,10.7,3,3.5999999999999996,13,15.5,1631097,1610612754
Bismack Biyombo,PHX,61,33,28,874.0,1408,148,26,52,50.0,5,10,50.0,57,38.5,80,54.1,16,20.0,6,4.1000000000000005,5,3.4000000000000004,202687,1610612756
Blake Griffin,BOS,41,27,14,569.0,842,46,11,14,78.60000000000001,5,8,62.5,27,58.699999999999996,25,54.300000000000004,6,24.0,0,0.0,4,8.7,201933,1610612738
Blake Wesley,SAS,34,8,26,611.0,1231,9,1,2,50.0,2,4,50.0,4,44.4,4,44.4,0,0.0,1,11.1,2,22.2,1631104,1610612759
Boban Marjanović,HOU,31,7,24,171.0,225,22,7,10,70.0,1,2,50.0,17,77.3,7,31.8,2,28.599999999999998,2,9.1,1,4.5,1626246,1610612745
Bobby Portis,MIL,70,47,23,1818.0,3463,94,27,42,64.3,3,4,75.0,57,60.6,44,46.800000000000004,7,15.9,5,5.3,2,2.1,1626171,1610612749
Bogdan Bogdanović,ATL,54,27,27,1509.0,2185,31,8,14,57.099999999999994,0,0,0.0,16,51.6,16,51.6,4,25.0,0,0.0,0,0.0,203992,1610612737
Bojan Bogdanović,DET,58,15,43,1858.0,2701,44,18,31,58.099999999999994,4,4,100.0,42,95.5,9,20.5,2,22.2,1,2.3,2,4.5,202711,1610612765
Bol Bol,ORL,70,26,44,1505.0,1638,30,15,19,78.9,2,2,100.0,33,110.00000000000001,9,30.0,2,22.2,1,3.3000000000000003,1,3.3000000000000003,1629626,1610612753
Bones Hyland,LAC,56,36,20,1086.0,2557,11,4,5,80.0,0,0,0.0,8,72.7,5,45.5,1,20.0,1,9.1,0,0.0,1630538,1610612746
Bradley Beal,WAS,50,24,26,1673.0,3393,94,24,48,50.0,8,8,100.0,60,63.800000000000004,35,37.2,6,17.1,6,6.4,4,4.3,203078,1610612764
