TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Philadelphia 76ers,5,5,38.3,87,155,56.1,58.1,31.6,81,128,63.3,6.7,6,27,22.2,tight,1,2018
San Antonio Spurs,5,5,38.1,79,150,52.7,54.0,33.5,75,132,56.8,4.6,4,18,22.2,tight,1,2018
Minnesota Timberwolves,5,5,38.3,76,146,52.1,53.1,33.9,73,129,56.6,4.5,3,17,17.6,tight,1,2018
Miami Heat,5,5,34.9,63,137,46.0,47.4,31.4,59,123,48.0,3.6,4,14,28.6,tight,1,2018
Portland Trail Blazers,4,4,37.4,75,126,59.5,60.3,34.7,73,117,62.4,2.7,2,9,22.2,tight,1,2018
New Orleans Pelicans,4,4,35.8,70,115,60.9,63.5,32.7,64,105,61.0,3.1,6,10,60.0,tight,1,2018
Cleveland Cavaliers,7,7,37.4,75,192,39.1,48.2,17.3,40,89,44.9,20.0,35,103,34.0,open,1,2018
Milwaukee Bucks,7,7,34.7,83,180,46.1,53.9,20.5,55,106,51.9,14.3,28,74,37.8,open,1,2018
Boston Celtics,7,7,32.6,79,175,45.1,52.9,15.5,52,83,62.7,17.1,27,92,29.3,open,1,2018
Indiana Pacers,7,7,31.3,75,168,44.6,52.7,17.9,48,96,50.0,13.4,27,72,37.5,open,1,2018
Oklahoma City Thunder,6,6,34.0,71,165,43.0,50.3,20.0,47,97,48.5,14.0,24,68,35.3,open,1,2018
Washington Wizards,6,6,30.8,66,146,45.2,49.7,21.1,53,100,53.0,9.7,13,46,28.3,open,1,2018
Utah Jazz,6,6,28.2,56,135,41.5,48.1,15.4,38,74,51.4,12.7,18,61,29.5,open,1,2018
Houston Rockets,5,5,28.5,49,121,40.5,53.3,8.3,18,35,51.4,20.3,31,86,36.0,open,1,2018
Philadelphia 76ers,5,5,29.6,44,120,36.7,48.3,12.3,16,50,32.0,17.3,28,70,40.0,open,1,2018
Toronto Raptors,6,6,25.5,58,119,48.7,57.6,14.2,37,66,56.1,11.4,21,53,39.6,open,1,2018
San Antonio Spurs,5,5,29.2,45,115,39.1,44.8,18.8,32,74,43.2,10.4,13,41,31.7,open,1,2018
Golden State Warriors,5,5,28.3,60,113,53.1,59.3,17.0,46,68,67.6,11.3,14,45,31.1,open,1,2018
Miami Heat,5,5,28.3,51,111,45.9,51.8,18.4,38,72,52.8,9.9,13,39,33.3,open,1,2018
Minnesota Timberwolves,5,5,27.6,45,105,42.9,49.0,18.6,32,71,45.1,8.9,13,34,38.2,open,1,2018
New Orleans Pelicans,4,4,29.3,47,94,50.0,59.0,17.1,30,55,54.5,12.1,17,39,43.6,open,1,2018
Portland Trail Blazers,4,4,21.4,24,72,33.3,40.3,9.5,14,32,43.8,11.9,10,40,25.0,open,1,2018
Utah Jazz,6,6,30.5,60,146,41.1,57.2,5.8,13,28,46.4,24.6,47,118,39.8,wide_open,1,2018
Indiana Pacers,7,7,22.4,41,120,34.2,47.5,5.4,9,29,31.0,17.0,32,91,35.2,wide_open,1,2018
Milwaukee Bucks,7,7,22.6,51,117,43.6,58.5,4.8,16,25,64.0,17.8,35,92,38.0,wide_open,1,2018
Washington Wizards,6,6,23.4,52,111,46.8,59.0,9.9,25,47,53.2,13.5,27,64,42.2,wide_open,1,2018
Houston Rockets,5,5,25.2,43,107,40.2,56.1,2.1,9,9,100.0,23.1,34,98,34.7,wide_open,1,2018
Miami Heat,5,5,27.0,52,106,49.1,65.1,6.4,18,25,72.0,20.7,34,81,42.0,wide_open,1,2018
Portland Trail Blazers,4,4,29.4,39,99,39.4,53.5,7.4,11,25,44.0,22.0,28,74,37.8,wide_open,1,2018
Cleveland Cavaliers,7,7,18.9,39,97,40.2,54.6,2.7,11,14,78.6,16.1,28,83,33.7,wide_open,1,2018
Boston Celtics,7,7,17.5,43,94,45.7,63.8,3.5,9,19,47.4,14.0,34,75,45.3,wide_open,1,2018
San Antonio Spurs,5,5,23.9,33,94,35.1,47.3,5.1,10,20,50.0,18.8,23,74,31.1,wide_open,1,2018
Toronto Raptors,6,6,19.7,47,92,51.1,70.7,4.1,11,19,57.9,15.7,36,73,49.3,wide_open,1,2018
Oklahoma City Thunder,6,6,18.7,42,91,46.2,62.1,5.1,13,25,52.0,13.6,29,66,43.9,wide_open,1,2018
Golden State Warriors,5,5,20.1,35,80,43.8,59.4,4.3,10,17,58.8,15.8,25,63,39.7,wide_open,1,2018
Minnesota Timberwolves,5,5,19.9,36,76,47.4,66.4,5.2,7,20,35.0,14.7,29,56,51.8,wide_open,1,2018
Philadelphia 76ers,5,5,18.3,36,74,48.6,62.8,5.2,15,21,71.4,13.1,21,53,39.6,wide_open,1,2018
New Orleans Pelicans,4,4,20.9,28,67,41.8,54.5,5.3,11,17,64.7,15.6,17,50,34.0,wide_open,1,2018
