TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Toronto Raptors,6,6,13.7,25,64,39.1,39.1,13.1,25,61,41.0,0.6,0,3,0.0,very_tight,1,2018
Boston Celtics,7,7,11.0,31,59,52.5,53.4,10.8,30,58,51.7,0.2,1,1,100,very_tight,1,2018
Philadelphia 76ers,5,5,13.8,29,56,51.8,53.6,13.1,27,53,50.9,0.7,2,3,66.7,very_tight,1,2018
Minnesota Timberwolves,5,5,14.2,33,54,61.1,61.1,14.2,33,54,61.1,0.0,0,0,-,very_tight,1,2018
Washington Wizards,6,6,11.2,28,53,52.8,53.8,11.0,27,52,51.9,0.2,1,1,100,very_tight,1,2018
Oklahoma City Thunder,6,6,10.3,21,50,42.0,43.0,9.3,20,45,44.4,1.0,1,5,20.0,very_tight,1,2018
Milwaukee Bucks,7,7,9.5,32,49,65.3,66.3,9.3,31,48,64.6,0.2,1,1,100,very_tight,1,2018
New Orleans Pelicans,4,4,14.0,30,45,66.7,66.7,14.0,30,45,66.7,0.0,0,0,-,very_tight,1,2018
Indiana Pacers,7,7,8.4,26,45,57.8,58.9,8.2,25,44,56.8,0.2,1,1,100,very_tight,1,2018
Portland Trail Blazers,4,4,11.9,27,40,67.5,71.3,10.7,24,36,66.7,1.2,3,4,75.0,very_tight,1,2018
Golden State Warriors,5,5,10.0,22,40,55.0,55.0,10.0,22,40,55.0,0.0,0,0,-,very_tight,1,2018
Utah Jazz,6,6,8.1,24,39,61.5,61.5,8.1,24,39,61.5,0.0,0,0,-,very_tight,1,2018
Cleveland Cavaliers,7,7,7.4,17,38,44.7,44.7,7.2,17,37,45.9,0.2,0,1,0.0,very_tight,1,2018
Miami Heat,5,5,9.7,16,38,42.1,46.1,8.9,13,35,37.1,0.8,3,3,100,very_tight,1,2018
San Antonio Spurs,5,5,8.9,16,35,45.7,48.6,7.6,14,30,46.7,1.3,2,5,40.0,very_tight,1,2018
Houston Rockets,5,5,7.5,16,32,50.0,50.0,7.5,16,32,50.0,0.0,0,0,-,very_tight,1,2018
Boston Celtics,7,7,38.9,106,209,50.7,52.9,33.0,97,177,54.8,6.0,9,32,28.1,tight,1,2018
Indiana Pacers,7,7,37.9,128,203,63.1,65.0,33.2,120,178,67.4,4.7,8,25,32.0,tight,1,2018
Toronto Raptors,6,6,41.0,105,191,55.0,57.3,34.5,96,161,59.6,6.4,9,30,30.0,tight,1,2018
Cleveland Cavaliers,7,7,36.4,100,187,53.5,56.1,28.6,90,147,61.2,7.8,10,40,25.0,tight,1,2018
Oklahoma City Thunder,6,6,37.0,89,180,49.4,51.9,30.2,80,147,54.4,6.8,9,33,27.3,tight,1,2018
Milwaukee Bucks,7,7,33.2,108,172,62.8,63.7,31.3,105,162,64.8,1.9,3,10,30.0,tight,1,2018
Golden State Warriors,5,5,41.6,81,166,48.8,51.2,34.3,73,137,53.3,7.3,8,29,27.6,tight,1,2018
Washington Wizards,6,6,34.6,92,164,56.1,58.2,30.8,85,146,58.2,3.8,7,18,38.9,tight,1,2018
Houston Rockets,5,5,38.7,88,164,53.7,56.7,31.6,78,134,58.2,7.1,10,30,33.3,tight,1,2018
Utah Jazz,6,6,33.2,89,159,56.0,56.9,31.1,86,149,57.7,2.1,3,10,30.0,tight,1,2018
