PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,PLAYER_ID,TEAM_ID,FT_AST
Deonte Burton,OKC,1,0,1,2.0,0,0,0,0,0,0,0,0.0,0.0,1629126,1610612760,
Derrick Jones Jr.,MIA,15,9,6,97.0,80,56,7,0,16,21,8,0.088,0.1,1627884,1610612748,1.0
Dion Waiters,LAL,5,3,2,38.0,40,49,2,0,9,8,3,0.05,0.075,203079,1610612747,0.0
Donovan Mitchell,UTA,7,3,4,264.0,318,484,34,2,66,101,44,0.107,0.138,1628378,1610612762,8.0
Donta Hall,BKN,3,0,3,20.0,13,12,0,0,0,0,0,0.0,0.0,1629743,1610612751,0.0
Donte DiVincenzo,MIL,10,5,5,165.0,169,146,12,1,20,32,14,0.071,0.083,1628978,1610612749,1.0
Dorian Finney-Smith,DAL,6,2,4,191.0,229,180,19,4,34,55,26,0.083,0.114,1627827,1610612742,2.0
Doug McDermott,IND,4,0,4,54.0,38,36,1,0,3,3,1,0.026,0.026,203926,1610612754,0.0
Duncan Robinson,MIA,21,14,7,600.0,433,480,38,6,57,93,45,0.088,0.104,1629130,1610612748,3.0
Dwight Howard,LAL,18,13,5,282.0,261,138,9,2,20,20,12,0.034,0.046,2730,1610612747,2.0
Dzanan Musa,BKN,3,0,3,39.0,60,57,4,0,8,12,5,0.067,0.083,1629058,1610612751,1.0
Edmond Sumner,IND,3,0,3,41.0,20,19,0,0,5,0,0,0.0,0.0,1628410,1610612754,0.0
Emmanuel Mudiay,UTA,3,2,1,34.0,65,68,2,0,8,5,2,0.031,0.031,1626144,1610612762,0.0
Enes Freedom,BOS,11,7,4,102.0,60,60,7,0,4,15,6,0.117,0.1,202683,1610612738,0.0
Eric Bledsoe,MIL,9,5,4,267.0,403,419,53,8,93,135,65,0.132,0.161,202339,1610612749,5.0
Eric Gordon,HOU,12,5,7,410.0,370,467,36,0,78,106,41,0.097,0.111,201569,1610612745,5.0
Ersan Ilyasova,MIL,3,3,0,23.0,31,27,0,0,1,0,0,0.0,0.0,101141,1610612749,0.0
Evan Fournier,ORL,5,1,4,171.0,159,165,13,1,29,33,14,0.082,0.088,203095,1610612753,0.0
Frank Mason III,MIL,2,0,2,2.0,2,2,1,0,1,3,1,0.5,0.5,1628412,1610612749,0.0
Fred VanVleet,TOR,11,7,4,430.0,643,771,76,8,129,216,98,0.118,0.152,1627832,1610612761,14.0
Furkan Korkmaz,PHI,4,0,4,40.0,21,26,2,1,4,4,3,0.095,0.143,1627788,1610612755,0.0
Gabe Vincent,MIA,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1629216,1610612748,
Garrett Temple,BKN,4,0,4,137.0,141,149,8,1,20,25,11,0.057,0.078,202066,1610612751,1.0
Gary Clark,ORL,5,1,4,144.0,225,112,7,0,19,19,9,0.031,0.04,1629109,1610612753,2.0
Gary Harris,DEN,14,7,7,379.0,274,289,24,2,46,65,28,0.088,0.102,203914,1610612743,3.0
Gary Trent Jr.,POR,5,1,4,153.0,67,88,3,1,9,8,5,0.045,0.075,1629018,1610612757,1.0
George Hill,MIL,10,5,5,268.0,404,411,31,8,50,78,40,0.077,0.099,201588,1610612749,1.0
Georges Niang,UTA,7,3,4,114.0,122,89,4,1,5,10,5,0.033,0.041,1627777,1610612762,0.0
Giannis Antetokounmpo,MIL,9,5,4,277.0,438,414,51,5,105,144,60,0.116,0.137,203507,1610612749,4.0
Goran Dragic,MIA,17,12,5,553.0,806,982,75,16,138,196,98,0.093,0.122,201609,1610612748,7.0
Gordon Hayward,BOS,5,3,2,157.0,168,165,14,0,31,37,14,0.083,0.083,202330,1610612738,0.0
Grant Williams,BOS,17,10,7,170.0,112,91,6,0,11,20,7,0.054,0.063,1629684,1610612738,1.0
Hamidou Diallo,OKC,3,0,3,25.0,28,35,1,0,4,5,2,0.036,0.071,1628977,1610612760,1.0
Hassan Whiteside,POR,5,1,4,106.0,73,58,2,0,3,6,2,0.027,0.027,202355,1610612757,0.0
Ivica Zubac,LAC,13,7,6,320.0,394,248,8,1,14,23,10,0.02,0.025,1627826,1610612746,1.0
J.J. Barea,DAL,1,1,0,5.0,14,15,0,0,3,2,1,0.0,0.071,200826,1610612742,1.0
JR Smith,LAL,10,9,1,75.0,57,75,3,1,6,7,4,0.053,0.07,2747,1610612747,0.0
JaKarr Sampson,IND,4,0,4,50.0,63,46,4,1,4,10,5,0.063,0.079,203960,1610612754,0.0
JaMychal Green,LAC,13,7,6,222.0,202,133,7,1,14,24,13,0.035,0.064,203210,1610612746,5.0
JaVale McGee,LAL,14,11,3,135.0,135,89,7,1,11,22,9,0.052,0.067,201580,1610612747,1.0
Jae Crowder,MIA,21,14,7,660.0,826,550,39,4,67,102,46,0.047,0.056,203109,1610612748,3.0
Jamal Murray,DEN,19,9,10,753.0,1167,1467,126,19,239,320,153,0.108,0.131,1627750,1610612743,8.0
James Ennis III,ORL,5,1,4,119.0,98,70,6,1,15,15,7,0.061,0.071,203516,1610612753,0.0
James Harden,HOU,12,5,7,448.0,630,895,92,11,192,246,106,0.146,0.168,201935,1610612745,3.0
Jared Dudley,LAL,9,7,2,31.0,43,21,0,0,2,0,0,0.0,0.0,201162,1610612747,0.0
Jarrell Brantley,UTA,2,2,0,13.0,21,20,2,0,4,6,2,0.095,0.095,1629714,1610612762,0.0
Jarrett Allen,BKN,4,0,4,132.0,139,94,9,1,15,29,12,0.065,0.086,1628386,1610612751,1.0
Javonte Green,BOS,1,1,0,6.0,6,3,0,0,0,0,0,0.0,0.0,1629750,1610612738,0.0
Jaylen Adams,POR,3,0,3,21.0,21,20,2,0,4,5,2,0.095,0.095,1629121,1610612757,0.0
Jaylen Brown,BOS,17,10,7,672.0,487,596,39,8,80,108,52,0.08,0.107,1627759,1610612738,4.0
Jaylen Hoard,POR,3,0,3,41.0,15,18,1,1,3,2,2,0.067,0.133,1629658,1610612757,0.0
Jayson Tatum,BOS,17,10,7,690.0,1058,899,85,3,167,214,91,0.08,0.086,1628369,1610612738,3.0
Jeff Green,HOU,12,5,7,341.0,409,337,19,4,35,51,24,0.046,0.059,201145,1610612745,1.0
Jerami Grant,DEN,19,9,10,653.0,409,477,25,2,58,64,29,0.061,0.071,203924,1610612743,2.0
Jeremiah Martin,BKN,3,0,3,27.0,34,46,4,0,6,11,4,0.118,0.118,1629725,1610612751,0.0
Jimmy Butler III,MIA,21,14,7,806.0,1157,1287,127,16,262,345,158,0.11,0.137,202710,1610612748,16.0
Joakim Noah,LAC,2,0,2,2.0,1,0,0,0,0,0,0,0.0,0.0,201149,1610612746,0.0
Joe Harris,BKN,2,0,2,72.0,83,63,2,1,6,5,4,0.024,0.048,203925,1610612751,1.0
Joe Ingles,UTA,7,3,4,234.0,325,289,33,3,53,84,38,0.102,0.117,204060,1610612762,2.0
Joel Embiid,PHI,4,0,4,145.0,204,205,5,2,24,14,8,0.025,0.039,203954,1610612755,1.0
Jordan Clarkson,UTA,7,3,4,200.0,144,204,15,3,30,42,21,0.104,0.146,203903,1610612762,3.0
Josh Reaves,DAL,2,0,2,9.0,14,13,1,0,1,2,1,0.071,0.071,1629729,1610612742,0.0
Josh Richardson,PHI,4,0,4,144.0,142,166,13,1,28,36,17,0.092,0.12,1626196,1610612755,3.0
Justin Anderson,BKN,3,0,3,28.0,44,33,3,0,6,7,3,0.068,0.068,1626147,1610612751,0.0
Justin Holiday,IND,4,0,4,131.0,112,67,3,1,9,7,4,0.027,0.036,203200,1610612754,0.0
Justin Jackson,DAL,3,1,2,16.0,20,20,0,1,1,0,1,0.0,0.05,1628382,1610612742,0.0
Jusuf Nurkić,POR,5,1,4,161.0,288,195,18,2,35,46,24,0.063,0.083,203994,1610612757,4.0
Juwan Morgan,UTA,7,3,4,86.0,79,46,5,0,7,10,4,0.063,0.051,1629752,1610612762,0.0
Kawhi Leonard,LAC,13,7,6,511.0,617,750,72,7,147,203,92,0.117,0.149,202695,1610612746,12.0
Keita Bates-Diop,DEN,5,2,3,24.0,18,13,1,1,1,2,2,0.056,0.111,1628966,1610612743,0.0
Kelly Olynyk,MIA,17,10,7,258.0,315,283,19,1,35,50,22,0.06,0.07,203482,1610612748,2.0
Kemba Walker,BOS,17,10,7,628.0,964,1110,86,11,155,233,110,0.089,0.114,202689,1610612738,13.0
Kendrick Nunn,MIA,15,9,6,239.0,225,260,20,4,42,58,30,0.089,0.133,1629134,1610612748,7.0
Kentavious Caldwell-Pope,LAL,21,16,5,608.0,504,544,28,3,54,73,34,0.056,0.067,203484,1610612747,3.0
Khem Birch,ORL,5,1,4,89.0,101,59,7,0,8,16,7,0.069,0.069,203920,1610612753,0.0
Khris Middleton,MIL,10,5,5,355.0,480,564,60,6,100,153,74,0.125,0.154,203114,1610612749,7.0
Kristaps Porziņģis,DAL,3,1,2,94.0,127,91,2,0,3,6,2,0.016,0.016,204001,1610612742,0.0
Kyle Korver,MIL,10,5,5,119.0,57,94,1,0,6,6,2,0.018,0.035,2594,1610612749,1.0
Kyle Kuzma,LAL,21,16,5,484.0,327,402,17,6,47,45,26,0.052,0.08,1628398,1610612747,3.0
Kyle Lowry,TOR,11,7,4,413.0,645,653,64,10,129,164,80,0.099,0.124,200768,1610612761,6.0
Kyle O'Quinn,PHI,1,0,1,6.0,13,9,1,0,2,5,2,0.077,0.154,203124,1610612755,1.0
Lance Thomas,BKN,3,0,3,17.0,10,11,0,0,0,0,0,0.0,0.0,202498,1610612751,0.0
Landry Shamet,LAC,13,7,6,243.0,195,207,17,6,29,44,24,0.087,0.123,1629013,1610612746,2.0
LeBron James,LAL,21,16,5,762.0,1272,1484,184,19,370,474,221,0.145,0.174,2544,1610612747,21.0
Lou Williams,LAC,13,7,6,341.0,442,504,55,5,96,149,72,0.124,0.163,101150,1610612746,12.0
Luguentz Dort,OKC,6,3,3,175.0,99,162,6,2,15,19,9,0.061,0.091,1629652,1610612760,1.0
Luka Dončić,DAL,6,2,4,215.0,398,472,52,8,100,132,64,0.131,0.161,1629029,1610612742,4.0
Malcolm Brogdon,IND,4,0,4,160.0,291,336,40,4,63,100,46,0.137,0.158,1627763,1610612754,2.0
Malcolm Miller,TOR,1,1,0,5.0,2,5,0,0,0,0,0,0.0,0.0,1626259,1610612761,0.0
Marc Gasol,TOR,11,7,4,228.0,362,311,29,2,54,82,34,0.08,0.094,201188,1610612761,3.0
Marcus Morris Sr.,LAC,13,7,6,388.0,336,288,21,3,39,51,25,0.063,0.074,202694,1610612746,1.0
Marcus Smart,BOS,17,10,7,648.0,768,820,78,6,130,195,89,0.102,0.116,203935,1610612738,4.0
Mario Hezonja,POR,5,1,4,68.0,72,43,6,0,7,13,6,0.083,0.083,1626209,1610612757,0.0
Markelle Fultz,ORL,5,1,4,147.0,234,288,26,3,64,73,31,0.111,0.132,1628365,1610612753,2.0
Markieff Morris,LAL,21,16,5,386.0,378,311,20,5,44,60,30,0.053,0.079,202693,1610612747,5.0
Marvin Williams,MIL,10,5,5,179.0,185,115,9,3,16,23,12,0.049,0.065,101107,1610612749,0.0
Mason Plumlee,DEN,19,9,10,207.0,260,198,25,1,49,63,28,0.096,0.108,203486,1610612743,2.0
Matisse Thybulle,PHI,4,0,4,75.0,44,29,2,0,4,5,3,0.045,0.068,1629680,1610612755,1.0
Matt Thomas,TOR,10,7,3,84.0,66,60,7,1,14,20,9,0.106,0.136,1629744,1610612761,1.0
Maxi Kleber,DAL,6,2,4,203.0,213,150,9,1,20,22,10,0.042,0.047,1628467,1610612742,0.0
Meyers Leonard,MIA,3,2,1,31.0,29,34,3,3,6,9,6,0.103,0.207,203086,1610612748,0.0
Michael Frazier II,HOU,4,3,1,12.0,7,8,2,0,2,3,1,0.286,0.143,1626187,1610612745,0.0
Michael Kidd-Gilchrist,DAL,6,2,4,55.0,46,41,3,0,5,8,3,0.065,0.065,203077,1610612742,0.0
Michael Porter Jr.,DEN,19,9,10,451.0,375,282,16,3,28,43,21,0.043,0.056,1629008,1610612743,2.0
Mike Conley,UTA,5,2,3,165.0,247,290,26,4,46,64,32,0.105,0.13,201144,1610612762,4.0
Mike Muscala,OKC,2,0,2,20.0,28,14,1,0,2,2,1,0.036,0.036,203488,1610612760,0.0
Mike Scott,PHI,4,0,4,20.0,17,11,1,0,1,3,1,0.059,0.059,203118,1610612755,0.0
Miye Oni,UTA,2,2,0,14.0,15,15,0,1,2,1,2,0.0,0.133,1629671,1610612762,1.0
Montrezl Harrell,LAC,13,7,6,243.0,207,203,5,3,19,14,8,0.024,0.039,1626149,1610612746,0.0
Monté Morris,DEN,19,9,10,406.0,610,671,52,2,106,137,58,0.085,0.095,1628420,1610612743,4.0
Myles Turner,IND,4,0,4,146.0,198,130,3,2,2,7,5,0.015,0.025,1626167,1610612754,0.0
Nerlens Noel,OKC,7,3,4,97.0,79,28,3,0,3,8,3,0.038,0.038,203457,1610612760,0.0
Nigel Williams-Goss,UTA,1,1,0,2.0,3,3,1,0,1,2,1,0.333,0.333,1628430,1610612762,0.0
Nikola Jokić,DEN,19,9,10,694.0,1473,1269,109,14,201,288,139,0.074,0.094,203999,1610612743,15.0
Nikola Vučević,ORL,5,1,4,185.0,266,288,20,0,47,58,23,0.075,0.086,202696,1610612753,3.0
Noah Vonleh,DEN,1,0,1,3.0,6,4,0,0,1,0,0,0.0,0.0,203943,1610612743,0.0
Norman Powell,TOR,11,7,4,273.0,175,251,11,2,21,25,13,0.063,0.074,1626181,1610612761,0.0
Norvel Pelle,PHI,1,0,1,7.0,8,4,0,0,0,0,0,0.0,0.0,203658,1610612755,0.0
OG Anunoby,TOR,11,7,4,393.0,276,218,13,2,14,34,16,0.047,0.058,1628384,1610612761,1.0
P.J. Tucker,HOU,12,5,7,414.0,392,249,18,6,34,51,25,0.046,0.064,200782,1610612745,1.0
PJ Dozier,DEN,12,4,8,125.0,127,139,12,0,22,31,13,0.094,0.102,1628408,1610612743,1.0
Pascal Siakam,TOR,11,7,4,418.0,499,473,42,4,74,115,48,0.084,0.096,1627783,1610612761,2.0
Pat Connaughton,MIL,10,5,5,171.0,185,127,11,0,24,27,10,0.059,0.054,1626192,1610612749,0.0
Patrick Beverley,LAC,8,4,4,166.0,259,233,19,2,32,50,21,0.073,0.081,201976,1610612746,0.0
Patrick Patterson,LAC,2,2,0,10.0,15,12,4,0,4,9,4,0.267,0.267,202335,1610612746,0.0
Paul George,LAC,13,7,6,479.0,532,621,49,7,101,136,65,0.092,0.122,202331,1610612746,9.0
Paul Millsap,DEN,19,9,10,459.0,363,316,23,0,44,58,24,0.063,0.066,200794,1610612743,1.0
Paul Watson,TOR,2,2,0,9.0,3,5,1,0,1,3,1,0.333,0.333,1628778,1610612761,0.0
Quinn Cook,LAL,6,6,0,24.0,26,40,5,0,10,11,5,0.192,0.192,1626188,1610612747,1.0
Rajon Rondo,LAL,16,12,4,395.0,764,733,105,8,169,255,119,0.137,0.156,200765,1610612747,8.0
Raul Neto,PHI,2,0,2,26.0,45,47,3,1,7,8,5,0.067,0.111,203526,1610612755,1.0
Rayjon Tucker,UTA,2,2,0,11.0,9,14,0,0,2,0,0,0.0,0.0,1629730,1610612762,0.0
Reggie Jackson,LAC,12,7,5,170.0,151,154,11,5,20,29,16,0.073,0.106,202704,1610612746,0.0
Robert Covington,HOU,12,5,7,379.0,414,235,16,6,35,41,23,0.039,0.056,203496,1610612745,1.0
Robert Williams III,BOS,13,7,6,149.0,109,90,10,0,16,26,10,0.092,0.092,1629057,1610612738,0.0
Robin Lopez,MIL,3,2,1,21.0,7,7,0,0,0,0,0,0.0,0.0,201577,1610612749,0.0
Rodions Kurucs,BKN,4,0,4,58.0,53,45,3,0,8,9,3,0.057,0.057,1629066,1610612751,0.0
Rodney McGruder,LAC,5,3,2,16.0,13,12,2,0,1,5,2,0.154,0.154,203585,1610612746,0.0
Romeo Langford,BOS,7,6,1,46.0,31,33,2,0,6,6,2,0.065,0.065,1629641,1610612738,0.0
Rondae Hollis-Jefferson,TOR,5,3,2,39.0,55,32,3,0,6,8,3,0.055,0.055,1626178,1610612761,0.0
Royce O'Neale,UTA,7,3,4,249.0,372,217,19,1,37,54,22,0.051,0.059,1626220,1610612762,1.0
Rudy Gobert,UTA,7,3,4,270.0,182,172,8,0,11,22,9,0.044,0.049,203497,1610612762,1.0
Russell Westbrook,HOU,8,3,5,262.0,316,397,37,5,73,100,44,0.117,0.139,201566,1610612745,2.0
Semi Ojeleye,BOS,13,7,6,122.0,112,78,1,0,7,3,1,0.009,0.009,1628400,1610612738,0.0
Serge Ibaka,TOR,11,7,4,251.0,285,255,13,1,25,33,15,0.046,0.053,201586,1610612761,1.0
Seth Curry,DAL,6,2,4,173.0,130,164,8,3,16,22,12,0.062,0.092,203552,1610612742,1.0
Shai Gilgeous-Alexander,OKC,7,3,4,279.0,298,329,29,3,68,80,35,0.097,0.117,1628983,1610612760,3.0
Shake Milton,PHI,4,0,4,126.0,202,228,11,2,23,27,14,0.054,0.069,1629003,1610612755,1.0
Solomon Hill,MIA,7,3,4,42.0,40,33,3,0,6,5,2,0.075,0.05,203524,1610612748,0.0
Stanley Johnson,TOR,3,2,1,20.0,33,42,6,0,10,15,6,0.182,0.182,1626169,1610612761,0.0
Sterling Brown,MIL,1,1,0,4.0,3,3,0,0,0,0,0,0.0,0.0,1628425,1610612749,0.0
Steven Adams,OKC,7,3,4,210.0,239,127,9,1,15,24,11,0.038,0.046,203500,1610612760,1.0
T.J. McConnell,IND,3,0,3,28.0,56,64,7,0,15,14,7,0.125,0.125,204456,1610612754,0.0
T.J. Warren,IND,4,0,4,156.0,134,161,12,2,21,30,15,0.09,0.112,203933,1610612754,1.0
Tacko Fall,BOS,2,1,1,3.0,2,3,0,0,0,0,0,0.0,0.0,1629605,1610612738,0.0
Talen Horton-Tucker,LAL,2,2,0,17.0,17,19,0,0,4,0,0,0.0,0.0,1629659,1610612747,0.0
Terance Mann,LAC,13,7,6,27.0,32,28,1,3,4,3,4,0.031,0.125,1629611,1610612746,0.0
Terence Davis,TOR,6,3,3,84.0,101,89,7,1,8,14,8,0.069,0.079,1629056,1610612761,0.0
Terrance Ferguson,OKC,4,2,2,42.0,13,18,1,1,1,2,2,0.077,0.154,1628390,1610612760,0.0
Terrence Ross,ORL,5,1,4,135.0,62,96,5,3,9,15,9,0.081,0.145,203082,1610612753,1.0
Tim Hardaway Jr.,DAL,6,2,4,204.0,161,191,11,1,20,26,11,0.068,0.068,203501,1610612742,0.0
Timothe Luwawu-Cabarrot,BKN,4,0,4,131.0,156,125,6,1,22,18,9,0.038,0.058,1627789,1610612751,2.0
Tobias Harris,PHI,4,0,4,149.0,164,136,16,1,27,43,18,0.098,0.11,202699,1610612755,1.0
Tony Bradley,UTA,6,3,3,48.0,40,31,1,1,6,5,3,0.025,0.075,1628396,1610612762,0.0
Torrey Craig,DEN,19,9,10,376.0,280,230,13,2,32,35,17,0.046,0.061,1628470,1610612743,2.0
Tremont Waters,BOS,1,1,0,2.0,5,5,1,0,2,3,1,0.2,0.2,1629682,1610612738,0.0
Trey Burke,DAL,6,2,4,156.0,134,174,12,3,23,35,16,0.09,0.119,203504,1610612742,1.0
Troy Daniels,DEN,6,1,5,30.0,14,17,2,0,3,5,2,0.143,0.143,203584,1610612743,0.0
Tyler Cook,DEN,1,0,1,4.0,3,1,0,0,0,0,0,0.0,0.0,1629076,1610612743,0.0
Tyler Herro,MIA,21,14,7,707.0,797,864,77,8,130,194,90,0.097,0.113,1629639,1610612748,7.0
Tyler Johnson,BKN,4,0,4,93.0,97,125,9,0,17,24,10,0.093,0.103,204020,1610612751,1.0
Tyson Chandler,HOU,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2199,1610612745,
Vic Law,ORL,1,0,1,4.0,4,2,1,0,2,3,1,0.25,0.25,1629724,1610612753,0.0
Victor Oladipo,IND,4,0,4,123.0,108,148,10,0,22,27,12,0.093,0.111,203506,1610612754,2.0
Vincent Poirier,BOS,1,1,0,2.0,4,3,1,0,2,2,1,0.25,0.25,1629738,1610612738,0.0
Wenyen Gabriel,POR,4,1,3,53.0,36,31,4,0,7,12,4,0.111,0.111,1629117,1610612757,0.0
Wes Iwundu,ORL,5,1,4,76.0,54,52,4,0,9,14,6,0.074,0.111,1628411,1610612753,2.0
Wesley Matthews,MIL,10,5,5,246.0,128,138,9,1,18,25,11,0.07,0.086,202083,1610612749,1.0
