PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Marcus Morris Sr.,LAC,13,7,6,388,52,11,21.2,80,65.0,6,70.3,7.1
Marcus Smart,BOS,17,10,7,648,79,20,25.3,132,59.8,10,64.8,8.3
Mario Hezonja,POR,5,1,4,68,14,0,0.0,18,77.8,1,82.4,8.8
Markelle Fultz,ORL,5,1,4,147,11,0,0.0,27,40.7,5,50.0,8.2
Markieff Morris,LAL,19,16,3,366,52,12,23.1,91,57.1,7,61.9,7.9
Marvin Williams,MIL,10,5,5,179,35,7,20.0,42,83.3,1,85.4,5.4
Mason Plumlee,DEN,18,8,10,199,30,5,16.7,54,55.6,8,65.2,5.3
Matisse Thybulle,PHI,3,0,3,67,6,0,0.0,8,75.0,0,75.0,13.1
Matt Thomas,TOR,9,6,3,77,13,1,7.7,18,72.2,0,72.2,9.3
Maxi Kleber,DAL,6,2,4,203,29,13,44.8,52,55.8,8,65.9,6.8
Meyers Leonard,MIA,1,1,0,13,1,0,0.0,4,25.0,2,50.0,8.3
Michael Frazier II,HOU,2,1,1,8,3,0,0.0,4,75.0,0,75.0,6.0
Michael Kidd-Gilchrist,DAL,3,2,1,31,4,1,25.0,5,80.0,0,80.0,5.4
Michael Porter Jr.,DEN,19,9,10,451,106,20,18.9,154,68.8,12,74.6,4.1
Mike Conley,UTA,4,1,3,140,11,3,27.3,26,42.3,1,44.0,9.9
Mike Muscala,OKC,2,0,2,20,4,1,25.0,5,80.0,0,80.0,5.8
Mike Scott,PHI,4,0,4,20,6,0,0.0,7,85.7,0,85.7,5.6
Miye Oni,UTA,1,1,0,10,2,0,0.0,6,33.3,0,33.3,4.0
Monte Morris,DEN,15,6,9,334,25,1,4.0,42,59.5,4,65.8,9.6
Montrezl Harrell,LAC,13,7,6,243,27,7,25.9,54,50.0,2,51.9,6.9
Myles Turner,IND,4,0,4,146,32,7,21.9,58,55.2,8,64.0,4.4
Nerlens Noel,OKC,7,3,4,97,24,5,20.8,37,64.9,4,72.7,5.0
Nikola Jokic,DEN,19,9,10,694,150,46,30.7,244,61.5,21,67.3,4.0
Nikola Vucevic,ORL,5,1,4,185,46,13,28.3,65,70.8,5,76.7,4.9
Norman Powell,TOR,9,6,3,241,22,2,9.1,37,59.5,5,68.8,8.1
O.G. Anunoby,TOR,11,7,4,393,50,15,30.0,81,61.7,7,67.6,5.2
P.J. Tucker,HOU,12,5,7,414,63,21,33.3,119,52.9,11,58.3,5.1
PJ Dozier,DEN,7,2,5,113,16,3,18.8,26,61.5,5,76.2,8.4
Pascal Siakam,TOR,11,7,4,418,69,13,18.8,105,65.7,7,70.4,6.1
Pat Connaughton,MIL,9,5,4,170,34,6,17.6,54,63.0,2,65.4,6.0
Patrick Beverley,LAC,8,4,4,166,24,6,25.0,41,58.5,5,66.7,8.1
Patrick Patterson,LAC,1,1,0,5,1,0,0.0,1,100.0,0,100.0,5.5
Paul George,LAC,13,7,6,479,65,13,20.0,112,58.0,15,67.0,6.2
Paul Millsap,DEN,19,9,10,459,63,17,27.0,110,57.3,12,64.3,5.0
Quinn Cook,LAL,1,1,0,9,1,0,0.0,1,100.0,0,100.0,1.9
Rajon Rondo,LAL,16,12,4,395,56,7,12.5,76,73.7,5,78.9,8.1
Raul Neto,PHI,2,0,2,26,3,0,0.0,5,60.0,0,60.0,8.1
Reggie Jackson,LAC,7,4,3,146,19,2,10.5,32,59.4,2,63.3,8.9
Robert Covington,HOU,12,5,7,379,52,14,26.9,93,55.9,9,61.9,4.9
Robert Williams III,BOS,12,6,6,147,29,10,34.5,40,72.5,2,76.3,6.1
Robin Lopez,MIL,2,1,1,11,4,0,0.0,4,100.0,0,100.0,12.5
Rodions Kurucs,BKN,4,0,4,58,10,2,20.0,17,58.8,2,66.7,7.9
Rodney McGruder,LAC,4,3,1,15,3,1,33.3,5,60.0,0,60.0,13.6
Romeo Langford,BOS,3,3,0,30,3,0,0.0,7,42.9,1,50.0,2.2
Rondae Hollis-Jefferson,TOR,4,3,1,37,5,1,20.0,12,41.7,1,45.5,4.5
Royce O'Neale,UTA,7,3,4,249,35,11,31.4,59,59.3,7,67.3,5.2
Rudy Gobert,UTA,7,3,4,270,56,23,41.1,90,62.2,7,67.5,3.7
Russell Westbrook,HOU,8,3,5,262,45,8,17.8,57,78.9,3,83.3,7.2
Semi Ojeleye,BOS,7,4,3,58,10,1,10.0,13,76.9,1,83.3,9.4
Serge Ibaka,TOR,11,7,4,251,68,16,23.5,109,62.4,11,69.4,4.7
Seth Curry,DAL,5,2,3,142,9,0,0.0,11,81.8,0,81.8,10.3
Shai Gilgeous-Alexander,OKC,7,3,4,279,34,8,23.5,52,65.4,1,66.7,9.3
Shake Milton,PHI,3,0,3,100,12,1,8.3,18,66.7,2,75.0,9.9
Solomon Hill,MIA,3,1,2,31,6,1,16.7,6,100.0,0,100.0,6.1
Stanley Johnson,TOR,2,2,0,16,3,0,0.0,5,60.0,1,75.0,4.2
Sterling Brown,MIL,1,1,0,4,1,0,0.0,1,100.0,0,100.0,4.3
Steven Adams,OKC,7,3,4,210,47,10,21.3,68,69.1,6,75.8,4.5
T.J. McConnell,IND,3,0,3,28,6,1,16.7,9,66.7,1,75.0,7.2
T.J. Warren,IND,4,0,4,156,20,4,20.0,26,76.9,3,87.0,5.3
Tacko Fall,BOS,1,1,0,3,1,0,0.0,2,50.0,0,50.0,5.7
Talen Horton-Tucker,LAL,2,2,0,17,5,0,0.0,11,45.5,1,50.0,8.0
Terance Mann,LAC,5,3,2,23,7,3,42.9,10,70.0,0,70.0,2.7
Terence Davis,TOR,5,3,2,72,11,1,9.1,15,73.3,0,73.3,5.5
Terrance Ferguson,OKC,4,2,2,42,3,1,33.3,4,75.0,0,75.0,8.2
Terrence Ross,ORL,5,1,4,135,21,2,9.5,35,60.0,2,63.6,5.4
Tim Hardaway Jr.,DAL,6,2,4,204,18,4,22.2,27,66.7,2,72.0,7.6
Timothe Luwawu-Cabarrot,BKN,4,0,4,131,14,4,28.6,32,43.8,6,53.8,4.8
Tobias Harris,PHI,4,0,4,149,24,5,20.8,43,55.8,4,61.5,4.4
Tony Bradley,UTA,5,3,2,44,13,3,23.1,18,72.2,1,76.5,4.7
Torrey Craig,DEN,17,9,8,358,49,6,12.2,71,69.0,7,76.6,6.8
Tremont Waters,BOS,1,1,0,2,1,0,0.0,1,100.0,0,100.0,16.7
Trey Burke,DAL,5,2,3,140,17,2,11.8,25,68.0,2,73.9,8.9
Troy Daniels,DEN,2,0,2,19,2,0,0.0,4,50.0,0,50.0,7.3
Tyler Cook,DEN,1,0,1,4,2,0,0.0,3,66.7,0,66.7,19.1
Tyler Herro,MIA,20,14,6,676,97,13,13.4,162,59.9,19,67.8,6.3
Tyler Johnson,BKN,3,0,3,75,7,1,14.3,16,43.8,2,50.0,9.5
Vic Law,ORL,1,0,1,4,2,0,0.0,4,50.0,0,50.0,7.2
Victor Oladipo,IND,3,0,3,114,13,2,15.4,24,54.2,1,56.5,8.7
Wenyen Gabriel,POR,3,1,2,49,3,0,0.0,10,30.0,0,30.0,13.7
Wes Iwundu,ORL,5,1,4,76,10,1,10.0,15,66.7,0,66.7,5.2
Wesley Matthews,MIL,9,4,5,225,12,2,16.7,21,57.1,3,66.7,9.5
