PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
D.J. Augustin,ORL,5,1,4,128,276,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Damian Lillard,POR,4,1,3,143,294,4,0,1,0.0,2,2,100.0,2,50.0,2,50.0,1,25.0,0,0.0,1,25.0
Daniel Theis,BOS,17,10,7,482,546,8,3,3,100.0,2,2,100.0,8,100.0,3,37.5,0,0.0,1,12.5,1,12.5
Danilo Gallinari,OKC,7,3,4,212,336,19,4,8,50.0,2,2,100.0,10,52.6,4,21.1,0,0.0,1,5.3,1,5.3
Danny Green,LAL,21,16,5,525,692,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Danuel House Jr.,HOU,9,5,4,279,319,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Darius Bazley,OKC,7,3,4,126,184,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DeMarre Carroll,HOU,2,2,0,6,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Delon Wright,DAL,4,1,3,53,80,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dennis Schroder,OKC,7,3,4,227,478,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Deonte Burton,OKC,1,0,1,2,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Derrick Jones Jr.,MIA,15,9,6,97,104,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dion Waiters,LAL,5,3,2,38,56,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Donovan Mitchell,UTA,7,3,4,264,553,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Donta Hall,BKN,3,0,3,20,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Donte DiVincenzo,MIL,10,5,5,165,238,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Dorian Finney-Smith,DAL,6,2,4,191,290,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Doug McDermott,IND,4,0,4,54,55,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Duncan Robinson,MIA,21,14,7,600,642,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Dwight Howard,LAL,18,13,5,282,354,10,2,3,66.7,0,0,0.0,4,40.0,7,70.0,2,20.0,0,0.0,0,0.0
Dzanan Musa,BKN,3,0,3,39,82,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Edmond Sumner,IND,3,0,3,41,30,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Emmanuel Mudiay,UTA,3,2,1,34,83,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Enes Freedom,BOS,11,7,4,102,112,13,6,11,54.5,0,0,0.0,12,92.3,1,7.7,0,0.0,1,7.7,0,0.0
Eric Bledsoe,MIL,9,5,4,267,554,4,0,1,0.0,0,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,0,0.0
Eric Gordon,HOU,12,5,7,410,595,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ersan Ilyasova,MIL,3,3,0,23,43,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Evan Fournier,ORL,5,1,4,171,236,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Frank Mason III,MIL,2,0,2,2,2,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Fred VanVleet,TOR,11,7,4,430,896,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Furkan Korkmaz,PHI,4,0,4,40,34,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gabe Vincent,MIA,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Garrett Temple,BKN,4,0,4,137,201,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gary Clark,ORL,5,1,4,144,262,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Gary Harris,DEN,14,7,7,379,403,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Gary Trent Jr.,POR,5,1,4,153,122,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
George Hill,MIL,10,5,5,268,516,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Georges Niang,UTA,7,3,4,114,173,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Giannis Antetokounmpo,MIL,9,5,4,277,689,19,2,6,33.3,0,4,0.0,4,21.1,8,42.1,3,15.8,2,10.5,2,10.5
Goran Dragic,MIA,17,12,5,553,1182,5,1,2,50.0,2,2,100.0,5,100.0,2,40.0,0,0.0,0,0.0,1,20.0
Gordon Hayward,BOS,5,3,2,157,238,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Grant Williams,BOS,17,10,7,170,146,3,0,1,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0
Hamidou Diallo,OKC,3,0,3,25,45,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Hassan Whiteside,POR,5,1,4,106,114,7,0,4,0.0,0,0,0.0,0,0.0,2,28.6,0,0.0,1,14.3,0,0.0
Ivica Zubac,LAC,13,7,6,320,504,6,2,3,66.7,0,0,0.0,4,66.7,3,50.0,1,16.7,0,0.0,0,0.0
J.J. Barea,DAL,1,1,0,5,17,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JR Smith,LAL,10,9,1,75,94,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JaKarr Sampson,IND,4,0,4,50,82,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JaMychal Green,LAC,13,7,6,222,271,8,2,5,40.0,0,0,0.0,4,50.0,2,25.0,0,0.0,1,12.5,0,0.0
JaVale McGee,LAL,14,11,3,135,176,8,2,3,66.7,0,0,0.0,4,50.0,3,37.5,0,0.0,1,12.5,0,0.0
Jae Crowder,MIA,21,14,7,660,1080,5,0,1,0.0,2,4,50.0,2,40.0,2,40.0,0,0.0,0,0.0,2,40.0
Jamal Murray,DEN,19,9,10,753,1718,5,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
James Ennis III,ORL,5,1,4,119,145,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
James Harden,HOU,12,5,7,448,1005,24,5,8,62.5,2,2,100.0,13,54.2,12,50.0,5,20.8,2,8.3,1,4.2
Jared Dudley,LAL,9,7,2,31,49,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jarrell Brantley,UTA,2,2,0,13,28,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Jarrett Allen,BKN,4,0,4,132,186,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Javonte Green,BOS,1,1,0,6,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jaylen Adams,POR,3,0,3,21,32,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jaylen Brown,BOS,17,10,7,672,867,11,3,5,60.0,1,2,50.0,7,63.6,5,45.5,1,9.1,0,0.0,1,9.1
Jaylen Hoard,POR,3,0,3,41,30,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Jayson Tatum,BOS,17,10,7,690,1528,24,8,14,57.1,3,4,75.0,19,79.2,5,20.8,1,4.2,2,8.3,2,8.3
Jeff Green,HOU,12,5,7,341,540,5,1,1,100.0,0,0,0.0,3,60.0,4,80.0,1,20.0,0,0.0,0,0.0
Jerami Grant,DEN,19,9,10,653,649,32,5,10,50.0,4,6,66.7,12,37.5,14,43.8,2,6.3,5,15.6,2,6.3
Jeremiah Martin,BKN,3,0,3,27,52,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jimmy Butler,MIA,21,14,7,806,1672,62,9,14,64.3,15,18,83.3,34,54.8,33,53.2,8,12.9,5,8.1,9,14.5
Joakim Noah,LAC,2,0,2,2,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Joe Harris,BKN,2,0,2,72,116,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Joe Ingles,UTA,7,3,4,234,401,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Joel Embiid,PHI,4,0,4,145,324,50,12,21,57.1,14,16,87.5,40,80.0,16,32.0,3,6.0,2,4.0,8,16.0
Jordan Clarkson,UTA,7,3,4,200,263,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Josh Reaves,DAL,2,0,2,9,18,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Josh Richardson,PHI,4,0,4,144,217,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Justin Anderson,BKN,3,0,3,28,60,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Justin Holiday,IND,4,0,4,131,137,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Justin Jackson,DAL,3,1,2,16,29,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jusuf Nurkic,POR,5,1,4,161,371,14,2,5,40.0,2,2,100.0,7,50.0,6,42.9,1,7.1,2,14.3,1,7.1
Juwan Morgan,UTA,7,3,4,86,98,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kawhi Leonard,LAC,13,7,6,511,1009,50,7,21,33.3,4,4,100.0,19,38.0,19,38.0,3,6.0,1,2.0,3,6.0
Keita Bates-Diop,DEN,5,2,3,24,26,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kelly Olynyk,MIA,17,10,7,258,445,21,3,5,60.0,4,4,100.0,10,47.6,9,42.9,1,4.8,2,9.5,2,9.5
Kemba Walker,BOS,17,10,7,628,1328,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kendrick Nunn,MIA,15,9,6,239,334,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kentavious Caldwell-Pope,LAL,21,16,5,608,727,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Khem Birch,ORL,5,1,4,89,125,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Khris Middleton,MIL,10,5,5,355,736,19,3,11,27.3,0,0,0.0,6,31.6,5,26.3,1,5.3,1,5.3,0,0.0
Kristaps Porzingis,DAL,3,1,2,94,180,7,0,4,0.0,3,4,75.0,3,42.9,0,0.0,0,0.0,1,14.3,2,28.6
Kyle Korver,MIL,10,5,5,119,116,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kyle Kuzma,LAL,21,16,5,484,551,5,1,3,33.3,0,2,0.0,2,40.0,1,20.0,0,0.0,0,0.0,1,20.0
Kyle Lowry,TOR,11,7,4,413,871,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Kyle O'Quinn,PHI,1,0,1,6,14,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Lance Thomas,BKN,3,0,3,17,17,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Landry Shamet,LAC,13,7,6,243,274,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LeBron James,LAL,21,16,5,762,1860,63,13,21,61.9,0,0,0.0,28,44.4,36,57.1,9,14.3,4,6.3,0,0.0
Lou Williams,LAC,13,7,6,341,646,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Luguentz Dort,OKC,6,3,3,175,202,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Luka Doncic,DAL,6,2,4,215,621,1,0,0,0.0,0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
Malcolm Brogdon,IND,4,0,4,160,392,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Malcolm Miller,TOR,1,1,0,5,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Marc Gasol,TOR,11,7,4,228,449,15,2,6,33.3,0,0,0.0,4,26.7,7,46.7,2,13.3,2,13.3,0,0.0
Marcus Morris Sr.,LAC,13,7,6,388,475,12,5,8,62.5,0,0,0.0,11,91.7,2,16.7,1,8.3,1,8.3,0,0.0
Marcus Smart,BOS,17,10,7,648,1065,5,2,4,50.0,0,0,0.0,5,100.0,1,20.0,0,0.0,0,0.0,0,0.0
Mario Hezonja,POR,5,1,4,68,100,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Markelle Fultz,ORL,5,1,4,147,332,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0
Markieff Morris,LAL,21,16,5,386,502,15,2,4,50.0,0,0,0.0,4,26.7,11,73.3,2,13.3,0,0.0,0,0.0
Marvin Williams,MIL,10,5,5,179,237,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Mason Plumlee,DEN,19,9,10,207,329,12,0,1,0.0,0,0,0.0,0,0.0,8,66.7,3,25.0,2,16.7,0,0.0
Matisse Thybulle,PHI,4,0,4,75,57,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Matt Thomas,TOR,10,7,3,84,89,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Maxi Kleber,DAL,6,2,4,203,263,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Meyers Leonard,MIA,3,2,1,31,40,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Michael Frazier II,HOU,4,3,1,12,13,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Michael Kidd-Gilchrist,DAL,6,2,4,55,66,1,0,0,0.0,2,2,100.0,2,200.0,0,0.0,0,0.0,0,0.0,1,100.0
Michael Porter Jr.,DEN,19,9,10,451,588,8,2,2,100.0,0,0,0.0,4,50.0,5,62.5,2,25.0,1,12.5,0,0.0
Mike Conley,UTA,5,2,3,165,334,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Mike Muscala,OKC,2,0,2,20,30,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0
Mike Scott,PHI,4,0,4,20,24,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Miye Oni,UTA,2,2,0,14,23,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Monte Morris,DEN,19,9,10,406,791,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Montrezl Harrell,LAC,13,7,6,243,329,25,10,16,62.5,9,10,90.0,30,120.0,0,0.0,0,0.0,3,12.0,6,24.0
Myles Turner,IND,4,0,4,146,260,6,1,2,50.0,0,2,0.0,2,33.3,2,33.3,0,0.0,0,0.0,1,16.7
Nerlens Noel,OKC,7,3,4,97,102,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Nigel Williams-Goss,UTA,1,1,0,2,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Nikola Jokic,DEN,19,9,10,694,1973,127,24,46,52.2,8,12,66.7,57,44.9,59,46.5,7,5.5,10,7.9,6,4.7
Nikola Vucevic,ORL,5,1,4,185,398,41,11,20,55.0,0,0,0.0,22,53.7,17,41.5,2,4.9,4,9.8,0,0.0
Noah Vonleh,DEN,1,0,1,3,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Norman Powell,TOR,11,7,4,273,312,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Norvel Pelle,PHI,1,0,1,7,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
O.G. Anunoby,TOR,11,7,4,393,398,8,2,3,66.7,1,2,50.0,5,62.5,4,50.0,0,0.0,0,0.0,1,12.5
P.J. Tucker,HOU,12,5,7,414,498,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PJ Dozier,DEN,12,4,8,125,181,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Pascal Siakam,TOR,11,7,4,418,738,58,19,32,59.4,4,7,57.1,44,75.9,18,31.0,4,6.9,3,5.2,3,5.2
Pat Connaughton,MIL,10,5,5,171,229,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Patrick Beverley,LAC,8,4,4,166,314,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Patrick Patterson,LAC,2,2,0,10,18,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Paul George,LAC,13,7,6,479,843,9,2,3,66.7,0,0,0.0,4,44.4,3,33.3,0,0.0,1,11.1,0,0.0
Paul Millsap,DEN,19,9,10,459,537,30,6,14,42.9,8,10,80.0,21,70.0,7,23.3,2,6.7,3,10.0,5,16.7
Paul Watson,TOR,2,2,0,9,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Quinn Cook,LAL,6,6,0,24,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Rajon Rondo,LAL,16,12,4,395,957,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Raul Neto,PHI,2,0,2,26,57,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Rayjon Tucker,UTA,2,2,0,11,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Reggie Jackson,LAC,12,7,5,170,208,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Robert Covington,HOU,12,5,7,379,531,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Robert Williams III,BOS,13,7,6,149,153,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0
Robin Lopez,MIL,3,2,1,21,11,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Rodions Kurucs,BKN,4,0,4,58,75,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Rodney McGruder,LAC,5,3,2,16,20,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Romeo Langford,BOS,7,6,1,46,45,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Rondae Hollis-Jefferson,TOR,5,3,2,39,73,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Royce O'Neale,UTA,7,3,4,249,422,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Rudy Gobert,UTA,7,3,4,270,284,7,0,3,0.0,0,0,0.0,0,0.0,3,42.9,0,0.0,0,0.0,0,0.0
Russell Westbrook,HOU,8,3,5,262,526,12,1,4,25.0,2,2,100.0,4,33.3,5,41.7,0,0.0,0,0.0,1,8.3
Semi Ojeleye,BOS,13,7,6,122,145,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Serge Ibaka,TOR,11,7,4,251,416,25,8,12,66.7,0,0,0.0,17,68.0,7,28.0,3,12.0,5,20.0,0,0.0
Seth Curry,DAL,6,2,4,173,201,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Shai Gilgeous-Alexander,OKC,7,3,4,279,434,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Shake Milton,PHI,4,0,4,126,263,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Solomon Hill,MIA,7,3,4,42,49,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stanley Johnson,TOR,3,2,1,20,48,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sterling Brown,MIL,1,1,0,4,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Steven Adams,OKC,7,3,4,210,320,30,7,11,63.6,2,4,50.0,16,53.3,13,43.3,2,6.7,1,3.3,2,6.7
T.J. McConnell,IND,3,0,3,28,71,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
T.J. Warren,IND,4,0,4,156,222,6,0,2,0.0,0,0,0.0,0,0.0,3,50.0,0,0.0,0,0.0,0,0.0
Tacko Fall,BOS,2,1,1,3,4,2,1,1,100.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Talen Horton-Tucker,LAL,2,2,0,17,30,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
