PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Holiday,IND,4,0,4,72.0,98,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628988,1610612754
Abdel Nader,OKC,3,0,3,25.0,30,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1627846,1610612760
Al Horford,PHI,4,0,4,128.0,174,17,6,9,66.7,0,0,0.0,12,70.6,6,35.3,0,0.0,1,5.8999999999999995,0,0.0,201143,1610612755
Alec Burks,PHI,4,0,4,95.0,192,7,3,5,60.0,0,0,0.0,6,85.7,1,14.299999999999999,0,0.0,1,14.299999999999999,0,0.0,202692,1610612755
Alex Caruso,LAL,21,16,5,510.0,896,37,10,15,66.7,4,4,100.0,24,64.9,13,35.099999999999994,2,5.4,5,13.5,1,2.7,1627936,1610612747
Alize Johnson,IND,1,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628993,1610612754
Amir Coffey,LAC,3,3,0,7.0,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629599,1610612746
Andre Iguodala,MIA,21,14,7,410.0,611,23,4,6,66.7,0,0,0.0,8,34.8,16,69.6,3,13.0,0,0.0,0,0.0,2738,1610612748
Andre Roberson,OKC,1,0,1,3.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203460,1610612760
Anfernee Simons,POR,4,0,4,82.0,125,2,0,1,0.0,1,2,50.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,1629014,1610612757
Anthony Davis,LAL,21,16,5,769.0,1316,149,71,93,76.3,27,32,84.39999999999999,173,116.10000000000001,28,18.8,6,4.0,7,4.7,16,10.7,203076,1610612747
Antonius Cleveland,DAL,2,0,2,9.0,16,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0,1628499,1610612742
Austin Rivers,HOU,12,5,7,211.0,282,6,0,1,0.0,0,0,0.0,0,0.0,5,83.3,1,16.7,0,0.0,0,0.0,203085,1610612745
BJ Johnson,ORL,1,0,1,4.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629168,1610612753
Bam Adebayo,MIA,19,13,6,687.0,1269,174,67,97,69.1,27,34,79.4,162,93.10000000000001,43,24.7,7,4.0,6,3.4000000000000004,14,8.0,1628389,1610612748
Ben McLemore,HOU,11,4,7,130.0,126,3,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203463,1610612745
Boban Marjanović,DAL,6,2,4,82.0,148,25,14,19,73.7,2,2,100.0,32,128.0,3,12.0,1,4.0,1,4.0,1,4.0,1626246,1610612742
