playerId,playerName,screensPerGame,PPP,receiver,team
1630168,Onyeka Okongwu,2.0,1.07,AJ Griffin,ATL
1630168,Onyeka Okongwu,2.3,1.05,Aaron Holiday,ATL
1630168,Onyeka Okongwu,4.5,1.21,Bogdan Bogdanovic,ATL
203991,Clint Capela,2.8,1.3,De'Andre Hunter,ATL
1630168,Onyeka Okongwu,2.3,1.12,De'Andre Hunter,ATL
203991,Clint Capela,10.3,1.06,Dejounte Murray,ATL
1628381,John Collins,4.6,1.04,Dejounte Murray,ATL
1629631,De'Andre Hunter,2.2,1.21,Dejounte Murray,ATL
1630168,Onyeka Okongwu,8.9,1.07,Dejounte Murray,ATL
203991,Clint Capela,15.6,1.16,Trae Young,ATL
203992,Bogdan Bogdanovic,3.7,1.12,Trae Young,ATL
1628381,John Collins,8.4,1.15,Trae Young,ATL
1629631,De'Andre Hunter,3.4,1.16,Trae Young,ATL
1630168,Onyeka Okongwu,7.8,1.14,Trae Young,ATL
1630552,Jalen Johnson,2.4,1.07,Trae Young,ATL
201143,Al Horford,3.1,1.26,Derrick White,BOS
1628369,Jayson Tatum,2.8,1.09,Derrick White,BOS
1628436,Luke Kornet,2.2,1.33,Derrick White,BOS
1629684,Grant Williams,2.2,1.03,Derrick White,BOS
201143,Al Horford,3.3,1.1,Jaylen Brown,BOS
203935,Marcus Smart,2.2,1.38,Jaylen Brown,BOS
1628369,Jayson Tatum,2.1,0.72,Jaylen Brown,BOS
1628436,Luke Kornet,2.5,1.13,Jaylen Brown,BOS
1629684,Grant Williams,2.4,1.27,Jaylen Brown,BOS
201143,Al Horford,3.9,1.15,Jayson Tatum,BOS
203935,Marcus Smart,3.3,1.35,Jayson Tatum,BOS
1628436,Luke Kornet,3.5,1.27,Jayson Tatum,BOS
1629684,Grant Williams,3.4,0.91,Jayson Tatum,BOS
201143,Al Horford,2.1,1.65,Malcolm Brogdon,BOS
1628369,Jayson Tatum,3.3,1.17,Malcolm Brogdon,BOS
1628436,Luke Kornet,3.8,1.11,Malcolm Brogdon,BOS
1629057,Robert Williams III,3.9,0.92,Malcolm Brogdon,BOS
1629684,Grant Williams,3.2,1.2,Malcolm Brogdon,BOS
1630573,Sam Hauser,2.5,1.13,Malcolm Brogdon,BOS
201143,Al Horford,3.6,0.92,Marcus Smart,BOS
1627759,Jaylen Brown,2.8,1.14,Marcus Smart,BOS
1628369,Jayson Tatum,4.4,1.08,Marcus Smart,BOS
1628436,Luke Kornet,2.6,1.0,Payton Pritchard,BOS
1629651,Nic Claxton,4.8,1.26,Cam Thomas,BKN
1629651,Nic Claxton,2.7,0.93,Edmond Sumner,BKN
1629651,Nic Claxton,2.0,0.89,Royce O'Neale,BKN
1627732,Ben Simmons,2.9,1.08,Seth Curry,BKN
