,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile
70292,,Luka Doncic,DAL,66,23.8,471,523,1.11,,165,364,45.3,53.2,5.9,20.0,16.8,50.5,2023,iso,3.2,85.4
70293,,Shai Gilgeous-Alexander,OKC,68,23.5,444,472,1.06,,154,335,46.0,47.5,6.3,20.9,18.9,52.7,2023,iso,2.7,78.7
70294,,Joel Embiid,PHI,66,23.0,434,465,1.07,,163,325,50.2,50.9,9.7,19.1,18.2,53.0,2023,iso,3.7,80.3
70295,,James Harden,PHI,58,30.3,358,394,1.1,,113,277,40.8,49.1,6.7,20.7,20.1,46.6,2023,iso,4.7,83.9
70296,,Julius Randle,NYK,77,20.5,381,371,0.97,,124,278,44.6,49.3,12.9,18.4,16.5,45.9,2023,iso,4.5,65.0
70297,,Damian Lillard,POR,58,17.5,285,333,1.17,,103,210,49.0,55.0,9.1,21.4,19.6,53.0,2023,iso,4.6,90.9
70298,,Anthony Edwards,MIN,79,17.6,345,322,0.93,,125,303,41.3,48.0,7.0,6.7,6.7,40.9,2023,iso,1.4,56.7
70299,,Jayson Tatum,BOS,74,17.2,347,321,0.93,,94,269,34.9,42.2,8.6,15.0,14.1,40.9,2023,iso,1.2,55.5
70300,,DeMar DeRozan,CHI,74,15.8,264,304,1.15,,96,195,49.2,49.7,6.1,26.9,26.1,56.1,2023,iso,6.8,88.2
70301,,Pascal Siakam,TOR,71,15.6,263,262,1.0,,98,205,47.8,48.5,8.0,16.0,13.7,51.0,2023,iso,1.9,67.3
70302,,Kyrie Irving,BKN,40,19.8,193,247,1.28,,92,165,55.8,61.8,5.7,15.0,14.0,56.5,2023,iso,6.2,95.7
70303,,Zach LaVine,CHI,77,12.5,221,242,1.09,,87,179,48.6,55.0,9.5,14.0,14.0,48.9,2023,iso,4.5,83.1
70304,,Trae Young,ATL,73,12.9,253,237,0.94,,78,193,40.4,44.0,11.1,16.2,13.0,43.1,2023,iso,3.6,57.5
70305,,Dejounte Murray,ATL,74,16.4,256,228,0.89,,89,213,41.8,44.6,9.8,8.6,8.6,41.8,2023,iso,1.6,50.0
70306,,Spencer Dinwiddie,DAL,53,25.9,226,224,0.99,,68,172,39.5,45.6,7.1,18.1,17.7,46.5,2023,iso,1.8,66.9
70307,,Jalen Brunson,NYK,68,13.2,197,217,1.1,,84,168,50.0,54.5,6.6,12.2,10.7,50.3,2023,iso,4.1,84.3
70308,,Kevin Durant,BKN,39,21.6,212,217,1.02,,79,163,48.5,50.6,12.3,13.2,12.3,48.1,2023,iso,2.4,73.2
70309,,Giannis Antetokounmpo,MIL,63,14.0,260,215,0.83,,77,190,40.5,40.8,11.5,18.8,18.1,43.5,2023,iso,4.2,34.6
70310,,Jimmy Butler,MIA,64,16.2,197,207,1.05,,65,147,44.2,47.6,6.6,21.8,21.3,50.8,2023,iso,3.6,76.4
70311,,Kawhi Leonard,LAC,52,18.6,200,203,1.01,,78,170,45.9,50.3,5.0,11.0,9.5,48.0,2023,iso,1.5,70.9
70312,,De'Aaron Fox,SAC,73,10.8,184,199,1.08,,77,149,51.7,54.4,7.6,15.2,14.7,52.2,2023,iso,3.8,81.9
70313,,Paolo Banchero,ORL,72,15.0,233,198,0.85,,64,167,38.3,40.7,11.2,21.5,20.6,42.5,2023,iso,4.7,40.6
70314,,Jalen Green,HOU,76,11.4,199,187,0.94,,64,162,39.5,46.0,7.0,15.6,14.6,43.2,2023,iso,4.5,58.7
70315,,Donovan Mitchell,CLE,68,9.6,166,184,1.11,,63,140,45.0,53.9,7.2,13.3,12.0,46.4,2023,iso,4.8,85.0
70316,,Bam Adebayo,MIA,75,11.9,177,180,1.02,,69,141,48.9,48.9,6.8,18.1,18.1,50.8,2023,iso,4.5,71.3
70317,,Kevin Porter Jr.,HOU,59,15.0,176,179,1.02,,56,146,38.4,46.6,5.1,14.8,12.5,43.8,2023,iso,2.8,71.7
70318,,LeBron James,LAL,55,14.5,220,179,0.81,,69,192,35.9,39.3,6.4,9.1,8.6,37.7,2023,iso,2.7,31.5
70319,,Paul George,LAC,56,14.5,188,171,0.91,,64,152,42.1,46.1,10.1,10.6,8.5,43.1,2023,iso,1.6,53.5
70320,,Devin Booker,PHX,53,13.6,183,164,0.9,,58,145,40.0,41.7,8.7,14.2,13.7,43.7,2023,iso,2.2,50.8
70321,,Russell Westbrook,LAL,52,19.9,203,157,0.77,,62,166,37.3,39.2,8.9,13.3,12.3,37.4,2023,iso,3.9,27.2
70322,,Jaylen Brown,BOS,67,9.9,171,156,0.91,,61,143,42.7,46.9,9.4,9.9,9.9,42.1,2023,iso,2.9,53.9
70323,,Anfernee Simons,POR,62,14.0,174,154,0.89,,55,141,39.0,41.8,10.3,13.2,11.5,40.2,2023,iso,4.6,48.0
70324,,Bradley Beal,WAS,50,14.8,165,146,0.89,,58,132,43.9,47.0,13.3,9.1,7.9,41.2,2023,iso,2.4,47.6
70325,,Ja Morant,MEM,61,10.7,174,145,0.83,,47,133,35.3,36.8,8.0,21.8,20.7,40.8,2023,iso,6.3,36.8
70326,,Zion Williamson,NOP,29,18.1,122,141,1.16,,49,81,60.5,60.5,16.4,23.0,19.7,57.4,2023,iso,5.7,88.6
70327,,Jordan Clarkson,UTA,61,9.9,129,135,1.05,,48,93,51.6,56.5,17.1,14.7,13.2,48.1,2023,iso,3.9,75.6
70328,,Brandon Ingram,NOP,45,12.6,139,131,0.94,,50,116,43.1,43.1,6.5,15.8,14.4,45.3,2023,iso,5.8,59.1
70329,,Spencer Dinwiddie,BKN,26,23.1,107,128,1.2,,48,91,52.7,57.1,4.7,15.9,15.9,54.2,2023,iso,5.6,92.1
70330,,Jamal Murray,DEN,65,9.7,123,121,0.98,,46,109,42.2,49.1,4.9,6.5,6.5,43.9,2023,iso,0.0,66.1
70331,,Immanuel Quickley,NYK,81,10.0,113,119,1.05,,42,99,42.4,48.5,4.4,15.9,15.9,45.1,2023,iso,8.0,77.2
70332,,Darius Garland,CLE,69,11.0,161,117,0.73,,42,131,32.1,35.5,10.6,11.2,8.7,33.5,2023,iso,3.1,19.7
70333,,Scottie Barnes,TOR,77,11.0,140,113,0.81,,47,115,40.9,42.2,12.1,7.1,6.4,39.3,2023,iso,1.4,30.7
70334,,Kyrie Irving,DAL,20,20.9,96,110,1.15,,38,82,46.3,51.8,3.1,15.6,14.6,51.0,2023,iso,4.2,87.4
70335,,Caris LeVert,CLE,75,11.9,111,110,0.99,,36,85,42.4,48.8,9.9,18.0,18.0,44.1,2023,iso,4.5,66.5
70336,,Cam Thomas,BKN,57,17.6,104,108,1.04,,37,84,44.0,50.6,7.7,15.4,13.5,47.1,2023,iso,3.8,74.4
70337,,Collin Sexton,UTA,48,12.2,78,101,1.29,,38,58,65.5,69.8,12.8,19.2,16.7,61.5,2023,iso,6.4,96.9
70338,,Bennedict Mathurin,IND,78,9.0,116,101,0.87,,29,86,33.7,41.3,11.2,16.4,14.7,38.8,2023,iso,2.6,44.1
70339,,Jaden Ivey,DET,74,8.9,122,101,0.83,,35,90,38.9,41.7,12.3,17.2,15.6,40.2,2023,iso,3.3,35.0
70340,,Bojan Bogdanovic,DET,59,9.1,103,100,0.97,,35,82,42.7,48.2,8.7,13.6,8.7,44.7,2023,iso,1.9,63.8
70341,,Kyle Kuzma,WAS,64,8.0,115,99,0.86,,33,87,37.9,46.0,13.9,10.4,8.7,39.1,2023,iso,0.0,42.1
70342,,Stephen Curry,GSW,56,6.5,92,97,1.05,,38,79,48.1,55.1,9.8,8.7,6.5,45.7,2023,iso,4.3,77.6
70343,,Anthony Davis,LAL,56,8.3,107,97,0.91,,40,91,44.0,44.0,5.6,12.1,11.2,45.8,2023,iso,2.8,52.8
70344,,Jordan Poole,GSW,82,6.9,117,97,0.83,,30,88,34.1,39.8,14.5,12.8,11.1,35.9,2023,iso,2.6,35.8
70345,,Jrue Holiday,MIL,67,10.3,133,97,0.73,,40,115,34.8,37.4,9.0,6.0,5.3,34.6,2023,iso,1.5,20.1
70346,,Tyrese Haliburton,IND,56,10.0,105,96,0.91,,32,86,37.2,42.4,8.6,14.3,13.3,40.0,2023,iso,4.8,54.7
70347,,Jerami Grant,POR,63,10.0,117,96,0.82,,38,92,41.3,41.3,11.1,12.8,10.3,42.7,2023,iso,2.6,33.5
70348,,RJ Barrett,NYK,73,6.5,98,95,0.97,,33,71,46.5,49.3,13.3,17.3,17.3,48.0,2023,iso,3.1,63.4
70349,,Christian Wood,DAL,67,11.1,112,95,0.85,,37,91,40.7,42.9,11.6,12.5,12.5,39.3,2023,iso,5.4,40.2
70350,,Terry Rozier,CHA,64,7.4,104,93,0.89,,34,93,36.6,42.5,3.8,7.7,5.8,39.4,2023,iso,1.0,50.4
70351,,Dennis Schroder,LAL,66,11.3,98,92,0.94,,26,68,38.2,40.4,11.2,23.5,14.3,44.9,2023,iso,4.1,58.3
70352,,CJ McCollum,NOP,75,7.5,122,92,0.75,,35,95,36.8,38.9,12.3,9.8,9.0,36.9,2023,iso,0.0,24.4
70353,,Kristaps Porzingis,WAS,65,5.6,74,85,1.15,,31,59,52.5,54.2,8.1,17.6,17.6,54.1,2023,iso,5.4,87.8
70354,,Fred VanVleet,TOR,69,6.9,94,83,0.88,,27,74,36.5,40.5,8.5,13.8,10.6,41.5,2023,iso,1.1,46.9
70355,,Aaron Gordon,DEN,68,9.1,91,80,0.88,,27,60,45.0,47.5,14.3,22.0,22.0,46.2,2023,iso,3.3,45.7
70356,,Marcus Morris Sr.,LAC,65,12.7,93,80,0.86,,36,82,43.9,44.5,8.6,4.3,4.3,41.9,2023,iso,1.1,41.7
70357,,Malcolm Brogdon,BOS,67,9.0,82,79,0.96,,30,66,45.5,48.5,9.8,12.2,12.2,46.3,2023,iso,2.4,62.6
70358,,Tobias Harris,PHI,74,7.7,76,77,1.01,,30,61,49.2,53.3,11.8,9.2,9.2,47.4,2023,iso,1.3,70.5
70359,,Harrison Barnes,SAC,82,5.8,62,75,1.21,,21,40,52.5,55.0,9.7,30.6,27.4,59.7,2023,iso,4.8,93.3
70360,,Killian Hayes,DET,76,10.8,111,75,0.68,,31,95,32.6,34.2,9.0,6.3,6.3,33.3,2023,iso,0.9,13.8
70361,,Lauri Markkanen,UTA,66,4.5,64,74,1.16,,20,46,43.5,47.8,3.1,28.1,23.4,56.3,2023,iso,3.1,89.0
70362,,Jalen Williams,OKC,75,6.9,69,74,1.07,,28,50,56.0,57.0,15.9,13.0,13.0,52.2,2023,iso,1.4,80.7
70363,,Tyrese Maxey,PHI,60,7.3,79,70,0.89,,25,66,37.9,44.7,8.9,7.6,7.6,39.2,2023,iso,0.0,48.4
70364,,Josh Giddey,OKC,76,5.9,82,67,0.82,,29,69,42.0,44.9,11.0,4.9,4.9,40.2,2023,iso,0.0,31.9
70365,,Talen Horton-Tucker,UTA,65,8.8,71,65,0.92,,25,58,43.1,45.7,9.9,14.1,12.7,42.3,2023,iso,5.6,55.1
70366,,Franz Wagner,ORL,80,6.4,91,63,0.69,,26,78,33.3,35.9,11.0,4.4,4.4,31.9,2023,iso,1.1,16.3
