PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Furkan Korkmaz,PHI,20,G-F,1,1,100.0,1.0,1.0,100.0,51.2,48.8
Tarik Black,HOU,26,F-C,4,2,40.0,2.0,2.0,100.0,55.9,44.1
Sterling Brown,MIL,23,G,2,2,42.9,3.0,3.0,100.0,61.5,38.5
Wade Baldwin IV,POR,22,G,4,2,21.4,3.0,3.0,100.0,62.0,38.0
DeAndre Liggins,NOP,30,G,3,2,60.0,3.0,3.0,100.0,63.2,36.8
Norman Powell,TOR,25,F-G,5,2,23.1,3.0,3.0,100.0,64.3,35.7
Terrance Ferguson,OKC,20,G,1,1,100.0,2.0,2.0,100.0,64.6,35.4
Trevor Booker,IND,30,F,7,3,10.0,3.0,3.0,100.0,66.3,33.7
Tim Frazier,WAS,27,G,1,1,100.0,1.0,1.0,100.0,68.2,31.8
Joe Johnson,HOU,37,G-F,6,5,63.6,7.0,7.0,100.0,69.8,30.2
Rudy Gay,SAS,31,F,5,5,25.9,14.0,14.0,100.0,70.3,29.7
Darius Miller,NOP,28,F,9,5,26.8,10.0,11.0,90.9,61.7,29.2
Patrick McCaw,GSW,22,G,2,1,50.0,1.0,1.0,100.0,71.1,28.9
Meyers Leonard,POR,26,C,1,1,33.3,1.0,1.0,100.0,71.6,28.4
Lance Stephenson,IND,27,G,7,5,31.7,13.0,13.0,100.0,71.8,28.2
Rajon Rondo,NOP,32,G,9,8,27.4,26.0,31.0,83.9,59.5,24.4
Derrick White,SAS,23,G,3,1,10.0,1.0,1.0,100.0,75.6,24.4
T.J. Leaf,IND,21,F,1,1,20.0,1.0,1.0,100.0,77.6,22.4
Joe Young,IND,26,G,1,1,100.0,1.0,1.0,100.0,77.6,22.4
Evan Turner,POR,29,F-G,3,3,42.4,12.0,14.0,85.7,65.4,20.3
Emeka Okafor,NOP,35,C,1,1,100.0,1.0,1.0,100.0,80.8,19.2
Lucas Nogueira,TOR,25,C,4,3,38.5,4.0,5.0,80.0,61.3,18.7
Jonas Jerebko,UTA,31,F,8,6,25.8,6.0,8.0,75.0,57.1,17.9
Greg Monroe,BOS,28,C-F,11,6,30.0,10.0,12.0,83.3,65.6,17.7
Nemanja Bjelica,MIN,30,F,5,3,23.5,3.0,4.0,75.0,57.5,17.6
Damian Jones,GSW,23,C,4,3,57.1,3.0,4.0,75.0,57.7,17.3
Jeff Teague,MIN,30,G,5,5,41.3,15.0,19.0,78.9,62.0,17.0
Alec Burks,UTA,26,G,7,7,44.8,10.0,13.0,76.9,61.1,15.8
Cedi Osman,CLE,23,F-G,7,5,44.4,6.0,8.0,75.0,59.6,15.4
Cory Joseph,IND,26,G,7,4,26.5,7.0,9.0,77.8,62.5,15.2
Trevor Ariza,HOU,33,F-G,17,17,41.8,46.0,59.0,78.0,63.3,14.7
Ed Davis,POR,29,F-C,4,4,53.3,13.0,16.0,81.3,66.7,14.6
Patrick Patterson,OKC,29,F,6,6,52.2,9.0,12.0,75.0,61.2,13.8
Rodney Hood,CLE,25,G,14,8,31.7,15.0,20.0,75.0,61.9,13.1
Ricky Rubio,UTA,27,G,6,5,25.3,14.0,19.0,73.7,61.1,12.6
Dante Exum,UTA,22,G,10,7,29.8,10.0,14.0,71.4,58.8,12.6
Bryn Forbes,SAS,24,G,4,3,21.1,3.0,4.0,75.0,62.5,12.5
Myles Turner,IND,22,C,7,7,38.2,27.0,34.0,79.4,67.3,12.1
Mike Scott,WAS,29,F,6,6,34.0,13.0,17.0,76.5,64.6,11.9
Quinn Cook,GSW,25,G,14,11,31.3,15.0,20.0,75.0,63.2,11.8
Lorenzo Brown,TOR,27,G,3,3,50.0,3.0,4.0,75.0,63.6,11.4
George Hill,CLE,32,G,19,19,35.3,51.0,71.0,71.8,60.7,11.1
Kyle Lowry,TOR,32,G,10,10,42.5,41.0,57.0,71.9,60.9,11.0
Justin Anderson,PHI,24,G-F,4,3,28.6,3.0,4.0,75.0,64.0,11.0
Shane Larkin,BOS,25,G,11,9,26.3,11.0,15.0,73.3,62.7,10.6
Maurice Harkless,POR,25,F,2,2,48.1,10.0,13.0,76.9,66.5,10.5
Solomon Hill,NOP,27,F,9,9,38.1,12.0,16.0,75.0,65.0,10.1
Bojan Bogdanovic,IND,29,F-G,7,7,33.8,21.0,27.0,77.8,67.9,9.9
Jordan Clarkson,CLE,26,G,18,14,39.7,21.0,31.0,67.7,57.9,9.8
Corey Brewer,OKC,32,G-F,6,6,47.9,24.0,35.0,68.6,59.3,9.3
Gerald Green,HOU,32,G-F,17,15,28.4,22.0,31.0,71.0,61.7,9.3
Jrue Holiday,NOP,28,G,9,8,21.7,22.0,30.0,73.3,64.3,9.0
Raymond Felton,OKC,34,G,6,5,37.1,9.0,13.0,69.2,60.7,8.5
Giannis Antetokounmpo,MIL,23,F,7,7,35.7,23.0,35.0,65.7,57.3,8.4
Jae Crowder,UTA,27,F,11,11,34.7,23.0,33.0,69.7,61.3,8.4
Ryan Anderson,HOU,30,F,11,8,35.3,8.0,12.0,66.7,58.7,7.9
Chris Paul,HOU,33,G,15,15,39.7,51.0,73.0,69.9,62.1,7.8
Al-Farouq Aminu,POR,27,F,4,4,50.0,15.0,20.0,75.0,67.2,7.8
Pascal Siakam,TOR,24,F,10,10,34.8,22.0,32.0,68.8,61.1,7.6
Domantas Sabonis,IND,22,C-F,7,6,33.3,18.0,24.0,75.0,68.1,6.9
Khris Middleton,MIL,26,F,7,7,46.9,29.0,46.0,63.0,56.3,6.8
Marcus Smart,BOS,24,G,15,15,31.1,33.0,47.0,70.2,64.0,6.2
Terry Rozier,BOS,24,G,19,19,45.7,73.0,106.0,68.9,62.8,6.1
Damian Lillard,POR,27,G,4,4,47.7,15.0,21.0,71.4,65.3,6.1
JR Smith,CLE,32,G-F,22,21,40.2,61.0,90.0,67.8,62.2,5.6
Taj Gibson,MIN,33,F,5,5,30.6,10.0,15.0,66.7,61.4,5.2
Carmelo Anthony,OKC,34,F,6,6,41.5,23.0,34.0,67.6,63.0,4.7
Tyus Jones,MIN,22,G,4,3,33.3,4.0,6.0,66.7,62.0,4.7
Andre Iguodala,GSW,34,F-G,15,14,34.3,24.0,36.0,66.7,62.0,4.6
Kelly Oubre Jr.,WAS,22,F,6,6,37.3,13.0,19.0,68.4,63.8,4.6
Jason Terry,MIL,40,G,3,2,46.7,4.0,7.0,57.1,52.6,4.5
Jayson Tatum,BOS,20,F,19,18,35.0,37.0,56.0,66.1,62.1,4.0
Ben Simmons,PHI,21,G-F,10,10,35.2,23.0,38.0,60.5,56.6,3.9
Josh Huestis,OKC,26,G,3,3,71.4,3.0,5.0,60.0,56.4,3.6
John Wall,WAS,27,G,6,6,34.2,17.0,26.0,65.4,62.1,3.3
Jabari Parker,MIL,23,F,7,7,26.1,11.0,18.0,61.1,57.8,3.3
Nikola Mirotic,NOP,27,F,9,8,47.7,46.0,72.0,63.9,60.7,3.2
James Johnson,MIA,31,F,5,5,34.8,16.0,24.0,66.7,63.7,2.9
Goran Dragic,MIA,32,G,5,5,48.8,13.0,21.0,61.9,59.0,2.9
Derrick Rose,MIN,29,G,5,5,43.5,13.0,20.0,65.0,62.1,2.9
Robert Covington,PHI,27,F,10,10,43.0,26.0,43.0,60.5,57.7,2.8
Davis Bertans,SAS,25,C-F,5,5,30.3,7.0,10.0,70.0,67.3,2.7
Larry Nance Jr.,CLE,25,F,20,18,37.9,36.0,58.0,62.1,60.7,1.4
Shaun Livingston,GSW,32,G,21,18,45.1,30.0,46.0,65.2,63.9,1.3
Marco Belinelli,PHI,32,G-F,10,10,37.8,20.0,34.0,58.8,57.7,1.1
Zach Collins,POR,20,C-F,4,2,14.3,2.0,3.0,66.7,65.9,0.8
Aron Baynes,BOS,31,C,19,19,33.1,53.0,82.0,64.6,63.9,0.7
Nick Young,GSW,33,G-F,17,12,37.5,15.0,24.0,62.5,61.8,0.7
Jakob Poeltl,TOR,22,C,9,9,46.0,24.0,40.0,60.0,59.6,0.4
Kyle Anderson,SAS,24,F,5,2,18.2,4.0,6.0,66.7,66.6,0.1
Jeff Green,CLE,31,F,22,22,38.8,47.0,78.0,60.3,60.3,0.0
Caleb Swanigan,POR,21,F-C,1,1,25.0,1.0,1.0,100.0,100.0,0.0
John Henson,MIL,27,C,2,2,50.0,11.0,20.0,55.0,55.1,-0.1
Dario Saric,PHI,24,F,10,10,42.3,40.0,66.0,60.6,61.1,-0.5
Eric Gordon,HOU,29,G,17,17,32.7,34.0,55.0,61.8,62.4,-0.5
Anthony Davis,NOP,25,F-C,9,9,39.1,41.0,68.0,60.3,60.9,-0.6
Jusuf Nurkic,POR,23,C,4,4,37.3,15.0,22.0,68.2,68.8,-0.6
Cheick Diallo,NOP,21,F,7,6,35.5,7.0,11.0,63.6,64.4,-0.8
Joe Ingles,UTA,30,F,11,10,24.5,14.0,24.0,58.3,59.3,-1.0
LeBron James,CLE,33,F-G,22,22,38.1,60.0,102.0,58.8,60.3,-1.5
Jose Calderon,CLE,36,G,10,10,68.6,14.0,24.0,58.3,59.9,-1.5
Klay Thompson,GSW,28,G,21,20,37.2,49.0,81.0,60.5,62.6,-2.1
Otto Porter Jr.,WAS,25,F,5,5,37.5,11.0,18.0,61.1,63.2,-2.1
LaMarcus Aldridge,SAS,32,F,5,5,37.1,17.0,26.0,65.4,67.8,-2.5
Tony Parker,SAS,36,G,5,2,21.4,2.0,3.0,66.7,69.1,-2.5
Eric Bledsoe,MIL,28,G,7,7,33.8,14.0,27.0,51.9,54.5,-2.6
Kevon Looney,GSW,22,F,20,16,37.0,48.0,80.0,60.0,62.7,-2.7
Tomas Satoransky,WAS,26,G-F,6,3,33.3,3.0,5.0,60.0,62.9,-2.9
Ian Clark,NOP,27,G,9,8,23.3,11.0,20.0,55.0,58.1,-3.1
Jaylen Brown,BOS,21,G-F,18,17,28.6,29.0,48.0,60.4,63.6,-3.2
