PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Jackson,HOU,3,2,1,10,2,0,0.0,3,66.7,0,66.7,10.5
Abdel Nader,BOS,2,0,2,19,1,0,0.0,3,33.3,0,33.3,8.8
Al Horford,BOS,19,11,8,679,32,24,75.0,86,37.2,2,38.1,7.4
Al-Farouq Aminu,POR,4,0,4,131,12,6,50.0,19,63.2,0,63.2,9.3
Alec Burks,UTA,7,2,5,117,2,2,100.0,17,11.8,0,11.8,4.6
Alex Abrines,OKC,4,2,2,82,3,1,33.3,9,33.3,0,33.3,19.9
Amir Johnson,PHI,7,4,3,89,14,10,71.4,34,41.2,2,43.8,3.3
Andre Iguodala,GSW,15,12,3,401,11,5,45.5,35,31.4,1,32.4,11.4
Andrew Wiggins,MIN,5,1,4,164,5,2,40.0,20,25.0,1,26.3,12.1
Ante Zizic,CLE,4,2,2,13,1,1,100.0,3,33.3,0,33.3,2.1
Anthony Davis,NOP,9,5,4,358,24,23,95.8,60,40.0,2,41.4,3.3
Aron Baynes,BOS,19,11,8,389,45,31,68.9,97,46.4,0,46.4,5.7
Bam Adebayo,MIA,5,1,4,77,9,7,77.8,21,42.9,0,42.9,5.8
Ben Simmons,PHI,10,5,5,369,16,5,31.3,60,26.7,1,27.1,6.8
Bojan Bogdanovic,IND,6,3,3,201,1,1,100.0,19,5.3,0,5.3,10.0
Bradley Beal,WAS,6,2,4,216,2,1,50.0,19,10.5,0,10.5,9.4
Brandon Paul,SAS,1,0,1,3,0,0,0.0,0,0.0,0,0.0,0.0
Bryn Forbes,SAS,1,0,1,25,1,0,0.0,1,100.0,0,100.0,10.9
CJ McCollum,POR,4,0,4,155,0,0,0.0,9,0.0,2,0.0,0.0
CJ Miles,TOR,8,3,5,188,6,3,50.0,13,46.2,2,54.5,6.1
Caleb Swanigan,POR,1,0,1,8,0,0,0.0,0,0.0,0,0.0,0.0
Carmelo Anthony,OKC,6,2,4,194,3,0,0.0,22,13.6,0,13.6,15.9
Cedi Osman,CLE,5,2,3,35,1,0,0.0,6,16.7,0,16.7,10.6
Cheick Diallo,NOP,5,3,2,41,4,1,25.0,12,33.3,0,33.3,10.5
Chinanu Onuaku,HOU,1,1,0,3,1,1,100.0,2,50.0,0,50.0,1.2
Chris Paul,HOU,15,11,4,517,9,5,55.6,52,17.3,0,17.3,13.5
Clint Capela,HOU,17,11,6,520,61,44,72.1,145,42.1,4,43.3,5.3
Corey Brewer,OKC,4,2,2,114,4,1,25.0,13,30.8,0,30.8,12.0
Cory Joseph,IND,6,2,4,124,2,0,0.0,5,40.0,0,40.0,20.4
Damian Jones,GSW,2,2,0,7,1,1,100.0,1,100.0,0,100.0,4.3
Damian Lillard,POR,4,0,4,162,3,0,0.0,18,16.7,1,17.6,19.3
Danny Green,SAS,5,1,4,103,4,0,0.0,14,28.6,1,30.8,17.8
Dante Exum,UTA,7,4,3,98,4,1,25.0,13,30.8,0,30.8,11.6
Dario Saric,PHI,10,5,5,328,32,19,59.4,77,41.6,6,45.1,10.3
Darius Miller,NOP,8,5,3,145,2,0,0.0,7,28.6,0,28.6,11.4
Darren Collison,IND,7,3,4,214,1,0,0.0,9,11.1,0,11.1,7.6
David Stockton,UTA,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
David West,GSW,13,11,2,145,11,8,72.7,29,37.9,1,39.3,7.0
