PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Jackson,HOU,3,2,1,10,2,0,0.0,3,66.7,0,66.7,5.7
Abdel Nader,BOS,2,0,2,19,2,0,0.0,4,50.0,0,50.0,10.2
Al Horford,BOS,19,11,8,679,125,31,24.8,194,64.4,10,67.9,6.3
Al-Farouq Aminu,POR,4,0,4,131,24,2,8.3,38,63.2,6,75.0,4.8
Alec Burks,UTA,7,2,5,117,22,2,9.1,42,52.4,4,57.9,5.9
Alex Abrines,OKC,4,2,2,82,13,1,7.7,17,76.5,3,92.9,10.8
Amir Johnson,PHI,7,4,3,89,9,6,66.7,19,47.4,3,56.3,5.4
Andre Iguodala,GSW,15,12,3,401,57,13,22.8,100,57.0,4,59.4,7.3
Andrew Wiggins,MIN,5,1,4,164,21,5,23.8,43,48.8,6,56.8,5.1
Ante Zizic,CLE,4,2,2,13,5,2,40.0,6,83.3,0,83.3,3.2
Anthony Davis,NOP,9,5,4,358,97,30,30.9,148,65.5,11,70.8,4.8
Aron Baynes,BOS,19,11,8,389,73,25,34.2,138,52.9,11,57.5,5.5
Bam Adebayo,MIA,5,1,4,77,11,1,9.1,25,44.0,2,47.8,5.6
Ben Simmons,PHI,10,5,5,369,78,12,15.4,104,75.0,0,75.0,7.2
Bojan Bogdanovic,IND,6,3,3,201,23,6,26.1,30,76.7,2,82.1,5.8
Bradley Beal,WAS,6,2,4,216,18,5,27.8,36,50.0,2,52.9,5.4
Brandon Paul,SAS,1,0,1,3,1,0,0.0,1,100.0,0,100.0,10.6
Bryn Forbes,SAS,1,0,1,25,2,1,50.0,2,100.0,0,100.0,15.6
CJ McCollum,POR,4,0,4,155,8,0,0.0,18,44.4,3,53.3,10.3
CJ Miles,TOR,8,3,5,188,18,2,11.1,30,60.0,2,64.3,7.3
Caleb Swanigan,POR,1,0,1,8,2,1,50.0,3,66.7,0,66.7,4.8
Carmelo Anthony,OKC,6,2,4,194,31,12,38.7,61,50.8,2,52.5,6.1
Cedi Osman,CLE,5,2,3,35,6,0,0.0,9,66.7,0,66.7,10.4
Cheick Diallo,NOP,5,3,2,41,5,1,20.0,15,33.3,1,35.7,4.8
Chinanu Onuaku,HOU,1,1,0,3,0,0,0.0,1,0.0,1,0.0,0.0
