PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Brooks,MIN,2,1,1,3.0,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201166,1610612750
Aaron Jackson,HOU,7,5,2,17.0,31,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1628935,1610612745
Abdel Nader,BOS,11,6,5,33.0,47,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612738
Al Horford,BOS,19,11,8,679.0,1244,54,5,11,45.5,6,6,100.0,16,29.599999999999998,32,59.3,3,9.4,2,3.6999999999999997,3,5.6000000000000005,201143,1610612738
Al-Farouq Aminu,POR,4,0,4,131.0,179,9,1,2,50.0,0,0,0.0,2,22.2,6,66.7,0,0.0,1,11.1,0,0.0,202329,1610612757
Alec Burks,UTA,9,4,5,120.0,183,3,2,2,100.0,0,0,0.0,6,200.0,1,33.300000000000004,0,0.0,0,0.0,0,0.0,202692,1610612762
Alex Abrines,OKC,6,2,4,110.0,96,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,203518,1610612760
Amir Johnson,PHI,8,4,4,94.0,157,14,1,3,33.300000000000004,0,0,0.0,2,14.299999999999999,10,71.39999999999999,1,10.0,0,0.0,0,0.0,101161,1610612755
Andre Iguodala,GSW,15,12,3,401.0,679,17,4,4,100.0,3,4,75.0,11,64.7,9,52.900000000000006,2,22.2,0,0.0,1,5.8999999999999995,2738,1610612744
Andrew Wiggins,MIN,5,1,4,164.0,209,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,203952,1610612750
Ante Zizic,CLE,8,2,6,23.0,35,4,2,3,66.7,0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1627790,1610612739
Anthony Davis,NOP,9,5,4,358.0,719,53,18,30,60.0,8,8,100.0,45,84.89999999999999,11,20.8,0,0.0,2,3.8,2,3.8,203076,1610612740
Aron Baynes,BOS,19,11,8,389.0,525,26,2,4,50.0,1,2,50.0,5,19.2,16,61.5,2,12.5,2,7.7,1,3.8,203382,1610612738
Bam Adebayo,MIA,5,1,4,77.0,77,4,1,1,100.0,0,0,0.0,2,50.0,3,75.0,0,0.0,0,0.0,0,0.0,1628389,1610612748
Ben Simmons,PHI,10,5,5,369.0,1045,14,5,6,83.3,1,2,50.0,11,78.60000000000001,5,35.699999999999996,0,0.0,2,14.299999999999999,1,7.1,1627732,1610612755
Bojan Bogdanović,IND,7,3,4,238.0,261,5,1,3,33.300000000000004,0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,202711,1610612754
Bradley Beal,WAS,6,2,4,216.0,368,10,2,3,66.7,0,0,0.0,4,40.0,7,70.0,1,14.299999999999999,0,0.0,0,0.0,203078,1610612764
Brandon Jennings,MIL,1,1,0,5.0,13,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201943,1610612749
Brandon Paul,SAS,1,0,1,3.0,2,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203464,1610612759
