PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
Aaron Gordon,DEN,5,1,4,160,69,13,57.1,11,25.0,2,12.5,36,56.0,7,66.7,2,20.0,45.4
Aaron Holiday,PHX,6,2,4,20,21,2,25.0,12,66.7,3,50.0,0,0.0,0,0.0,2,100.0,75.0
Aaron Nesmith,BOS,14,7,7,52,12,2,33.3,3,12.5,2,20.0,0,0.0,0,0.0,0,0.0,26.5
Al Horford,BOS,23,14,9,815,277,14,35.3,160,50.0,5,40.0,79,61.8,4,16.7,29,57.1,64.5
Alex Caruso,CHI,4,1,3,113,25,0,0.0,15,38.5,6,40.0,4,100.0,0,0.0,0,0.0,54.3
Andre Drummond,BKN,4,0,4,60,15,0,0.0,0,0.0,0,0.0,11,55.6,2,33.3,5,100.0,54.5
Andre Iguodala,GSW,7,4,3,61,11,0,0.0,3,25.0,2,33.3,0,0.0,0,0.0,0,0.0,50.0
Andrew Wiggins,GSW,22,16,6,767,363,67,39.7,97,34.0,54,41.0,69,55.6,11,55.6,25,84.6,52.6
Anthony Edwards,MIN,6,2,4,227,151,45,46.4,33,44.0,52,41.7,6,60.0,0,0.0,4,100.0,55.9
Armoni Brooks,TOR,4,2,2,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Austin Rivers,DEN,5,1,4,108,21,5,50.0,12,36.4,0,0.0,0,0.0,0,0.0,0,0.0,55.6
Ayo Dosunmu,CHI,5,1,4,86,20,2,33.3,9,23.1,6,37.5,0,0.0,0,0.0,0,0.0,36.5
Bam Adebayo,MIA,18,11,7,614,266,56,57.1,4,18.2,26,34.2,115,78.5,24,52.4,59,65.8,59.4
Bismack Biyombo,PHX,9,5,4,86,25,0,0.0,0,0.0,0,0.0,23,68.8,4,100.0,9,80.0,64.7
Blake Griffin,BKN,2,0,2,25,8,0,0.0,6,40.0,0,0.0,0,0.0,0,0.0,2,0.0,42.9
Boban Marjanovic,DAL,3,3,0,6,4,2,100.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,25.0
Bobby Portis,MIL,12,7,5,298,127,10,50.0,48,33.3,14,35.0,24,50.0,15,53.8,1,0.0,47.8
Bogdan Bogdanovic,ATL,4,1,3,107,57,14,50.0,18,30.0,17,46.7,4,66.7,0,0.0,0,0.0,50.0
Bojan Bogdanovic,UTA,6,2,4,214,108,38,59.3,27,37.5,26,48.0,6,60.0,4,100.0,0,0.0,54.9
Bones Hyland,DEN,5,1,4,87,46,17,57.1,12,36.4,12,26.7,1,0.0,0,0.0,1,0.0,47.2
Brandon Clarke,MEM,12,6,6,296,148,15,28.6,4,33.3,4,66.7,106,72.9,2,0.0,26,52.9,61.5
Brandon Ingram,NOP,6,2,4,236,162,43,38.2,33,42.9,54,43.3,8,66.7,2,0.0,9,60.0,52.1
Brook Lopez,MIL,12,7,5,332,127,9,75.0,22,24.2,12,60.0,72,63.8,7,25.0,14,44.4,52.0
Bruce Brown,BKN,4,0,4,139,56,5,16.7,22,57.1,0,0.0,17,70.0,0,0.0,8,80.0,64.9
Bryn Forbes,DEN,5,1,4,76,20,2,0.0,11,44.4,5,40.0,0,0.0,0,0.0,0,0.0,53.3
CJ McCollum,NOP,6,2,4,234,133,45,47.1,24,28.6,59,37.3,6,42.9,0,0.0,3,50.0,46.0
Caleb Martin,MIA,17,11,6,209,76,18,42.9,30,28.6,2,14.3,13,66.7,0,0.0,3,33.3,46.3
Cam Thomas,BKN,1,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Cameron Johnson,PHX,13,7,6,320,140,18,60.0,60,35.1,18,53.3,15,70.0,0,0.0,2,33.3,57.6
Cameron Payne,PHX,13,7,6,172,54,29,38.2,3,6.3,24,35.7,0,0.0,0,0.0,0,0.0,33.1
Charles Bassey,PHI,3,0,3,12,2,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,2,100.0,50.0
Chris Boucher,TOR,6,2,4,130,67,6,66.7,18,40.0,0,0.0,36,88.2,0,0.0,4,100.0,69.0
Chris Paul,PHX,13,7,6,448,228,102,64.8,15,31.3,134,54.1,2,50.0,0,0.0,0,0.0,62.3
Clint Capela,ATL,2,0,2,40,4,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,33.3
Coby White,CHI,5,1,4,98,42,9,27.3,21,30.4,9,26.7,2,100.0,0,0.0,0,0.0,42.2
D'Angelo Russell,MIN,6,2,4,196,72,12,16.7,21,36.8,25,29.4,0,0.0,0,0.0,0,0.0,41.7
