Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,5,1,4,160.0,69,211,136,8.4,2.39,1.6,0.327,8,9,37,0.25,0.778,0.973,203932,1610612743
Aaron Holiday,PHX,6,2,4,20.0,21,41,17,2.5,3.66,3.46,0.512,2,0,1,1.0,0.0,0.0,1628988,1610612756
Aaron Nesmith,BOS,14,7,7,52.0,12,81,41,3.8,2.81,1.94,0.148,0,0,1,0.0,0.0,0.0,1630174,1610612738
Al Horford,BOS,23,14,9,815.0,277,1426,722,40.7,1.71,0.65,0.194,54,21,107,0.537,0.19,0.738,201143,1610612738
Alex Caruso,CHI,4,1,3,113.0,25,241,73,18.0,4.49,3.88,0.104,2,0,4,0.0,0.0,1.0,1627936,1610612741
Andre Drummond,BKN,4,0,4,60.0,15,80,51,2.4,1.77,0.74,0.188,12,3,18,0.417,0.667,0.611,203083,1610612751
Andre Iguodala,GSW,7,4,3,61.0,11,106,67,4.5,2.55,1.29,0.104,4,1,6,0.0,0.0,0.0,2738,1610612744
Andrew Wiggins,GSW,22,16,6,767.0,363,959,600,37.7,2.36,1.63,0.379,29,17,83,0.862,0.647,0.831,203952,1610612744
Anthony Edwards,MIN,6,2,4,227.0,151,384,180,29.4,4.59,4.2,0.393,3,3,6,1.333,0.0,1.0,1630162,1610612750
Armoni Brooks,TOR,4,2,2,8.0,0,10,7,0.3,1.83,0.9,0.0,0,0,0,0.0,0.0,0.0,1629717,1610612761
Austin Rivers,DEN,5,1,4,108.0,21,128,83,5.0,2.33,1.34,0.164,1,0,0,0.0,0.0,0.0,203085,1610612743
Ayo Dosunmu,CHI,5,1,4,86.0,20,157,55,9.9,3.8,3.42,0.127,1,0,1,0.0,0.0,0.0,1630245,1610612741
Bam Adebayo,MIA,18,11,7,614.0,266,1009,568,45.9,2.73,1.5,0.264,79,47,105,0.747,0.511,1.095,1628389,1610612748
Bismack Biyombo,PHX,9,5,4,86.0,25,114,57,2.9,1.52,0.28,0.219,12,3,23,0.75,1.333,1.0,202687,1610612756
Blake Griffin,BKN,2,0,2,25.0,8,41,28,1.1,1.63,0.51,0.195,1,0,5,2.0,0.0,0.0,201933,1610612751
Boban Marjanović,DAL,3,3,0,6.0,4,16,5,0.8,2.98,1.56,0.25,0,5,0,0.0,0.4,0.0,1626246,1610612742
Bobby Portis,MIL,12,7,5,298.0,127,505,224,12.9,1.53,0.56,0.251,4,20,36,0.25,0.75,0.667,1626171,1610612749
Bogdan Bogdanović,ATL,4,1,3,107.0,57,179,93,9.2,3.09,2.18,0.318,3,0,3,0.0,0.0,1.333,203992,1610612737
Bojan Bogdanović,UTA,6,2,4,214.0,108,272,174,11.1,2.45,1.74,0.397,3,9,6,0.0,0.444,1.0,202711,1610612762
Bones Hyland,DEN,5,1,4,87.0,46,220,85,17.5,4.76,4.13,0.209,2,1,3,0.5,0.0,0.333,1630538,1610612743
Brandon Clarke,MEM,12,6,6,296.0,148,362,246,8.7,1.44,0.66,0.409,42,3,99,0.619,0.667,1.071,1629634,1610612763
Brandon Ingram,NOP,6,2,4,236.0,162,445,246,32.6,4.4,3.47,0.364,12,12,8,0.75,0.167,1.0,1627742,1610612740
Brook Lopez,MIL,12,7,5,332.0,127,276,182,5.9,1.29,0.33,0.46,17,16,71,0.824,0.438,1.014,201572,1610612749
Bruce Brown,BKN,4,0,4,139.0,56,232,103,8.5,2.2,1.56,0.241,10,0,17,0.8,0.0,1.0,1628971,1610612751
Bryn Forbes,DEN,5,1,4,76.0,20,79,50,2.5,1.87,0.99,0.253,0,0,1,0.0,0.0,0.0,1627854,1610612743
CJ McCollum,NOP,6,2,4,234.0,133,498,234,36.9,4.45,3.96,0.267,4,1,10,0.75,0.0,0.6,203468,1610612740
Caleb Martin,MIA,17,11,6,209.0,76,249,147,9.4,2.27,1.27,0.305,5,0,16,0.6,0.0,0.813,1628997,1610612748
