Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Al Harrington,WAS,7,3,4,59.0,17,77,36,2.1,1.66,0.73,0.221,1,1,5,0.0,1.0,1.0,1733,1610612764
Al Jefferson,CHA,3,0,3,106.0,56,124,98,3.5,1.7,0.44,0.452,13,40,30,0.846,0.475,0.8,2744,1610612766
Alan Anderson,BKN,12,5,7,261.0,71,294,185,10.4,2.13,1.31,0.241,1,0,8,0.0,0.0,0.0,101187,1610612751
Amir Johnson,TOR,7,3,4,191.0,77,263,166,7.3,1.67,0.67,0.293,20,10,48,0.55,0.6,0.792,101161,1610612761
Andray Blatche,BKN,12,5,7,172.0,77,266,180,8.4,1.89,0.74,0.289,25,23,66,0.04,0.435,0.864,101154,1610612751
Andre Iguodala,GSW,7,3,4,248.0,92,332,184,22.4,4.05,3.03,0.277,3,18,16,0.667,0.278,0.563,2738,1610612744
Andre Miller,WAS,11,6,5,108.0,44,263,105,24.2,5.52,5.49,0.167,5,10,9,0.4,0.7,1.111,1889,1610612764
Andre Roberson,OKC,2,0,2,9.0,0,8,5,0.3,2.13,1.75,0.0,1,0,0,0.0,0.0,0.0,203460,1610612760
Andrei Kirilenko,BKN,10,4,6,144.0,25,160,95,5.5,2.06,0.61,0.156,6,4,24,0.167,0.0,0.333,1905,1610612751
Anthony Tolliver,CHA,4,0,4,21.0,6,42,15,0.7,1.03,0.17,0.143,0,0,1,0.0,0.0,0.0,201229,1610612766
Aron Baynes,SAS,14,11,3,101.0,32,113,71,2.9,1.54,0.4,0.283,11,5,27,0.182,0.0,0.926,203382,1610612759
Austin Daye,SAS,1,0,1,6.0,0,11,5,0.3,1.77,1.0,0.0,0,1,0,0.0,0.0,0.0,201948,1610612759
