TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,82,82,29.8,877,2036,43.1,49.2,18.2,629,1245,50.5,11.6,248,791,31.4
Oklahoma City Thunder,82,82,28.0,836,1880,44.5,50.6,18.0,605,1205,50.2,10.1,231,675,34.2
Minnesota Timberwolves,82,82,28.4,876,1871,46.8,54.2,16.7,601,1100,54.6,11.7,275,771,35.7
Sacramento Kings,81,81,27.5,845,1854,45.6,52.2,16.7,598,1124,53.2,10.8,247,730,33.8
Washington Wizards,82,82,28.2,811,1843,44.0,51.7,16.3,529,1070,49.4,11.8,282,773,36.5
Brooklyn Nets,82,82,27.5,838,1832,45.7,53.7,15.4,545,1021,53.4,12.2,293,811,36.1
Los Angeles Lakers,82,82,27.4,861,1830,47.0,53.4,16.9,627,1132,55.4,10.4,234,698,33.5
New York Knicks,82,82,27.6,817,1814,45.0,51.2,17.9,595,1175,50.6,9.7,222,639,34.7
Detroit Pistons,82,82,27.5,833,1812,46.0,52.0,17.8,616,1173,52.5,9.7,217,639,34.0
New Orleans Pelicans,82,82,27.5,845,1797,47.0,54.8,16.4,564,1071,52.7,11.1,281,726,38.7
Cleveland Cavaliers,82,82,27.9,784,1792,43.8,50.3,17.1,548,1098,49.9,10.8,236,694,34.0
Chicago Bulls,82,82,26.0,763,1783,42.8,49.3,16.4,532,1123,47.4,9.6,231,660,35.0
Charlotte Hornets,82,82,27.1,780,1770,44.1,51.8,15.5,506,1014,49.9,11.6,274,756,36.2
Memphis Grizzlies,82,82,28.9,792,1763,44.9,53.5,14.9,490,911,53.8,14.0,302,852,35.4
Houston Rockets,82,82,26.9,799,1761,45.4,53.0,15.7,529,1027,51.5,11.2,270,734,36.8
Boston Celtics,81,81,26.9,748,1760,42.5,49.2,16.1,513,1053,48.7,10.8,235,707,33.2
Portland Trail Blazers,82,82,26.6,734,1743,42.1,49.3,15.3,484,1006,48.1,11.2,250,737,33.9
Dallas Mavericks,82,82,26.2,769,1742,44.1,50.7,15.9,540,1060,50.9,10.2,229,682,33.6
Miami Heat,82,82,27.2,770,1739,44.3,50.7,17.2,546,1098,49.7,10.0,224,641,34.9
Indiana Pacers,82,82,26.0,720,1711,42.1,48.5,15.1,499,990,50.4,11.0,221,721,30.7
Phoenix Suns,82,82,26.0,765,1708,44.8,51.6,15.7,532,1032,51.6,10.3,233,676,34.5
LA Clippers,82,82,26.2,748,1700,44.0,50.6,16.1,523,1043,50.1,10.1,225,657,34.2
Denver Nuggets,82,82,26.1,775,1699,45.6,53.1,15.3,519,994,52.2,10.8,256,705,36.3
San Antonio Spurs,82,82,27.2,729,1695,43.0,48.2,18.3,552,1141,48.4,8.9,177,554,31.9
Philadelphia 76ers,82,82,26.0,756,1694,44.6,50.6,16.7,552,1085,50.9,9.4,204,609,33.5
Toronto Raptors,81,81,26.4,749,1635,45.8,52.8,15.9,522,988,52.8,10.4,227,647,35.1
Atlanta Hawks,82,82,24.7,670,1626,41.2,47.3,14.8,472,973,48.5,9.9,198,653,30.3
Milwaukee Bucks,82,82,25.0,719,1588,45.3,52.4,13.9,492,883,55.7,11.1,227,705,32.2
Utah Jazz,82,82,25.6,663,1570,42.2,48.9,15.1,452,925,48.9,10.5,211,645,32.7
Orlando Magic,81,81,24.6,688,1564,44.0,51.1,14.1,466,893,52.2,10.6,222,671,33.1
