PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
AJ Price,MIN,28,15,13,3.5,1.6,0.2,75.0,0.6,37.5,0.6,36.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8
Aaron Brooks,DEN,72,42,30,21.6,9.0,2.7,37.5,2.9,43.1,2.2,33.5,0.3,42.1,0.0,0.0,0.0,0.0,48.4
Aaron Gray,SAC,36,11,25,9.7,1.7,0.0,0.0,0.4,72.7,0.0,0.0,1.2,50.0,0.1,20.0,0.2,42.9,42.4
Adonis Thomas,PHI,6,2,4,6.3,2.3,0.0,0.0,0.5,12.5,1.0,100.0,0.0,0.0,0.3,100.0,0.0,0.0,46.4
Al Harrington,WAS,33,20,13,15.0,6.6,1.6,40.0,3.2,35.3,0.1,12.5,0.9,50.0,0.1,25.0,0.4,50.0,47.3
Al Horford,ATL,29,16,13,33.0,18.6,1.0,55.0,6.6,51.7,0.4,24.0,6.7,69.9,3.6,50.6,2.9,53.3,57.1
Al Jefferson,CHA,72,37,35,35.0,21.8,0.3,38.5,5.0,39.6,1.4,39.8,6.8,62.8,11.3,52.4,2.6,46.6,50.8
Al-Farouq Aminu,NOP,80,33,47,25.6,7.2,1.1,41.3,1.3,33.3,0.3,33.3,2.4,57.6,0.2,31.3,0.5,58.6,48.7
Alan Anderson,BKN,77,42,35,22.7,7.1,1.7,46.0,2.9,34.9,1.1,32.8,0.4,54.5,0.1,44.4,0.1,42.9,48.1
Alec Burks,UTA,78,24,54,28.1,14.0,4.7,45.7,2.0,45.0,2.5,34.0,1.7,71.6,0.1,60.0,0.9,66.7,48.7
Alex Len,PHX,42,24,18,8.6,2.0,0.0,0.0,0.1,11.8,0.1,28.6,1.6,55.3,0.3,29.4,0.2,30.0,42.3
Alexey Shved,MIN,63,28,35,10.5,4.0,1.1,29.0,0.9,28.8,0.7,21.8,0.3,63.6,0.0,0.0,0.1,50.0,38.4
Alexis Ajinca,NOP,56,22,34,17.0,5.9,0.3,31.3,1.3,50.0,0.1,33.3,3.7,66.7,0.2,18.2,1.2,52.8,54.6
Allen Crabbe,POR,15,12,3,6.7,2.2,0.0,0.0,1.0,35.7,0.5,37.5,0.3,50.0,0.0,0.0,0.1,33.3,45.5
Alonzo Gee,CLE,65,29,36,15.7,4.0,0.9,38.7,1.0,34.7,0.2,13.0,1.0,74.4,0.0,0.0,0.0,33.3,45.6
Amar'e Stoudemire,NYK,65,26,39,22.6,11.9,0.6,65.2,2.6,48.0,0.2,29.4,3.1,64.8,3.4,49.4,1.7,59.0,55.7
