PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%
Blake Griffin,LAC,25,80,78,26.5,149,342,43.6,44.9,24.5,140,316,44.3,2.0,9,26,34.6
Kevin Love,MIN,25,77,75,25.1,159,340,46.8,64.3,4.9,40,66,60.6,20.2,119,274,43.4
Gordon Hayward,UTA,24,77,76,34.0,132,333,39.6,48.8,14.9,71,146,48.6,19.1,61,187,32.6
Trevor Ariza,WAS,28,76,74,41.4,153,330,46.4,64.8,6.6,31,53,58.5,34.7,122,277,44.0
Wesley Matthews,POR,27,82,80,34.1,149,330,45.2,63.5,5.2,28,50,56.0,28.9,121,280,43.2
Chris Bosh,MIA,30,79,78,35.2,152,324,46.9,55.7,18.0,95,166,57.2,17.2,57,158,36.1
Channing Frye,PHX,31,82,80,41.0,127,313,40.6,56.5,6.7,27,51,52.9,34.3,100,262,38.2
Serge Ibaka,OKC,24,81,80,31.3,145,296,49.0,52.7,25.8,123,244,50.4,5.5,22,52,42.3
Spencer Hawes,CLE,26,80,78,35.6,136,294,46.3,64.1,6.9,31,57,54.4,28.7,105,237,44.3
Mike Conley,MEM,26,73,71,29.6,127,290,43.8,55.3,11.3,60,111,54.1,18.3,67,179,37.4
Stephen Curry,GSW,26,77,73,21.8,136,288,47.2,64.4,5.6,37,74,50.0,16.2,99,214,46.3
Nicolas Batum,POR,25,82,79,35.9,125,287,43.6,59.8,7.0,32,56,57.1,28.9,93,231,40.3
Klay Thompson,GSW,24,80,77,23.8,132,283,46.6,65.4,4.5,26,54,48.1,19.3,106,229,46.3
Josh McRoberts,CHA,27,77,74,52.0,104,277,37.5,52.9,7.3,19,39,48.7,44.7,85,238,35.7
Gerald Green,PHX,28,82,79,27.6,132,271,48.7,66.2,5.6,37,55,67.3,22.0,95,216,44.0
Bradley Beal,WAS,21,72,69,24.7,125,269,46.5,61.3,9.1,45,99,45.5,15.6,80,170,47.1
Paul George,IND,24,80,70,20.5,129,266,48.5,65.0,4.6,41,60,68.3,15.9,88,206,42.7
Damian Lillard,POR,23,82,78,21.7,119,265,44.9,62.8,3.8,24,46,52.2,18.0,95,219,43.4
John Wall,WAS,23,81,79,20.8,118,263,44.9,55.5,10.4,62,132,47.0,10.4,56,131,42.7
JR Smith,NYK,28,74,70,27.4,111,257,43.2,59.9,5.8,25,54,46.3,21.7,86,203,42.4
Randy Foye,DEN,30,81,74,30.6,114,255,44.7,62.7,4.1,22,34,64.7,26.6,92,221,41.6
Brandon Knight,MIL,22,72,70,23.9,90,247,36.4,48.2,8.0,32,83,38.6,15.9,58,164,35.4
LaMarcus Aldridge,POR,28,69,67,17.7,111,244,45.5,45.7,17.3,110,239,46.0,0.4,1,5,20.0
Marco Belinelli,SAS,28,80,76,36.4,121,242,50.0,66.5,10.1,41,67,61.2,26.4,80,175,45.7
Jeff Teague,ATL,26,78,75,25.4,101,242,41.7,53.7,8.1,43,77,55.8,17.3,58,165,35.2
Kemba Walker,CHA,24,72,67,22.5,103,238,43.3,54.4,9.6,50,102,49.0,12.9,53,136,39.0
Marvin Williams,UTA,28,66,63,46.6,84,237,35.4,48.9,12.0,20,61,32.8,34.6,64,176,36.4
Martell Webster,WAS,27,77,71,40.9,103,233,44.2,62.7,5.6,17,32,53.1,35.3,86,201,42.8
Joe Johnson,BKN,33,78,70,23.3,110,229,48.0,67.5,3.0,21,29,72.4,20.4,89,200,44.5
Carmelo Anthony,NYK,30,77,71,14.5,122,227,53.7,68.5,5.9,55,92,59.8,8.6,67,135,49.6
Paul Millsap,ATL,29,73,73,23.4,98,226,43.4,57.3,7.7,35,74,47.3,15.8,63,152,41.4
Khris Middleton,MIL,22,81,77,27.6,110,223,49.3,65.2,8.3,39,67,58.2,19.3,71,156,45.5
Eric Gordon,NOP,25,64,64,29.7,93,223,41.7,57.0,8.4,25,63,39.7,21.3,68,160,42.5
Thaddeus Young,PHI,26,79,72,18.6,85,223,38.1,48.7,4.5,38,54,70.4,14.1,47,169,27.8
Jodie Meeks,LAL,26,77,68,26.6,110,222,49.5,68.5,5.0,26,42,61.9,21.6,84,180,46.7
Mike Dunleavy,CHI,33,82,79,29.5,103,222,46.4,62.8,7.6,30,57,52.6,21.9,73,165,44.2
Tim Hardaway Jr.,NYK,22,81,73,33.4,97,221,43.9,61.3,4.5,20,30,66.7,28.9,77,191,40.3
Jeff Green,BOS,27,82,75,19.6,87,220,39.5,53.9,3.6,24,40,60.0,16.1,63,180,35.0
James Anderson,PHI,25,80,76,32.0,86,217,39.6,56.2,3.8,14,26,53.8,28.2,72,191,37.7
Corey Brewer,MIN,28,81,79,28.2,87,215,40.5,47.9,10.4,55,79,69.6,17.8,32,136,23.5
Ben McLemore,SAC,21,81,73,34.0,96,214,44.9,59.8,9.5,32,60,53.3,24.4,64,154,41.6
Dirk Nowitzki,DAL,36,80,74,17.0,99,213,46.5,58.2,6.9,49,87,56.3,10.1,50,126,39.7
Patty Mills,SAS,25,81,73,32.4,96,209,45.9,63.6,6.0,22,39,56.4,26.4,74,170,43.5
George Hill,IND,28,76,68,35.8,86,209,41.1,57.7,6.0,17,35,48.6,29.8,69,174,39.7
Wesley Johnson,LAL,26,79,72,32.8,98,206,47.6,61.4,12.1,41,76,53.9,20.7,57,130,43.8
Lance Stephenson,IND,23,78,71,25.0,80,206,38.8,51.7,6.2,27,51,52.9,18.8,53,155,34.2
Monta Ellis,DAL,28,82,73,16.5,90,204,44.1,53.7,8.7,51,107,47.7,7.9,39,97,40.2
Kirk Hinrich,CHI,33,73,62,34.4,84,202,41.6,55.2,10.7,29,63,46.0,23.7,55,139,39.6
Trey Burke,UTA,21,70,66,23.3,83,202,41.1,53.2,7.5,34,65,52.3,15.8,49,137,35.8
Josh Smith,DET,28,77,73,16.9,74,202,36.6,45.3,7.1,39,85,45.9,9.8,35,117,29.9
Jared Dudley,LAC,28,74,64,46.9,83,201,41.3,54.5,13.1,30,56,53.6,33.8,53,145,36.6
LeBron James,MIA,29,77,75,15.3,118,200,59.0,72.8,6.7,63,88,71.6,8.5,55,112,49.1
Kyle Korver,ATL,33,70,65,33.6,110,197,55.8,80.5,3.7,13,22,59.1,29.8,97,175,55.4
Jose Calderon,DAL,32,81,73,26.9,96,197,48.7,68.0,5.6,20,41,48.8,21.3,76,156,48.7
Tim Duncan,SAS,38,74,70,23.5,81,197,41.1,41.1,23.1,81,194,41.8,0.4,0,3,0.0
James Harden,HOU,24,73,70,17.1,96,196,49.0,66.1,3.8,29,44,65.9,13.3,67,152,44.1
Brandon Jennings,DET,24,80,71,18.0,88,196,44.9,57.7,6.6,38,72,52.8,11.4,50,124,40.3
Jimmy Butler,CHI,24,67,62,30.4,69,195,35.4,45.9,8.4,28,54,51.9,22.0,41,141,29.1
Harrison Barnes,GSW,22,77,72,30.8,88,194,45.4,60.3,7.2,30,45,66.7,23.7,58,149,38.9
DeMarre Carroll,ATL,27,73,69,31.6,90,192,46.9,63.8,6.6,25,40,62.5,25.0,65,152,42.8
Jared Sullinger,BOS,22,74,70,22.7,68,192,35.4,45.6,6.4,29,54,53.7,16.3,39,138,28.3
Kyle Lowry,TOR,28,78,76,18.8,98,191,51.3,70.9,3.4,23,34,67.6,15.5,75,157,47.8
