PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Robert Covington,HOU,23,F,4,1,12.5,1.0,1.0,100.0,49.3,50.7
Sasha Vujacic,LAC,30,G,2,1,20.0,1.0,1.0,100.0,50.5,49.5
Ryan Gomes,OKC,31,F,3,1,33.3,2.0,2.0,100.0,54.0,46.0
Vander Blue,BOS,21,G,3,1,16.7,1.0,1.0,100.0,55.4,44.6
Elias Harris,LAL,24,F,2,1,12.5,1.0,1.0,100.0,56.5,43.5
Scotty Hopson,CLE,24,G,1,1,100.0,1.0,1.0,100.0,57.4,42.6
Lance Thomas,NOP,26,F,4,1,33.3,3.0,3.0,100.0,57.6,42.4
Damion James,SAS,26,F,4,3,28.6,6.0,6.0,100.0,59.4,40.6
Steve Nash,LAL,40,G,15,9,15.4,14.0,14.0,100.0,61.0,39.0
Arinze Onuaku,CLE,26,F-C,2,2,40.0,2.0,2.0,100.0,61.2,38.8
DJ White,CHA,27,F,2,2,50.0,2.0,2.0,100.0,64.2,35.9
Allen Crabbe,POR,22,G,12,4,24.0,5.0,6.0,83.3,53.2,30.1
Ian Clark,UTA,23,G,22,8,22.9,9.0,11.0,81.8,55.4,26.4
Casper Ware,PHI,24,G,9,4,18.8,5.0,6.0,83.3,57.0,26.3
Eric Maynor,PHI,27,G,28,15,30.8,24.0,28.0,85.7,60.0,25.8
Shane Edwards,CLE,27,F,1,1,20.0,1.0,1.0,100.0,74.5,25.5
Manny Harris,LAL,24,G,9,7,20.3,10.0,12.0,83.3,59.6,23.7
Quincy Pondexter,MEM,26,F,14,7,14.1,9.0,11.0,81.8,58.6,23.3
Gal Mekel,DAL,26,G,24,6,10.3,7.0,9.0,77.8,55.4,22.4
Doron Lamb,ORL,22,G,43,21,26.0,27.0,33.0,81.8,59.5,22.3
Wayne Ellington,DAL,26,G,35,18,25.0,25.0,32.0,78.1,58.8,19.4
AJ Price,MIN,27,G,22,3,8.9,3.0,4.0,75.0,55.8,19.2
Ray Allen,MIA,38,G,73,63,24.9,108.0,137.0,78.8,59.9,19.0
Tony Mitchell,DET,22,F,14,9,44.7,13.0,17.0,76.5,57.8,18.7
Eric Gordon,NOP,25,G,64,50,27.1,84.0,108.0,77.8,59.3,18.5
Devin Harris,DAL,31,G,39,27,19.5,33.0,43.0,76.7,58.5,18.3
Gigi Datome,DET,26,F,23,16,36.4,19.0,24.0,79.2,61.2,18.0
Melvin Ely,NOP,36,C-F,2,2,55.6,4.0,5.0,80.0,62.0,18.0
Brandon Jennings,DET,24,G,79,55,18.1,101.0,134.0,75.4,57.5,17.9
Rajon Rondo,BOS,28,G,29,24,25.6,44.0,56.0,78.6,60.9,17.7
Kendall Marshall,LAL,22,G,54,45,23.2,76.0,98.0,77.6,60.5,17.0
Diante Garrett,UTA,25,G,68,41,21.6,53.0,70.0,75.7,58.7,17.0
John Lucas III,UTA,31,G,37,24,28.2,31.0,40.0,77.5,60.5,17.0
Roger Mason Jr.,MIA,33,G,18,9,21.7,10.0,13.0,76.9,60.2,16.8
Austin Daye,SAS,26,F,14,12,42.6,15.0,20.0,75.0,58.6,16.4
Jameer Nelson,ORL,32,G,68,55,17.2,81.0,106.0,76.4,60.4,16.1
Ramon Sessions,MIL,28,G,83,47,13.9,61.0,84.0,72.6,56.6,16.0
Alonzo Gee,CLE,27,F,60,34,19.2,45.0,60.0,75.0,59.0,16.0
D.J. Augustin,CHI,26,G,68,48,17.8,70.0,95.0,73.7,58.2,15.5
Jose Calderon,DAL,32,G,80,69,22.8,142.0,192.0,74.0,58.5,15.4
Steve Blake,GSW,34,G,55,41,20.9,76.0,103.0,73.8,58.4,15.4
Chris Singleton,WAS,24,F,19,14,39.0,23.0,32.0,71.9,56.5,15.4
Jorge Gutierrez,BKN,25,G,15,12,28.9,17.0,24.0,70.8,55.4,15.4
Toney Douglas,MIA,28,G,41,22,18.3,26.0,35.0,74.3,59.0,15.3
Luke Ridnour,CHA,33,G,60,39,17.7,43.0,58.0,74.1,59.0,15.2
Chauncey Billups,DET,37,G,17,10,20.8,11.0,15.0,73.3,58.3,15.1
Jerryd Bayless,BOS,25,G,72,60,26.7,98.0,132.0,74.2,59.3,14.9
Kevin Martin,MIN,31,G,68,51,18.2,74.0,99.0,74.7,60.0,14.8
Pablo Prigioni,NYK,37,G,66,37,18.2,48.0,65.0,73.8,59.3,14.6
Gary Neal,CHA,29,G,49,38,19.8,43.0,59.0,72.9,58.5,14.4
Arron Afflalo,ORL,28,G-F,73,63,19.9,102.0,138.0,73.9,59.7,14.2
Byron Mullens,PHI,25,C,41,35,48.9,63.0,86.0,73.3,59.0,14.2
John Jenkins,ATL,23,G,12,8,25.5,10.0,14.0,71.4,57.3,14.1
Jonas Jerebko,DET,27,F,58,40,34.1,69.0,95.0,72.6,59.3,13.3
