PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,PLAYER_ID,TEAM_ID,FT_AST
AJ Price,MIN,28,15,13,99.0,178,214,13,2,26,34,17,0.073,0.096,201985,1610612750,3
Aaron Brooks,DEN,72,42,30,1557.0,2022,2485,233,28,461,572,291,0.115,0.144,201166,1610612743,39
Aaron Gray,SAC,36,11,25,348.0,409,239,21,1,49,55,26,0.051,0.064,201189,1610612758,3
Adonis Thomas,PHI,6,2,4,38.0,23,27,3,0,4,6,3,0.13,0.13,203519,1610612755,0
Al Harrington,WAS,33,20,13,497.0,568,505,27,3,54,63,29,0.048,0.051,1733,1610612764,1
Al Horford,ATL,29,16,13,958.0,1262,1167,76,10,177,209,103,0.06,0.082,201143,1610612737,14
Al Jefferson,CHA,72,37,35,2517.0,1910,2663,154,29,338,389,202,0.081,0.106,2744,1610612766,21
Al-Farouq Aminu,NOP,80,33,47,2045.0,1807,1419,114,11,240,258,136,0.063,0.075,202329,1610612740,13
Alan Anderson,BKN,77,42,35,1745.0,1397,1538,77,9,174,203,100,0.055,0.072,101187,1610612751,15
Alec Burks,UTA,78,24,54,2193.0,2883,3408,212,29,495,519,267,0.074,0.093,202692,1610612762,31
Alex Len,PHX,42,24,18,362.0,374,199,4,0,16,11,5,0.011,0.013,203458,1610612756,1
Alexey Shved,MIN,63,28,35,664.0,656,825,68,10,165,175,90,0.104,0.137,203144,1610612750,11
Alexis Ajinca,NOP,56,22,34,951.0,1155,680,40,3,80,104,51,0.035,0.044,201582,1610612740,4
Allen Crabbe,POR,15,12,3,100.0,87,100,6,0,17,12,5,0.069,0.057,203459,1610612757,0
Alonzo Gee,CLE,65,29,36,1020.0,973,890,47,6,113,119,60,0.048,0.062,202087,1610612739,5
Amar'e Stoudemire,NYK,65,26,39,1466.0,1141,1196,34,4,101,95,44,0.03,0.039,2405,1610612752,3
Amir Johnson,TOR,76,42,34,2181.0,2770,2128,112,10,250,291,145,0.04,0.052,101161,1610612761,22
Anderson Varejao,CLE,65,25,40,1800.0,2678,1641,140,10,294,350,169,0.052,0.063,2760,1610612739,20
Andray Blatche,BKN,72,39,33,1591.0,1891,1763,106,5,229,280,121,0.056,0.064,101154,1610612751,12
Andre Drummond,DET,81,29,52,2619.0,2069,1107,35,6,98,97,51,0.017,0.025,203083,1610612765,5
Andre Iguodala,GSW,63,41,22,2040.0,2051,1893,263,29,455,645,307,0.128,0.15,2738,1610612744,25
Andre Miller,WAS,57,32,25,968.0,1601,1647,192,18,349,474,234,0.12,0.146,1889,1610612764,28
