PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
AJ Price,MIN,8,6,2,50,9,1,11.1,11,81.8,0,81.8,12.9
Aaron Brooks,DEN,56,30,26,1390,97,14,14.4,233,41.6,24,46.4,11.2
Aaron Gray,SAC,31,10,21,335,68,24,35.3,120,56.7,13,63.6,5.2
Adonis Thomas,PHI,2,1,1,18,3,0,0.0,3,100.0,0,100.0,10.7
Al Harrington,WAS,29,18,11,459,63,15,23.8,115,54.8,10,60.0,7.3
Al Horford,ATL,29,16,13,958,178,66,37.1,301,59.1,24,64.3,6.1
Al Jefferson,CHA,72,37,35,2517,626,204,32.6,996,62.9,82,68.5,4.2
Al-Farouq Aminu,NOP,78,33,45,2010,367,106,28.9,587,62.5,40,67.1,6.1
Alan Anderson,BKN,65,35,30,1581,134,30,22.4,278,48.2,29,53.8,8.7
Alec Burks,UTA,75,23,52,2127,198,45,22.7,384,51.6,25,55.2,7.2
Alex Len,PHX,34,22,12,339,60,26,43.3,121,49.6,5,51.7,3.8
Alexey Shved,MIN,42,21,21,546,60,16,26.7,90,66.7,10,75.0,8.5
Alexis Ajinca,NOP,54,21,33,944,183,59,32.2,302,60.6,33,68.0,4.3
Allen Crabbe,POR,4,2,2,52,8,1,12.5,10,80.0,0,80.0,6.5
Alonzo Gee,CLE,52,23,29,897,114,18,15.8,198,57.6,15,62.3,8.1
Amar'e Stoudemire,NYK,65,26,39,1466,208,93,44.7,425,48.9,36,53.5,4.5
Amir Johnson,TOR,76,42,34,2181,330,137,41.5,689,47.9,67,53.1,4.9
Anderson Varejao,CLE,65,25,40,1800,442,152,34.4,754,58.6,70,64.6,4.3
Andray Blatche,BKN,71,39,32,1575,262,108,41.2,463,56.6,54,64.1,4.8
Andre Drummond,DET,81,29,52,2619,631,207,32.8,953,66.2,68,71.3,4.0
Andre Iguodala,GSW,62,40,22,2022,240,35,14.6,420,57.1,39,63.0,8.6
Andre Miller,WAS,52,30,22,906,101,14,13.9,190,53.2,18,58.7,8.6
Andre Roberson,OKC,31,22,9,369,58,12,20.7,106,54.7,9,59.8,6.1
Andrea Bargnani,NYK,42,15,27,1257,153,51,33.3,307,49.8,33,55.8,5.4
Andrei Kirilenko,BKN,43,28,15,829,89,15,16.9,150,59.3,13,65.0,6.6
Andrew Bogut,GSW,66,39,27,1745,479,196,40.9,802,59.7,58,64.4,3.9
Andrew Bynum,IND,26,11,15,516,92,45,48.9,162,56.8,12,61.3,4.5
Andrew Nicholson,ORL,66,18,48,1109,202,83,41.1,392,51.5,48,58.7,5.1
Andris Biedrins,UTA,5,0,5,40,15,3,20.0,22,68.2,0,68.2,3.7
Antawn Jamison,LAC,20,13,7,231,46,16,34.8,85,54.1,3,56.1,5.5
Anthony Bennett,CLE,43,16,27,602,106,36,34.0,198,53.5,10,56.4,5.7
Anthony Davis,NOP,66,28,38,2354,466,171,36.7,691,67.4,50,72.7,5.0
Anthony Morrow,NOP,62,23,39,1221,111,30,27.0,201,55.2,15,59.7,9.3
Anthony Randolph,DEN,36,12,24,499,102,27,26.5,166,61.4,12,66.2,5.6
Anthony Tolliver,CHA,56,30,26,1191,134,36,26.9,255,52.5,27,58.8,7.4
Archie Goodwin,PHX,38,22,16,479,62,13,21.0,113,54.9,10,60.2,7.1
Arinze Onuaku,CLE,3,0,3,29,6,1,16.7,8,75.0,1,85.7,5.3
Arnett Moultrie,PHI,10,0,10,164,24,7,29.2,45,53.3,4,58.5,5.3
Aron Baynes,SAS,41,29,12,436,88,40,45.5,126,69.8,9,75.2,5.0
Arron Afflalo,ORL,71,20,51,2495,230,27,11.7,432,53.2,37,58.2,8.7
Austin Daye,SAS,14,9,5,133,22,10,45.5,36,61.1,3,66.7,6.0
Austin Rivers,NOP,53,21,32,1135,103,19,18.4,236,43.6,26,49.0,8.0
Avery Bradley,BOS,57,18,39,1775,178,33,18.5,345,51.6,35,57.4,7.2
Ben Gordon,CHA,16,8,8,253,24,6,25.0,47,51.1,4,55.8,8.6
Ben McLemore,SAC,73,25,48,2017,182,28,15.4,434,41.9,60,48.7,8.6
Beno Udrih,MEM,25,9,16,534,49,9,18.4,97,50.5,6,53.8,10.4
Bernard James,DAL,18,9,9,114,27,15,55.6,49,55.1,1,56.3,3.4
