Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
AJ Price,MIN,28,15,13,99.0,44,244,90,20.6,5.08,4.78,0.18,1,0,1,0.0,0.0,0.0,201985,1610612750
Aaron Brooks,DEN,72,42,30,1557.0,645,2859,1082,241.3,5.06,5.32,0.226,21,0,50,0.0,0.0,0.36,201166,1610612743
Aaron Gray,SAC,36,11,25,348.0,61,504,266,13.8,1.65,0.4,0.121,59,13,71,0.102,0.308,0.592,201189,1610612758
Adonis Thomas,PHI,6,2,4,38.0,14,38,28,1.3,2.08,1.05,0.368,0,1,0,0.0,2.0,0.0,203519,1610612755
Al Harrington,WAS,33,20,13,497.0,217,823,499,20.2,1.47,0.58,0.264,24,20,41,0.5,0.2,0.707,1733,1610612764
Al Horford,ATL,29,16,13,958.0,538,1826,1176,53.3,1.75,0.49,0.295,195,206,222,0.436,0.51,0.869,201143,1610612737
Al Jefferson,CHA,72,37,35,2517.0,1568,3575,2776,139.2,2.34,0.59,0.439,373,1426,540,0.493,0.57,0.907,2744,1610612766
Al-Farouq Aminu,NOP,80,33,47,2045.0,572,2520,1709,88.4,2.11,1.03,0.227,108,37,251,0.389,0.378,0.761,202329,1610612740
Alan Anderson,BKN,77,42,35,1745.0,549,2060,1301,96.6,2.81,1.83,0.267,20,19,49,0.45,0.368,0.551,101187,1610612751
Alec Burks,UTA,78,24,54,2193.0,1089,4183,2949,236.5,3.39,2.78,0.26,114,10,113,0.649,1.1,1.177,202692,1610612762
Alex Len,PHX,42,24,18,362.0,86,495,226,12.3,1.49,0.26,0.174,31,31,90,0.29,0.419,0.733,203458,1610612756
Alexey Shved,MIN,63,28,35,664.0,250,1029,616,64.4,3.75,3.27,0.243,14,0,23,0.571,0.0,0.696,203144,1610612750
Alexis Ajinca,NOP,56,22,34,951.0,328,1509,726,41.9,1.67,0.37,0.217,189,48,228,0.354,0.188,0.917,201582,1610612740
Allen Crabbe,POR,15,12,3,100.0,33,132,102,3.6,1.63,0.77,0.25,3,0,5,0.667,0.0,0.8,203459,1610612757
Alonzo Gee,CLE,65,29,36,1020.0,258,1319,1003,46.1,2.1,1.24,0.196,10,5,64,0.2,0.0,1.031,202087,1610612739
Amar'e Stoudemire,NYK,65,26,39,1466.0,772,1937,1255,64.4,1.99,0.54,0.399,187,341,247,0.594,0.639,0.826,2405,1610612752
Amir Johnson,TOR,76,42,34,2181.0,788,3628,2231,85.8,1.42,0.4,0.217,300,92,463,0.553,0.435,0.864,101161,1610612761
Anderson Varejao,CLE,65,25,40,1800.0,546,3342,1759,93.9,1.68,0.48,0.163,425,77,365,0.308,0.377,0.556,2760,1610612739
