TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Milwaukee Bucks,82,82,21.1,705,1324,53.2,53.5,20.5,699,1286,54.4,0.6,6,38,15.8
Minnesota Timberwolves,82,82,20.2,692,1259,55.0,55.2,19.7,685,1231,55.6,0.4,7,28,25.0
Memphis Grizzlies,82,82,19.2,645,1230,52.4,52.5,19.0,644,1215,53.0,0.2,1,15,6.7
Brooklyn Nets,82,82,18.4,658,1193,55.2,55.4,18.0,652,1171,55.7,0.3,6,22,27.3
Detroit Pistons,82,82,17.7,604,1188,50.8,50.9,17.3,602,1164,51.7,0.4,2,24,8.3
Portland Trail Blazers,82,82,17.7,626,1169,53.6,54.4,16.8,606,1111,54.5,0.9,20,58,34.5
Chicago Bulls,82,82,17.4,596,1166,51.1,51.5,17.1,588,1143,51.4,0.3,8,23,34.8
Utah Jazz,82,82,18.5,609,1148,53.0,53.3,18.0,603,1118,53.9,0.5,6,30,20.0
Phoenix Suns,82,82,17.4,573,1140,50.3,50.8,16.6,561,1092,51.4,0.7,12,48,25.0
San Antonio Spurs,82,82,17.1,633,1110,57.0,57.3,16.9,628,1093,57.5,0.3,5,17,29.4
Los Angeles Lakers,82,82,16.9,555,1097,50.6,51.1,16.2,543,1054,51.5,0.7,12,43,27.9
Philadelphia 76ers,82,82,16.9,618,1085,57.0,57.1,16.6,615,1063,57.9,0.3,3,22,13.6
Indiana Pacers,82,82,16.3,602,1082,55.6,56.1,15.9,593,1053,56.3,0.4,9,29,31.0
Sacramento Kings,81,81,16.4,565,1077,52.5,52.6,16.1,563,1061,53.1,0.2,2,16,12.5
Boston Celtics,81,81,15.7,578,1065,54.3,54.5,15.4,573,1045,54.8,0.3,5,20,25.0
New York Knicks,82,82,16.2,534,1061,50.3,50.4,15.8,532,1034,51.5,0.4,2,27,7.4
Denver Nuggets,82,82,16.3,563,1058,53.2,53.4,16.0,558,1036,53.9,0.3,5,22,22.7
Miami Heat,82,82,16.4,604,1046,57.7,57.8,16.2,603,1030,58.5,0.3,1,16,6.3
Oklahoma City Thunder,82,82,15.5,578,1040,55.6,56.0,14.9,569,1000,56.9,0.6,9,40,22.5
Orlando Magic,81,81,15.6,590,1029,57.3,57.5,15.4,587,1012,58.0,0.3,3,17,17.6
New Orleans Pelicans,82,82,15.5,551,1024,53.8,53.9,15.3,549,1011,54.3,0.2,2,13,15.4
Toronto Raptors,81,81,16.4,575,1008,57.0,57.7,15.8,562,973,57.8,0.6,13,35,37.1
Golden State Warriors,82,82,14.6,529,996,53.1,53.5,14.1,522,959,54.4,0.5,7,37,18.9
Houston Rockets,82,82,15.3,544,984,55.3,55.7,14.8,535,953,56.1,0.5,9,31,29.0
Charlotte Hornets,82,82,14.8,526,960,54.8,56.1,13.7,501,886,56.5,1.1,25,74,33.8
Washington Wizards,82,82,14.0,526,938,56.1,56.3,13.8,521,922,56.5,0.2,5,16,31.3
Cleveland Cavaliers,82,82,14.2,506,926,54.6,55.2,13.5,495,879,56.3,0.7,11,47,23.4
LA Clippers,82,82,12.8,477,835,57.1,58.0,12.3,462,799,57.8,0.6,15,36,41.7
Atlanta Hawks,82,82,12.6,453,823,55.0,55.3,12.4,449,805,55.8,0.3,4,18,22.2
Dallas Mavericks,82,82,11.8,427,771,55.4,55.5,11.4,425,743,57.2,0.4,2,28,7.1
