TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Los Angeles Lakers,6,6,38.8,113,211,53.6,54.3,35.7,110,194,56.7,3.1,3,17,17.6,tight,1,2023
Phoenix Suns,5,5,47.3,109,205,53.2,55.6,41.8,99,181,54.7,5.5,10,24,41.7,tight,1,2023
LA Clippers,5,5,44.5,98,197,49.7,51.8,38.8,90,172,52.3,5.6,8,25,32.0,tight,1,2023
Boston Celtics,6,6,35.7,101,193,52.3,54.9,29.0,91,157,58.0,6.7,10,36,27.8,tight,1,2023
Denver Nuggets,5,5,43.7,105,192,54.7,58.1,37.1,92,163,56.4,6.6,13,29,44.8,tight,1,2023
Minnesota Timberwolves,5,5,44.8,99,185,53.5,55.4,40.0,92,165,55.8,4.8,7,20,35.0,tight,1,2023
Miami Heat,5,5,39.2,97,176,55.1,60.2,31.8,79,143,55.2,7.3,18,33,54.5,tight,1,2023
New York Knicks,5,5,41.3,81,173,46.8,48.3,37.5,76,157,48.4,3.8,5,16,31.3,tight,1,2023
Milwaukee Bucks,5,5,36.9,90,171,52.6,55.8,31.3,79,145,54.5,5.6,11,26,42.3,tight,1,2023
Cleveland Cavaliers,5,5,41.3,71,162,43.8,46.6,34.2,62,134,46.3,7.1,9,28,32.1,tight,1,2023
Philadelphia 76ers,4,4,42.4,58,145,40.0,41.4,37.7,54,129,41.9,4.7,4,16,25.0,tight,1,2023
Brooklyn Nets,4,4,35.9,55,111,49.5,52.3,29.1,49,90,54.4,6.8,6,21,28.6,tight,1,2023
Sacramento Kings,7,7,30.2,75,202,37.1,45.0,12.0,43,80,53.8,18.2,32,122,26.2,open,1,2023
Golden State Warriors,7,7,30.4,84,196,42.9,52.6,11.3,46,73,63.0,19.1,38,123,30.9,open,1,2023
Los Angeles Lakers,6,6,33.1,70,180,38.9,46.1,15.4,44,84,52.4,17.6,26,96,27.1,open,1,2023
Miami Heat,5,5,39.0,85,175,48.6,58.9,20.7,49,93,52.7,18.3,36,82,43.9,open,1,2023
Atlanta Hawks,6,6,29.4,77,170,45.3,54.4,15.1,46,87,52.9,14.4,31,83,37.3,open,1,2023
Boston Celtics,6,6,30.3,85,164,51.8,62.8,13.9,49,75,65.3,16.5,36,89,40.4,open,1,2023
Milwaukee Bucks,5,5,34.6,70,160,43.8,54.7,14.0,35,65,53.8,20.5,35,95,36.8,open,1,2023
New York Knicks,5,5,34.6,56,145,38.6,43.8,19.3,41,81,50.6,15.3,15,64,23.4,open,1,2023
Memphis Grizzlies,6,6,24.0,50,137,36.5,45.3,10.1,26,58,44.8,13.8,24,79,30.4,open,1,2023
Minnesota Timberwolves,5,5,29.8,51,123,41.5,50.8,11.9,28,49,57.1,17.9,23,74,31.1,open,1,2023
Denver Nuggets,5,5,27.6,49,121,40.5,50.0,13.2,26,58,44.8,14.4,23,63,36.5,open,1,2023
Cleveland Cavaliers,5,5,30.4,53,119,44.5,50.0,17.3,40,68,58.8,13.0,13,51,25.5,open,1,2023
Phoenix Suns,5,5,26.1,59,113,52.2,60.2,17.3,41,75,54.7,8.8,18,38,47.4,open,1,2023
Brooklyn Nets,4,4,35.3,42,109,38.5,46.3,16.5,25,51,49.0,18.8,17,58,29.3,open,1,2023
LA Clippers,5,5,23.7,41,105,39.0,45.7,12.9,27,57,47.4,10.8,14,48,29.2,open,1,2023
Philadelphia 76ers,4,4,28.1,47,96,49.0,56.3,14.0,33,48,68.8,14.0,14,48,29.2,open,1,2023
Sacramento Kings,7,7,24.5,64,164,39.0,53.4,4.3,17,29,58.6,20.2,47,135,34.8,wide_open,1,2023
Atlanta Hawks,6,6,25.1,63,145,43.4,58.3,4.7,20,27,74.1,20.4,43,118,36.4,wide_open,1,2023
Memphis Grizzlies,6,6,25.2,48,144,33.3,48.3,1.2,5,7,71.4,24.0,43,137,31.4,wide_open,1,2023
Boston Celtics,6,6,25.3,67,137,48.9,66.8,5.4,18,29,62.1,20.0,49,108,45.4,wide_open,1,2023
Los Angeles Lakers,6,6,20.6,47,112,42.0,58.0,2.9,11,16,68.8,17.6,36,96,37.5,wide_open,1,2023
Golden State Warriors,7,7,17.1,46,110,41.8,56.8,2.5,13,16,81.3,14.6,33,94,35.1,wide_open,1,2023
LA Clippers,5,5,24.6,50,109,45.9,63.8,3.2,11,14,78.6,21.4,39,95,41.1,wide_open,1,2023
Milwaukee Bucks,5,5,21.0,41,97,42.3,58.2,3.2,10,15,66.7,17.7,31,82,37.8,wide_open,1,2023
Denver Nuggets,5,5,19.8,38,87,43.7,59.2,4.1,11,18,61.1,15.7,27,69,39.1,wide_open,1,2023
Phoenix Suns,5,5,19.6,41,85,48.2,60.0,7.2,21,31,67.7,12.5,20,54,37.0,wide_open,1,2023
Cleveland Cavaliers,5,5,20.9,33,82,40.2,57.3,2.0,5,8,62.5,18.9,28,74,37.8,wide_open,1,2023
Philadelphia 76ers,4,4,23.1,41,79,51.9,74.7,2.9,5,10,50.0,20.2,36,69,52.2,wide_open,1,2023
New York Knicks,5,5,17.9,27,75,36.0,50.7,1.4,5,6,83.3,16.5,22,69,31.9,wide_open,1,2023
Minnesota Timberwolves,5,5,17.9,28,74,37.8,55.4,1.7,2,7,28.6,16.2,26,67,38.8,wide_open,1,2023
Miami Heat,5,5,16.3,38,73,52.1,67.1,4.7,16,21,76.2,11.6,22,52,42.3,wide_open,1,2023
Brooklyn Nets,4,4,22.0,28,68,41.2,57.4,2.9,6,9,66.7,19.1,22,59,37.3,wide_open,1,2023
