TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Sacramento Kings,7,7,8.1,25,54,46.3,46.3,8.1,25,54,46.3,0.0,0,0,-,very_tight,1,2023
Memphis Grizzlies,6,6,8.9,21,51,41.2,42.2,8.7,20,50,40.0,0.2,1,1,100,very_tight,1,2023
Golden State Warriors,7,7,7.8,20,50,40.0,40.0,6.7,20,43,46.5,1.1,0,7,0.0,very_tight,1,2023
Boston Celtics,6,6,8.7,24,47,51.1,51.1,8.5,24,46,52.2,0.2,0,1,0.0,very_tight,1,2023
Los Angeles Lakers,6,6,7.5,22,41,53.7,53.7,7.4,22,40,55.0,0.2,0,1,0.0,very_tight,1,2023
Denver Nuggets,5,5,8.9,19,39,48.7,48.7,8.7,19,38,50.0,0.2,0,1,0.0,very_tight,1,2023
Milwaukee Bucks,5,5,7.6,19,35,54.3,55.7,6.9,18,32,56.3,0.6,1,3,33.3,very_tight,1,2023
Atlanta Hawks,6,6,6.1,12,35,34.3,34.3,5.7,12,33,36.4,0.3,0,2,0.0,very_tight,1,2023
LA Clippers,5,5,7.2,15,32,46.9,46.9,7.0,15,31,48.4,0.2,0,1,0.0,very_tight,1,2023
Minnesota Timberwolves,5,5,7.5,11,31,35.5,35.5,7.5,11,31,35.5,0.0,0,0,-,very_tight,1,2023
Phoenix Suns,5,5,6.9,14,30,46.7,46.7,6.5,14,28,50.0,0.5,0,2,0.0,very_tight,1,2023
Cleveland Cavaliers,5,5,7.4,19,29,65.5,65.5,7.4,19,29,65.5,0.0,0,0,-,very_tight,1,2023
New York Knicks,5,5,6.2,16,26,61.5,61.5,6.2,16,26,61.5,0.0,0,0,-,very_tight,1,2023
Miami Heat,5,5,5.6,13,25,52.0,54.0,4.7,12,21,57.1,0.9,1,4,25.0,very_tight,1,2023
Philadelphia 76ers,4,4,6.4,8,22,36.4,36.4,6.4,8,22,36.4,0.0,0,0,-,very_tight,1,2023
Brooklyn Nets,4,4,6.8,11,21,52.4,52.4,6.8,11,21,52.4,0.0,0,0,-,very_tight,1,2023
Golden State Warriors,7,7,44.7,142,288,49.3,53.5,34.5,118,222,53.2,10.2,24,66,36.4,tight,1,2023
Sacramento Kings,7,7,37.2,123,249,49.4,50.6,34.1,117,228,51.3,3.1,6,21,28.6,tight,1,2023
Memphis Grizzlies,6,6,42.0,111,240,46.3,47.1,39.5,107,226,47.3,2.4,4,14,28.6,tight,1,2023
Atlanta Hawks,6,6,39.4,112,228,49.1,51.3,35.8,102,207,49.3,3.6,10,21,47.6,tight,1,2023
