PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,PLAYER_ID,TEAM_ID,FT_AST
Aaron Gordon,DEN,50,29,21,1384.0,1644,1701,161,30,286,406,202,0.098,0.123,203932,1610612743,13.0
Aaron Holiday,IND,66,30,36,1176.0,1020,1351,123,19,217,327,161,0.121,0.158,1628988,1610612754,17.0
Aaron Nesmith,BOS,46,22,24,669.0,536,416,23,4,46,57,28,0.043,0.052,1630174,1610612738,1.0
Abdel Nader,PHX,24,16,8,355.0,226,270,19,1,27,50,22,0.084,0.097,1627846,1610612756,2.0
Adam Mokoka,CHI,14,3,11,56.0,33,44,5,1,8,12,6,0.152,0.182,1629690,1610612741,0.0
Al Horford,BOS,28,11,17,782.0,1079,1112,94,3,146,240,105,0.087,0.097,201143,1610612738,9.0
Al-Farouq Aminu,CHI,23,5,18,434.0,548,318,31,5,70,80,39,0.057,0.071,202329,1610612741,3.0
Alec Burks,NYK,49,27,22,1255.0,1241,1400,107,14,164,276,128,0.086,0.103,202692,1610612752,9.0
Aleksej Pokusevski,OKC,45,13,32,1090.0,1310,1178,97,16,176,250,123,0.074,0.094,1630197,1610612760,11.0
Alen Smailagic,GSW,15,10,5,84.0,103,68,4,0,10,9,4,0.039,0.039,1629346,1610612744,0.0
Alex Caruso,LAL,58,32,26,1216.0,2043,1863,160,22,318,417,203,0.078,0.099,1627936,1610612747,22.0
Alex Len,WAS,64,30,34,979.0,1010,757,49,6,88,140,62,0.049,0.061,203458,1610612764,7.0
Alfonzo McKinnie,LAL,39,22,17,258.0,206,184,6,2,9,15,8,0.029,0.039,1628035,1610612747,0.0
Alize Johnson,BKN,18,10,8,189.0,195,131,14,0,24,37,15,0.072,0.077,1628993,1610612751,1.0
Amida Brimah,IND,5,2,3,29.0,31,24,1,0,2,2,1,0.032,0.032,1628578,1610612754,0.0
Amir Coffey,LAC,44,32,12,395.0,321,351,22,2,51,63,28,0.069,0.087,1629599,1610612746,3.0
Anderson Varejao,CLE,5,1,4,36.0,59,35,3,1,6,8,4,0.051,0.068,2760,1610612739,0.0
Andre Drummond,LAL,46,19,27,1242.0,1602,1294,94,15,158,227,114,0.059,0.071,203083,1610612747,5.0
Andre Iguodala,MIA,63,37,26,1339.0,1847,1372,142,8,296,396,177,0.077,0.096,2738,1610612748,27.0
Andre Roberson,BKN,5,4,1,63.0,66,33,4,0,6,9,4,0.061,0.061,203460,1610612751,0.0
Andrew Wiggins,GSW,71,38,33,2364.0,2024,2584,167,40,339,438,211,0.083,0.104,203952,1610612744,8.0
Anfernee Simons,POR,64,37,27,1104.0,1297,1350,89,5,177,242,100,0.069,0.077,1629014,1610612757,7.0
Anthony Davis,LAL,36,23,13,1162.0,1379,1509,110,19,198,283,138,0.08,0.1,203076,1610612747,8.0
Anthony Edwards,MIN,72,23,49,2314.0,2304,2911,211,32,453,575,269,0.092,0.117,1630162,1610612750,24.0
Anthony Gill,WAS,26,11,15,218.0,216,155,11,3,17,29,16,0.051,0.074,1630264,1610612764,2.0
Anthony Lamb,HOU,24,3,21,415.0,460,375,23,9,71,66,37,0.05,0.08,1630237,1610612745,5.0
Anthony Tolliver,PHI,11,7,4,99.0,71,64,2,2,6,5,5,0.028,0.07,201229,1610612755,1.0
Anžejs Pasečņiks,WAS,1,1,0,6.0,15,14,1,0,1,0,0,0.067,0.0,1628394,1610612764,0.0
Armoni Brooks,HOU,20,3,17,520.0,503,599,30,12,72,81,45,0.06,0.089,1629717,1610612745,3.0
Aron Baynes,TOR,53,20,33,980.0,1085,835,47,2,78,120,50,0.043,0.046,203382,1610612761,1.0
Ashton Hagans,MIN,2,0,2,4.0,2,3,0,0,0,0,0,0.0,0.0,1630204,1610612750,0.0
Austin Rivers,DEN,36,20,16,845.0,864,942,81,12,155,218,103,0.094,0.119,203085,1610612743,10.0
Avery Bradley,HOU,27,6,21,602.0,573,623,46,7,96,128,62,0.08,0.108,202340,1610612745,9.0
Axel Toupane,MIL,8,2,6,61.0,48,36,4,0,5,10,4,0.083,0.083,1626253,1610612749,0.0
Bam Adebayo,MIA,64,34,30,2143.0,2853,3022,346,21,631,918,388,0.121,0.136,1628389,1610612748,22.0
Ben McLemore,LAL,53,20,33,905.0,754,829,39,5,69,96,44,0.052,0.058,203463,1610612747,3.0
Ben Simmons,PHI,58,42,16,1877.0,3715,3817,401,37,736,1076,472,0.108,0.127,1627732,1610612755,37.0
Bismack Biyombo,CHA,66,28,38,1349.0,1317,1000,81,13,119,201,98,0.062,0.074,202687,1610612766,3.0
Blake Griffin,BKN,46,24,22,1187.0,1588,1454,140,10,237,366,156,0.088,0.098,201933,1610612751,9.0
Boban Marjanović,DAL,33,14,19,271.0,298,229,10,3,24,22,14,0.034,0.047,1626246,1610612742,1.0
Bobby Portis,MIL,66,44,22,1372.0,1564,1063,71,10,135,194,88,0.045,0.056,1626171,1610612749,7.0
Bogdan Bogdanović,ATL,44,30,14,1305.0,1363,1563,147,20,288,393,189,0.108,0.139,203992,1610612737,23.0
Bojan Bogdanović,UTA,72,52,20,2216.0,1733,2198,136,25,237,361,165,0.078,0.095,202711,1610612762,5.0
Bol Bol,DEN,32,21,11,160.0,121,125,7,0,11,17,7,0.058,0.058,1629626,1610612743,0.0
Brad Wanamaker,CHA,61,29,32,1053.0,1749,1840,174,19,303,454,205,0.099,0.117,202954,1610612766,12.0
Bradley Beal,WAS,60,32,28,2147.0,2270,3208,265,35,512,682,332,0.117,0.146,203078,1610612764,37.0
Brandon Clarke,MEM,59,32,27,1415.0,1195,1108,95,15,144,234,116,0.079,0.097,1629634,1610612763,8.0
Brandon Goodwin,ATL,47,25,22,620.0,1065,1192,95,11,181,249,115,0.089,0.108,1629164,1610612737,9.0
Brandon Ingram,NOP,61,29,32,2092.0,2306,2998,296,55,542,748,379,0.128,0.164,1627742,1610612740,28.0
Brian Bowen II,IND,6,1,5,15.0,11,6,0,1,0,0,1,0.0,0.091,1628968,1610612754,0.0
Brodric Thomas,CLE,32,6,26,399.0,405,400,30,5,67,76,39,0.074,0.096,1630271,1610612739,6.0
Brook Lopez,MIL,70,46,24,1902.0,1192,1218,50,9,83,125,59,0.042,0.049,201572,1610612749,1.0
Bruce Brown,BKN,65,45,20,1451.0,1400,1140,104,13,179,277,122,0.074,0.087,1628971,1610612751,5.0
Bruno Caboclo,HOU,6,1,5,36.0,51,42,1,0,4,3,2,0.02,0.039,203998,1610612745,1.0
Bruno Fernando,ATL,33,20,13,226.0,272,160,10,0,17,23,10,0.037,0.037,1628981,1610612737,0.0
Bryn Forbes,MIL,70,45,25,1354.0,754,1111,45,10,107,130,64,0.06,0.085,1627854,1610612749,9.0
Buddy Hield,SAC,71,31,40,2433.0,2623,2915,257,31,397,624,309,0.098,0.118,1627741,1610612758,24.0
CJ Elleby,POR,30,19,11,192.0,174,178,10,1,14,25,12,0.057,0.069,1629604,1610612757,1.0
CJ McCollum,POR,47,28,19,1600.0,1963,2486,223,44,406,598,285,0.114,0.145,203468,1610612757,18.0
Caleb Martin,CHA,53,23,30,818.0,771,763,67,13,120,177,88,0.087,0.114,1628997,1610612766,8.0
Cam Reddish,ATL,26,10,16,750.0,545,665,35,7,64,87,43,0.064,0.079,1629629,1610612737,1.0
Cam Reynolds,HOU,5,3,2,40.0,28,38,2,0,6,6,2,0.071,0.071,1629244,1610612745,0.0
Cameron Johnson,PHX,60,43,17,1437.0,1308,1248,86,14,158,224,108,0.066,0.083,1629661,1610612756,8.0
Cameron Oliver,HOU,4,1,3,87.0,128,88,5,1,9,14,6,0.039,0.047,1628419,1610612745,0.0
Cameron Payne,PHX,60,42,18,1079.0,2162,2154,217,28,409,563,263,0.1,0.122,1626166,1610612756,21.0
Caris LeVert,IND,47,24,23,1485.0,1861,2403,245,30,384,622,294,0.132,0.158,1627747,1610612754,20.0
Carmelo Anthony,POR,69,39,30,1690.0,1123,1508,104,5,171,265,112,0.093,0.1,2546,1610612757,6.0
Carsen Edwards,BOS,31,14,17,276.0,227,266,14,2,22,40,18,0.062,0.079,1629035,1610612738,2.0
Cassius Stanley,IND,24,10,14,93.0,73,93,1,0,10,7,4,0.014,0.055,1630199,1610612754,3.0
Cassius Winston,WAS,22,10,12,98.0,167,189,12,0,22,23,11,0.072,0.066,1630216,1610612764,1.0
Cedi Osman,CLE,59,17,42,1511.0,1773,1957,174,25,314,447,217,0.098,0.122,1626224,1610612739,19.0
Chandler Hutchison,WAS,25,11,14,346.0,288,225,17,1,27,45,21,0.059,0.073,1628990,1610612764,3.0
Charlie Brown Jr.,OKC,9,1,8,152.0,87,77,9,1,15,17,10,0.103,0.115,1629718,1610612760,3.0
Chasson Randle,ORL,41,10,31,837.0,1293,1472,74,7,182,200,93,0.057,0.072,1626184,1610612753,11.0
Chimezie Metu,SAC,36,14,22,488.0,574,460,28,3,48,72,33,0.049,0.057,1629002,1610612758,2.0
Chris Boucher,TOR,60,25,35,1453.0,1622,1249,63,7,93,167,73,0.039,0.045,1628449,1610612761,2.0
Chris Chiozza,BKN,22,12,10,232.0,444,499,65,5,121,154,72,0.146,0.162,1629185,1610612751,3.0
Chris Paul,PHX,70,49,21,2200.0,4102,4530,622,67,1209,1566,730,0.152,0.178,101108,1610612756,57.0
Chris Silva,SAC,15,8,7,92.0,130,81,6,0,17,15,6,0.046,0.046,1629735,1610612758,0.0
Christian Wood,HOU,41,12,29,1326.0,1642,1506,71,11,142,188,87,0.043,0.053,1626174,1610612745,5.0
Chuma Okeke,ORL,45,15,30,1133.0,1373,974,101,7,188,259,117,0.074,0.085,1629643,1610612753,10.0
Clint Capela,ATL,63,34,29,1898.0,2061,1272,49,18,104,143,80,0.024,0.039,203991,1610612737,11.0
Coby White,CHI,69,30,39,2156.0,3304,4014,328,69,609,845,420,0.099,0.127,1629632,1610612741,25.0
Cody Martin,CHA,52,26,26,849.0,888,678,86,12,166,227,108,0.097,0.122,1628998,1610612766,10.0
Cody Zeller,CHA,48,21,27,1005.0,1205,946,86,9,140,226,104,0.071,0.086,203469,1610612766,10.0
Cole Anthony,ORL,47,13,34,1273.0,2011,2447,192,24,394,498,236,0.095,0.117,1630175,1610612753,22.0
Collin Sexton,CLE,60,18,42,2115.0,2951,4100,262,46,554,674,338,0.089,0.115,1629012,1610612739,32.0
Cory Joseph,DET,63,25,38,1446.0,1988,2214,213,23,400,550,255,0.107,0.128,202709,1610612765,23.0
Cristiano Felicio,CHI,18,6,12,84.0,157,95,9,0,12,18,9,0.057,0.057,1626245,1610612741,0.0
D'Angelo Russell,MIN,42,16,26,1196.0,1943,2451,244,27,443,630,296,0.126,0.152,1626156,1610612750,28.0
D.J. Augustin,HOU,57,28,29,1129.0,1610,1891,188,16,375,483,226,0.117,0.14,201571,1610612745,23.0
D.J. Wilson,HOU,35,13,22,433.0,499,387,23,4,46,61,29,0.046,0.058,1628391,1610612745,2.0
DaQuan Jeffries,SAS,31,6,25,493.0,359,299,22,4,50,60,28,0.061,0.078,1629610,1610612759,2.0
Dakota Mathias,PHI,8,4,4,123.0,125,149,13,0,28,31,14,0.104,0.112,1629751,1610612755,1.0
Damian Jones,SAC,39,24,15,546.0,514,410,29,4,61,75,33,0.056,0.064,1627745,1610612758,0.0
Damian Lillard,POR,67,39,28,2398.0,3467,4656,505,67,972,1328,610,0.146,0.176,203081,1610612757,50.0
Damion Lee,GSW,57,28,29,1079.0,1346,1030,73,18,136,192,98,0.054,0.073,1627814,1610612744,7.0
