PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Anzejs Pasecniks,WAS,1,1,0,6,0,0,0,-,0,0,-,-
Armoni Brooks,HOU,20,3,17,520,43,15,46,32.6,13,40,32.5,46.7
Aron Baynes,TOR,53,20,33,980,0,0,5,0.0,0,2,0.0,0.0
Ashton Hagans,MIN,2,0,2,4,0,0,0,-,-,-,-,-
Austin Rivers,DEN,36,20,16,845,42,15,59,25.4,12,44,27.3,35.6
Avery Bradley,HOU,27,6,21,602,28,11,40,27.5,6,19,31.6,35.0
Axel Toupane,MIL,8,2,6,61,3,1,3,33.3,1,1,100,50.0
Bam Adebayo,MIA,64,34,30,2143,144,72,176,40.9,0,6,0.0,40.9
Ben McLemore,LAL,53,20,33,905,50,18,78,23.1,14,58,24.1,32.1
Ben Simmons,PHI,58,42,16,1877,27,13,40,32.5,1,4,25.0,33.8
Bismack Biyombo,CHA,66,28,38,1349,0,0,4,0.0,0,0,-,0.0
Blake Griffin,BKN,46,24,22,1187,79,27,111,24.3,25,89,28.1,35.6
Boban Marjanovic,DAL,33,14,19,271,6,3,7,42.9,0,1,0.0,42.9
Bobby Portis,MIL,66,44,22,1372,99,48,112,42.9,3,5,60.0,44.2
Bogdan Bogdanovic,ATL,44,30,14,1305,175,73,171,42.7,29,74,39.2,51.2
Bojan Bogdanovic,UTA,72,52,20,2216,199,80,218,36.7,39,102,38.2,45.6
Bol Bol,DEN,32,21,11,160,23,9,26,34.6,5,10,50.0,44.2
Brad Wanamaker,CHA,61,29,32,1053,55,25,90,27.8,5,35,14.3,30.6
Bradley Beal,WAS,60,32,28,2147,505,226,541,41.8,53,172,30.8,46.7
Brandon Clarke,MEM,59,32,27,1415,28,14,40,35.0,0,0,-,35.0
Brandon Goodwin,ATL,47,25,22,620,64,26,74,35.1,12,38,31.6,43.2
Brandon Ingram,NOP,61,29,32,2092,538,248,574,43.2,42,139,30.2,46.9
Brian Bowen II,IND,6,1,5,15,0,0,1,0.0,0,0,-,0.0
Brodric Thomas,CLE,32,6,26,399,15,6,29,20.7,3,13,23.1,25.9
Brook Lopez,MIL,70,46,24,1902,63,28,64,43.8,7,18,38.9,49.2
Bruce Brown,BKN,65,45,20,1451,18,9,24,37.5,0,0,-,37.5
Bruno Caboclo,HOU,6,1,5,36,0,0,1,0.0,0,1,0.0,0.0
Bruno Fernando,ATL,33,20,13,226,2,1,3,33.3,0,0,-,33.3
Bryn Forbes,MIL,70,45,25,1354,189,84,173,48.6,21,53,39.6,54.6
Buddy Hield,SAC,71,31,40,2433,422,159,403,39.5,104,271,38.4,52.4
CJ Elleby,POR,30,19,11,192,16,7,21,33.3,2,10,20.0,38.1
CJ McCollum,POR,47,28,19,1600,527,214,511,41.9,99,270,36.7,51.6
Caleb Martin,CHA,53,23,30,818,30,13,39,33.3,4,19,21.1,38.5
Cam Reddish,ATL,26,10,16,750,32,13,63,20.6,6,30,20.0,25.4
Cam Reynolds,HOU,5,3,2,40,3,1,2,50.0,1,1,100,75.0
Cameron Johnson,PHX,60,43,17,1437,44,20,59,33.9,4,20,20.0,37.3
Cameron Oliver,HOU,4,1,3,87,0,0,1,0.0,0,0,-,0.0
Cameron Payne,PHX,60,42,18,1079,135,55,127,43.3,25,67,37.3,53.1
Caris LeVert,IND,47,24,23,1485,348,149,380,39.2,50,154,32.5,45.8
Carmelo Anthony,POR,69,39,30,1690,403,182,431,42.2,39,99,39.4,46.8
Carsen Edwards,BOS,31,14,17,276,37,15,36,41.7,7,19,36.8,51.4
Cassius Stanley,IND,24,10,14,93,0,0,2,0.0,0,1,0.0,0.0
Cassius Winston,WAS,22,10,12,98,11,5,16,31.3,1,4,25.0,34.4
Cedi Osman,CLE,59,17,42,1511,89,36,127,28.3,17,72,23.6,35.0
Chandler Hutchison,WAS,25,11,14,346,7,3,14,21.4,1,2,50.0,25.0
Charlie Brown Jr.,OKC,9,1,8,152,4,2,9,22.2,0,4,0.0,22.2
Chasson Randle,ORL,41,10,31,837,75,28,92,30.4,19,59,32.2,40.8
Chimezie Metu,SAC,36,14,22,488,25,12,32,37.5,1,4,25.0,39.1
Chris Boucher,TOR,60,25,35,1453,32,14,28,50.0,4,9,44.4,57.1
Chris Chiozza,BKN,22,12,10,232,34,13,41,31.7,8,23,34.8,41.5
Chris Paul,PHX,70,49,21,2200,708,320,663,48.3,68,183,37.2,53.4
Chris Silva,SAC,15,8,7,92,0,0,1,0.0,0,0,-,0.0
Christian Wood,HOU,41,12,29,1326,90,38,93,40.9,14,34,41.2,48.4
Chuma Okeke,ORL,45,15,30,1133,80,38,101,37.6,4,26,15.4,39.6
Clint Capela,ATL,63,34,29,1898,4,2,6,33.3,-,-,-,33.3
Coby White,CHI,69,30,39,2156,252,105,277,37.9,42,121,34.7,45.5
Cody Martin,CHA,52,26,26,849,24,11,27,40.7,2,4,50.0,44.4
Cody Zeller,CHA,48,21,27,1005,11,5,10,50.0,1,2,50.0,55.0
Cole Anthony,ORL,47,13,34,1273,175,75,197,38.1,25,72,34.7,44.4
Collin Sexton,CLE,60,18,42,2115,375,170,419,40.6,35,112,31.3,44.7
Cory Joseph,DET,63,25,38,1446,97,45,113,39.8,7,16,43.8,42.9
Cristiano Felicio,CHI,18,6,12,84,0,0,1,0.0,0,1,0.0,0.0
D'Angelo Russell,MIN,42,16,26,1196,310,127,328,38.7,56,149,37.6,47.3
D.J. Augustin,HOU,57,28,29,1129,121,45,129,34.9,31,93,33.3,46.9
D.J. Wilson,HOU,35,13,22,433,22,9,24,37.5,4,10,40.0,45.8
DaQuan Jeffries,SAS,31,6,25,493,16,7,18,38.9,2,9,22.2,44.4
Dakota Mathias,PHI,8,4,4,123,19,9,22,40.9,1,6,16.7,43.2
Damian Jones,SAC,39,24,15,546,0,0,0,-,0,0,-,-
Damian Lillard,POR,67,39,28,2398,761,280,728,38.5,201,542,37.1,52.3
Damion Lee,GSW,57,28,29,1079,45,19,43,44.2,7,19,36.8,52.3
Damyean Dotson,CLE,46,14,32,907,71,31,98,31.6,9,46,19.6,36.2
Daniel Gafford,WAS,54,31,23,791,0,0,0,-,-,-,-,-
Daniel Oturu,LAC,30,21,9,161,2,1,5,20.0,0,0,-,20.0
Daniel Theis,CHI,65,28,37,1601,25,11,24,45.8,3,13,23.1,52.1
Danilo Gallinari,ATL,51,29,22,1222,139,61,131,46.6,17,41,41.5,53.1
Danny Green,PHI,69,46,23,1934,93,37,101,36.6,19,62,30.6,46.0
Dante Exum,HOU,6,3,3,116,5,2,5,40.0,1,2,50.0,50.0
Danuel House Jr.,HOU,36,8,28,932,69,26,71,36.6,17,49,34.7,48.6
Dario Saric,PHX,50,37,13,870,7,3,15,20.0,1,4,25.0,23.3
Darius Bazley,OKC,55,16,39,1714,106,40,128,31.3,26,80,32.5,41.4
Darius Garland,CLE,54,18,36,1790,268,111,299,37.1,46,129,35.7,44.8
Darius Miller,OKC,18,5,13,197,21,8,18,44.4,5,14,35.7,58.3
David Nwaba,HOU,30,8,22,679,0,0,7,0.0,0,4,0.0,0.0
Davis Bertans,WAS,57,29,28,1464,37,13,50,26.0,11,39,28.2,37.0
De'Aaron Fox,SAC,58,24,34,2036,455,194,507,38.3,67,223,30.0,44.9
De'Andre Hunter,ATL,23,12,11,678,63,29,71,40.8,5,19,26.3,44.4
De'Anthony Melton,MEM,52,27,25,1045,109,44,106,41.5,21,58,36.2,51.4
DeAndre Jordan,BKN,57,37,20,1246,0,0,1,0.0,0,0,-,0.0
DeAndre' Bembry,TOR,51,23,28,972,10,4,17,23.5,2,8,25.0,29.4
DeMar DeRozan,SAS,61,27,34,2056,391,195,397,49.1,1,11,9.1,49.2
DeMarcus Cousins,LAC,41,22,19,713,8,3,5,60.0,2,2,100,80.0
Dean Wade,CLE,63,19,44,1212,18,8,22,36.4,2,8,25.0,40.9
Deandre Ayton,PHX,69,48,21,2115,22,11,35,31.4,0,0,-,31.4
Deividas Sirvydis,DET,20,8,12,133,15,5,8,62.5,5,6,83.3,93.8
Dejounte Murray,SAS,67,32,35,2139,413,202,443,45.6,9,27,33.3,46.6
Delon Wright,SAC,63,21,42,1748,74,29,102,28.4,16,61,26.2,36.3
Deni Avdija,WAS,54,25,29,1257,20,9,29,31.0,2,7,28.6,34.5
Dennis Schroder,LAL,61,38,23,1956,196,94,242,38.8,8,40,20.0,40.5
Dennis Smith Jr.,DET,23,7,16,420,49,20,55,36.4,9,23,39.1,44.5
Denzel Valentine,CHI,62,26,36,1036,116,50,141,35.5,16,54,29.6,41.1
Derrick Favors,UTA,68,49,19,1039,0,0,0,-,0,0,-,-
Derrick Jones Jr.,POR,58,32,26,1318,9,3,11,27.3,3,11,27.3,40.9
Derrick Rose,NYK,50,28,22,1279,251,118,248,47.6,15,45,33.3,50.6
Derrick White,SAS,36,18,18,1064,81,33,111,29.7,15,57,26.3,36.5
Desmond Bane,MEM,68,36,32,1519,112,46,127,36.2,20,57,35.1,44.1
Devin Booker,PHX,67,48,19,2270,603,273,618,44.2,57,185,30.8,48.8
Devin Cannady,ORL,8,0,8,74,9,4,11,36.4,1,5,20.0,40.9
Devin Vassell,SAS,62,30,32,1056,84,40,98,40.8,4,11,36.4,42.9
Devon Dotson,CHI,11,4,7,50,4,2,7,28.6,0,4,0.0,28.6
Devontae Cacok,LAL,20,8,12,98,0,0,0,-,-,-,-,-
Devonte' Graham,CHA,55,23,32,1659,245,96,294,32.7,53,180,29.4,41.7
Dewayne Dedmon,MIA,16,11,5,210,0,0,0,-,0,0,-,-
Didi Louzada,NOP,3,0,3,56,0,0,1,0.0,0,0,-,0.0
Dillon Brooks,MEM,67,36,31,1997,358,165,434,38.0,28,112,25.0,41.2
Domantas Sabonis,IND,62,29,33,2231,65,31,86,36.0,3,10,30.0,37.8
Donovan Mitchell,UTA,53,39,14,1771,519,207,521,39.7,105,289,36.3,49.8
Donta Hall,ORL,13,3,10,179,0,0,0,-,-,-,-,-
Donte DiVincenzo,MIL,66,44,22,1815,145,54,149,36.2,37,99,37.4,48.7
Dorian Finney-Smith,DAL,60,36,24,1921,33,12,40,30.0,9,26,34.6,41.3
Doug McDermott,IND,66,32,34,1619,103,37,89,41.6,29,69,42.0,57.9
Draymond Green,GSW,63,35,28,1982,8,4,36,11.1,0,9,0.0,11.1
Drew Eubanks,SAS,54,21,33,755,4,2,3,66.7,0,0,-,66.7
Duncan Robinson,MIA,72,40,32,2262,194,68,177,38.4,58,153,37.9,54.8
Dwayne Bacon,ORL,72,21,51,1853,226,99,279,35.5,28,92,30.4,40.5
Dwight Howard,PHI,69,46,23,1196,0,0,2,0.0,0,1,0.0,0.0
Dwight Powell,DAL,58,36,22,966,3,1,1,100,1,1,100,150.0
Dylan Windler,CLE,31,11,20,513,7,3,7,42.9,1,1,100,50.0
E'Twaun Moore,PHX,27,20,7,389,41,19,33,57.6,3,6,50.0,62.1
Ed Davis,MIN,23,5,18,299,0,0,0,-,-,-,-,-
Edmond Sumner,IND,53,23,30,861,21,8,24,33.3,5,11,45.5,43.8
Elfrid Payton,NYK,63,36,27,1484,71,35,102,34.3,1,8,12.5,34.8
Elijah Bryant,MIL,1,0,1,32,2,1,2,50.0,0,1,0.0,50.0
Elijah Hughes,UTA,18,14,4,64,5,2,12,16.7,1,9,11.1,20.8
Enes Freedom,POR,72,42,30,1757,2,1,5,20.0,0,0,-,20.0
Eric Bledsoe,NOP,71,31,40,2112,183,80,219,36.5,23,77,29.9,41.8
Eric Gordon,HOU,27,10,17,789,70,24,73,32.9,22,64,34.4,47.9
Eric Paschall,GSW,40,20,20,695,80,39,75,52.0,2,3,66.7,53.3
Ersan Ilyasova,UTA,17,14,3,148,6,2,12,16.7,2,9,22.2,25.0
Evan Fournier,BOS,42,18,24,1259,252,100,236,42.4,52,129,40.3,53.4
Facundo Campazzo,DEN,65,43,22,1425,62,22,93,23.7,18,66,27.3,33.3
Frank Jackson,DET,40,13,27,738,41,18,60,30.0,5,25,20.0,34.2
Frank Kaminsky,PHX,47,33,14,715,5,2,14,14.3,1,4,25.0,17.9
Frank Mason III,ORL,4,1,3,79,0,0,3,0.0,0,2,0.0,0.0
Frank Ntilikina,NYK,33,23,10,322,26,10,34,29.4,6,13,46.2,38.2
Fred VanVleet,TOR,52,22,30,1899,336,130,351,37.0,76,215,35.3,47.9
Freddie Gillespie,TOR,20,7,13,392,2,1,4,25.0,-,-,-,25.0
Furkan Korkmaz,PHI,55,39,16,1062,108,43,128,33.6,22,70,31.4,42.2
Gabe Vincent,MIA,50,27,23,655,49,18,54,33.3,13,37,35.1,45.4
Gabriel Deck,OKC,10,1,9,212,18,9,17,52.9,0,3,0.0,52.9
Garrett Temple,CHI,56,25,31,1528,73,32,83,38.6,9,29,31.0,44.0
Garrison Mathews,WAS,64,32,32,1038,45,17,41,41.5,11,30,36.7,54.9
Gary Clark,PHI,39,12,27,654,3,1,9,11.1,1,5,20.0,16.7
Gary Harris,ORL,39,15,24,1080,69,29,93,31.2,11,41,26.8,37.1
Gary Payton II,GSW,10,7,3,40,0,0,0,-,0,0,-,-
Gary Trent Jr.,TOR,58,29,29,1802,351,143,379,37.7,65,183,35.5,46.3
George Hill,PHI,30,16,14,672,61,27,64,42.2,7,24,29.2,47.7
Georges Niang,UTA,72,52,20,1154,38,16,57,28.1,6,26,23.1,33.3
Giannis Antetokounmpo,MIL,61,40,21,2013,298,121,358,33.8,56,178,31.5,41.6
Glenn Robinson III,SAC,23,9,14,369,13,6,16,37.5,1,5,20.0,40.6
Goga Bitadze,IND,45,19,26,561,2,1,5,20.0,0,2,0.0,20.0
Goran Dragic,MIA,50,30,20,1336,170,72,190,37.9,26,82,31.7,44.7
Gordon Hayward,CHA,44,24,20,1496,214,97,228,42.5,20,63,31.7,46.9
Gorgui Dieng,SAS,38,14,24,553,23,10,24,41.7,3,6,50.0,47.9
Grant Riller,CHA,7,2,5,27,6,3,6,50.0,0,1,0.0,50.0
Grant Williams,BOS,63,30,33,1138,17,7,24,29.2,3,7,42.9,35.4
Grayson Allen,MEM,50,26,24,1259,108,42,112,37.5,24,67,35.8,48.2
Greg Whittington,DEN,4,3,1,12,0,0,1,0.0,0,0,-,0.0
Hamidou Diallo,DET,52,18,34,1226,75,34,104,32.7,7,16,43.8,36.1
Harrison Barnes,SAC,58,25,33,2102,99,36,106,34.0,27,77,35.1,46.7
Harry Giles III,POR,38,23,15,348,16,7,16,43.8,2,5,40.0,50.0
Hassan Whiteside,SAC,36,16,20,546,4,2,12,16.7,0,1,0.0,16.7
Henry Ellenson,TOR,2,0,2,38,3,1,2,50.0,1,2,50.0,75.0
Ignas Brazdeikis,ORL,13,3,10,249,7,3,13,23.1,1,5,20.0,26.9
Iman Shumpert,BKN,2,1,1,11,2,1,3,33.3,0,2,0.0,33.3
Immanuel Quickley,NYK,64,37,27,1243,283,112,332,33.7,59,178,33.1,42.6
Isaac Bonga,WAS,40,16,24,432,3,1,2,50.0,1,1,100,75.0
Isaac Okoro,CLE,67,20,47,2173,41,15,69,21.7,11,42,26.2,29.7
Isaiah Hartenstein,CLE,46,20,26,559,3,1,4,25.0,1,1,100,37.5
Isaiah Joe,PHI,41,22,19,383,32,13,30,43.3,6,12,50.0,53.3
Isaiah Roby,OKC,61,19,42,1425,41,16,45,35.6,9,26,34.6,45.6
Isaiah Stewart,DET,68,20,48,1455,6,3,7,42.9,0,1,0.0,42.9
Isaiah Thomas,NOP,3,1,2,48,9,4,10,40.0,1,3,33.3,45.0
Ish Smith,WAS,44,23,21,924,105,52,142,36.6,1,8,12.5,37.0
Ivica Zubac,LAC,72,47,25,1608,2,1,1,100,0,0,-,100
JJ Redick,DAL,44,22,22,723,120,49,125,39.2,22,61,36.1,48.0
Ja Morant,MEM,63,33,30,2053,222,92,264,34.8,38,126,30.2,42.0
JaKarr Sampson,IND,29,14,15,316,0,0,3,0.0,0,0,-,0.0
JaMychal Green,DEN,58,38,20,1120,4,2,17,11.8,0,8,0.0,11.8
JaVale McGee,DEN,46,21,25,678,14,7,33,21.2,0,4,0.0,21.2
Jabari Parker,BOS,13,4,9,165,6,3,13,23.1,0,3,0.0,23.1
Jaden McDaniels,MIN,63,18,45,1511,45,20,53,37.7,5,16,31.3,42.5
Jae Crowder,PHX,60,42,18,1648,58,21,69,30.4,16,45,35.6,42.0
Jae'Sean Tate,HOU,70,17,53,2043,8,3,26,11.5,2,10,20.0,15.4
Jahlil Okafor,DET,27,5,22,347,8,4,8,50.0,0,1,0.0,50.0
Jahmi'us Ramsey,SAC,13,5,8,94,3,1,9,11.1,1,5,20.0,16.7
Jake Layman,MIN,45,12,33,627,15,6,21,28.6,3,14,21.4,35.7
Jakob Poeltl,SAS,69,32,37,1845,2,1,5,20.0,-,-,-,20.0
Jalen Brunson,DAL,68,40,28,1697,215,98,212,46.2,19,57,33.3,50.7
Jalen Harris,TOR,13,3,10,172,14,6,15,40.0,2,7,28.6,46.7
Jalen Lecque,IND,4,2,2,12,0,0,4,0.0,0,1,0.0,0.0
Jalen McDaniels,CHA,47,18,29,904,22,11,29,37.9,0,5,0.0,37.9
Jalen Smith,PHX,27,19,8,156,0,0,0,-,0,0,-,-
Jamal Murray,DEN,48,31,17,1704,447,186,451,41.2,75,192,39.1,49.6
James Ennis III,ORL,41,12,29,986,47,20,47,42.6,7,23,30.4,50.0
James Harden,BKN,44,31,13,1609,355,125,336,37.2,105,291,36.1,52.8
James Johnson,NOP,51,21,30,1043,27,12,40,30.0,3,19,15.8,33.8
James Nunnally,NOP,9,3,6,48,0,0,1,0.0,0,1,0.0,0.0
James Wiseman,GSW,39,18,21,836,18,8,33,24.2,2,8,25.0,27.3
Jared Dudley,LAL,12,7,5,81,3,1,3,33.3,1,2,50.0,50.0
Jared Harper,NYK,8,5,3,16,0,0,4,0.0,0,1,0.0,0.0
Jaren Jackson Jr.,MEM,11,4,7,258,0,0,10,0.0,0,5,0.0,0.0
Jarred Vanderbilt,MIN,64,18,46,1139,0,0,4,0.0,0,2,0.0,0.0
Jarrell Brantley,UTA,28,23,5,138,5,2,3,66.7,1,2,50.0,83.3
Jarrett Allen,CLE,63,20,43,1864,0,0,3,0.0,0,0,-,0.0
Jarrett Culver,MIN,34,7,27,499,7,3,16,18.8,1,10,10.0,21.9
Javonte Green,CHI,41,19,22,474,6,3,6,50.0,0,0,-,50.0
Jaxson Hayes,NOP,60,24,36,964,9,4,13,30.8,1,3,33.3,34.6
Jay Scrubb,LAC,4,2,2,84,2,1,5,20.0,0,1,0.0,20.0
Jaylen Adams,MIL,7,5,2,18,2,1,3,33.3,0,1,0.0,33.3
Jaylen Brown,BOS,58,30,28,1999,358,158,372,42.5,42,134,31.3,48.1
Jaylen Hoard,OKC,19,1,18,320,0,0,4,0.0,0,3,0.0,0.0
Jaylen Nowell,MIN,42,10,32,759,108,47,111,42.3,14,43,32.6,48.6
Jayson Tatum,BOS,64,34,30,2290,565,220,615,35.8,125,344,36.3,45.9
Jeff Green,BKN,68,44,24,1835,41,19,61,31.1,3,19,15.8,33.6
Jeff Teague,MIL,55,27,28,950,92,37,96,38.5,18,40,45.0,47.9
Jerami Grant,DET,54,15,39,1829,192,89,262,34.0,14,52,26.9,36.6
Jeremiah Martin,CLE,9,0,9,75,7,3,9,33.3,1,5,20.0,38.9
Jeremy Lamb,IND,36,16,20,765,115,49,107,45.8,17,43,39.5,53.7
Jerome Robinson,WAS,17,5,12,305,26,12,34,35.3,2,6,33.3,38.2
Jevon Carter,PHX,60,42,18,717,65,29,66,43.9,7,24,29.2,49.2
Jimmy Butler,MIA,52,33,19,1745,163,78,205,38.0,7,41,17.1,39.8
Joe Harris,BKN,69,45,24,2142,156,64,165,38.8,28,89,31.5,47.3
Joe Ingles,UTA,67,47,20,1867,243,84,201,41.8,75,182,41.2,60.4
Joel Embiid,PHI,51,39,12,1585,272,129,282,45.7,14,32,43.8,48.2
John Collins,ATL,63,34,29,1848,73,36,66,54.5,1,5,20.0,55.3
John Konchar,MEM,43,23,20,575,14,6,7,85.7,2,2,100,100
John Wall,HOU,40,12,28,1288,188,80,268,29.9,28,108,25.9,35.1
Jonas Valanciunas,MEM,62,32,30,1755,25,12,28,42.9,1,1,100,44.6
Jontay Porter,MEM,11,7,4,54,2,1,2,50.0,0,0,-,50.0
Jordan Bell,GSW,6,3,3,82,2,1,2,50.0,0,0,-,50.0
Jordan Bone,ORL,14,2,12,196,29,12,25,48.0,5,11,45.5,58.0
Jordan Clarkson,UTA,68,49,19,1818,413,153,432,35.4,107,321,33.3,47.8
Jordan McLaughlin,MIN,51,15,36,938,26,10,39,25.6,6,27,22.2,33.3
Jordan Nwora,MIL,30,19,11,274,69,27,52,51.9,15,22,68.2,66.3
Jordan Poole,GSW,51,28,23,988,123,51,138,37.0,21,72,29.2,44.6
Josh Green,DAL,39,20,19,445,12,6,15,40.0,0,2,0.0,40.0
Josh Hall,OKC,21,2,19,336,9,4,17,23.5,1,5,20.0,26.5
Josh Hart,NOP,47,21,26,1350,30,13,32,40.6,4,11,36.4,46.9
Josh Jackson,DET,62,16,46,1560,129,59,150,39.3,11,43,25.6,43.0
Josh Okogie,MIN,59,21,38,1197,15,5,22,22.7,5,15,33.3,34.1
Josh Richardson,DAL,59,35,24,1790,189,88,204,43.1,13,42,31.0,46.3
Jrue Holiday,MIL,59,41,18,1907,338,136,297,45.8,66,164,40.2,56.9
Juan Toscano-Anderson,GSW,53,28,25,1107,6,2,11,18.2,2,10,20.0,27.3
Juancho Hernangomez,MIN,52,19,33,900,0,0,4,0.0,0,4,0.0,0.0
Julius Randle,NYK,71,40,31,2667,520,238,573,41.5,44,110,40.0,45.4
Justin Holiday,IND,72,34,38,2183,130,49,123,39.8,32,80,40.0,52.8
Justin Jackson,MIL,34,12,22,577,59,25,66,37.9,9,25,36.0,44.7
Justin James,SAC,36,15,21,310,20,10,21,47.6,0,3,0.0,47.6
Justin Patton,HOU,13,1,12,247,0,0,4,0.0,0,2,0.0,0.0
Justin Robinson,OKC,9,0,9,88,3,1,5,20.0,1,2,50.0,30.0
Justise Winslow,MEM,26,13,13,507,30,15,52,28.8,0,2,0.0,28.8
Jusuf Nurkic,POR,37,22,15,880,6,2,7,28.6,2,3,66.7,42.9
Juwan Morgan,UTA,29,24,5,147,3,1,1,100,1,1,100,150.0
KZ Okpala,MIA,37,22,15,447,6,2,5,40.0,2,3,66.7,60.0
Karim Mane,ORL,10,2,8,88,0,0,2,0.0,0,1,0.0,0.0
Karl-Anthony Towns,MIN,50,19,31,1689,67,28,102,27.5,11,43,25.6,32.8
Kawhi Leonard,LAC,52,36,16,1772,426,194,448,43.3,38,116,32.8,47.5
Keita Bates-Diop,SAS,30,13,17,245,5,2,8,25.0,1,2,50.0,31.3
Kelan Martin,IND,35,16,19,323,39,16,32,50.0,7,11,63.6,60.9
Keldon Johnson,SAS,69,32,37,1968,74,33,83,39.8,8,30,26.7,44.6
Keljin Blevins,POR,17,11,6,75,0,0,3,0.0,0,2,0.0,0.0
Kelly Olynyk,HOU,70,26,44,1997,63,22,78,28.2,19,55,34.5,40.4
Kelly Oubre Jr.,GSW,55,27,28,1688,83,36,115,31.3,11,44,25.0,36.1
Kemba Walker,BOS,43,22,21,1369,348,133,367,36.2,82,236,34.7,47.4
Kendrick Nunn,MIA,56,31,25,1650,162,70,184,38.0,22,83,26.5,44.0
Kenrich Williams,OKC,66,21,45,1426,89,41,93,44.1,7,17,41.2,47.8
Kent Bazemore,GSW,67,35,32,1334,47,20,74,27.0,7,22,31.8,31.8
Kentavious Caldwell-Pope,LAL,67,39,28,1902,84,34,101,33.7,16,38,42.1,41.6
Kenyon Martin Jr.,HOU,45,10,35,1068,8,3,12,25.0,2,7,28.6,33.3
Kevin Durant,BKN,35,23,12,1157,311,138,285,48.4,35,76,46.1,54.6
Kevin Huerter,ATL,69,40,29,2126,228,98,226,43.4,32,98,32.7,50.4
Kevin Knox II,NYK,42,26,16,464,9,4,22,18.2,1,8,12.5,20.5
Kevin Love,CLE,25,7,18,622,49,18,42,42.9,13,24,54.2,58.3
Kevin Porter Jr.,HOU,26,4,22,835,135,53,152,34.9,29,98,29.6,44.4
Kevon Looney,GSW,61,34,27,1161,8,4,9,44.4,0,0,-,44.4
Khem Birch,TOR,67,23,44,1529,14,7,19,36.8,0,2,0.0,36.8
Khris Middleton,MIL,68,45,23,2269,553,240,536,44.8,73,177,41.2,51.6
Khyri Thomas,HOU,5,1,4,153,17,7,20,35.0,3,9,33.3,42.5
Killian Hayes,DET,26,6,20,670,61,28,83,33.7,5,24,20.8,36.7
Killian Tillie,MEM,18,11,7,182,9,4,5,80.0,1,1,100,90.0
Kira Lewis Jr.,NOP,54,23,31,904,45,18,83,21.7,9,35,25.7,27.1
Kostas Antetokounmpo,LAL,15,6,9,56,0,0,0,-,-,-,-,-
Kris Dunn,ATL,4,1,3,45,0,0,1,0.0,0,0,-,0.0
Kristaps Porzingis,DAL,43,26,17,1327,102,47,123,38.2,8,23,34.8,41.5
Kyle Anderson,MEM,69,36,33,1887,190,85,184,46.2,20,47,42.6,51.6
Kyle Guy,SAC,31,11,20,235,24,10,22,45.5,4,9,44.4,54.5
Kyle Kuzma,LAL,68,40,28,1954,107,45,155,29.0,17,59,28.8,34.5
Kyle Lowry,TOR,46,15,31,1602,274,104,278,37.4,66,175,37.7,49.3
