TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,82,82,9.0,306,675,45.3,45.6,8.9,303,667,45.4,0.1,3,8,37.5
Oklahoma City Thunder,82,82,8.7,337,644,52.3,52.6,8.5,333,634,52.5,0.1,4,10,40.0
Washington Wizards,82,82,8.5,283,621,45.6,46.0,8.2,278,601,46.3,0.3,5,20,25.0
Indiana Pacers,82,82,8.4,290,605,47.9,48.3,8.2,285,593,48.1,0.2,5,12,41.7
LA Clippers,81,81,8.2,282,601,46.9,47.4,8.1,276,590,46.8,0.2,6,11,54.5
Golden State Warriors,81,81,8.6,261,600,43.5,43.7,8.4,259,592,43.8,0.1,2,8,25.0
Houston Rockets,82,82,7.9,280,586,47.8,48.1,7.8,276,575,48.0,0.1,4,11,36.4
Memphis Grizzlies,81,81,8.1,231,580,39.8,40.0,8.0,229,571,40.1,0.1,2,9,22.2
Denver Nuggets,82,82,7.8,275,560,49.1,49.6,7.6,270,543,49.7,0.2,5,17,29.4
Cleveland Cavaliers,82,82,7.8,265,560,47.3,47.8,7.6,260,547,47.5,0.2,5,13,38.5
Phoenix Suns,81,81,7.8,255,560,45.5,46.3,7.5,246,538,45.7,0.3,9,22,40.9
Orlando Magic,82,82,7.6,248,556,44.6,45.2,7.4,241,539,44.7,0.2,7,17,41.2
Chicago Bulls,82,82,7.5,236,541,43.6,44.0,7.4,232,531,43.7,0.1,4,10,40.0
Los Angeles Lakers,82,82,7.2,270,538,50.2,50.6,7.1,266,524,50.8,0.2,4,14,28.6
Dallas Mavericks,82,82,7.6,238,534,44.6,45.0,7.4,233,514,45.3,0.3,5,20,25.0
Brooklyn Nets,82,82,7.2,237,533,44.5,44.7,7.0,235,520,45.2,0.2,2,13,15.4
Miami Heat,82,82,7.7,266,528,50.4,50.4,7.6,266,523,50.9,0.1,0,5,0.0
Detroit Pistons,81,80,7.6,242,527,45.9,46.1,7.5,240,521,46.1,0.1,2,6,33.3
Portland Trail Blazers,82,82,7.5,247,525,47.0,47.2,7.3,245,512,47.9,0.2,2,13,15.4
Boston Celtics,81,81,7.3,204,522,39.1,39.3,7.2,202,513,39.4,0.1,2,9,22.2
Toronto Raptors,82,82,7.5,233,516,45.2,45.3,7.3,232,508,45.7,0.1,1,8,12.5
Minnesota Timberwolves,82,82,7.1,237,507,46.7,46.9,6.9,235,494,47.6,0.2,2,13,15.4
Sacramento Kings,81,81,6.9,226,507,44.6,44.8,6.8,224,497,45.1,0.1,2,10,20.0
Charlotte Hornets,81,81,6.9,228,504,45.2,45.4,6.8,226,499,45.3,0.1,2,5,40.0
New York Knicks,81,77,7.2,234,500,46.8,47.5,7.0,227,486,46.7,0.2,7,14,50.0
Milwaukee Bucks,82,82,6.5,221,485,45.6,45.7,6.4,220,473,46.5,0.2,1,12,8.3
Atlanta Hawks,82,81,6.5,220,477,46.1,47.0,6.3,212,459,46.2,0.2,8,18,44.4
Utah Jazz,82,82,6.5,213,477,44.7,46.0,6.1,200,447,44.7,0.4,13,30,43.3
Philadelphia 76ers,82,82,6.7,212,475,44.6,45.6,6.3,203,450,45.1,0.4,9,25,36.0
New Orleans Pelicans,81,81,6.5,207,450,46.0,46.6,6.3,202,434,46.5,0.2,5,16,31.3
