,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile
64222,,Nikola Jokic,DEN,72,7.1,119,132,1.11,,55,96,57.3,57.3,10.1,13.4,12.6,55.5,2021,iso,4.2,89.9
64223,,Stephen Curry,GSW,63,6.7,115,130,1.13,,42,95,44.2,55.8,7.8,13.0,11.3,46.1,2021,iso,3.5,91.1
64224,,Jrue Holiday,MIL,59,12.0,121,121,1.0,,47,99,47.5,54.5,10.7,8.3,7.4,46.3,2021,iso,0.8,75.3
64225,,Collin Sexton,CLE,60,10.3,148,120,0.81,,40,115,34.8,39.6,10.1,14.2,13.5,37.8,2021,iso,2.0,40.3
64226,,Jerami Grant,DET,54,10.3,122,119,0.97,,42,93,45.2,47.3,9.0,17.2,16.4,48.4,2021,iso,2.5,70.6
64227,,Ja Morant,MEM,63,9.9,132,118,0.89,,38,94,40.4,44.1,13.6,18.2,15.2,43.9,2021,iso,3.0,56.9
64228,,Bam Adebayo,MIA,64,10.5,118,112,0.95,,38,85,44.7,44.7,12.7,19.5,19.5,47.5,2021,iso,4.2,66.0
64229,,Malcolm Brogdon,IND,56,9.6,112,110,0.98,,40,94,42.6,45.7,7.1,15.2,13.4,44.6,2021,iso,6.3,71.4
64230,,Jordan Clarkson,UTA,68,10.9,135,107,0.79,,42,112,37.5,42.9,13.3,4.4,3.7,34.8,2021,iso,0.7,35.9
64231,,Tobias Harris,PHI,62,8.3,93,100,1.07,,45,80,56.3,57.5,9.7,5.4,5.4,52.7,2021,iso,1.1,86.3
64232,,Terry Rozier,CHA,69,7.2,96,95,0.99,,34,86,39.5,44.8,3.1,8.3,8.3,42.7,2021,iso,1.0,72.2
64233,,,MIN,50,9.3,108,94,0.87,,33,88,37.5,39.2,7.4,13.0,11.1,41.7,2021,iso,1.9,52.4
64234,,Jimmy Butler,MIA,52,9.6,98,89,0.91,,31,77,40.3,40.9,6.1,18.4,16.3,46.9,2021,iso,3.1,59.7
64235,,Dennis Schroder,LAL,61,9.2,95,86,0.91,,28,67,41.8,43.3,12.6,17.9,17.9,46.3,2021,iso,1.1,59.3
64236,,LaMelo Ball,CHA,51,7.8,69,83,1.2,,30,50,60.0,63.0,11.6,20.3,20.3,59.4,2021,iso,4.3,96.0
64237,,Jamal Murray,DEN,48,10.7,103,80,0.78,,31,91,34.1,38.5,7.8,6.8,6.8,34.0,2021,iso,2.9,32.3
64238,,Jaylen Brown,BOS,58,7.1,98,79,0.81,,27,74,36.5,41.2,14.3,11.2,8.2,37.8,2021,iso,1.0,39.5
64239,,Reggie Jackson,LAC,67,10.6,74,76,1.03,,30,63,47.6,54.8,9.5,6.8,6.8,44.6,2021,iso,1.4,77.8
64240,,Anthony Davis,LAL,36,12.1,94,74,0.79,,28,77,36.4,36.4,7.4,12.8,10.6,40.4,2021,iso,2.1,35.5
64241,,Darius Bazley,OKC,55,10.2,91,70,0.77,,22,67,32.8,38.1,13.2,15.4,14.3,37.4,2021,iso,2.2,31.0
64242,,Dejounte Murray,SAS,67,7.8,90,69,0.77,,31,75,41.3,41.3,12.2,6.7,6.7,38.9,2021,iso,2.2,30.6
64243,,D'Angelo Russell,MIN,42,8.2,68,65,0.96,,23,56,41.1,50.0,8.8,8.8,5.9,42.6,2021,iso,0.0,67.3
64244,,Caris LeVert,IND,35,10.9,82,62,0.76,,27,73,37.0,38.4,7.3,7.3,7.3,36.6,2021,iso,3.7,29.4
64245,,Kyle Anderson,MEM,69,6.9,57,61,1.07,,23,46,50.0,52.2,7.0,14.0,10.5,52.6,2021,iso,1.8,84.3
64246,,Domantas Sabonis,IND,62,4.7,59,61,1.03,,25,43,58.1,58.1,15.3,15.3,15.3,52.5,2021,iso,3.4,79.0
64247,,Christian Wood,HOU,41,9.7,78,61,0.78,,23,61,37.7,40.2,10.3,11.5,10.3,39.7,2021,iso,0.0,33.1
64248,,Darius Garland,CLE,54,7.8,80,61,0.76,,22,59,37.3,43.2,20.0,7.5,5.0,33.8,2021,iso,1.3,30.2
64249,,Devonte' Graham,CHA,55,7.0,58,59,1.02,,13,44,29.5,39.8,3.4,22.4,20.7,43.1,2021,iso,1.7,77.0
64250,,RJ Barrett,NYK,72,5.6,74,59,0.8,,23,55,41.8,42.7,14.9,13.5,12.2,40.5,2021,iso,2.7,36.3
64251,,Kevin Porter Jr.,HOU,26,11.6,58,56,0.97,,22,49,44.9,52.0,10.3,6.9,6.9,43.1,2021,iso,1.7,69.0
64252,,Harrison Barnes,SAC,58,7.0,59,56,0.95,,21,45,46.7,51.1,11.9,11.9,11.9,47.5,2021,iso,0.0,66.0
64253,,Ben Simmons,PHI,58,6.2,55,55,1.0,,21,33,63.6,63.6,20.0,21.8,18.2,54.5,2021,iso,1.8,75.3
64254,,Montrezl Harrell,LAL,69,7.7,60,55,0.92,,21,52,40.4,40.4,1.7,13.3,13.3,46.7,2021,iso,1.7,60.5
64255,,Dillon Brooks,MEM,67,5.1,63,54,0.86,,21,55,38.2,42.7,6.3,6.3,6.3,39.7,2021,iso,0.0,49.4
64256,,Fred VanVleet,TOR,52,7.7,81,53,0.65,,17,69,24.6,29.7,7.4,8.6,8.6,28.4,2021,iso,1.2,21.0
64257,,Danilo Gallinari,ATL,51,9.9,58,51,0.88,,19,49,38.8,41.8,6.9,8.6,8.6,41.4,2021,iso,0.0,54.0
64258,,James Harden,HOU,8,24.7,48,49,1.02,,17,39,43.6,53.8,10.4,8.3,6.3,43.8,2021,iso,0.0,77.4
64259,,Eric Gordon,HOU,27,10.8,50,47,0.94,,14,40,35.0,38.8,4.0,18.0,16.0,44.0,2021,iso,2.0,63.7
64260,,Gordon Hayward,CHA,44,6.7,55,46,0.84,,17,45,37.8,41.1,9.1,9.1,7.3,40.0,2021,iso,0.0,44.4
64261,,Malik Monk,CHA,42,8.5,41,44,1.07,,17,36,47.2,54.2,4.9,7.3,4.9,48.8,2021,iso,0.0,85.9
64262,,,LAL,65,7.9,51,44,0.86,,16,39,41.0,44.9,13.7,11.8,11.8,41.2,2021,iso,2.0,51.2
64263,,Cole Anthony,ORL,47,7.7,55,44,0.8,,16,47,34.0,36.2,5.5,12.7,12.7,38.2,2021,iso,3.6,37.6
64264,,Victor Oladipo,HOU,20,10.5,49,43,0.88,,13,38,34.2,43.4,8.2,14.3,10.2,40.8,2021,iso,0.0,53.6
64265,,Immanuel Quickley,NYK,64,7.1,50,43,0.86,,14,42,33.3,42.9,8.0,10.0,8.0,36.0,2021,iso,2.0,50.4
64266,,Anfernee Simons,POR,64,10.7,50,43,0.86,,15,45,33.3,40.0,2.0,8.0,6.0,38.0,2021,iso,0.0,50.4
64267,,Coby White,CHI,69,4.5,50,43,0.86,,17,37,45.9,55.4,24.0,2.0,2.0,36.0,2021,iso,0.0,50.4
64268,,Tim Hardaway Jr.,DAL,70,4.9,51,43,0.84,,17,48,35.4,42.7,2.0,3.9,3.9,37.3,2021,iso,0.0,46.4
64269,,Alec Burks,NYK,49,5.3,32,42,1.31,,14,30,46.7,61.7,0.0,9.4,9.4,50.0,2021,iso,3.1,98.8
64270,,Jeff Teague,BOS,34,15.7,40,42,1.05,,15,29,51.7,56.9,15.0,15.0,15.0,50.0,2021,iso,2.5,80.6
64271,,Kyle Lowry,TOR,46,5.3,42,41,0.98,,16,33,48.5,51.5,11.9,9.5,9.5,45.2,2021,iso,0.0,71.0
64272,,Marcus Morris Sr.,LAC,57,9.2,62,41,0.66,,17,56,30.4,31.3,4.8,6.5,6.5,32.3,2021,iso,1.6,21.4
64273,,Lou Williams,LAC,42,7.7,42,40,0.95,,12,34,35.3,39.7,4.8,14.3,11.9,42.9,2021,iso,0.0,66.5
64274,,Dwayne Bacon,ORL,72,5.0,42,39,0.93,,13,35,37.1,45.7,4.8,11.9,11.9,42.9,2021,iso,0.0,61.7
64275,,Malachi Flynn,TOR,47,11.4,46,39,0.85,,16,42,38.1,40.5,6.5,8.7,8.7,37.0,2021,iso,6.5,48.4
64276,,Will Barton,DEN,56,6.3,47,39,0.83,,15,43,34.9,41.9,6.4,4.3,4.3,34.0,2021,iso,2.1,42.3
64277,,Derrick Rose,NYK,35,6.5,33,38,1.15,,15,29,51.7,55.2,0.0,12.1,12.1,57.6,2021,iso,0.0,92.7
64278,,Rudy Gay,SAS,63,6.1,45,38,0.84,,15,40,37.5,40.0,2.2,8.9,8.9,42.2,2021,iso,0.0,46.8
64279,,Austin Rivers,NYK,21,15.9,26,37,1.42,,13,22,59.1,79.5,11.5,3.8,3.8,53.8,2021,iso,0.0,100.0
64280,,Jalen Brunson,DAL,68,4.9,38,37,0.97,,16,31,51.6,51.6,10.5,10.5,10.5,50.0,2021,iso,2.6,70.2
64281,,Marcus Smart,BOS,49,6.2,42,37,0.88,,12,30,40.0,41.7,9.5,16.7,19.0,45.2,2021,iso,0.0,54.8
64282,,Tyler Herro,MIA,54,5.2,44,37,0.84,,14,37,37.8,40.5,9.1,11.4,9.1,38.6,2021,iso,4.5,45.6
64283,,Rui Hachimura,WAS,57,8.3,65,37,0.57,,16,56,28.6,28.6,7.7,9.2,7.7,29.2,2021,iso,3.1,14.9
64284,,Kenrich Williams,OKC,66,5.4,28,36,1.29,,17,24,70.8,75.0,14.3,0.0,0.0,60.7,2021,iso,0.0,97.6
64285,,Buddy Hield,SAC,71,2.5,29,36,1.24,,15,27,55.6,64.8,6.9,3.4,3.4,51.7,2021,iso,3.4,96.4
64286,,Kyle Kuzma,LAL,68,5.8,53,36,0.68,,16,43,37.2,38.4,15.1,5.7,5.7,34.0,2021,iso,1.9,23.8
64287,,Bojan Bogdanovic,UTA,72,5.2,61,36,0.59,,9,45,20.0,21.1,11.5,16.4,14.8,29.5,2021,iso,1.6,16.5
64288,,Cameron Payne,PHX,60,6.7,32,35,1.09,,14,27,51.9,59.3,12.5,6.3,6.3,46.9,2021,iso,3.1,89.1
64289,,O.G. Anunoby,TOR,43,6.2,40,35,0.88,,13,30,43.3,43.3,10.0,15.0,12.5,47.5,2021,iso,0.0,53.0
64290,,PJ Dozier,DEN,50,7.0,30,34,1.13,,15,28,53.6,58.9,6.7,3.3,3.3,50.0,2021,iso,3.3,91.5
64291,,Eric Paschall,GSW,40,9.2,35,34,0.97,,12,22,54.5,54.5,17.1,22.9,22.9,54.3,2021,iso,2.9,69.8
64292,,Michael Porter Jr.,DEN,61,3.3,31,33,1.06,,11,27,40.7,50.0,6.5,9.7,9.7,41.9,2021,iso,3.2,83.5
64293,,Mike Conley,UTA,51,5.0,40,32,0.8,,11,31,35.5,38.7,12.5,12.5,7.5,37.5,2021,iso,2.5,37.6
64294,,Kemba Walker,BOS,43,5.5,45,32,0.71,,9,37,24.3,31.1,8.9,8.9,2.2,28.9,2021,iso,0.0,27.0
64295,,Miles Bridges,CHA,66,4.8,37,31,0.84,,11,31,35.5,45.2,10.8,5.4,5.4,35.1,2021,iso,0.0,44.8
64296,,Bobby Portis,MIL,66,4.7,32,30,0.94,,14,29,48.3,48.3,6.3,3.1,3.1,46.9,2021,iso,0.0,63.3
64297,,Kevin Huerter,ATL,69,3.5,29,29,1.0,,12,20,60.0,62.5,24.1,6.9,6.9,48.3,2021,iso,0.0,75.3
64298,,Isaac Okoro,CLE,67,4.4,31,29,0.94,,10,25,40.0,46.0,6.5,19.4,19.4,45.2,2021,iso,6.5,62.9
64299,,Kendrick Nunn,MIA,56,4.1,31,28,0.9,,12,25,48.0,50.0,16.1,6.5,6.5,41.9,2021,iso,3.2,58.5
64300,,T.J. McConnell,IND,69,5.0,32,28,0.88,,13,29,44.8,44.8,6.3,3.1,3.1,43.8,2021,iso,0.0,53.0
64301,,Hamidou Diallo,OKC,32,8.1,33,28,0.85,,11,28,39.3,39.3,3.0,18.2,18.2,45.5,2021,iso,6.1,48.8
64302,,Andre Drummond,CLE,25,8.1,42,28,0.67,,14,36,38.9,38.9,11.9,2.4,2.4,33.3,2021,iso,0.0,22.1
64303,,Norman Powell,TOR,42,2.7,19,26,1.37,,9,15,60.0,70.0,5.3,21.1,21.1,57.9,2021,iso,5.3,99.6
64304,,Damyean Dotson,CLE,46,6.3,22,26,1.18,,11,18,61.1,72.2,18.2,0.0,0.0,50.0,2021,iso,0.0,94.4
64305,,Saben Lee,DET,48,9.8,30,26,0.87,,8,19,42.1,42.1,20.0,20.0,20.0,43.3,2021,iso,3.3,52.0
64306,,Bogdan Bogdanovic,ATL,44,5.0,32,26,0.81,,10,26,38.5,50.0,18.8,0.0,0.0,31.3,2021,iso,0.0,40.7
64307,,Nikola Vucevic,ORL,44,3.6,37,26,0.7,,12,33,36.4,36.4,8.1,2.7,2.7,35.1,2021,iso,0.0,26.2
64308,,Brandon Goodwin,ATL,47,7.6,21,25,1.19,,7,13,53.8,61.5,9.5,28.6,23.8,61.9,2021,iso,0.0,95.2
64309,,Eric Bledsoe,NOP,71,2.8,26,25,0.96,,9,22,40.9,50.0,7.7,7.7,7.7,42.3,2021,iso,0.0,68.4
64310,,Precious Achiuwa,MIA,23,6.3,10,6,0.6,,2,7,28.6,28.6,20.0,10.0,10.0,30.0,2021,iso,0.0,5.8
64311,,Josh Richardson,DAL,59,3.5,26,25,0.96,,10,23,43.5,50.0,7.7,3.8,3.8,42.3,2021,iso,0.0,68.4
64312,,Jeremy Lamb,IND,36,8.2,27,25,0.93,,8,23,34.8,37.0,3.7,18.5,18.5,40.7,2021,iso,7.4,61.3
64313,,Tyrese Maxey,PHI,61,5.7,28,25,0.89,,11,25,44.0,44.0,3.6,14.3,10.7,46.4,2021,iso,7.1,56.5
64314,,Marvin Bagley III,SAC,43,5.3,32,25,0.78,,7,21,33.3,35.7,6.3,28.1,28.1,46.9,2021,iso,0.0,32.7
64315,,De'Anthony Melton,MEM,52,3.8,18,24,1.33,,7,14,50.0,71.4,11.1,16.7,16.7,50.0,2021,iso,5.6,99.2
64316,,Payton Pritchard,BOS,66,4.7,23,24,1.04,,8,18,44.4,52.8,8.7,13.0,13.0,47.8,2021,iso,0.0,79.8
64317,,Caris LeVert,BKN,12,12.6,30,24,0.8,,9,24,37.5,39.6,6.7,16.7,16.7,40.0,2021,iso,3.3,37.6
64318,,Elfrid Payton,NYK,63,4.0,31,24,0.77,,9,21,42.9,45.2,22.6,12.9,12.9,38.7,2021,iso,3.2,31.6
64319,,Lou Williams,ATL,24,11.0,31,24,0.77,,8,23,34.8,43.5,19.4,6.5,6.5,32.3,2021,iso,0.0,31.6
64320,,Norman Powell,POR,27,4.1,18,23,1.28,,7,14,50.0,60.7,0.0,22.2,22.2,61.1,2021,iso,0.0,96.8
64321,,Goran Dragic,MIA,50,4.3,31,23,0.74,,8,26,30.8,36.5,9.7,6.5,0.0,32.3,2021,iso,0.0,29.0
64322,,Shake Milton,PHI,63,4.3,36,23,0.64,,8,28,28.6,30.4,13.9,8.3,5.6,30.6,2021,iso,0.0,20.2
64323,,Saddiq Bey,DET,70,5.1,41,23,0.56,,6,28,21.4,23.2,17.1,14.6,14.6,29.3,2021,iso,0.0,13.3
64324,,Monte Morris,DEN,47,5.1,23,22,0.96,,9,18,50.0,50.0,13.0,8.7,8.7,47.8,2021,iso,0.0,67.7
64325,,Al Horford,OKC,28,6.3,25,22,0.88,,10,20,50.0,55.0,20.0,0.0,0.0,40.0,2021,iso,0.0,54.4
64326,,Jeff Teague,MIL,21,20.0,28,22,0.79,,8,21,38.1,38.1,14.3,14.3,14.3,39.3,2021,iso,3.6,34.3
64327,,Mason Plumlee,DET,56,5.7,32,22,0.69,,8,20,40.0,40.0,31.3,15.6,15.6,31.3,2021,iso,9.4,24.3
64328,,Theo Maledon,OKC,65,4.3,35,22,0.63,,6,24,25.0,27.1,17.1,20.0,20.0,28.6,2021,iso,5.7,19.0
64329,,Gary Trent Jr.,POR,41,4.3,25,21,0.84,,8,25,32.0,40.0,0.0,4.0,4.0,32.0,2021,iso,4.0,45.2
64330,,Isaiah Roby,OKC,61,6.4,38,21,0.55,,8,27,29.6,29.6,21.1,7.9,7.9,28.9,2021,iso,0.0,12.1
64331,,Patty Mills,SAS,68,2.8,20,20,1.0,,6,19,31.6,42.1,0.0,15.0,15.0,35.0,2021,iso,10.0,75.3
64332,,Jeff Green,BKN,68,3.4,22,20,0.91,,6,17,35.3,41.2,4.5,22.7,22.7,45.5,2021,iso,4.5,60.1
64333,,Rodney Hood,POR,38,10.5,25,20,0.8,,7,23,30.4,39.1,4.0,4.0,4.0,32.0,2021,iso,0.0,37.6
64334,,Landry Shamet,BKN,61,3.0,16,19,1.19,,6,13,46.2,50.0,0.0,25.0,25.0,56.3,2021,iso,6.3,94.8
64335,,D.J. Augustin,HOU,20,8.5,17,19,1.12,,6,13,46.2,50.0,5.9,17.6,17.6,52.9,2021,iso,0.0,90.7
64336,,Raul Neto,WAS,64,3.3,18,19,1.06,,8,15,53.3,56.7,11.1,11.1,11.1,50.0,2021,iso,5.6,81.8
64337,,Markieff Morris,LAL,61,4.0,18,19,1.06,,9,14,64.3,64.3,22.2,5.6,5.6,50.0,2021,iso,5.6,81.8
64338,,Derrick Rose,DET,15,8.9,21,19,0.91,,5,15,33.3,36.7,4.8,23.8,23.8,47.6,2021,iso,0.0,58.9
64339,,Tyrese Haliburton,SAC,58,3.7,27,19,0.7,,7,21,33.3,38.1,14.8,7.4,3.7,33.3,2021,iso,0.0,26.6
64340,,Josh Jackson,DET,62,4.1,39,19,0.49,,6,27,22.2,24.1,20.5,12.8,12.8,25.6,2021,iso,2.6,7.7
64341,,Joe Ingles,UTA,67,1.9,14,18,1.29,,4,9,44.4,66.7,14.3,21.4,21.4,50.0,2021,iso,0.0,97.6
64342,,Terance Mann,LAC,67,4.0,17,18,1.06,,8,17,47.1,50.0,0.0,5.9,5.9,47.1,2021,iso,5.9,82.3
64343,,Trey Burke,DAL,62,4.4,18,17,0.94,,5,16,31.3,37.5,0.0,22.2,16.7,38.9,2021,iso,11.1,65.3
64344,,Terrence Ross,ORL,46,2.8,21,17,0.81,,6,17,35.3,35.3,4.8,14.3,14.3,42.9,2021,iso,0.0,39.9
64345,,Aaron Gordon,ORL,25,6.4,26,17,0.65,,7,20,35.0,37.5,15.4,11.5,11.5,34.6,2021,iso,3.8,20.6
64346,,Aleksej Pokusevski,OKC,45,5.3,28,17,0.61,,7,22,31.8,34.1,17.9,7.1,3.6,28.6,2021,iso,3.6,18.1
64347,,George Hill,OKC,14,9.9,14,16,1.14,,8,14,57.1,57.1,0.0,0.0,0.0,57.1,2021,iso,0.0,92.3
64348,,Jahlil Okafor,DET,27,10.9,15,16,1.07,,8,13,61.5,61.5,13.3,0.0,0.0,53.3,2021,iso,0.0,83.9
64349,,Danuel House Jr.,HOU,36,5.1,17,16,0.94,,6,16,37.5,50.0,5.9,5.9,5.9,35.3,2021,iso,5.9,64.1
64350,,P.J. Washington,CHA,64,2.3,20,16,0.8,,7,13,53.8,57.7,30.0,5.0,5.0,40.0,2021,iso,0.0,37.6
64351,,Keldon Johnson,SAS,69,2.5,22,16,0.73,,7,19,36.8,36.8,9.1,4.5,4.5,36.4,2021,iso,0.0,28.0
64352,,Harry Giles III,POR,32,11.6,13,14,1.08,,6,12,50.0,50.0,0.0,15.4,7.7,53.8,2021,iso,7.7,85.5
64353,,Ty Jerome,OKC,33,8.3,29,16,0.55,,6,24,25.0,25.0,10.3,6.9,6.9,27.6,2021,iso,0.0,11.7
64354,,Luguentz Dort,OKC,52,5.0,39,16,0.41,,6,30,20.0,23.3,15.4,7.7,7.7,20.5,2021,iso,0.0,4.4
64355,,Tomas Satoransky,CHI,58,2.9,13,15,1.15,,6,9,66.7,66.7,23.1,15.4,15.4,53.8,2021,iso,7.7,93.1
64356,,Richaun Holmes,SAC,61,1.9,14,15,1.07,,6,11,54.5,54.5,7.1,14.3,14.3,57.1,2021,iso,0.0,84.7
64357,,Austin Rivers,DEN,15,13.1,17,15,0.88,,5,15,33.3,40.0,0.0,11.8,11.8,41.2,2021,iso,0.0,55.9
64358,,JaVale McGee,CLE,33,6.0,17,15,0.88,,7,15,46.7,46.7,11.8,5.9,5.9,41.2,2021,iso,5.9,55.9
64359,,Paul Millsap,DEN,56,3.7,18,15,0.83,,6,12,50.0,50.0,22.2,11.1,11.1,44.4,2021,iso,0.0,43.3
64360,,De'Andre Hunter,ATL,23,5.7,18,15,0.83,,6,16,37.5,40.6,5.6,5.6,5.6,38.9,2021,iso,0.0,43.3
64361,,Naz Reid,MIN,70,2.5,18,15,0.83,,4,12,33.3,33.3,16.7,22.2,22.2,38.9,2021,iso,5.6,43.3
64362,,Kelly Oubre Jr.,GSW,55,2.9,25,15,0.6,,5,19,26.3,26.3,12.0,16.0,16.0,32.0,2021,iso,4.0,17.1
64363,,John Collins,ATL,63,1.4,13,14,1.08,,6,10,60.0,60.0,15.4,15.4,15.4,53.8,2021,iso,7.7,86.7
64364,,Evan Fournier,ORL,26,3.0,14,14,1.0,,2,6,33.3,33.3,14.3,42.9,42.9,57.1,2021,iso,0.0,75.3
64365,,Chasson Randle,ORL,41,4.9,15,14,0.93,,4,11,36.4,45.5,13.3,13.3,13.3,40.0,2021,iso,0.0,62.1
64366,,Caleb Martin,CHA,53,5.4,17,14,0.82,,5,12,41.7,41.7,5.9,23.5,23.5,47.1,2021,iso,0.0,41.9
64367,,Blake Griffin,DET,20,8.9,25,14,0.56,,3,19,15.8,23.7,16.0,8.0,8.0,20.0,2021,iso,0.0,12.9
64368,,Jordan Poole,GSW,51,4.5,26,14,0.54,,5,22,22.7,27.3,11.5,3.8,3.8,23.1,2021,iso,0.0,10.6
64369,,Robert Covington,POR,70,1.7,10,13,1.3,,5,9,55.6,66.7,0.0,10.0,10.0,60.0,2021,iso,0.0,98.4
64370,,Grayson Allen,MEM,50,2.0,10,13,1.3,,4,9,44.4,55.6,0.0,20.0,20.0,50.0,2021,iso,10.0,98.4
64371,,Andre Drummond,LAL,21,4.5,12,13,1.08,,5,10,50.0,50.0,0.0,25.0,25.0,58.3,2021,iso,8.3,87.1
64372,,Chuma Okeke,ORL,45,3.4,13,13,1.0,,5,11,45.5,50.0,7.7,7.7,7.7,46.2,2021,iso,0.0,75.3
64373,,Tristan Thompson,BOS,54,4.1,18,13,0.72,,6,15,40.0,40.0,11.1,5.6,5.6,38.9,2021,iso,0.0,27.4
64374,,,NOP,46,3.8,21,13,0.62,,6,20,30.0,32.5,4.8,0.0,0.0,28.6,2021,iso,0.0,18.5
64375,,Derrick White,SAS,36,2.0,11,12,1.09,,5,9,55.6,61.1,9.1,18.2,9.1,45.5,2021,iso,9.1,88.3
64376,,Mikal Bridges,PHX,72,1.4,11,12,1.09,,5,9,55.6,55.6,9.1,9.1,9.1,54.5,2021,iso,0.0,88.3
64377,,Cory Joseph,SAC,44,4.1,13,12,0.92,,6,13,46.2,46.2,0.0,0.0,0.0,46.2,2021,iso,0.0,60.9
64378,,Jonas Valanciunas,MEM,62,1.5,14,12,0.86,,4,9,44.4,44.4,14.3,21.4,21.4,50.0,2021,iso,0.0,49.4
