PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%
Luka Doncic,DAL,25.0,69,69,48.199999999999996,348,784,44.4,56.2,18.099999999999998,163,294,55.400000000000006,30.099999999999998,185,490,37.8
De'Aaron Fox,SAC,26.0,74,74,38.7,263,598,44.0,53.300000000000004,18.8,151,290,52.1,19.900000000000002,112,308,36.4
Jalen Brunson,NYK,27.0,77,76,36.3,277,596,46.5,56.3,18.7,160,307,52.1,17.599999999999998,117,289,40.5
Anthony Edwards,MIN,22.0,79,78,38.1,250,593,42.199999999999996,51.0,18.9,145,295,49.2,19.1,105,298,35.199999999999996
Stephen Curry,GSW,36.0,74,74,41.4,249,586,42.5,57.8,9.8,70,138,50.7,31.7,179,448,40.0
Mikal Bridges,BKN,27.0,79,79,41.699999999999996,221,523,42.3,52.7,18.7,112,234,47.9,23.1,109,289,37.7
Dejounte Murray,ATL,27.0,78,78,34.5,230,502,45.800000000000004,55.50000000000001,15.5,133,226,58.8,19.0,97,276,35.099999999999994
Jalen Green,HOU,22.0,82,82,37.0,211,490,43.1,54.800000000000004,13.700000000000001,96,181,53.0,23.3,115,309,37.2
Paul George,LAC,34.0,73,73,40.2,224,487,46.0,58.099999999999994,16.8,106,203,52.2,23.5,118,284,41.5
Shai Gilgeous-Alexander,OKC,25.0,75,75,32.6,251,485,51.800000000000004,54.2,27.6,227,411,55.2,5.0,24,74,32.4
Jayson Tatum,BOS,26.0,73,73,34.699999999999996,204,485,42.1,54.400000000000006,12.4,84,173,48.6,22.3,120,312,38.5
Kyle Kuzma,WAS,28.0,70,70,36.199999999999996,195,474,41.099999999999994,49.8,17.0,113,222,50.9,19.3,82,252,32.5
Paolo Banchero,ORL,21.0,80,80,32.800000000000004,204,462,44.2,49.9,21.4,151,301,50.2,11.4,53,161,32.9
LeBron James,LAL,39.0,70,70,35.8,210,442,47.5,56.39999999999999,19.1,131,236,55.50000000000001,16.7,79,206,38.3
Tyrese Maxey,PHI,23.0,69,69,30.8,182,430,42.3,52.400000000000006,13.900000000000002,95,194,49.0,16.900000000000002,87,236,36.9
Damian Lillard,MIL,33.0,73,73,33.6,178,429,41.5,52.0,13.5,88,172,51.2,20.200000000000003,90,257,35.0
Klay Thompson,GSW,34.0,76,75,38.2,181,418,43.3,56.699999999999996,12.1,69,132,52.300000000000004,26.1,112,286,39.2
Donovan Mitchell,CLE,27.0,55,55,38.3,198,417,47.5,59.599999999999994,15.299999999999999,97,167,58.099999999999994,23.0,101,250,40.400000000000006
Jaylen Brown,BOS,27.0,69,69,33.6,200,415,48.199999999999996,58.699999999999996,15.9,113,196,57.699999999999996,17.7,87,219,39.7
Devin Booker,PHX,27.0,67,67,32.2,206,412,50.0,57.199999999999996,18.099999999999998,147,232,63.4,14.099999999999998,59,180,32.800000000000004
Kyrie Irving,DAL,32.0,57,57,36.5,192,406,47.3,56.39999999999999,18.5,118,206,57.3,18.0,74,200,37.0
Cam Thomas,BKN,22.0,63,63,35.199999999999996,182,399,45.6,54.400000000000006,18.7,112,212,52.800000000000004,16.5,70,187,37.4
Kawhi Leonard,LAC,32.0,67,67,34.9,194,397,48.9,56.2,21.6,136,246,55.300000000000004,13.3,58,151,38.4
Kevin Durant,PHX,35.0,74,73,27.900000000000002,212,393,53.900000000000006,62.2,16.7,147,236,62.3,11.1,65,157,41.4
D'Angelo Russell,LAL,28.0,75,74,37.2,172,392,43.9,57.699999999999996,12.8,64,135,47.4,24.4,108,257,42.0
Fred VanVleet,HOU,30.0,73,73,38.5,161,391,41.199999999999996,52.6,13.900000000000002,72,141,51.1,24.6,89,250,35.6
Devin Vassell,SAS,23.0,68,68,36.7,172,387,44.4,53.7,18.099999999999998,100,191,52.400000000000006,18.6,72,196,36.7
Bogdan Bogdanovic,ATL,31.0,79,78,35.099999999999994,171,385,44.4,58.699999999999996,9.700000000000001,61,106,57.49999999999999,25.5,110,279,39.4
Victor Wembanyama,SAS,20.0,71,71,31.6,162,374,43.3,50.8,16.8,106,198,53.5,14.899999999999999,56,176,31.8
Jamal Murray,DEN,27.0,57,55,39.0,181,369,49.1,58.3,22.400000000000002,113,212,53.300000000000004,16.6,68,157,43.3
Miles Bridges,CHA,26.0,68,68,30.7,156,367,42.5,51.5,15.1,90,180,50.0,15.6,66,187,35.3
Coby White,CHI,24.0,78,76,30.3,146,359,40.699999999999996,49.6,15.0,82,178,46.1,15.299999999999999,64,181,35.4
Terry Rozier,MIA,30.0,61,61,35.8,157,357,44.0,53.400000000000006,16.5,90,165,54.50000000000001,19.2,67,192,34.9
CJ McCollum,NOP,32.0,65,65,33.6,161,350,46.0,59.9,11.4,64,119,53.800000000000004,22.2,97,231,42.0
DeMar DeRozan,CHI,34.0,78,76,26.3,158,350,45.1,50.3,18.7,122,249,49.0,7.6,36,101,35.6
Michael Porter Jr.,DEN,25.0,79,78,33.0,164,348,47.099999999999994,58.8,13.4,83,142,58.5,19.5,81,206,39.300000000000004
Collin Sexton,UTA,25.0,77,75,33.6,153,343,44.6,55.400000000000006,15.0,79,153,51.6,18.6,74,190,38.9
Tim Hardaway Jr.,DAL,32.0,78,77,36.1,117,343,34.1,45.6,9.9,38,94,40.400000000000006,26.200000000000003,79,249,31.7
Bobby Portis,MIL,29.0,82,81,37.3,160,342,46.800000000000004,53.400000000000006,24.3,115,223,51.6,13.0,45,119,37.8
Brandon Miller,CHA,21.0,73,73,32.0,157,340,46.2,55.7,14.2,92,151,60.9,17.8,65,189,34.4
Jordan Poole,WAS,24.0,78,75,28.7,125,340,36.8,44.0,13.100000000000001,76,155,49.0,15.6,49,185,26.5
Bam Adebayo,MIA,26.0,70,70,33.6,168,335,50.1,50.4,33.1,166,330,50.3,0.5,2,5,40.0
Donte DiVincenzo,NYK,27.0,81,76,33.2,135,331,40.8,56.8,5.2,29,52,55.800000000000004,28.000000000000004,106,279,38.0
Brandon Ingram,NOP,26.0,63,63,32.1,168,322,52.2,59.199999999999996,21.6,123,217,56.699999999999996,10.5,45,105,42.9
Pascal Siakam,IND,30.0,80,79,24.3,162,309,52.400000000000006,55.2,19.7,145,250,57.99999999999999,4.6,17,59,28.799999999999997
Dennis Schroder,BKN,30.0,79,76,33.6,140,307,45.6,55.900000000000006,16.400000000000002,77,150,51.300000000000004,17.2,63,157,40.1
Nikola Jokic,DEN,29.0,77,73,22.1,166,305,54.400000000000006,59.3,15.4,136,212,64.2,6.7,30,93,32.300000000000004
Joel Embiid,PHI,30.0,39,39,35.8,161,305,52.800000000000004,55.60000000000001,29.5,144,251,57.4,6.3,17,54,31.5
Gary Trent Jr.,TOR,25.0,70,68,37.2,102,305,33.4,41.8,16.2,51,133,38.3,21.0,51,172,29.7
Lauri Markkanen,UTA,27.0,55,55,34.2,133,304,43.8,56.599999999999994,11.0,55,98,56.10000000000001,23.1,78,206,37.9
Jalen Williams,OKC,23.0,71,69,30.3,154,301,51.2,55.300000000000004,22.400000000000002,129,222,58.099999999999994,8.0,25,79,31.6
Tyrese Haliburton,IND,24.0,69,69,28.599999999999998,132,299,44.1,52.5,12.7,82,133,61.7,15.9,50,166,30.099999999999998
Keegan Murray,SAC,23.0,77,77,30.7,115,297,38.7,47.0,13.5,66,131,50.4,17.1,49,166,29.5
Cade Cunningham,DET,22.0,61,60,25.7,131,294,44.6,48.8,17.2,106,197,53.800000000000004,8.5,25,97,25.8
Anfernee Simons,POR,24.0,45,45,35.199999999999996,122,288,42.4,55.900000000000006,11.600000000000001,44,95,46.300000000000004,23.599999999999998,78,193,40.400000000000006
Jabari Smith Jr.,HOU,21.0,76,74,34.5,113,285,39.6,51.1,11.0,48,91,52.7,23.5,65,194,33.5
Anthony Davis,LAL,31.0,75,72,22.6,150,282,53.2,55.300000000000004,20.200000000000003,138,253,54.50000000000001,2.3,12,29,41.4
James Harden,LAC,34.0,71,71,34.599999999999994,118,280,42.1,57.49999999999999,7.3999999999999995,32,60,53.300000000000004,27.200000000000003,86,220,39.1
Giannis Antetokounmpo,MIL,29.0,73,69,20.200000000000003,155,277,56.00000000000001,56.699999999999996,18.8,151,257,58.8,1.5,4,20,20.0
Malik Beasley,MIL,27.0,79,78,38.4,124,277,44.800000000000004,62.3,6.0,27,43,62.8,32.4,97,234,41.5
Malik Monk,SAC,26.0,72,66,30.2,118,269,43.9,54.1,12.3,63,110,57.3,17.8,55,159,34.599999999999994
Keyonte George,UTA,20.0,74,71,33.5,90,267,33.7,44.9,8.5,30,68,44.1,24.9,60,199,30.2
Jordan Clarkson,UTA,31.0,54,53,33.0,124,263,47.099999999999994,55.300000000000004,16.400000000000002,81,131,61.8,16.5,43,132,32.6
Derrick White,BOS,29.0,72,69,31.2,120,259,46.300000000000004,61.0,8.3,44,69,63.800000000000004,22.900000000000002,76,190,40.0
Tobias Harris,PHI,31.0,69,65,27.6,133,258,51.6,57.8,17.1,101,160,63.1,10.5,32,98,32.7
P.J. Washington,DAL,25.0,72,70,32.0,102,258,39.5,48.3,11.799999999999999,57,95,60.0,20.200000000000003,45,163,27.6
Trae Young,ATL,25.0,54,54,25.6,111,256,43.4,50.2,14.399999999999999,76,144,52.800000000000004,11.200000000000001,35,112,31.3
Julius Randle,NYK,29.0,46,46,30.7,114,254,44.9,53.7,14.6,69,121,56.99999999999999,16.1,45,133,33.800000000000004
Karl-Anthony Towns,MIN,28.0,62,61,26.6,113,253,44.7,54.50000000000001,11.1,63,106,59.4,15.5,50,147,34.0
Scottie Barnes,TOR,22.0,60,59,26.700000000000003,108,251,43.0,50.2,13.100000000000001,72,123,58.5,13.600000000000001,36,128,28.1
Kelly Oubre Jr.,PHI,28.0,67,66,28.9,95,251,37.8,47.4,9.4,47,82,57.3,19.5,48,169,28.4
Austin Reaves,LAL,25.0,81,78,27.3,109,250,43.6,50.4,14.6,75,134,56.00000000000001,12.6,34,116,29.299999999999997
Caris LeVert,CLE,29.0,68,67,30.4,103,249,41.4,50.0,14.099999999999998,60,116,51.7,16.2,43,133,32.300000000000004
Khris Middleton,MIL,32.0,55,53,38.6,124,248,50.0,58.9,20.4,80,131,61.1,18.2,44,117,37.6
De'Andre Hunter,ATL,26.0,57,57,37.3,105,246,42.699999999999996,54.300000000000004,13.5,48,89,53.900000000000006,23.799999999999997,57,157,36.3
Nikola Vucevic,CHI,33.0,75,71,20.7,124,245,50.6,51.6,18.4,119,217,54.800000000000004,2.4,5,28,17.9
Deandre Ayton,POR,25.0,54,54,33.300000000000004,139,241,57.699999999999996,57.699999999999996,33.300000000000004,139,241,57.699999999999996,0.0,0,0,
Cole Anthony,ORL,24.0,81,79,31.6,102,241,42.3,49.6,19.3,67,147,45.6,12.3,35,94,37.2
Corey Kispert,WAS,25.0,80,72,30.599999999999998,93,240,38.800000000000004,51.7,6.2,31,49,63.3,24.3,62,191,32.5
Jerami Grant,POR,30.0,54,54,28.1,106,239,44.4,55.2,12.4,54,105,51.4,15.8,52,134,38.800000000000004
Tyler Herro,MIA,24.0,41,41,33.2,98,239,41.0,51.300000000000004,13.3,49,96,51.0,19.900000000000002,49,143,34.300000000000004
Max Strus,CLE,28.0,70,68,32.9,95,239,39.7,55.900000000000006,3.6999999999999997,18,27,66.7,29.2,77,212,36.3
Desmond Bane,MEM,25.0,42,42,30.7,104,238,43.7,57.4,9.8,39,76,51.300000000000004,20.9,65,162,40.1
