TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Milwaukee Bucks,23,23,21.0,183,422,43.4,59.0,4.2,51,85,60.0,16.8,132,337,39.2
Phoenix Suns,22,22,20.5,150,391,38.4,54.0,2.7,28,51,54.9,17.8,122,340,35.9
Atlanta Hawks,18,18,19.7,124,308,40.3,56.3,3.1,25,49,51.0,16.5,99,259,38.2
LA Clippers,19,19,16.4,119,265,44.9,63.4,2.3,21,37,56.8,14.1,98,228,43.0
Utah Jazz,11,11,25.7,113,250,45.2,62.0,4.0,29,39,74.4,21.7,84,211,39.8
Brooklyn Nets,12,12,19.6,72,209,34.4,47.1,2.8,19,30,63.3,16.8,53,179,29.6
Philadelphia 76ers,12,12,19.5,88,205,42.9,58.0,3.7,26,39,66.7,15.8,62,166,37.3
Denver Nuggets,10,10,19.2,85,168,50.6,68.5,4.3,25,38,65.8,14.9,60,130,46.2
Dallas Mavericks,7,7,23.9,52,134,38.8,56.3,2.1,5,12,41.7,21.8,47,122,38.5
Memphis Grizzlies,5,5,24.3,47,105,44.8,65.2,1.4,4,6,66.7,22.9,43,99,43.4
New York Knicks,5,5,24.8,46,105,43.8,61.9,2.8,8,12,66.7,21.9,38,93,40.9
Los Angeles Lakers,6,6,20.8,47,102,46.1,64.7,3.9,9,19,47.4,16.9,38,83,45.8
Washington Wizards,5,5,21.4,40,96,41.7,57.8,3.3,9,15,60.0,18.1,31,81,38.3
Portland Trail Blazers,6,6,17.0,45,93,48.4,69.4,2.2,6,12,50.0,14.8,39,81,48.1
Boston Celtics,5,5,15.1,34,64,53.1,74.2,2.1,7,9,77.8,13.0,27,55,49.1
Miami Heat,4,4,15.9,22,60,36.7,51.7,1.3,4,5,80.0,14.6,18,55,32.7
