TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Milwaukee Bucks,23,23,9.3,96,195,49.2,49.7,9.1,94,190,49.5,0.2,2,5,40.0
Phoenix Suns,22,22,7.1,63,133,47.4,47.4,6.9,63,130,48.5,0.2,0,3,0.0
LA Clippers,19,19,7.0,57,109,52.3,52.3,6.8,57,106,53.8,0.2,0,3,0.0
Atlanta Hawks,18,18,6.7,53,104,51.0,51.0,6.6,53,103,51.5,0.1,0,1,0.0
Denver Nuggets,10,10,11.0,50,101,49.5,50.5,10.6,48,98,49.0,0.3,2,3,66.7
Brooklyn Nets,12,12,7.3,32,75,42.7,42.7,7.2,32,74,43.2,0.1,0,1,0.0
Philadelphia 76ers,12,12,6.1,24,63,38.1,38.1,5.9,24,61,39.3,0.2,0,2,0.0
Utah Jazz,11,11,6.4,33,59,55.9,58.5,5.9,30,55,54.5,0.4,3,4,75.0
Dallas Mavericks,7,7,8.2,22,49,44.9,46.9,7.8,20,47,42.6,0.3,2,2,100
Washington Wizards,5,5,10.8,21,48,43.8,44.8,10.4,20,46,43.5,0.5,1,2,50.0
Boston Celtics,5,5,10.6,22,47,46.8,46.8,10.6,22,47,46.8,0.0,0,0,-
Los Angeles Lakers,6,6,9.4,22,47,46.8,46.8,9.4,22,47,46.8,0.0,0,0,-
New York Knicks,5,5,8.8,18,38,47.4,48.7,8.6,17,37,45.9,0.2,1,1,100
Portland Trail Blazers,6,6,7.0,20,37,54.1,54.1,6.6,20,35,57.1,0.4,0,2,0.0
Memphis Grizzlies,5,5,5.7,9,27,33.3,33.3,5.5,9,26,34.6,0.2,0,1,0.0
Miami Heat,4,4,6.4,7,23,30.4,30.4,5.9,7,21,33.3,0.6,0,2,0.0
