TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Milwaukee Bucks,23,23,40.0,455,837,54.4,56.2,35.3,425,739,57.5,4.7,30,98,30.6
Phoenix Suns,22,22,38.7,369,724,51.0,53.2,34.0,337,636,53.0,4.7,32,88,36.4
Atlanta Hawks,18,18,38.3,283,598,47.3,48.8,34.3,265,536,49.4,4.0,18,62,29.0
LA Clippers,19,19,37.7,299,587,50.9,53.7,31.0,266,482,55.2,6.7,33,105,31.4
Brooklyn Nets,12,12,45.7,225,473,47.6,51.2,36.2,191,374,51.1,9.6,34,99,34.3
Philadelphia 76ers,12,12,42.1,225,433,52.0,54.2,36.8,206,379,54.4,5.2,19,54,35.2
Utah Jazz,11,11,41.6,187,385,48.6,52.9,32.0,154,296,52.0,9.6,33,89,37.1
Denver Nuggets,10,10,41.8,182,385,47.3,50.1,33.3,160,307,52.1,8.5,22,78,28.2
Dallas Mavericks,7,7,40.3,114,242,47.1,48.8,35.2,106,211,50.2,5.2,8,31,25.8
Portland Trail Blazers,6,6,43.4,114,230,49.6,54.8,32.6,90,173,52.0,10.8,24,57,42.1
Memphis Grizzlies,5,5,46.6,113,220,51.4,52.0,42.4,110,200,55.0,4.2,3,20,15.0
Los Angeles Lakers,6,6,40.4,100,201,49.8,51.0,36.7,95,183,51.9,3.6,5,18,27.8
New York Knicks,5,5,45.6,82,197,41.6,43.9,37.7,73,163,44.8,7.9,9,34,26.5
Boston Celtics,5,5,42.3,77,187,41.2,43.0,33.9,70,150,46.7,8.4,7,37,18.9
Washington Wizards,5,5,41.5,87,184,47.3,47.8,37.2,85,165,51.5,4.3,2,19,10.5
Miami Heat,4,4,41.2,61,147,41.5,42.5,35.6,58,127,45.7,5.6,3,20,15.0
