PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Kennedy Chandler,MEM,20,G,9,7,32.3,6.0,10.0,60.0,47.0,13.0
Thaddeus Young,TOR,34,F,24,23,44.4,62.0,79.0,78.5,66.2,12.3
Trent Forrest,ATL,24,G,9,6,32.8,16.0,21.0,76.2,64.1,12.1
Seth Curry,BKN,32,G,17,13,30.0,28.0,39.0,71.8,59.8,12.0
Justin Holiday,ATL,33,F-G,20,19,42.5,40.0,54.0,74.1,62.3,11.8
Chris Boucher,TOR,29,F-C,23,22,42.9,64.0,87.0,73.6,62.6,11.0
Garrison Mathews,HOU,26,G,21,14,22.2,17.0,22.0,77.3,66.3,11.0
Nerlens Noel,DET,28,C-F,4,4,48.0,9.0,12.0,75.0,64.0,11.0
Max Christie,LAL,19,G,10,6,35.4,12.0,17.0,70.6,59.8,10.8
Quentin Grimes,NYK,22,G,16,14,33.3,37.0,51.0,72.5,61.8,10.7
Kentavious Caldwell-Pope,DEN,29,G,25,24,36.2,59.0,83.0,71.1,60.6,10.5
Jordan Nwora,MIL,24,F,22,19,27.1,25.0,35.0,71.4,61.2,10.2
Davon Reed,DEN,27,G,18,15,31.5,17.0,23.0,73.9,63.7,10.2
Gabe Vincent,MIA,26,G,19,19,29.5,42.0,59.0,71.2,61.1,10.1
Josh Christopher,HOU,21,G,17,13,40.0,16.0,22.0,72.7,62.6,10.1
Saddiq Bey,DET,23,F,25,24,38.4,65.0,88.0,73.9,64.0,9.8
Keon Johnson,POR,20,G,6,6,34.2,9.0,13.0,69.2,59.7,9.6
Malachi Flynn,TOR,24,G,16,13,42.9,22.0,30.0,73.3,64.0,9.3
Dru Smith,MIA,24,G,5,5,35.5,8.0,11.0,72.7,63.4,9.3
Aaron Gordon,DEN,27,F,23,23,43.3,72.0,100.0,72.0,62.9,9.1
Gordon Hayward,CHA,32,F,10,9,35.1,24.0,34.0,70.6,61.5,9.1
Michael Porter Jr.,DEN,24,F,16,15,41.4,43.0,60.0,71.7,62.7,9.0
Wesley Matthews,MIL,36,G,16,14,35.2,23.0,32.0,71.9,63.1,8.8
JaMychal Green,GSW,32,F-C,24,20,40.3,40.0,54.0,74.1,65.4,8.7
Jamal Cain,MIA,23,F,8,4,18.9,5.0,7.0,71.4,62.7,8.7
Landry Shamet,PHX,25,G,17,12,41.3,30.0,43.0,69.8,61.2,8.6
Jalen McDaniels,CHA,24,F-C,26,25,36.5,71.0,101.0,70.3,62.0,8.3
Jericho Sims,NYK,24,C,17,15,49.1,40.0,55.0,72.7,64.4,8.3
Caleb Martin,MIA,27,F,26,26,33.5,91.0,129.0,70.5,62.4,8.1
Tari Eason,HOU,21,F,26,24,33.7,47.0,65.0,72.3,64.2,8.1
Bones Hyland,DEN,22,G,18,15,37.9,44.0,64.0,68.8,60.6,8.1
Anfernee Simons,POR,23,G,24,24,37.9,95.0,133.0,71.4,63.4,8.0
Frank Ntilikina,DAL,24,G,6,1,18.8,2.0,3.0,66.7,58.7,8.0
Andre Drummond,CHI,29,C,20,18,43.5,48.0,64.0,75.0,67.2,7.8
Josh Richardson,SAS,29,G,19,19,39.2,40.0,56.0,71.4,63.7,7.7
Boban Marjanovic,HOU,34,C,4,3,63.6,5.0,7.0,71.4,63.8,7.6
Moses Moody,GSW,20,G,21,21,43.7,41.0,59.0,69.5,62.0,7.5
Trendon Watford,POR,22,F,17,14,45.3,40.0,58.0,69.0,61.4,7.5
Shaedon Sharpe,POR,19,G,25,22,34.2,44.0,64.0,68.8,61.3,7.4
Coby White,CHI,22,G,18,17,33.1,37.0,51.0,72.5,65.2,7.4
Spencer Dinwiddie,DAL,29,G,26,26,33.3,59.0,83.0,71.1,63.8,7.3
Jaden Ivey,DET,20,G,25,24,38.8,74.0,104.0,71.2,63.9,7.2
Grant Williams,BOS,24,F,26,25,31.2,61.0,88.0,69.3,62.2,7.1
Donovan Mitchell,CLE,26,G,23,23,31.1,53.0,76.0,69.7,62.7,7.1
Klay Thompson,GSW,32,G,22,22,31.1,44.0,61.0,72.1,65.1,7.0
Eric Gordon,HOU,33,G,21,18,28.7,31.0,45.0,68.9,61.9,7.0
Tyus Jones,MEM,26,G,26,23,38.2,47.0,68.0,69.1,62.2,6.9
Danuel House Jr.,PHI,29,F-G,22,18,36.6,37.0,53.0,69.8,62.9,6.9
Cameron Payne,PHX,28,G,24,23,42.8,51.0,74.0,68.9,62.2,6.7
Duncan Robinson,MIA,28,F,19,16,39.8,28.0,41.0,68.3,61.7,6.6
Josh Green,DAL,22,G,25,22,31.5,32.0,47.0,68.1,61.6,6.5
Nikola Jovic,MIA,19,F,10,9,41.0,23.0,32.0,71.9,65.5,6.4
Otto Porter Jr.,TOR,29,F,8,7,53.4,21.0,31.0,67.7,61.3,6.4
Gary Harris,ORL,28,G,6,5,39.2,14.0,20.0,70.0,63.7,6.3
Khem Birch,TOR,30,C,14,11,28.8,12.0,17.0,70.6,64.3,6.3
Luke Kennard,LAC,26,G,17,14,36.1,26.0,39.0,66.7,60.4,6.2
Pascal Siakam,TOR,28,F,17,17,38.4,62.0,89.0,69.7,63.5,6.1
Blake Griffin,BOS,33,F,11,9,27.9,17.0,24.0,70.8,64.7,6.1
Bojan Bogdanovic,DET,33,F,28,28,38.5,87.0,124.0,70.2,64.2,6.0
Kevin Huerter,SAC,24,G-F,25,25,41.0,89.0,128.0,69.5,63.6,5.9
Vlatko Cancar,DEN,25,F,15,11,37.3,17.0,25.0,68.0,62.2,5.8
CJ McCollum,NOP,31,G,21,21,35.4,69.0,97.0,71.1,65.6,5.5
Georges Niang,PHI,29,F,24,22,34.5,41.0,61.0,67.2,61.7,5.5
Troy Brown Jr.,LAL,23,G-F,23,21,38.7,66.0,96.0,68.8,63.5,5.3
Xavier Tillman,MEM,23,F,11,10,43.8,19.0,28.0,67.9,62.6,5.2
Dominick Barlow,SAS,19,F,3,2,33.3,2.0,3.0,66.7,61.6,5.1
Anthony Edwards,MIN,21,G,25,25,36.8,78.0,118.0,66.1,61.2,4.9
Franz Wagner,ORL,21,F,27,27,34.4,72.0,106.0,67.9,63.0,4.9
De'Aaron Fox,SAC,24,G,22,21,33.7,64.0,93.0,68.8,64.1,4.7
Damion Lee,PHX,30,G-F,26,25,39.4,51.0,74.0,68.9,64.2,4.7
Jordan McLaughlin,MIN,26,G,17,15,35.2,20.0,32.0,62.5,57.8,4.7
Zeke Nnaji,DEN,21,F-C,17,14,36.0,19.0,27.0,70.4,65.7,4.7
Oshae Brissett,IND,24,F-G,21,18,46.3,39.0,57.0,68.4,63.8,4.6
Amir Coffey,LAC,25,G-F,19,15,37.6,26.0,38.0,68.4,63.8,4.6
DeMar DeRozan,CHI,33,G-F,26,26,42.3,79.0,115.0,68.7,64.2,4.5
Damian Lillard,POR,32,G,14,14,39.9,47.0,67.0,70.1,65.6,4.5
Herbert Jones,NOP,24,F,16,15,36.0,40.0,59.0,67.8,63.3,4.5
LaMelo Ball,CHA,21,G,3,3,38.1,11.0,16.0,68.8,64.3,4.5
Nikola Vucevic,CHI,32,C,26,26,42.3,127.0,187.0,67.9,63.5,4.4
Chuma Okeke,ORL,24,F,17,17,45.1,44.0,64.0,68.8,64.3,4.4
Vit Krejci,ATL,22,G,8,5,33.3,7.0,10.0,70.0,65.8,4.3
Alex Caruso,CHI,28,G,25,25,32.6,62.0,95.0,65.3,61.1,4.2
Malik Beasley,UTA,26,G,28,25,42.3,76.0,115.0,66.1,62.0,4.1
Austin Rivers,MIN,30,G,12,10,31.1,18.0,28.0,64.3,60.1,4.1
Tyrese Haliburton,IND,22,G,25,25,42.3,68.0,101.0,67.3,63.3,4.0
Trey Murphy III,NOP,22,F,23,23,34.9,65.0,96.0,67.7,63.7,4.0
Will Barton,WAS,31,G,25,22,39.7,40.0,60.0,66.7,62.7,4.0
Devonte' Graham,NOP,27,G,25,20,37.3,37.0,56.0,66.1,62.5,3.6
Cam Reddish,NYK,23,F-G,20,19,27.4,32.0,48.0,66.7,63.1,3.6
Tobias Harris,PHI,30,F,24,23,36.8,70.0,103.0,68.0,64.5,3.5
Reggie Bullock,DAL,31,G-F,25,24,37.7,54.0,81.0,66.7,63.2,3.5
Kevin Porter Jr.,HOU,22,G-F,25,25,35.3,91.0,137.0,66.4,63.0,3.4
Larry Nance Jr.,NOP,29,F-C,23,21,40.7,54.0,79.0,68.4,65.0,3.3
Luguentz Dort,OKC,23,G,25,25,37.6,80.0,121.0,66.1,62.9,3.2
Jalen Brunson,NYK,26,G,27,27,31.8,72.0,112.0,64.3,61.1,3.2
Tim Hardaway Jr.,DAL,30,G-F,25,25,32.7,57.0,86.0,66.3,63.1,3.2
De'Anthony Melton,PHI,24,G,24,23,43.0,82.0,125.0,65.6,62.5,3.1
Jonas Valanciunas,NOP,30,C,25,25,37.4,78.0,113.0,69.0,66.0,3.1
Robin Lopez,CLE,34,C,18,15,46.4,35.0,51.0,68.6,65.5,3.1
Jose Alvarado,NOP,24,G,25,22,30.1,44.0,68.0,64.7,61.7,3.0
Malik Monk,SAC,24,G,25,24,37.2,47.0,71.0,66.2,63.3,2.9
Shake Milton,PHI,26,G-F,22,19,28.0,30.0,47.0,63.8,60.9,2.9
Willy Hernangomez,NOP,28,C-F,10,9,50.0,20.0,29.0,69.0,66.0,2.9
Bruce Brown,DEN,26,G-F,26,24,34.3,76.0,118.0,64.4,61.6,2.8
AJ Griffin,ATL,19,F,22,22,43.3,50.0,77.0,64.9,62.2,2.8
Julius Randle,NYK,28,F-C,27,27,36.1,86.0,130.0,66.2,63.4,2.7
Taurean Prince,MIN,28,F,17,14,38.7,27.0,43.0,62.8,60.3,2.5
Wendell Moore Jr.,MIN,21,G,7,5,56.5,8.0,13.0,61.5,59.1,2.5
Keldon Johnson,SAS,23,F-G,24,23,48.5,84.0,127.0,66.1,63.7,2.4
Devin Vassell,SAS,22,G-F,20,20,45.0,58.0,90.0,64.4,62.0,2.4
Jaylen Nowell,MIN,23,G,25,19,38.8,34.0,54.0,63.0,60.6,2.3
Cedi Osman,CLE,27,F,27,24,28.9,33.0,50.0,66.0,63.7,2.3
Fred VanVleet,TOR,28,G,21,21,39.1,70.0,110.0,63.6,61.5,2.2
Grayson Allen,MIL,27,G,23,22,37.3,51.0,78.0,65.4,63.2,2.2
James Bouknight,CHA,22,G,19,16,37.1,32.0,49.0,65.3,63.1,2.2
Terence Davis,SAC,25,G,21,15,38.8,28.0,45.0,62.2,60.0,2.2
Bol Bol,ORL,23,C-F,27,25,38.4,81.0,122.0,66.4,64.3,2.1
Torrey Craig,PHX,31,F,23,22,40.9,61.0,94.0,64.9,62.8,2.1
Nassir Little,POR,22,F-G,21,20,35.4,30.0,46.0,65.2,63.1,2.1
Day'Ron Sharpe,BKN,21,C,15,9,35.8,20.0,29.0,69.0,66.8,2.1
Blake Wesley,SAS,19,G,2,1,33.3,2.0,3.0,66.7,64.6,2.1
Jeremy Sochan,SAS,19,F,20,20,39.4,52.0,80.0,65.0,63.0,2.0
Collin Sexton,UTA,23,G,26,23,35.2,44.0,70.0,62.9,60.8,2.0
Donte DiVincenzo,GSW,25,G,19,17,40.4,40.0,63.0,63.5,61.5,2.0
Nikola Jokic,DEN,27,C,23,23,43.3,124.0,185.0,67.0,65.1,1.9
Terry Rozier,CHA,28,G,18,17,32.7,52.0,80.0,65.0,63.1,1.9
Bryce McGowens,CHA,20,G,11,11,45.2,17.0,28.0,60.7,58.8,1.9
Joe Harris,BKN,31,G-F,25,24,35.4,54.0,84.0,64.3,62.5,1.8
Gary Trent Jr.,TOR,23,G-F,24,24,37.1,49.0,76.0,64.5,62.7,1.8
Christian Wood,DAL,27,F,23,22,44.3,73.0,113.0,64.6,62.9,1.7
Jalen Suggs,ORL,21,G,13,13,39.5,42.0,64.0,65.6,63.9,1.7
Bryn Forbes,MIN,29,G,10,7,21.1,5.0,8.0,62.5,60.9,1.6
Andrew Wiggins,GSW,27,F,22,21,33.8,69.0,105.0,65.7,64.2,1.5
Kelly Oubre Jr.,CHA,27,F-G,26,25,35.4,68.0,105.0,64.8,63.3,1.5
Maxi Kleber,DAL,30,F,21,19,36.4,63.0,99.0,63.6,62.2,1.4
Jrue Holiday,MIL,32,G,21,21,32.0,58.0,90.0,64.4,63.2,1.3
James Harden,PHI,33,G,12,12,40.1,39.0,61.0,63.9,62.6,1.3
Simone Fontecchio,UTA,27,F,12,8,42.6,12.0,20.0,60.0,58.7,1.3
John Wall,LAC,32,G,22,22,44.5,49.0,77.0,63.6,62.4,1.2
Norman Powell,LAC,29,G,22,20,33.9,35.0,57.0,61.4,60.2,1.2
Mike Conley,UTA,35,G,17,17,40.9,51.0,81.0,63.0,61.9,1.1
Desmond Bane,MEM,24,G,12,12,34.7,32.0,50.0,64.0,62.9,1.1
Dennis Schroder,LAL,29,G,12,12,35.6,30.0,47.0,63.8,62.7,1.1
Admiral Schofield,ORL,25,F,15,14,43.6,22.0,34.0,64.7,63.7,1.0
Marcus Morris Sr.,LAC,33,F,25,25,39.0,69.0,108.0,63.9,63.0,0.9
Anthony Lamb,GSW,24,F,19,18,44.7,46.0,72.0,63.9,63.0,0.9
Daishen Nix,HOU,20,G,24,23,42.7,36.0,56.0,64.3,63.4,0.9
Patrick Beverley,LAL,34,G,20,20,39.4,55.0,85.0,64.7,63.9,0.8
Zach LaVine,CHI,27,G-F,22,22,29.4,48.0,75.0,64.0,63.2,0.8
Patty Mills,BKN,34,G,21,13,30.3,15.0,23.0,65.2,64.4,0.8
Naji Marshall,NOP,24,F,23,16,31.0,39.0,61.0,63.9,63.2,0.7
JaVale McGee,DAL,34,C-F,17,16,48.6,33.0,52.0,63.5,62.9,0.6
Jarrett Culver,ATL,23,G-F,6,5,45.2,18.0,28.0,64.3,63.7,0.6
RJ Barrett,NYK,22,F-G,27,27,34.6,73.0,118.0,61.9,61.4,0.5
Jamal Murray,DEN,25,G,22,22,33.6,50.0,81.0,61.7,61.3,0.4
Luka Doncic,DAL,23,F-G,24,24,44.0,95.0,147.0,64.6,64.4,0.3
Keita Bates-Diop,SAS,26,F,21,20,37.9,42.0,64.0,65.6,65.3,0.3
Joel Embiid,PHI,28,C-F,18,18,38.7,90.0,142.0,63.4,63.2,0.2
Jalen Green,HOU,20,G,26,23,35.1,69.0,110.0,62.7,62.5,0.2
Chimezie Metu,SAC,25,F-C,20,20,43.0,41.0,64.0,64.1,63.9,0.2
Tyrese Maxey,PHI,22,G,15,14,34.0,34.0,53.0,64.2,64.0,0.2
Dejounte Murray,ATL,26,G,25,24,46.7,88.0,142.0,62.0,61.9,0.1
Mitchell Robinson,NYK,24,C-F,19,19,42.9,47.0,75.0,62.7,62.5,0.1
DeAndre Jordan,DEN,34,C,21,20,44.8,42.0,65.0,64.6,64.5,0.1
Paul Reed,PHI,23,F,20,19,48.0,45.0,71.0,63.4,63.4,0.0
Bradley Beal,WAS,29,G,18,16,30.4,40.0,66.0,60.6,60.6,0.0
Josh Hart,POR,27,G,24,24,40.9,92.0,140.0,65.7,65.8,-0.1
Talen Horton-Tucker,UTA,22,G,26,24,37.0,39.0,64.0,60.9,61.0,-0.1
Shai Gilgeous-Alexander,OKC,24,G,24,24,40.7,88.0,140.0,62.9,63.1,-0.2
Max Strus,MIA,26,G-F,25,23,23.4,53.0,83.0,63.9,64.0,-0.2
Aaron Wiggins,OKC,23,G,19,18,47.6,44.0,70.0,62.9,63.1,-0.2
Mason Plumlee,CHA,32,F-C,26,26,42.8,104.0,157.0,66.2,66.5,-0.3
Ayo Dosunmu,CHI,22,G,25,25,37.5,60.0,95.0,63.2,63.5,-0.3
Jevon Carter,MIL,27,G,26,25,34.1,45.0,73.0,61.6,61.9,-0.3
Lamar Stevens,CLE,25,F,14,13,29.8,23.0,37.0,62.2,62.5,-0.3
Darius Garland,CLE,22,G,21,21,34.6,52.0,83.0,62.7,63.0,-0.4
Sam Hauser,BOS,25,F,26,23,38.5,42.0,69.0,60.9,61.3,-0.4
Luke Kornet,BOS,27,C-F,21,17,35.1,42.0,66.0,63.6,64.0,-0.4
Christian Braun,DEN,21,G,21,19,35.5,28.0,44.0,63.6,64.1,-0.4
Romeo Langford,SAS,23,G-F,14,12,32.8,24.0,38.0,63.2,63.6,-0.4
Bam Adebayo,MIA,25,C-F,25,25,35.7,78.0,121.0,64.5,65.0,-0.5
Lonnie Walker IV,LAL,23,G-F,23,23,34.8,61.0,97.0,62.9,63.4,-0.5
Nickeil Alexander-Walker,UTA,24,G,17,14,36.5,20.0,35.0,57.1,57.6,-0.5
Joshua Primo,SAS,19,G,4,4,46.3,11.0,19.0,57.9,58.4,-0.5
Deandre Ayton,PHX,24,C,24,24,33.0,73.0,113.0,64.6,65.2,-0.6
Buddy Hield,IND,29,G,27,27,34.7,91.0,143.0,63.6,64.5,-0.8
Theo Maledon,CHA,21,G,25,23,42.9,45.0,72.0,62.5,63.3,-0.8
Juancho Hernangomez,TOR,27,F,16,15,45.1,33.0,51.0,64.7,65.5,-0.8
Jae'Sean Tate,HOU,27,F,3,3,37.0,6.0,10.0,60.0,60.8,-0.8
Tre Jones,SAS,22,G,25,25,45.3,90.0,148.0,60.8,61.7,-0.9
Killian Hayes,DET,21,G,29,28,45.7,89.0,139.0,64.0,64.9,-0.9
Derrick Jones Jr.,CHI,25,F,20,17,39.7,28.0,46.0,60.9,61.7,-0.9
Dean Wade,CLE,26,F-C,17,14,42.9,35.0,57.0,61.4,62.4,-1.0
Harrison Barnes,SAC,30,F,25,25,35.7,71.0,112.0,63.4,64.5,-1.1
Ben Simmons,BKN,26,G-F,18,18,46.7,57.0,92.0,62.0,63.1,-1.1
Raul Neto,CLE,30,G,16,11,28.1,10.0,16.0,62.5,63.6,-1.1
Garrett Temple,NOP,36,G-F,8,7,57.7,9.0,15.0,60.0,61.1,-1.1
Taj Gibson,WAS,37,F,12,10,55.6,9.0,15.0,60.0,61.2,-1.2
Payton Pritchard,BOS,24,G,14,9,23.0,8.0,14.0,57.1,58.3,-1.2
Kyle Lowry,MIA,36,G,26,26,37.2,75.0,119.0,63.0,64.4,-1.3
Tyler Herro,MIA,22,G,19,18,33.5,58.0,93.0,62.4,63.7,-1.3
Cory Joseph,DET,31,G,22,21,43.6,42.0,68.0,61.8,63.1,-1.4
Terrence Ross,ORL,31,G-F,23,22,35.3,41.0,67.0,61.2,62.6,-1.4
Mamadi Diakite,CLE,25,F,9,6,52.3,15.0,23.0,65.2,66.6,-1.4
Monte Morris,WAS,27,G,23,23,39.4,48.0,80.0,60.0,61.5,-1.5
Pat Connaughton,MIL,29,G,10,9,40.3,18.0,29.0,62.1,63.6,-1.5
Scottie Barnes,TOR,21,F,24,24,44.6,98.0,161.0,60.9,62.5,-1.6
Alec Burks,DET,31,G,16,16,40.0,30.0,48.0,62.5,64.1,-1.6
John Collins,ATL,25,F-C,22,22,42.1,78.0,126.0,61.9,63.7,-1.8
Chris Duarte,IND,25,G,9,7,38.6,19.0,32.0,59.4,61.2,-1.8
Jusuf Nurkic,POR,28,C,23,23,46.8,114.0,180.0,63.3,65.2,-1.9
Jakob Poeltl,SAS,27,C,20,20,45.4,89.0,142.0,62.7,64.6,-1.9
Kenyon Martin Jr.,HOU,21,F,26,22,35.2,47.0,75.0,62.7,64.6,-1.9
Keegan Murray,SAC,22,F,23,23,46.7,61.0,98.0,62.2,64.3,-2.0
Mo Bamba,ORL,24,C,21,20,38.8,49.0,81.0,60.5,62.5,-2.0
Isaiah Stewart,DET,21,F-C,22,22,38.0,83.0,132.0,62.9,65.0,-2.1
Marcus Smart,BOS,28,G,24,22,28.8,47.0,79.0,59.5,61.6,-2.1
Brandon Boston Jr.,LAC,21,G,9,7,37.1,8.0,13.0,61.5,63.6,-2.1
Bobby Portis,MIL,27,F,26,24,41.8,66.0,109.0,60.6,62.8,-2.2
Cade Cunningham,DET,21,G,12,12,38.2,45.0,71.0,63.4,65.6,-2.2
Jeff Green,DEN,36,F,19,18,34.2,31.0,50.0,62.0,64.2,-2.2
Myles Turner,IND,26,C-F,21,21,51.9,114.0,180.0,63.3,65.6,-2.3
Robert Covington,LAC,31,F,16,13,48.1,39.0,64.0,60.9,63.3,-2.3
Immanuel Quickley,NYK,23,G,27,27,35.1,56.0,94.0,59.6,62.0,-2.4
Jalen Williams,OKC,21,G-F,22,21,45.0,46.0,76.0,60.5,63.0,-2.4
Mike Muscala,OKC,31,F-C,17,17,41.3,30.0,50.0,60.0,62.4,-2.4
James Johnson,IND,35,F,6,4,29.2,5.0,7.0,71.4,73.8,-2.4
Kelly Olynyk,UTA,31,F-C,28,28,49.4,138.0,220.0,62.7,65.2,-2.5
Devin Booker,PHX,26,G,25,25,34.6,71.0,115.0,61.7,64.2,-2.5
Onyeka Okongwu,ATL,22,F-C,26,26,46.4,83.0,135.0,61.5,64.1,-2.6
Christian Koloko,TOR,22,C,27,27,48.4,67.0,108.0,62.0,64.7,-2.6
Marvin Bagley III,DET,23,F,16,14,37.0,43.0,64.0,67.2,69.9,-2.7
Thomas Bryant,LAL,25,C-F,12,11,40.4,27.0,44.0,61.4,64.1,-2.7
Kevon Harris,ORL,25,G,19,17,35.3,19.0,30.0,63.3,66.0,-2.7
Matthew Dellavedova,SAC,32,G,8,6,24.3,5.0,9.0,55.6,58.4,-2.8
Austin Reaves,LAL,24,G,26,25,34.6,69.0,119.0,58.0,60.9,-2.9
Brandon Ingram,NOP,25,F,14,14,35.4,35.0,57.0,61.4,64.3,-2.9
Alperen Sengun,HOU,20,C,23,23,45.7,91.0,147.0,61.9,64.9,-3.0
Aleksej Pokusevski,OKC,20,F,23,23,56.7,106.0,170.0,62.4,65.5,-3.1
P.J. Tucker,PHI,37,F,26,25,30.4,49.0,80.0,61.3,64.3,-3.1
David Roddy,MEM,21,F,26,25,30.4,40.0,66.0,60.6,63.7,-3.1
George Hill,MIL,36,G,26,23,33.9,35.0,63.0,55.6,58.7,-3.1
Santi Aldama,MEM,21,F-C,25,25,43.1,85.0,140.0,60.7,63.9,-3.2
Dwight Powell,DAL,31,F-C,23,23,39.3,52.0,84.0,61.9,65.1,-3.2
Doug McDermott,SAS,30,F,22,20,36.4,39.0,64.0,60.9,64.2,-3.3
James Wiseman,GSW,21,C,12,11,47.7,27.0,42.0,64.3,67.7,-3.4
Trey Lyles,SAC,27,F,20,16,42.1,27.0,45.0,60.0,63.5,-3.5
AJ Green,MIL,23,G,3,3,31.3,3.0,5.0,60.0,63.5,-3.5
Trevelin Queen,IND,25,G,2,2,55.6,3.0,5.0,60.0,63.5,-3.5
Kevin Knox II,DET,23,F,20,14,36.4,22.0,36.0,61.1,64.7,-3.6
Jaylen Brown,BOS,26,G-F,25,25,38.8,74.0,125.0,59.2,62.9,-3.7
LeBron James,LAL,37,F,19,18,37.3,49.0,81.0,60.5,64.2,-3.7
O.G. Anunoby,TOR,25,F,26,26,33.7,57.0,97.0,58.8,62.6,-3.8
Davion Mitchell,SAC,24,G,25,24,35.4,41.0,70.0,58.6,62.4,-3.8
Isaiah Roby,SAS,24,F,21,18,43.2,29.0,48.0,60.4,64.2,-3.8
Dalano Banton,TOR,23,F,19,16,39.5,20.0,34.0,58.8,62.6,-3.8
Dorian Finney-Smith,DAL,29,F,26,25,37.3,71.0,118.0,60.2,64.0,-3.9
Kyrie Irving,BKN,30,G,19,19,39.7,57.0,100.0,57.0,60.9,-3.9
Kenrich Williams,OKC,28,G-F,21,20,39.6,30.0,53.0,56.6,60.5,-3.9
Zion Williamson,NOP,22,F,20,20,33.9,49.0,82.0,59.8,63.8,-4.0
Jordan Poole,GSW,23,G,27,25,29.4,44.0,73.0,60.3,64.3,-4.0
Cole Anthony,ORL,22,G,11,8,26.4,19.0,33.0,57.6,61.7,-4.1
Jarred Vanderbilt,UTA,23,F,26,26,46.9,83.0,138.0,60.1,64.4,-4.3
Derrick White,BOS,28,G,27,27,37.9,66.0,114.0,57.9,62.2,-4.3
Terry Taylor,IND,23,F,11,6,29.4,9.0,15.0,60.0,64.3,-4.3
Jonathan Kuminga,GSW,20,F,22,21,36.6,38.0,64.0,59.4,63.8,-4.4
