PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Jerami Grant,POR,27,979,192,65,156,41.7,62,148,41.9,61.5
Jeremiah Robinson-Earl,OKC,26,548,90,31,83,37.3,28,74,37.8,54.2
Jeremy Sochan,SAS,22,537,32,12,52,23.1,8,43,18.6,30.8
Jericho Sims,NYK,20,251,2,1,2,50.0,-,-,-,50.0
Jevon Carter,MIL,28,732,87,29,67,43.3,29,65,44.6,64.9
Jimmy Butler,MIA,19,669,36,13,26,50.0,10,22,45.5,69.2
Jock Landale,PHX,26,353,20,7,36,19.4,6,33,18.2,27.8
Joe Harris,BKN,26,684,137,46,117,39.3,45,114,39.5,58.5
Joel Embiid,PHI,19,675,79,31,64,48.4,17,40,42.5,61.7
John Butler Jr.,POR,4,15,0,0,2,0.0,0,2,0.0,0.0
John Collins,ATL,22,693,64,24,83,28.9,16,70,22.9,38.6
John Konchar,MEM,26,707,109,37,89,41.6,35,84,41.7,61.2
John Wall,LAC,24,537,57,19,59,32.2,19,59,32.2,48.3
Johnny Davis,WAS,8,45,0,0,1,0.0,0,1,0.0,0.0
Jonas Valanciunas,NOP,28,650,65,25,68,36.8,15,41,36.6,47.8
Jonathan Kuminga,GSW,25,437,36,12,42,28.6,12,41,29.3,42.9
Jordan Clarkson,UTA,30,982,146,49,142,34.5,48,137,35.0,51.4
Jordan Goodwin,WAS,22,492,38,13,30,43.3,12,28,42.9,63.3
Jordan Hall,SAS,9,83,5,2,14,14.3,1,12,8.3,17.9
Jordan McLaughlin,MIN,18,287,18,6,25,24.0,6,25,24.0,36.0
Jordan Nwora,MIL,24,424,75,25,64,39.1,25,63,39.7,58.6
Jordan Poole,GSW,29,823,128,43,124,34.7,42,121,34.7,51.6
Jordan Schakel,WAS,2,6,0,0,0,-,0,0,-,-
Jose Alvarado,NOP,27,560,111,37,93,39.8,37,93,39.8,59.7
Josh Christopher,HOU,18,126,6,2,7,28.6,2,7,28.6,42.9
Josh Giddey,OKC,25,773,70,24,71,33.8,22,65,33.8,49.3
Josh Green,DAL,25,507,72,24,52,46.2,24,52,46.2,69.2
Josh Hart,POR,26,912,56,19,45,42.2,18,43,41.9,62.2
Josh Minott,MIN,3,11,0,0,0,-,-,-,-,-
Josh Okogie,PHX,25,253,15,5,24,20.8,5,24,20.8,31.3
Josh Richardson,SAS,21,488,120,41,98,41.8,38,94,40.4,61.2
Joshua Primo,SAS,4,93,6,2,9,22.2,2,9,22.2,33.3
Jrue Holiday,MIL,21,691,53,18,45,40.0,17,42,40.5,58.9
Juan Toscano-Anderson,LAL,14,146,8,3,12,25.0,2,11,18.2,33.3
Juancho Hernangomez,TOR,17,295,30,10,31,32.3,10,31,32.3,48.4
Julian Champagnie,PHI,2,7,0,0,1,0.0,0,1,0.0,0.0
Julius Randle,NYK,28,939,150,51,144,35.4,48,136,35.3,52.1
Justin Champagnie,TOR,3,11,0,0,0,-,-,-,-,-
Justin Holiday,ATL,23,382,74,25,70,35.7,24,67,35.8,52.9
Justin Jackson,BOS,12,62,6,2,10,20.0,2,10,20.0,30.0
Justise Winslow,POR,25,692,38,13,44,29.5,12,37,32.4,43.2
Jusuf Nurkic,POR,25,736,51,17,45,37.8,17,43,39.5,56.7
KZ Okpala,SAC,18,154,12,4,11,36.4,4,11,36.4,54.5
Kai Jones,CHA,19,197,9,3,12,25.0,3,11,27.3,37.5
Karl-Anthony Towns,MIN,21,709,105,37,109,33.9,31,99,31.3,48.2
Kawhi Leonard,LAC,10,260,18,7,26,26.9,4,21,19.0,34.6
Keegan Murray,SAC,25,713,150,51,139,36.7,48,135,35.6,54.0
Keita Bates-Diop,SAS,23,422,36,12,32,37.5,12,31,38.7,56.3
Keldon Johnson,SAS,26,847,182,61,157,38.9,60,154,39.0,58.0
Kelly Olynyk,UTA,31,888,137,47,104,45.2,43,97,44.3,65.9
Kelly Oubre Jr.,CHA,28,931,159,54,162,33.3,51,155,32.9,49.1
Kemba Walker,DAL,1,20,0,0,1,0.0,0,1,0.0,0.0
Kendall Brown,IND,6,40,0,0,1,0.0,0,1,0.0,0.0
Kendrick Nunn,LAL,23,290,45,15,45,33.3,15,45,33.3,50.0
Kennedy Chandler,MEM,12,141,6,2,8,25.0,2,8,25.0,37.5
Kenneth Lofton Jr.,MEM,5,23,0,0,0,-,0,0,-,-
Kenrich Williams,OKC,21,429,41,14,32,43.8,13,30,43.3,64.1
Kentavious Caldwell-Pope,DEN,26,809,154,53,110,48.2,48,99,48.5,70.0
Kenyon Martin Jr.,HOU,28,670,72,24,74,32.4,24,74,32.4,48.6
Keon Ellis,SAC,3,9,0,0,1,0.0,0,1,0.0,0.0
Keon Johnson,POR,9,116,18,6,19,31.6,6,19,31.6,47.4
Kessler Edwards,BKN,13,74,6,2,11,18.2,2,10,20.0,27.3
Kevin Durant,BKN,28,1028,106,41,100,41.0,24,68,35.3,53.0
Kevin Huerter,SAC,26,830,137,47,120,39.2,43,114,37.7,57.1
Kevin Knox II,DET,23,320,69,23,56,41.1,23,56,41.1,61.6
Kevin Love,CLE,21,415,94,32,91,35.2,30,83,36.1,51.6
Kevin Porter Jr.,HOU,27,934,54,18,46,39.1,18,44,40.9,58.7
Kevon Harris,ORL,21,251,24,8,19,42.1,8,19,42.1,63.2
Kevon Looney,GSW,29,663,12,6,10,60.0,-,-,-,60.0
Khem Birch,TOR,16,123,5,2,5,40.0,1,2,50.0,50.0
Khris Middleton,MIL,7,171,23,8,24,33.3,7,23,30.4,47.9
Killian Hayes,DET,30,738,74,25,68,36.8,24,65,36.9,54.4
Kira Lewis Jr.,NOP,1,6,0,0,1,0.0,0,1,0.0,0.0
Klay Thompson,GSW,23,706,206,71,192,37.0,64,173,37.0,53.6
Kristaps Porzingis,WAS,27,877,144,50,147,34.0,44,130,33.8,49.0
Kyle Anderson,MIN,23,554,26,9,21,42.9,8,19,42.1,61.9
Kyle Kuzma,WAS,28,980,185,63,176,35.8,59,166,35.5,52.6
Kyle Lowry,MIA,28,1010,120,40,108,37.0,40,107,37.4,55.6
Kyrie Irving,BKN,20,736,80,28,89,31.5,24,80,30.0,44.9
LaMelo Ball,CHA,4,132,15,5,18,27.8,5,18,27.8,41.7
Lamar Stevens,CLE,16,382,33,11,32,34.4,11,30,36.7,51.6
Landry Shamet,PHX,20,339,68,23,58,39.7,22,57,38.6,58.6
Larry Nance Jr.,NOP,26,606,44,17,38,44.7,10,24,41.7,57.9
Lauri Markkanen,UTA,28,954,212,72,164,43.9,68,157,43.3,64.6
LeBron James,LAL,20,725,96,34,91,37.4,28,77,36.4,52.7
Leandro Bolmaro,UTA,6,42,0,0,2,0.0,0,2,0.0,0.0
Lindy Waters III,OKC,5,69,18,6,17,35.3,6,17,35.3,52.9
Lonnie Walker IV,LAL,24,730,131,44,109,40.4,43,107,40.2,60.1
Luguentz Dort,OKC,27,824,120,40,119,33.6,40,117,34.2,50.4
Luka Doncic,DAL,26,960,24,8,19,42.1,8,19,42.1,63.2
Luka Garza,MIN,4,12,0,0,2,0.0,0,2,0.0,0.0
Luke Kennard,LAC,19,415,84,29,58,50.0,26,53,49.1,72.4
Luke Kornet,BOS,24,336,3,1,5,20.0,1,4,25.0,30.0
Malachi Flynn,TOR,16,175,36,12,22,54.5,12,22,54.5,81.8
Malaki Branham,SAS,14,235,27,9,41,22.0,9,39,23.1,32.9
Malcolm Brogdon,BOS,24,560,80,27,56,48.2,26,54,48.1,71.4
Malcolm Hill,CHI,3,1,0,0,0,-,-,-,-,-
Malik Beasley,UTA,31,851,250,86,210,41.0,78,196,39.8,59.5
Malik Monk,SAC,27,619,117,39,100,39.0,39,100,39.0,58.5
Mamadi Diakite,CLE,11,83,9,3,12,25.0,3,11,27.3,37.5
MarJon Beauchamp,MIL,17,259,30,10,34,29.4,10,34,29.4,44.1
Marcus Morris Sr.,LAC,28,841,136,46,126,36.5,44,120,36.7,54.0
Marcus Smart,BOS,26,864,113,38,108,35.2,37,107,34.6,52.3
Mark Williams,CHA,3,13,0,0,0,-,-,-,-,-
Markelle Fultz,ORL,8,205,17,6,10,60.0,5,8,62.5,85.0
Markieff Morris,BKN,17,198,54,19,40,47.5,16,35,45.7,67.5
Marko Simonovic,CHI,1,2,0,0,1,0.0,0,1,0.0,0.0
Marvin Bagley III,DET,17,388,26,10,26,38.5,6,19,31.6,50.0
Mason Plumlee,CHA,28,786,0,0,3,0.0,-,-,-,0.0
Matisse Thybulle,PHI,23,277,27,9,29,31.0,9,29,31.0,46.6
Matt Ryan,MIN,14,136,44,15,38,39.5,14,35,40.0,57.9
Matthew Dellavedova,SAC,12,89,6,2,7,28.6,2,7,28.6,42.9
Max Christie,LAL,11,125,24,8,19,42.1,8,19,42.1,63.2
Max Strus,MIA,28,887,195,65,185,35.1,65,185,35.1,52.7
Maxi Kleber,DAL,22,564,72,24,65,36.9,24,63,38.1,55.4
McKinley Wright IV,DAL,2,8,0,0,0,-,0,0,-,-
Mfiondu Kabengele,BOS,1,8,0,0,1,0.0,0,1,0.0,0.0
Micah Potter,UTA,2,12,0,0,0,-,-,-,-,-
Michael Foster Jr.,PHI,1,1,0,0,0,-,-,-,-,-
Michael Porter Jr.,DEN,16,465,107,37,83,44.6,33,74,44.6,64.5
Mikal Bridges,PHX,29,1061,163,56,146,38.4,51,122,41.8,55.8
Mike Conley,UTA,20,583,58,20,45,44.4,18,42,42.9,64.4
Mike Muscala,OKC,18,223,65,24,60,40.0,17,50,34.0,54.2
Miles McBride,NYK,16,168,20,7,22,31.8,6,21,28.6,45.5
Mitchell Robinson,NYK,20,485,0,0,0,-,-,-,-,-
Mo Bamba,ORL,23,431,86,30,70,42.9,26,63,41.3,61.4
Monte Morris,WAS,24,670,59,20,57,35.1,19,55,34.5,51.8
Montrezl Harrell,PHI,23,268,0,0,1,0.0,-,-,-,0.0
Moritz Wagner,ORL,11,287,32,11,37,29.7,10,36,27.8,43.2
Moses Brown,LAC,23,158,0,0,0,-,-,-,-,-
Moses Moody,GSW,24,356,57,19,50,38.0,19,49,38.8,57.0
Moussa Diabate,LAC,7,72,0,0,0,-,-,-,-,-
Myles Turner,IND,23,678,122,43,99,43.4,36,83,43.4,61.6
Naji Marshall,NOP,26,580,68,23,65,35.4,22,64,34.4,52.3
Nassir Little,POR,21,321,36,12,34,35.3,12,34,35.3,52.9
Nathan Knight,MIN,11,31,0,0,1,0.0,0,1,0.0,0.0
Naz Reid,MIN,22,327,42,14,42,33.3,14,41,34.1,50.0
Neemias Queta,SAC,1,2,0,0,0,-,-,-,-,-
Nerlens Noel,DET,6,62,6,3,7,42.9,-,-,-,42.9
Nic Claxton,BKN,26,727,0,0,1,0.0,0,1,0.0,0.0
Nick Richards,CHA,28,528,4,2,6,33.3,-,-,-,33.3
Nickeil Alexander-Walker,UTA,20,298,54,18,39,46.2,18,39,46.2,69.2
Nicolas Batum,LAC,31,637,115,39,105,37.1,37,100,37.0,54.8
Nikola Jokic,DEN,24,780,63,27,65,41.5,9,39,23.1,48.5
