PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Blake Wesley,SAS,14,2,12,189,51,6,21,28.6,2,4,50.0,14,27.5,24,47.1,3,5.9,3,5.9,2,3.9
Boban Marjanovic,HOU,19,1,18,83,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bobby Portis,MIL,47,30,17,1258,94,33,58,56.9,11,12,91.7,78,83.0,20,21.3,8,8.5,8,8.5,6,6.4
Bogdan Bogdanovic,ATL,34,16,18,1015,207,51,98,52.0,16,18,88.9,119,57.5,87,42.0,19,9.2,9,4.3,9,4.3
Bojan Bogdanovic,DET,55,15,40,1761,487,139,246,56.5,61,71,85.9,346,71.0,156,32.0,44,9.0,31,6.4,36,7.4
Bol Bol,ORL,54,21,33,1251,180,55,99,55.6,23,32,71.9,135,75.0,42,23.3,11,6.1,19,10.6,16,8.9
Bones Hyland,LAC,43,29,14,836,276,45,126,35.7,34,38,89.5,127,46.0,97,35.1,28,10.1,23,8.3,19,6.9
Bradley Beal,WAS,35,19,16,1148,490,130,223,58.3,50,60,83.3,320,65.3,187,38.2,47,9.6,29,5.9,30,6.1
Brandon Boston Jr.,LAC,21,8,13,247,77,16,45,35.6,13,17,76.5,44,57.1,19,24.7,5,6.5,4,5.2,8,10.4
Brandon Clarke,MEM,51,29,22,1020,51,14,26,53.8,9,12,75.0,40,78.4,10,19.6,2,3.9,6,11.8,6,11.8
Brandon Ingram,NOP,24,12,12,772,316,83,155,53.5,51,60,85.0,225,71.2,92,29.1,26,8.2,25,7.9,30,9.5
Braxton Key,DET,3,0,3,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brook Lopez,MIL,56,39,17,1696,46,18,30,60.0,5,6,83.3,43,93.5,6,13.0,2,4.3,7,15.2,3,6.5
Bruce Brown,DEN,58,41,17,1670,346,68,154,44.2,19,26,73.1,160,46.2,148,42.8,40,11.6,27,7.8,13,3.8
Bruno Fernando,ATL,32,9,23,368,13,1,6,16.7,2,4,50.0,4,30.8,3,23.1,2,15.4,1,7.7,2,15.4
Bryce McGowens,CHA,26,8,18,382,62,11,33,33.3,9,10,90.0,35,56.5,18,29.0,7,11.3,6,9.7,5,8.1
Bryn Forbes,MIN,25,9,16,268,38,8,21,38.1,8,8,100.0,26,68.4,10,26.3,1,2.6,2,5.3,4,10.5
Buddy Boeheim,DET,1,0,1,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Buddy Hield,IND,60,26,34,1921,375,64,141,45.4,18,20,90.0,147,39.2,185,49.3,33,8.8,25,6.7,10,2.7
CJ McCollum,NOP,52,26,26,1820,647,137,281,48.8,52,64,81.3,335,51.8,268,41.4,81,12.5,42,6.5,32,4.9
Cade Cunningham,DET,12,3,9,400,199,45,96,46.9,26,30,86.7,118,59.3,66,33.2,18,9.0,15,7.5,15,7.5
Caleb Houstan,ORL,34,12,22,549,10,2,4,50.0,0,0,0.0,4,40.0,6,60.0,2,20.0,0,0.0,0,0.0
Caleb Martin,MIA,49,26,23,1485,154,31,66,47.0,16,20,80.0,80,51.9,58,37.7,13,8.4,16,10.4,10,6.5
Cam Reddish,POR,23,10,13,507,88,25,50,50.0,6,8,75.0,59,67.0,27,30.7,1,1.1,4,4.5,4,4.5
Cam Thomas,BKN,41,25,16,679,295,67,144,46.5,46,54,85.2,188,63.7,101,34.2,21,7.1,19,6.4,27,9.2
Cameron Johnson,BKN,20,14,6,519,60,17,29,58.6,5,6,83.3,42,70.0,21,35.0,5,8.3,4,6.7,3,5.0
Cameron Payne,PHX,28,15,13,671,240,57,132,43.2,21,30,70.0,137,57.1,80,33.3,24,10.0,12,5.0,15,6.3
Caris LeVert,CLE,55,33,22,1674,559,103,238,43.3,47,63,74.6,259,46.3,240,42.9,80,14.3,33,5.9,31,5.5
Cedi Osman,CLE,58,37,21,1218,164,31,70,44.3,16,24,66.7,81,49.4,65,39.6,17,10.4,11,6.7,12,7.3
Charles Bassey,SAS,26,5,21,354,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0
Chima Moneke,SAC,2,1,1,8,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0
Chimezie Metu,SAC,44,25,19,476,25,3,8,37.5,1,2,50.0,7,28.0,9,36.0,1,4.0,4,16.0,1,4.0
Chris Boucher,TOR,53,26,27,1102,37,7,19,36.8,11,12,91.7,26,70.3,11,29.7,3,8.1,1,2.7,6,16.2
Chris Duarte,IND,36,14,22,694,148,25,55,45.5,27,32,84.4,78,52.7,62,41.9,21,14.2,10,6.8,16,10.8
Chris Paul,PHX,38,20,18,1213,368,76,148,51.4,14,18,77.8,166,45.1,187,50.8,51,13.9,17,4.6,9,2.4
Chris Silva,DAL,1,1,0,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Christian Braun,DEN,54,38,16,834,95,20,43,46.5,9,14,64.3,49,51.6,38,40.0,11,11.6,7,7.4,7,7.4
Christian Koloko,TOR,45,21,24,658,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Christian Wood,DAL,48,26,22,1329,172,53,93,57.0,34,42,81.0,147,85.5,39,22.7,11,6.4,11,6.4,21,12.2
Chuma Okeke,ORL,19,5,14,404,41,5,13,38.5,6,6,100.0,17,41.5,23,56.1,5,12.2,2,4.9,3,7.3
Clint Capela,ATL,43,23,20,1156,9,2,7,28.6,1,2,50.0,5,55.6,1,11.1,0,0.0,0,0.0,1,11.1
Coby White,CHI,49,22,27,1081,226,38,75,50.7,17,20,85.0,94,41.6,123,54.4,26,11.5,10,4.4,10,4.4
Cody Martin,CHA,7,2,5,134,25,5,11,45.5,1,1,100.0,13,52.0,12,48.0,3,12.0,2,8.0,1,4.0
Cole Anthony,ORL,39,18,21,977,310,72,137,52.6,49,53,92.5,199,64.2,121,39.0,32,10.3,19,6.1,27,8.7
Cole Swider,LAL,6,1,5,40,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Collin Sexton,UTA,47,24,23,1129,448,113,211,53.6,87,107,81.3,327,73.0,132,29.5,38,8.5,31,6.9,54,12.1
Corey Kispert,WAS,49,23,26,1328,85,21,40,52.5,13,15,86.7,56,65.9,30,35.3,9,10.6,5,5.9,7,8.2
Cory Joseph,DET,40,10,30,633,155,25,53,47.2,14,18,77.8,65,41.9,78,50.3,29,18.7,11,7.1,9,5.8
D'Angelo Russell,LAL,57,29,28,1869,407,88,165,53.3,65,80,81.3,248,60.9,164,40.3,47,11.5,28,6.9,40,9.8
Daishen Nix,HOU,41,11,30,636,153,14,36,38.9,14,18,77.8,43,28.1,89,58.2,11,7.2,15,9.8,9,5.9
Dalano Banton,TOR,26,14,12,246,49,4,18,22.2,5,6,83.3,13,26.5,23,46.9,3,6.1,3,6.1,3,6.1
Dalen Terry,CHI,21,10,11,86,15,3,7,42.9,3,4,75.0,9,60.0,4,26.7,0,0.0,2,13.3,2,13.3
Damian Jones,UTA,23,6,17,184,3,0,1,0.0,0,0,0.0,0,0.0,1,33.3,1,33.3,0,0.0,0,0.0
Damian Lillard,POR,46,23,23,1665,720,170,294,57.8,143,155,92.3,500,69.4,283,39.3,74,10.3,47,6.5,77,10.7
Damion Lee,PHX,59,32,27,1316,250,45,102,44.1,19,22,86.4,110,44.0,110,44.0,22,8.8,17,6.8,11,4.4
Daniel Gafford,WAS,55,25,30,1030,23,10,12,83.3,8,10,80.0,29,126.1,2,8.7,0,0.0,2,8.7,5,21.7
Daniel Theis,IND,6,1,5,93,5,2,2,100.0,0,2,0.0,4,80.0,1,20.0,0,0.0,1,20.0,1,20.0
Danny Green,CLE,4,1,3,55,4,0,2,0.0,0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0
Danuel House Jr.,PHI,37,24,13,546,59,11,19,57.9,6,6,100.0,28,47.5,33,55.9,7,11.9,2,3.4,3,5.1
Dario Saric,OKC,38,18,20,547,75,11,34,32.4,11,14,78.6,36,48.0,23,30.7,10,13.3,8,10.7,7,9.3
Darius Bazley,PHX,36,16,20,555,81,13,33,39.4,19,36,52.8,46,56.8,19,23.5,3,3.7,7,8.6,18,22.2
Darius Days,HOU,3,0,3,23,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Darius Garland,CLE,51,28,23,1794,878,168,331,50.8,95,109,87.2,444,50.6,406,46.2,138,15.7,56,6.4,55,6.3
David Duke Jr.,BKN,16,7,9,141,50,13,25,52.0,1,2,50.0,27,54.0,18,36.0,5,10.0,5,10.0,1,2.0
David Roddy,MEM,46,29,17,817,101,29,62,46.8,10,15,66.7,68,67.3,21,20.8,5,5.0,10,9.9,7,6.9
Davion Mitchell,SAC,56,31,25,999,272,44,83,53.0,5,7,71.4,95,34.9,160,58.8,30,11.0,20,7.4,4,1.5
Davis Bertans,DAL,34,17,17,360,14,2,3,66.7,0,0,0.0,5,35.7,10,71.4,3,21.4,0,0.0,0,0.0
Davon Reed,LAL,37,24,13,326,50,3,14,21.4,9,12,75.0,15,30.0,23,46.0,4,8.0,5,10.0,6,12.0
Day'Ron Sharpe,BKN,32,16,16,327,7,1,4,25.0,0,0,0.0,2,28.6,1,14.3,0,0.0,2,28.6,0,0.0
De'Aaron Fox,SAC,52,31,21,1770,813,232,400,58.0,129,163,79.1,610,75.0,254,31.2,59,7.3,50,6.2,83,10.2
De'Andre Hunter,ATL,49,27,22,1567,284,68,161,42.2,51,58,87.9,192,67.6,64,22.5,14,4.9,17,6.0,30,10.6
De'Anthony Melton,PHI,54,36,18,1537,256,43,97,44.3,8,12,66.7,95,37.1,136,53.1,29,11.3,11,4.3,6,2.3
DeAndre Jordan,DEN,34,21,13,498,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
DeMar DeRozan,CHI,52,24,28,1887,619,178,303,58.7,124,140,88.6,503,81.3,200,32.3,46,7.4,29,4.7,69,11.1
Dean Wade,CLE,31,22,9,671,51,6,18,33.3,10,14,71.4,23,45.1,20,39.2,7,13.7,5,9.8,7,13.7
Deandre Ayton,PHX,50,24,26,1508,23,4,13,30.8,2,6,33.3,10,43.5,2,8.7,1,4.3,5,21.7,3,13.0
Dejounte Murray,ATL,54,27,27,1972,634,150,320,46.9,49,60,81.7,359,56.6,227,35.8,62,9.8,41,6.5,30,4.7
Delon Wright,WAS,28,18,10,624,142,21,51,41.2,14,14,100.0,58,40.8,70,49.3,20,14.1,10,7.0,7,4.9
Deni Avdija,WAS,55,26,29,1448,234,56,103,54.4,33,49,67.3,150,64.1,85,36.3,24,10.3,12,5.1,25,10.7
Dennis Schroder,LAL,46,23,23,1379,404,76,166,45.8,63,71,88.7,223,55.2,164,40.6,51,12.6,23,5.7,36,8.9
Dennis Smith Jr.,CHA,38,11,27,951,328,61,125,48.8,18,24,75.0,142,43.3,165,50.3,47,14.3,19,5.8,12,3.7
Deonte Burton,SAC,2,1,1,7,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dereon Seabron,NOP,5,2,3,12,4,0,3,0.0,0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0
Derrick Jones Jr.,CHI,45,17,28,681,22,6,9,66.7,6,8,75.0,20,90.9,4,18.2,2,9.1,2,9.1,5,22.7
Derrick Rose,NYK,26,11,15,336,123,28,64,43.8,6,6,100.0,63,51.2,49,39.8,15,12.2,4,3.3,3,2.4
Derrick White,BOS,59,42,17,1636,346,77,148,52.0,29,34,85.3,192,55.5,155,44.8,47,13.6,16,4.6,18,5.2
Desmond Bane,MEM,35,22,13,1093,296,72,156,46.2,38,43,88.4,189,63.9,85,28.7,26,8.8,26,8.8,22,7.4
Devin Booker,PHX,32,21,11,1083,398,101,194,52.1,63,74,85.1,273,68.6,134,33.7,39,9.8,22,5.5,37,9.3
Devin Vassell,SAS,29,8,21,907,264,42,104,40.4,26,32,81.3,113,42.8,125,47.3,30,11.4,12,4.5,16,6.1
Devon Dotson,WAS,6,1,5,53,19,0,4,0.0,0,0,0.0,0,0.0,14,73.7,4,21.1,1,5.3,0,0.0
Devonte' Graham,SAS,57,27,30,922,137,10,31,32.3,16,26,61.5,39,28.5,89,65.0,20,14.6,2,1.5,13,9.5
Dewayne Dedmon,PHI,30,17,13,350,8,5,5,100.0,3,4,75.0,13,162.5,1,12.5,0,0.0,0,0.0,2,25.0
Dillon Brooks,MEM,52,32,20,1585,357,107,240,44.6,31,43,72.1,249,69.7,75,21.0,18,5.0,17,4.8,21,5.9
Domantas Sabonis,SAC,55,31,24,1903,223,42,66,63.6,33,47,70.2,120,53.8,110,49.3,24,10.8,17,7.6,23,10.3
Dominick Barlow,SAS,10,0,10,95,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Donovan Mitchell,CLE,50,33,17,1777,615,178,295,60.3,83,91,91.2,453,73.7,226,36.7,59,9.6,25,4.1,45,7.3
Donte DiVincenzo,GSW,47,26,21,1184,172,16,37,43.2,9,12,75.0,42,24.4,113,65.7,28,16.3,12,7.0,6,3.5
Dorian Finney-Smith,BKN,44,21,23,1406,132,15,42,35.7,13,16,81.3,44,33.3,68,51.5,15,11.4,11,8.3,8,6.1
Doug McDermott,SAS,50,14,36,1021,140,30,74,40.5,11,14,78.6,74,52.9,46,32.9,9,6.4,9,6.4,7,5.0
Draymond Green,GSW,51,27,24,1617,98,26,46,56.5,5,8,62.5,59,60.2,40,40.8,12,12.2,5,5.1,4,4.1
Drew Eubanks,POR,56,26,30,1093,26,9,13,69.2,4,7,57.1,21,80.8,9,34.6,1,3.8,0,0.0,4,15.4
Dru Smith,BKN,8,4,4,97,17,5,9,55.6,0,0,0.0,10,58.8,8,47.1,3,17.6,0,0.0,0,0.0
Duane Washington Jr.,PHX,31,17,14,394,158,38,98,38.8,3,6,50.0,81,51.3,49,31.0,16,10.1,6,3.8,3,1.9
Duncan Robinson,MIA,29,14,15,524,64,11,19,57.9,0,0,0.0,22,34.4,40,62.5,9,14.1,5,7.8,0,0.0
Dwight Powell,DAL,55,30,25,1083,10,4,8,50.0,2,2,100.0,10,100.0,1,10.0,0,0.0,0,0.0,1,10.0
Dyson Daniels,NOP,39,21,18,778,129,21,50,42.0,3,4,75.0,46,35.7,66,51.2,18,14.0,8,6.2,2,1.6
Edmond Sumner,BKN,46,28,18,668,206,32,77,41.6,42,46,91.3,109,52.9,84,40.8,17,8.3,16,7.8,23,11.2
Eric Gordon,LAC,48,13,35,1440,426,99,196,50.5,56,68,82.4,266,62.4,151,35.4,37,8.7,27,6.3,34,8.0
Eugene Omoruyi,OKC,23,9,14,272,22,4,9,44.4,3,6,50.0,11,50.0,5,22.7,0,0.0,4,18.2,3,13.6
Evan Fournier,NYK,23,13,10,414,65,11,31,35.5,6,6,100.0,28,43.1,26,40.0,10,15.4,3,4.6,3,4.6
Evan Mobley,CLE,59,36,23,2016,228,51,119,42.9,19,30,63.3,124,54.4,61,26.8,23,10.1,27,11.8,15,6.6
Facundo Campazzo,DAL,8,2,6,52,5,0,1,0.0,0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0
Frank Kaminsky,HOU,28,11,17,196,12,2,4,50.0,4,4,100.0,8,66.7,6,50.0,1,8.3,0,0.0,2,16.7
Frank Ntilikina,DAL,36,17,19,432,65,9,22,40.9,5,6,83.3,24,36.9,34,52.3,8,12.3,4,6.2,3,4.6
Franz Wagner,ORL,58,23,35,1924,654,182,371,49.1,76,89,85.4,449,68.7,185,28.3,48,7.3,41,6.3,45,6.9
Fred VanVleet,TOR,50,24,26,1847,691,89,210,42.4,74,77,96.1,257,37.2,399,57.7,97,14.0,31,4.5,38,5.5
Furkan Korkmaz,PHI,25,17,8,255,55,11,24,45.8,8,12,66.7,30,54.5,19,34.5,5,9.1,6,10.9,6,10.9
Gabe Vincent,MIA,45,25,20,1183,237,49,105,46.7,17,20,85.0,119,50.2,104,43.9,28,11.8,14,5.9,10,4.2
Garrett Temple,NOP,18,11,7,129,11,1,3,33.3,2,2,100.0,4,36.4,7,63.6,2,18.2,0,0.0,1,9.1
Garrison Mathews,ATL,46,12,34,606,22,1,7,14.3,6,8,75.0,8,36.4,10,45.5,3,13.6,1,4.5,4,18.2
Gary Harris,ORL,30,12,18,735,68,17,36,47.2,4,4,100.0,39,57.4,22,32.4,4,5.9,5,7.4,2,2.9
Gary Payton II,GSW,15,8,7,255,7,0,2,0.0,0,0,0.0,0,0.0,3,42.9,1,14.3,2,28.6,0,0.0
Gary Trent Jr.,TOR,50,23,27,1682,247,79,154,51.3,31,38,81.6,196,79.4,56,22.7,9,3.6,15,6.1,19,7.7
George Hill,IND,36,24,12,677,96,17,29,58.6,5,9,55.6,39,40.6,49,51.0,11,11.5,11,11.5,4,4.2
Georges Niang,PHI,55,37,18,1089,134,34,61,55.7,7,8,87.5,79,59.0,53,39.6,8,6.0,13,9.7,4,3.0
Giannis Antetokounmpo,MIL,46,34,12,1545,671,186,307,60.6,147,230,63.9,536,79.9,175,26.1,37,5.5,53,7.9,116,17.3
Goga Bitadze,ORL,21,8,13,202,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Goran Dragic,CHI,50,22,28,773,240,40,92,43.5,7,8,87.5,87,36.3,123,51.3,40,16.7,20,8.3,4,1.7
Gordon Hayward,CHA,34,12,22,1059,286,52,108,48.1,24,28,85.7,131,45.8,134,46.9,33,11.5,26,9.1,14,4.9
Gorgui Dieng,SAS,19,2,17,193,10,2,3,66.7,1,2,50.0,5,50.0,5,50.0,2,20.0,1,10.0,1,10.0
Grant Williams,BOS,58,42,16,1616,157,38,73,52.1,14,18,77.8,92,58.6,53,33.8,9,5.7,13,8.3,9,5.7
Grayson Allen,MIL,53,38,15,1463,318,51,112,45.5,41,48,85.4,145,45.6,147,46.2,33,10.4,24,7.5,24,7.5
Greg Brown III,POR,16,10,6,93,14,4,8,50.0,2,4,50.0,11,78.6,3,21.4,1,7.1,1,7.1,2,14.3
Hamidou Diallo,DET,49,12,37,820,161,40,92,43.5,24,40,60.0,107,66.5,32,19.9,7,4.3,11,6.8,20,12.4
Harrison Barnes,SAC,57,32,25,1861,372,68,150,45.3,126,146,86.3,273,73.4,116,31.2,19,5.1,19,5.1,73,19.6
Haywood Highsmith,MIA,43,23,20,847,57,9,18,50.0,1,4,25.0,19,33.3,28,49.1,4,7.0,7,12.3,2,3.5
Herbert Jones,NOP,43,19,24,1239,158,36,80,45.0,30,33,90.9,103,65.2,54,34.2,21,13.3,6,3.8,17,10.8
Immanuel Quickley,NYK,59,33,26,1637,445,110,198,55.6,42,50,84.0,272,61.1,195,43.8,43,9.7,22,4.9,25,5.6
Isaac Okoro,CLE,61,38,23,1295,119,27,58,46.6,16,18,88.9,72,60.5,44,37.0,14,11.8,8,6.7,9,7.6
Isaiah Hartenstein,NYK,60,33,27,1181,14,4,6,66.7,0,0,0.0,8,57.1,7,50.0,1,7.1,1,7.1,0,0.0
Isaiah Jackson,IND,45,17,28,689,10,1,3,33.3,4,4,100.0,6,60.0,3,30.0,1,10.0,2,20.0,2,20.0
Isaiah Joe,OKC,49,25,24,771,37,3,8,37.5,4,4,100.0,10,27.0,22,59.5,5,13.5,4,10.8,2,5.4
Isaiah Livers,DET,36,9,27,760,45,4,12,33.3,6,8,75.0,14,31.1,25,55.6,4,8.9,4,8.9,4,8.9
Isaiah Mobley,CLE,8,5,3,26,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Isaiah Roby,SAS,41,9,32,464,68,15,36,41.7,5,10,50.0,36,52.9,19,27.9,9,13.2,7,10.3,5,7.4
Isaiah Stewart,DET,47,12,35,1338,95,24,49,49.0,11,12,91.7,59,62.1,25,26.3,11,11.6,13,13.7,6,6.3
Isaiah Todd,WAS,4,2,2,13,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ish Smith,DEN,30,20,10,311,147,20,44,45.5,0,0,0.0,40,27.2,90,61.2,21,14.3,13,8.8,0,0.0
Ish Wainright,PHX,41,22,19,646,42,7,13,53.8,8,10,80.0,23,54.8,17,40.5,4,9.5,4,9.5,5,11.9
Ivica Zubac,LAC,58,31,27,1704,16,9,16,56.3,0,0,0.0,18,112.5,0,0.0,0,0.0,0,0.0,0,0.0
JD Davison,BOS,6,5,1,14,4,0,2,0.0,0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0
JT Thor,CHA,47,12,35,506,42,10,21,47.6,3,6,50.0,25,59.5,15,35.7,1,2.4,3,7.1,3,7.1
Ja Morant,MEM,48,31,17,1572,1012,256,520,49.2,177,238,74.4,714,70.6,286,28.3,100,9.9,57,5.6,117,11.6
JaMychal Green,GSW,38,19,19,558,7,0,4,0.0,0,0,0.0,0,0.0,1,14.3,0,0.0,2,28.6,0,0.0
JaVale McGee,DAL,36,17,19,293,23,12,17,70.6,2,2,100.0,27,117.4,3,13.0,0,0.0,2,8.7,1,4.3
Jabari Smith Jr.,HOU,55,12,43,1646,164,40,88,45.5,29,38,76.3,114,69.5,35,21.3,5,3.0,15,9.1,19,11.6
Jabari Walker,POR,38,19,19,335,21,3,7,42.9,3,4,75.0,10,47.6,8,38.1,3,14.3,3,14.3,2,9.5
Jack White,DEN,14,12,2,43,3,2,3,66.7,0,0,0.0,5,166.7,0,0.0,0,0.0,0,0.0,0,0.0
Jaden Hardy,DAL,31,15,16,367,124,29,56,51.8,15,17,88.2,76,61.3,43,34.7,8,6.5,11,8.9,9,7.3
Jaden Ivey,DET,54,15,39,1620,611,99,217,45.6,84,116,72.4,293,48.0,258,42.2,76,12.4,45,7.4,58,9.5
Jaden McDaniels,MIN,57,30,27,1737,272,51,113,45.1,23,30,76.7,131,48.2,110,40.4,34,12.5,24,8.8,15,5.5
Jaden Springer,PHI,7,7,0,26,7,1,3,33.3,1,2,50.0,3,42.9,2,28.6,1,14.3,1,14.3,1,14.3
Jae'Sean Tate,HOU,20,3,17,420,110,23,53,43.4,7,14,50.0,56,50.9,40,36.4,7,6.4,8,7.3,7,6.4
Jake LaRavia,MEM,30,20,10,381,28,6,12,50.0,3,4,75.0,15,53.6,10,35.7,1,3.6,4,14.3,2,7.1
Jakob Poeltl,TOR,48,13,35,1252,93,32,50,64.0,8,12,66.7,73,78.5,29,31.2,8,8.6,6,6.5,6,6.5
Jalen Brunson,NYK,56,31,25,1965,1121,256,517,49.5,128,146,87.7,670,59.8,447,39.9,102,9.1,49,4.4,73,6.5
