TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Phoenix Suns,22,22,9.7,89,184,48.4,48.4,9.5,89,181,49.2,0.2,0,3,0.0
Milwaukee Bucks,23,23,6.3,52,126,41.3,41.3,6.1,52,123,42.3,0.1,0,3,0.0
LA Clippers,19,19,7.6,55,123,44.7,45.9,7.2,52,117,44.4,0.4,3,6,50.0
Atlanta Hawks,18,18,7.4,54,116,46.6,47.4,7.1,52,112,46.4,0.3,2,4,50.0
Brooklyn Nets,12,12,9.7,49,104,47.1,47.1,9.6,49,103,47.6,0.1,0,1,0.0
Philadelphia 76ers,12,12,8.1,40,85,47.1,47.6,7.9,39,83,47.0,0.2,1,2,50.0
Portland Trail Blazers,6,6,11.9,35,65,53.8,55.4,11.5,33,63,52.4,0.4,2,2,100
Denver Nuggets,10,10,7.0,34,61,55.7,55.7,6.6,34,58,58.6,0.3,0,3,0.0
Utah Jazz,11,11,5.8,24,56,42.9,42.9,5.5,24,54,44.4,0.2,0,2,0.0
Dallas Mavericks,7,7,7.0,21,39,53.8,53.8,6.8,21,38,55.3,0.2,0,1,0.0
Boston Celtics,5,5,8.7,16,37,43.2,43.2,8.7,16,37,43.2,0.0,0,0,-
Los Angeles Lakers,6,6,7.1,17,35,48.6,48.6,7.1,17,35,48.6,0.0,0,0,-
Memphis Grizzlies,5,5,7.9,22,34,64.7,67.6,7.4,20,32,62.5,0.5,2,2,100
Washington Wizards,5,5,7.4,13,33,39.4,39.4,7.1,13,32,40.6,0.2,0,1,0.0
Miami Heat,4,4,7.9,13,30,43.3,45.0,7.7,12,29,41.4,0.3,1,1,100
New York Knicks,5,5,6.4,15,27,55.6,55.6,6.1,15,26,57.7,0.2,0,1,0.0
