PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Gordon,DEN,13,10,3,461,35,24,68.6,64,54.7,3,57.4,6.0
Al Horford,BOS,15,8,7,478,22,11,50.0,39,56.4,1,57.9,8.6
Alex Len,SAC,6,2,4,54,7,3,42.9,14,50.0,1,53.8,6.7
Andrew Wiggins,GSW,13,6,7,442,24,14,58.3,58,41.4,1,42.1,7.2
Anthony Davis,LAL,14,8,6,526,31,27,87.1,82,37.8,0,37.8,4.1
Anthony Edwards,MIN,5,1,4,199,3,0,0.0,11,27.3,0,27.3,19.4
Anthony Lamb,GSW,3,1,2,16,1,1,100.0,2,50.0,0,50.0,9.4
Austin Reaves,LAL,14,8,6,499,17,8,47.1,40,42.5,1,43.6,11.3
Austin Rivers,MIN,3,1,2,41,1,1,100.0,2,50.0,0,50.0,7.1
Bam Adebayo,MIA,13,10,3,460,35,20,57.1,87,40.2,0,40.2,4.9
Bismack Biyombo,PHX,7,4,3,72,10,5,50.0,20,50.0,0,50.0,4.6
Blake Griffin,BOS,1,0,1,6,1,0,0.0,2,50.0,0,50.0,2.1
Bobby Portis,MIL,5,1,4,107,10,5,50.0,19,52.6,0,52.6,10.3
Bogdan Bogdanovic,ATL,5,2,3,137,2,1,50.0,7,28.6,0,28.6,2.5
Bones Hyland,LAC,3,1,2,49,1,0,0.0,5,20.0,0,20.0,4.1
Brook Lopez,MIL,5,1,4,182,14,11,78.6,25,56.0,0,56.0,5.4
Bruce Brown,DEN,13,10,3,348,7,6,85.7,28,25.0,2,26.9,5.9
Caleb Martin,MIA,13,10,3,365,16,6,37.5,36,44.4,0,44.4,12.8
Cam Thomas,BKN,1,0,1,11,0,0,0.0,0,0.0,0,0.0,0.0
Cameron Johnson,BKN,4,0,4,152,3,2,66.7,9,33.3,0,33.3,6.6
Cameron Payne,PHX,5,1,4,119,0,0,0.0,0,0.0,0,0.0,0.0
Caris LeVert,CLE,5,1,4,170,4,3,75.0,10,40.0,0,40.0,13.5
Cedi Osman,CLE,5,1,4,93,1,1,100.0,4,25.0,0,25.0,6.1
Chimezie Metu,SAC,1,0,1,3,1,0,0.0,2,50.0,0,50.0,4.1
Chris Paul,PHX,6,4,2,218,5,4,80.0,13,38.5,0,38.5,6.8
Christian Braun,DEN,12,9,3,148,8,3,37.5,31,25.8,2,27.6,9.4
Clint Capela,ATL,6,2,4,151,15,10,66.7,31,48.4,1,50.0,5.0
Cody Zeller,MIA,12,9,3,111,7,4,57.1,23,30.4,2,33.3,5.8
D'Angelo Russell,LAL,13,8,5,411,9,2,22.2,17,52.9,0,52.9,15.9
Damion Lee,PHX,6,2,4,74,4,1,25.0,7,57.1,0,57.1,10.1
Danny Green,CLE,3,1,2,36,2,1,50.0,7,28.6,0,28.6,5.1
Danuel House Jr.,PHI,6,3,3,42,0,0,0.0,3,0.0,0,0.0,0.0
Darius Garland,CLE,4,1,3,145,0,0,0.0,6,0.0,2,0.0,0.0
David Roddy,MEM,5,1,4,74,4,1,25.0,10,40.0,0,40.0,15.7
Davion Mitchell,SAC,6,3,3,131,3,1,33.3,8,37.5,1,42.9,12.2
Day'Ron Sharpe,BKN,1,0,1,17,2,2,100.0,7,28.6,0,28.6,4.3
De'Aaron Fox,SAC,7,3,4,270,12,2,16.7,22,54.5,0,54.5,16.8
De'Andre Hunter,ATL,6,2,4,224,7,1,14.3,15,46.7,1,50.0,9.2
De'Anthony Melton,PHI,11,7,4,274,14,5,35.7,36,38.9,2,41.2,12.0
DeAndre Jordan,DEN,1,0,1,4,0,0,0.0,2,0.0,0,0.0,0.0
Dean Wade,CLE,2,0,2,11,0,0,0.0,0,0.0,0,0.0,0.0
Deandre Ayton,PHX,10,6,4,319,29,23,79.3,58,50.0,0,50.0,5.5
Dejounte Murray,ATL,5,1,4,190,9,3,33.3,18,50.0,0,50.0,18.0
Dennis Schroder,LAL,12,6,6,303,3,0,0.0,9,33.3,0,33.3,22.0
Derrick White,BOS,14,7,7,412,8,7,87.5,25,32.0,1,33.3,7.4
Desmond Bane,MEM,6,2,4,231,7,3,42.9,24,29.2,1,30.4,9.0
Devin Booker,PHX,11,6,5,459,12,5,41.7,37,32.4,2,34.3,5.7
Dewayne Dedmon,PHI,1,0,1,5,0,0,0.0,0,0.0,0,0.0,0.0
Dillon Brooks,MEM,6,2,4,167,3,1,33.3,11,27.3,1,30.0,9.7
Domantas Sabonis,SAC,7,3,4,243,31,22,71.0,76,40.8,0,40.8,4.9
Donovan Mitchell,CLE,5,1,4,207,3,2,66.7,5,60.0,0,60.0,14.5
Donte DiVincenzo,GSW,12,5,7,218,11,7,63.6,24,45.8,1,47.8,7.0
Dorian Finney-Smith,BKN,4,0,4,101,6,3,50.0,12,50.0,0,50.0,5.2
Draymond Green,GSW,12,5,7,367,19,10,52.6,44,43.2,2,45.2,7.3
Duncan Robinson,MIA,10,7,3,189,0,0,0.0,1,0.0,1,0.0,0.0
Eric Gordon,LAC,4,1,3,128,1,0,0.0,4,25.0,0,25.0,41.4
Evan Mobley,CLE,5,1,4,188,15,5,33.3,37,40.5,1,41.7,6.2
Furkan Korkmaz,PHI,1,0,1,4,0,0,0.0,1,0.0,0,0.0,0.0
Gabe Vincent,MIA,9,7,2,285,4,1,25.0,12,33.3,1,36.4,18.2
Gary Payton II,GSW,11,4,7,184,22,11,50.0,38,57.9,1,59.5,5.5
Georges Niang,PHI,3,3,0,46,0,0,0.0,0,0.0,0,0.0,0.0
Giannis Antetokounmpo,MIL,3,0,3,91,8,6,75.0,16,50.0,0,50.0,8.4
Grant Williams,BOS,7,4,3,128,5,1,20.0,12,41.7,0,41.7,8.3
Grayson Allen,MIL,4,1,3,116,1,1,100.0,7,14.3,0,14.3,29.9
Harrison Barnes,SAC,6,3,3,183,10,6,60.0,23,43.5,3,50.0,6.4
Haywood Highsmith,MIA,6,4,2,63,7,2,28.6,13,53.8,0,53.8,9.1
Immanuel Quickley,NYK,8,5,3,175,2,0,0.0,8,25.0,0,25.0,13.0
Isaac Okoro,CLE,4,1,3,57,3,2,66.7,7,42.9,0,42.9,4.6
Isaiah Hartenstein,NYK,11,6,5,220,23,15,65.2,51,45.1,3,47.9,6.6
Ish Smith,DEN,1,1,0,4,0,0,0.0,1,0.0,1,0.0,0.0
Ish Wainright,PHX,1,0,1,7,0,0,0.0,0,0.0,0,0.0,0.0
Ivica Zubac,LAC,5,1,4,130,16,14,87.5,42,38.1,3,41.0,4.1
Ja Morant,MEM,5,1,4,187,8,4,50.0,14,57.1,0,57.1,7.7
JaMychal Green,GSW,3,2,1,26,0,0,0.0,3,0.0,0,0.0,0.0
Jae Crowder,MIL,2,1,1,29,1,1,100.0,3,33.3,0,33.3,9.8
Jalen Brunson,NYK,11,6,5,443,9,2,22.2,19,47.4,0,47.4,20.4
Jalen Johnson,ATL,5,2,3,51,2,0,0.0,9,22.2,1,25.0,7.0
Jalen McDaniels,PHI,7,5,2,101,3,1,33.3,9,33.3,1,37.5,7.5
Jamal Murray,DEN,13,10,3,502,10,5,50.0,28,35.7,1,37.0,7.8
James Harden,PHI,11,7,4,427,6,3,50.0,33,18.2,1,18.8,10.2
Jaren Jackson Jr.,MEM,6,2,4,220,20,14,70.0,41,48.8,2,51.3,6.9
Jarred Vanderbilt,LAL,13,7,6,229,19,14,73.7,38,50.0,1,51.4,6.5
Jarrett Allen,CLE,5,1,4,191,15,11,73.3,34,44.1,1,45.5,5.8
Jaylen Brown,BOS,15,8,7,567,16,8,50.0,42,38.1,0,38.1,10.4
Jaylen Nowell,MIN,3,1,2,38,4,3,75.0,5,80.0,0,80.0,2.7
Jayson Tatum,BOS,15,8,7,597,18,9,50.0,39,46.2,0,46.2,8.4
Jeff Green,DEN,12,9,3,219,5,1,20.0,11,45.5,0,45.5,6.0
Jevon Carter,MIL,2,1,1,37,0,0,0.0,0,0.0,0,0.0,0.0
Jimmy Butler,MIA,12,10,2,475,26,14,53.8,70,37.1,3,38.8,7.7
Jock Landale,PHX,7,2,5,113,10,7,70.0,36,27.8,1,28.6,4.3
Joe Harris,BKN,3,0,3,40,0,0,0.0,0,0.0,0,0.0,0.0
Joe Ingles,MIL,2,1,1,43,1,0,0.0,2,50.0,1,100.0,6.6
Joel Embiid,PHI,9,5,4,336,16,10,62.5,41,39.0,1,40.0,5.1
John Collins,ATL,6,2,4,164,7,4,57.1,18,38.9,1,41.2,6.5
John Konchar,MEM,4,2,2,48,4,1,25.0,9,44.4,1,50.0,8.2
Jonathan Kuminga,GSW,7,4,3,45,4,3,75.0,7,57.1,0,57.1,5.9
Jordan McLaughlin,MIN,1,0,1,10,0,0,0.0,1,0.0,0,0.0,0.0
Jordan Poole,GSW,10,6,4,205,4,1,25.0,11,36.4,0,36.4,17.7
Josh Hart,NYK,11,6,5,353,18,11,61.1,42,42.9,3,46.2,9.3
Josh Okogie,PHX,8,6,2,145,12,9,75.0,25,48.0,0,48.0,6.8
Jrue Holiday,MIL,5,1,4,191,4,1,25.0,18,22.2,1,23.5,12.4
Julius Randle,NYK,10,6,4,330,17,7,41.2,51,33.3,0,33.3,7.6
Karl-Anthony Towns,MIN,5,1,4,180,6,4,66.7,19,31.6,1,33.3,7.2
Kawhi Leonard,LAC,2,1,1,80,3,2,66.7,6,50.0,1,60.0,13.4
Keegan Murray,SAC,7,3,4,194,15,6,40.0,26,57.7,2,62.5,9.6
Kenneth Lofton Jr.,MEM,1,0,1,10,1,1,100.0,3,33.3,0,33.3,3.2
Kentavious Caldwell-Pope,DEN,13,10,3,426,9,3,33.3,25,36.0,2,39.1,12.1
Kessler Edwards,SAC,1,0,1,3,0,0,0.0,0,0.0,0,0.0,0.0
Kevin Durant,PHX,11,6,5,466,7,3,42.9,19,36.8,0,36.8,13.6
Kevin Huerter,SAC,7,3,4,183,1,1,100.0,11,9.1,1,10.0,2.6
Kevin Love,MIA,13,10,3,258,8,7,87.5,26,30.8,0,30.8,3.4
Kevon Looney,GSW,13,6,7,325,61,45,73.8,108,56.5,0,56.5,6.3
Khris Middleton,MIL,5,1,4,173,7,5,71.4,14,50.0,0,50.0,8.7
Klay Thompson,GSW,13,6,7,468,1,0,0.0,17,5.9,2,6.7,38.1
Kyle Anderson,MIN,4,1,3,104,3,2,66.7,8,37.5,0,37.5,2.4
Kyle Lowry,MIA,13,10,3,325,5,2,40.0,20,25.0,2,27.8,14.7
Lamar Stevens,CLE,1,0,1,4,0,0,0.0,1,0.0,0,0.0,0.0
Landry Shamet,PHX,6,3,3,117,3,2,66.7,6,50.0,0,50.0,13.0
LeBron James,LAL,14,8,6,528,23,16,69.6,49,46.9,1,47.9,6.2
Lonnie Walker IV,LAL,5,3,2,93,0,0,0.0,0,0.0,0,0.0,0.0
Luke Kennard,MEM,5,2,3,107,5,2,40.0,10,50.0,0,50.0,13.4
Luke Kornet,BOS,2,2,0,9,2,2,100.0,4,50.0,0,50.0,7.0
Malcolm Brogdon,BOS,15,8,7,424,12,5,41.7,27,44.4,1,46.2,14.3
Malik Beasley,LAL,6,4,2,62,3,1,33.3,5,60.0,0,60.0,12.5
Malik Monk,SAC,7,3,4,205,6,2,33.3,19,31.6,0,31.6,14.4
MarJon Beauchamp,MIL,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
Marcus Morris Sr.,LAC,3,0,3,68,1,0,0.0,4,25.0,0,25.0,5.0
Marcus Smart,BOS,15,8,7,506,16,8,50.0,32,50.0,5,59.3,8.9
Mason Plumlee,LAC,5,1,4,91,16,9,56.3,28,57.1,1,59.3,5.0
Max Christie,LAL,3,2,1,24,0,0,0.0,0,0.0,0,0.0,0.0
Max Strus,MIA,11,8,3,344,8,3,37.5,27,29.6,0,29.6,13.2
Meyers Leonard,MIL,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
Michael Porter Jr.,DEN,13,10,3,427,10,4,40.0,33,30.3,1,31.3,5.9
Mikal Bridges,BKN,4,0,4,157,2,1,50.0,8,25.0,1,28.6,7.1
Mike Conley,MIN,5,1,4,183,2,0,0.0,9,22.2,1,25.0,23.6
Mike Muscala,BOS,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
Miles McBride,NYK,2,2,0,9,0,0,0.0,1,0.0,0,0.0,0.0
Mitchell Robinson,NYK,11,6,5,298,55,43,78.2,102,53.9,1,54.5,4.2
Mo Bamba,LAL,1,1,0,9,0,0,0.0,0,0.0,0,0.0,0.0
Montrezl Harrell,PHI,1,1,0,5,0,0,0.0,0,0.0,0,0.0,0.0
Moses Moody,GSW,9,3,6,136,7,5,71.4,21,33.3,1,35.0,5.0
