PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%
De'Aaron Fox,SAC,25,4,4,24.3,11,25,44.0,60.0,5.8,3,6,50.0,18.4,8,19,42.1
Trae Young,ATL,24,4,4,26.1,11,23,47.8,63.0,5.7,4,5,80.0,20.5,7,18,38.9
Marcus Smart,BOS,29,4,4,40.0,10,22,45.5,61.4,7.3,3,4,75.0,32.7,7,18,38.9
De'Andre Hunter,ATL,25,4,4,38.6,8,22,36.4,47.7,5.3,3,3,100,33.3,5,19,26.3
Tyrese Maxey,PHI,22,4,4,30.9,11,21,52.4,78.6,2.9,0,2,0.0,27.9,11,19,57.9
Derrick White,BOS,28,4,4,40.0,14,20,70.0,97.5,6.0,3,3,100,34.0,11,17,64.7
Russell Westbrook,LAC,34,4,4,23.0,10,20,50.0,70.0,3.4,2,3,66.7,19.5,8,17,47.1
Eric Gordon,LAC,34,4,4,50.0,9,20,45.0,65.0,2.5,1,1,100,47.5,8,19,42.1
Jayson Tatum,BOS,25,4,3,21.8,9,19,47.4,63.2,8.0,3,7,42.9,13.8,6,12,50.0
Royce O'Neale,BKN,29,4,4,62.1,4,18,22.2,33.3,0.0,0,0,-,62.1,4,18,22.2
Caris LeVert,CLE,28,4,3,34.0,7,17,41.2,58.8,2.0,1,1,100,32.0,6,16,37.5
Malcolm Brogdon,BOS,30,4,4,40.5,6,17,35.3,50.0,9.5,1,4,25.0,31.0,5,13,38.5
Torrey Craig,PHX,32,4,4,48.5,10,16,62.5,81.3,12.1,4,4,100,36.4,6,12,50.0
Darius Garland,CLE,23,4,4,23.9,9,16,56.3,78.1,6.0,2,4,50.0,17.9,7,12,58.3
De'Anthony Melton,PHI,24,4,4,45.7,8,16,50.0,71.9,2.9,1,1,100,42.9,7,15,46.7
Jamal Murray,DEN,26,4,4,19.8,7,16,43.8,56.3,6.2,3,5,60.0,13.6,4,11,36.4
John Collins,ATL,25,4,4,47.1,4,16,25.0,34.4,2.9,1,1,100,44.1,3,15,20.0
Davion Mitchell,SAC,24,4,4,55.6,7,15,46.7,63.3,11.1,2,3,66.7,44.4,5,12,41.7
Andrew Wiggins,GSW,28,4,4,23.8,7,15,46.7,60.0,6.3,3,4,75.0,17.5,4,11,36.4
P.J. Tucker,PHI,37,4,4,75.0,3,15,20.0,30.0,5.0,0,1,0.0,70.0,3,14,21.4
Julius Randle,NYK,28,4,4,21.5,6,14,42.9,60.7,1.5,1,1,100,20.0,5,13,38.5
Klay Thompson,GSW,33,4,4,22.6,6,14,42.9,53.6,4.8,3,3,100,17.7,3,11,27.3
Bones Hyland,LAC,22,4,4,45.2,4,14,28.6,39.3,6.5,1,2,50.0,38.7,3,12,25.0
Dillon Brooks,MEM,27,3,3,35.0,4,14,28.6,42.9,0.0,0,0,-,35.0,4,14,28.6
Cedi Osman,CLE,28,4,4,70.0,4,14,28.6,39.3,5.0,1,1,100,65.0,3,13,23.1
Chris Paul,PHX,37,4,4,24.6,3,14,21.4,28.6,7.0,1,4,25.0,17.5,2,10,20.0
Nikola Jokic,DEN,28,4,3,18.6,9,13,69.2,96.2,2.9,2,2,100,15.7,7,11,63.6
Dorian Finney-Smith,BKN,29,4,4,56.5,7,13,53.8,76.9,13.0,1,3,33.3,43.5,6,10,60.0
Mike Conley,MIN,35,4,4,37.1,7,13,53.8,76.9,5.7,1,2,50.0,31.4,6,11,54.5
