PLAYER,TEAM,GP,W,L,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,20,16,4,713.0,10,29,34.5,2.0,10.0,20.0,37.9,22,203932,1610612743
Aaron Holiday,ATL,1,1,0,4.0,0,0,,,,,,0,1628988,1610612737
Al Horford,BOS,20,11,9,617.0,0,2,0.0,0.0,0.0,,0.0,0,201143,1610612738
Alex Len,SAC,7,3,4,54.0,0,0,,,,,,0,203458,1610612758
Amir Coffey,LAC,1,0,1,1.0,0,0,,,,,,0,1629599,1610612746
Andrew Wiggins,GSW,13,6,7,442.0,17,46,37.0,3.0,10.0,30.0,40.2,37,203952,1610612744
Anthony Davis,LAL,16,8,8,608.0,16,41,39.0,0.0,1.0,0.0,39.0,32,203076,1610612747
Anthony Edwards,MIN,5,1,4,199.0,21,47,44.7,11.0,28.0,39.300000000000004,56.39999999999999,53,1630162,1610612750
Anthony Lamb,GSW,6,3,3,31.0,0,2,0.0,0.0,2.0,0.0,0.0,0,1630237,1610612744
Austin Reaves,LAL,16,8,8,579.0,31,77,40.300000000000004,11.0,28.0,39.300000000000004,47.4,73,1630559,1610612747
Austin Rivers,MIN,4,1,3,46.0,0,2,0.0,0.0,2.0,0.0,0.0,0,203085,1610612750
Bam Adebayo,MIA,23,13,10,850.0,25,82,30.5,0.0,3.0,0.0,30.5,50,1628389,1610612748
Bismack Biyombo,PHX,8,4,4,78.0,0,0,,,,,,0,202687,1610612756
Blake Griffin,BOS,1,0,1,6.0,0,0,,,,,,0,201933,1610612738
Bobby Portis,MIL,5,1,4,107.0,2,5,40.0,0.0,0.0,,40.0,4,1626171,1610612749
Bogdan Bogdanović,ATL,6,2,4,157.0,6,17,35.3,2.0,10.0,20.0,41.199999999999996,14,203992,1610612737
Bones Hyland,LAC,5,1,4,82.0,4,12,33.300000000000004,2.0,6.0,33.300000000000004,41.699999999999996,10,1630538,1610612746
Brandon Boston,LAC,1,0,1,1.0,0,0,,,,,,0,1630527,1610612746
Brook Lopez,MIL,5,1,4,182.0,5,8,62.5,1.0,1.0,100.0,68.8,11,201572,1610612749
Bruce Brown,DEN,20,16,4,532.0,13,25,52.0,2.0,5.0,40.0,56.00000000000001,28,1628971,1610612743
Caleb Martin,MIA,23,13,10,694.0,20,54,37.0,7.0,29.0,24.099999999999998,43.5,47,1628997,1610612748
Cam Thomas,BKN,2,0,2,16.0,1,5,20.0,0.0,2.0,0.0,20.0,2,1630560,1610612751
Cameron Johnson,BKN,4,0,4,152.0,7,11,63.6,1.0,4.0,25.0,68.2,15,1629661,1610612751
Cameron Payne,PHX,7,3,4,152.0,12,22,54.50000000000001,6.0,10.0,60.0,68.2,30,1626166,1610612756
Caris LeVert,CLE,5,1,4,170.0,7,20,35.0,3.0,11.0,27.3,42.5,17,1627747,1610612739
Cedi Osman,CLE,5,1,4,93.0,0,2,0.0,0.0,2.0,0.0,0.0,0,1626224,1610612739
Chimezie Metu,SAC,3,1,2,6.0,0,0,,,,,,0,1629002,1610612758
Chris Paul,PHX,7,4,3,250.0,26,59,44.1,3.0,11.0,27.3,46.6,55,101108,1610612756
Christian Braun,DEN,19,15,4,247.0,1,4,25.0,0.0,3.0,0.0,25.0,2,1631128,1610612743
Clint Capela,ATL,6,2,4,151.0,0,0,,,,,,0,203991,1610612737
Cody Zeller,MIA,21,11,10,174.0,2,3,66.7,,,,66.7,4,203469,1610612748
D'Angelo Russell,LAL,16,8,8,473.0,38,96,39.6,9.0,32.0,28.1,44.3,85,1626156,1610612747
DaQuan Jeffries,NYK,2,1,1,5.0,0,0,,,,,,0,1629610,1610612752
Damion Lee,PHX,8,4,4,89.0,0,2,0.0,0.0,2.0,0.0,0.0,0,1627814,1610612756
Danny Green,CLE,4,1,3,40.0,0,0,,0.0,0.0,,,0,201980,1610612739
Danuel House Jr.,PHI,7,3,4,42.0,0,4,0.0,0.0,4.0,0.0,0.0,0,1627863,1610612755
Darius Garland,CLE,5,1,4,189.0,16,32,50.0,4.0,9.0,44.4,56.3,36,1629636,1610612739
David Duke Jr.,BKN,1,0,1,5.0,0,0,,0.0,0.0,,,0,1630561,1610612751
David Roddy,MEM,6,2,4,76.0,0,3,0.0,0.0,2.0,0.0,0.0,0,1631223,1610612763
Davion Mitchell,SAC,7,3,4,140.0,5,14,35.699999999999996,0.0,6.0,0.0,35.699999999999996,10,1630558,1610612758
Day'Ron Sharpe,BKN,2,0,2,20.0,0,0,,,,,,0,1630549,1610612751
De'Aaron Fox,SAC,7,3,4,270.0,37,94,39.4,11.0,38.0,28.9,45.2,85,1628368,1610612758
De'Andre Hunter,ATL,6,2,4,224.0,13,28,46.400000000000006,3.0,8.0,37.5,51.800000000000004,29,1629631,1610612737
De'Anthony Melton,PHI,11,7,4,274.0,2,10,20.0,2.0,9.0,22.2,30.0,6,1629001,1610612755
DeAndre Jordan,DEN,4,3,1,14.0,0,0,,,,,,0,201599,1610612743
Dean Wade,CLE,2,0,2,11.0,0,0,,0.0,0.0,,,0,1629731,1610612739
Deandre Ayton,PHX,10,6,4,319.0,2,9,22.2,,,,22.2,4,1629028,1610612756
Dejounte Murray,ATL,5,1,4,190.0,21,47,44.7,7.0,16.0,43.8,52.1,49,1627749,1610612737
Dennis Schröder,LAL,16,8,8,417.0,17,37,45.9,2.0,4.0,50.0,48.6,36,203471,1610612747
Derrick Rose,NYK,1,1,0,3.0,0,2,0.0,0.0,0.0,,0.0,0,201565,1610612752
Derrick White,BOS,20,11,9,593.0,19,39,48.699999999999996,12.0,26.0,46.2,64.1,50,1628401,1610612738
Desmond Bane,MEM,6,2,4,231.0,14,38,36.8,4.0,22.0,18.2,42.1,32,1630217,1610612763
Devin Booker,PHX,11,6,5,459.0,68,134,50.7,21.0,44.0,47.699999999999996,58.599999999999994,157,1626164,1610612756
Dewayne Dedmon,PHI,1,0,1,5.0,0,0,,0.0,0.0,,,0,203473,1610612755
Dillon Brooks,MEM,6,2,4,167.0,6,19,31.6,2.0,10.0,20.0,36.8,14,1628415,1610612763
Domantas Sabonis,SAC,7,3,4,243.0,4,12,33.300000000000004,0.0,0.0,,33.300000000000004,8,1627734,1610612758
Donovan Mitchell,CLE,5,1,4,207.0,20,58,34.5,6.0,30.0,20.0,39.7,46,1628378,1610612739
Donte DiVincenzo,GSW,13,6,7,235.0,1,8,12.5,1.0,5.0,20.0,18.8,3,1628978,1610612744
Dorian Finney-Smith,BKN,4,0,4,101.0,1,3,33.300000000000004,1.0,1.0,100.0,50.0,3,1627827,1610612751
Draymond Green,GSW,12,5,7,367.0,3,5,60.0,0.0,0.0,,60.0,6,203110,1610612744
Duncan Robinson,MIA,23,13,10,419.0,18,45,40.0,17.0,35.0,48.6,58.9,53,1629130,1610612748
Edmond Sumner,BKN,1,0,1,4.0,0,0,,,,,,0,1628410,1610612751
Eric Gordon,LAC,5,1,4,149.0,4,8,50.0,3.0,6.0,50.0,68.8,11,201569,1610612746
Evan Mobley,CLE,5,1,4,188.0,1,5,20.0,0.0,0.0,,20.0,2,1630596,1610612739
Furkan Korkmaz,PHI,3,1,2,11.0,0,2,0.0,0.0,1.0,0.0,0.0,0,1627788,1610612755
Gabe Vincent,MIA,22,13,9,672.0,40,115,34.8,22.0,67.0,32.800000000000004,44.3,102,1629216,1610612748
Gary Payton II,GSW,12,5,7,191.0,0,1,0.0,0.0,0.0,,0.0,0,1627780,1610612744
Georges Niang,PHI,11,7,4,157.0,4,5,80.0,2.0,2.0,100.0,100.0,10,1627777,1610612755
Giannis Antetokounmpo,MIL,3,0,3,91.0,1,10,10.0,0.0,2.0,0.0,10.0,2,203507,1610612749
Goran Dragic,MIL,2,1,1,7.0,0,0,,0.0,0.0,,,0,201609,1610612749
Grant Williams,BOS,15,8,7,265.0,2,5,40.0,2.0,4.0,50.0,60.0,6,1629684,1610612738
Grayson Allen,MIL,5,1,4,149.0,3,6,50.0,2.0,4.0,50.0,66.7,8,1628960,1610612749
Harrison Barnes,SAC,7,3,4,197.0,5,12,41.699999999999996,2.0,8.0,25.0,50.0,12,203084,1610612758
Haywood Highsmith,MIA,18,9,9,161.0,0,1,0.0,0.0,0.0,,0.0,0,1629312,1610612748
Immanuel Quickley,NYK,8,5,3,175.0,10,29,34.5,1.0,11.0,9.1,36.199999999999996,21,1630193,1610612752
Isaac Okoro,CLE,5,1,4,75.0,0,0,,0.0,0.0,,,0,1630171,1610612739
Isaiah Hartenstein,NYK,11,6,5,220.0,0,1,0.0,,,,0.0,0,1628392,1610612752
Ish Smith,DEN,4,4,0,12.0,1,1,100.0,,,,100.0,2,202397,1610612743
Ish Wainright,PHX,6,1,5,21.0,0,0,,0.0,0.0,,,0,1630688,1610612756
Ivica Zubac,LAC,5,1,4,130.0,0,0,,,,,,0,1627826,1610612746
Ja Morant,MEM,5,1,4,187.0,13,35,37.1,9.0,15.0,60.0,50.0,35,1629630,1610612763
JaMychal Green,GSW,7,2,5,49.0,0,1,0.0,0.0,1.0,0.0,0.0,0,203210,1610612744
Jaden Springer,PHI,4,1,3,17.0,2,2,100.0,,,,100.0,4,1630531,1610612755
Jae Crowder,MIL,4,1,3,41.0,1,2,50.0,0.0,0.0,,50.0,2,203109,1610612749
Jalen Brunson,NYK,11,6,5,443.0,57,133,42.9,19.0,57.0,33.300000000000004,50.0,133,1628973,1610612752
Jalen Johnson,ATL,6,2,4,55.0,0,0,,0.0,0.0,,,0,1630552,1610612737
Jalen McDaniels,PHI,8,5,3,102.0,1,3,33.300000000000004,0.0,0.0,,33.300000000000004,2,1629667,1610612755
Jamal Murray,DEN,20,16,4,799.0,102,224,45.5,32.0,86.0,37.2,52.7,236,1627750,1610612743
James Harden,PHI,11,7,4,427.0,43,105,41.0,23.0,66.0,34.8,51.9,109,201935,1610612755
Jaren Jackson Jr.,MEM,6,2,4,220.0,0,1,0.0,0.0,1.0,0.0,0.0,0,1628991,1610612763
Jarred Vanderbilt,LAL,15,8,7,247.0,1,5,20.0,0.0,2.0,0.0,20.0,2,1629020,1610612747
Jarrett Allen,CLE,5,1,4,191.0,0,0,,,,,,0,1628386,1610612739
Jason Preston,LAC,1,0,1,1.0,0,0,,,,,,0,1630554,1610612746
Jaylen Brown,BOS,20,11,9,751.0,37,112,33.0,12.0,47.0,25.5,38.4,86,1627759,1610612738
Jaylen Nowell,MIN,5,1,4,62.0,1,6,16.7,1.0,4.0,25.0,25.0,3,1629669,1610612750
Jayson Tatum,BOS,20,11,9,799.0,51,138,37.0,33.0,97.0,34.0,48.9,135,1628369,1610612738
Jeff Green,DEN,20,16,4,343.0,1,3,33.300000000000004,1.0,2.0,50.0,50.0,3,201145,1610612743
